진료과,순위,상명코드,상병명,건수,지역,년도
치과,11,S03,머리의 관절 및 인대의 탈구. 염좌 및 긴장,3,인천,2019
치과,12,K12,입안염 및 관련 병터,3,인천,2019
치과,13,M60,근육염,1,인천,2019
피부과,1,B35,피부사상균증,1697,인천,2019
피부과,2,L24,자극성 접촉피부염,1156,인천,2019
피부과,3,L23,앨러지성 접촉피부염,631,인천,2019
피부과,4,L21,지루피부염,588,인천,2019
피부과,5,L50,두드러기,529,인천,2019
피부과,6,L08,피부 피하조직의 기타 국소 감염,467,인천,2019
피부과,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,431,인천,2019
피부과,8,L29,소양증,417,인천,2019
피부과,9,L85,기타 표피의 비후,347,인천,2019
피부과,10,B02,대상포진,142,인천,2019
피부과,11,L30,기타 피부염,133,인천,2019
피부과,12,D21,결합조직 및 기타 연조직의 기타 양성 신생물,95,인천,2019
피부과,13,L40,건선,81,인천,2019
피부과,14,L82,지루각화증,71,인천,2019
피부과,15,B07,바이러스성 사마귀,70,인천,2019
피부과,16,B86,옴,63,인천,2019
피부과,17,B00,헤르페스바이러스[단순헤르페스] 감염,54,인천,2019
피부과,18,L63,원형 탈모증,52,인천,2019
피부과,19,L28,만성 단순태선 및 양진,45,인천,2019
피부과,20,L84,티눈 및 굳은살,34,인천,2019
가정의학과,1,I10,본태성(일차성)고혈압,4483,인천,2020
가정의학과,2,E11,인슐린-비의존 당뇨병,2207,인천,2020
가정의학과,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1301,인천,2020
가정의학과,4,F00,알츠하이머병에서의 치매(G30.-+),878,인천,2020
가정의학과,5,J40,"급성인지 만성인지 명시되지 않은 기관지염, 알레르기 NOS(J45.0-), 호흡기 감염 NOS",553,인천,2020
가정의학과,6,E78,지질단백질대사장애 및 기타 지질증,539,인천,2020
가정의학과,7,E46,상세불명의 단백칼로리 영양실조,518,인천,2020
가정의학과,8,G47,수면장애,436,인천,2020
가정의학과,9,M81,병적골절이 없는 골다공증,283,인천,2020
가정의학과,10,J00,급성 코인두염[감기],250,인천,2020
가정의학과,11,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,246,인천,2020
가정의학과,12,J02,급성 인두염,228,인천,2020
가정의학과,13,E14,상세불명의 당뇨병,217,인천,2020
가정의학과,14,J44,기타 만성 폐쇄성 폐질환,196,인천,2020
가정의학과,15,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,189,인천,2020
가정의학과,16,I63,뇌경색증,175,인천,2020
가정의학과,17,J20,급성 기관지염,174,인천,2020
가정의학과,18,J30,혈관운동성 및 앨러지성 비염,153,인천,2020
가정의학과,19,R42,현기 및 어지러움,132,인천,2020
가정의학과,20,E03,기타 갑상선기능저하증,99,인천,2020
내과,1,I10,본태성(일차성)고혈압,3019,인천,2020
내과,2,E11,인슐린-비의존 당뇨병,1869,인천,2020
내과,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,938,인천,2020
내과,4,K29,위염 및 십이지장염,824,인천,2020
내과,5,J21,급성 세기관지염,653,인천,2020
내과,6,K21,위-식도역류병,552,인천,2020
내과,7,K59,기타 기능적 창자 장애,378,인천,2020
내과,8,I20,협심증,324,인천,2020
내과,9,K30,소화불량,306,인천,2020
내과,10,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,305,인천,2020
내과,11,K58,자극성 장증후군,278,인천,2020
내과,12,J44,기타 만성 폐쇄성 폐질환,266,인천,2020
내과,13,J45,천식,245,인천,2020
내과,14,E78,지질단백질대사장애 및 기타 지질증,240,인천,2020
내과,15,J06,"다발성 및 상세불명 부위의 급성 상기도감염, 제외; 호흡기 감염 NOS",173,인천,2020
내과,16,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,166,인천,2020
내과,17,K25,위궤양,117,인천,2020
내과,18,K63,창자의 기타 질환,86,인천,2020
내과,19,B18,만성 바이러스간염.   주: 다음의 5단위 세분류는 면역관용기 여부를 표기하기 위해 B18.0-B18.1에 사용한다.,75,인천,2020
내과,20,K70,알콜성 간질환,73,인천,2020
마취통증의학과,1,M48,기타 척추병증,244,인천,2020
마취통증의학과,2,M54,배통,80,인천,2020
마취통증의학과,3,M75,어깨병변,73,인천,2020
마취통증의학과,4,G53,달리 분류된 질환에서의 뇌신경장애,70,인천,2020
마취통증의학과,5,M51,기타 추간판장애,41,인천,2020
마취통증의학과,6,M13,추 락,33,인천,2020
마취통증의학과,7,M79,달리 분류되지 않은 기타 연조직장애,32,인천,2020
마취통증의학과,8,M17,윤충증,21,인천,2020
마취통증의학과,9,M50,목뼈원판 장애,21,인천,2020
마취통증의학과,10,S99,발목 및 발의 기타 및 상세불명의 손상,19,인천,2020
마취통증의학과,11,S46,어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상,13,인천,2020
마취통증의학과,12,R52,달리 분류되지 않은 통증,10,인천,2020
마취통증의학과,13,M19,"연기, 불 및 화염에 노출",4,인천,2020
마취통증의학과,14,M89,뼈의 기타 장애,3,인천,2020
마취통증의학과,15,M77,기타 골부착부병증,2,인천,2020
마취통증의학과,16,M25,달리 분류되지 않은 기타 관절장애,1,인천,2020
마취통증의학과,17,R53,"병감 및 피로, 무력증,   전신쇠약, 허로(虛勞) (Consumptive disease disorder)",1,인천,2020
마취통증의학과,18,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",1,인천,2020
비뇨의학과,1,N40,전립선증식증,14066,인천,2020
비뇨의학과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3479,인천,2020
비뇨의학과,3,N31,달리 분류되지 않은 방광의 신경근육기능장애,968,인천,2020
비뇨의학과,4,C61,전립선의 악성 신생물,608,인천,2020
비뇨의학과,5,C67,방광의 악성 신생물,493,인천,2020
비뇨의학과,6,L29,소양증,135,인천,2020
비뇨의학과,7,N30,방광염,133,인천,2020
비뇨의학과,8,N20,콩팥(신장)및 요관의 결석,120,인천,2020
비뇨의학과,9,R31,상세불명의 혈뇨,107,인천,2020
비뇨의학과,10,N45,고환염 및 부고환염,96,인천,2020
비뇨의학과,11,N34,요도염 및 요도증후군,80,인천,2020
비뇨의학과,12,B35,피부사상균증,58,인천,2020
비뇨의학과,13,L50,두드러기,45,인천,2020
비뇨의학과,14,N41,전립선의 염증성 질환,42,인천,2020
비뇨의학과,15,L40,건선,23,인천,2020
비뇨의학과,16,N21,하부요로의 결석,23,인천,2020
비뇨의학과,17,N48,음경의 기타 장애,23,인천,2020
비뇨의학과,18,B02,대상포진,23,인천,2020
비뇨의학과,19,L21,지루피부염,22,인천,2020
비뇨의학과,20,L84,티눈 및 굳은살,17,인천,2020
소화기내과,1,I10,본태성(일차성)고혈압,2259,인천,2020
소화기내과,2,E11,인슐린-비의존 당뇨병,1576,인천,2020
소화기내과,3,K29,위염 및 십이지장염,840,인천,2020
소화기내과,4,K21,위-식도역류병,829,인천,2020
소화기내과,5,K59,기타 기능적 창자 장애,662,인천,2020
소화기내과,6,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,348,인천,2020
소화기내과,7,K75,기타 염증성 간질환,260,인천,2020
소화기내과,8,E78,지질단백질대사장애 및 기타 지질증,258,인천,2020
소화기내과,9,K30,소화불량,230,인천,2020
소화기내과,10,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,178,인천,2020
소화기내과,11,K63,창자의 기타 질환,177,인천,2020
소화기내과,12,B18,만성 바이러스간염.   주: 다음의 5단위 세분류는 면역관용기 여부를 표기하기 위해 B18.0-B18.1에 사용한다.,158,인천,2020
소화기내과,13,K58,자극성 장증후군,146,인천,2020
소화기내과,14,J44,기타 만성 폐쇄성 폐질환,141,인천,2020
소화기내과,15,J45,천식,104,인천,2020
소화기내과,16,K80,담석증,93,인천,2020
소화기내과,17,K74,간의 섬유증 및 경화증,82,인천,2020
소화기내과,18,R10,복부 및 골반통증,76,인천,2020
소화기내과,19,D12,결장. 직장. 항문 및 항문관의 양성 신생물,74,인천,2020
소화기내과,20,R63,음식 및 수액섭취에 관계된 증상 및 징후,72,인천,2020
순환기내과,1,I20,협심증,294,인천,2020
순환기내과,2,I10,본태성(일차성)고혈압,148,인천,2020
순환기내과,3,I48,심방세동 및 조동,76,인천,2020
순환기내과,4,E78,지질단백질대사장애 및 기타 지질증,27,인천,2020
순환기내과,5,I49,기타 심장성 부정맥,23,인천,2020
순환기내과,6,R07,인후 및 흉곽의 동통,17,인천,2020
순환기내과,7,I25,만성 허혈심장병,15,인천,2020
순환기내과,8,R00,심장박동의 이상,13,인천,2020
순환기내과,9,I35,비류마티스성 대동맥판장애,12,인천,2020
순환기내과,10,R06,호흡의 이상,10,인천,2020
순환기내과,11,I50,심장기능상실(심부전),10,인천,2020
순환기내과,12,I70,죽상경화증,9,인천,2020
순환기내과,13,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,9,인천,2020
순환기내과,14,R60,달리 분류되지 않은 부종,8,인천,2020
순환기내과,15,E10,인슐린-의존 당뇨병,8,인천,2020
순환기내과,16,I73,기타 말초혈관질환,8,인천,2020
순환기내과,17,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,8,인천,2020
순환기내과,18,I95,저혈압,7,인천,2020
순환기내과,19,K21,위-식도역류병,5,인천,2020
순환기내과,20,I34,비류마티스성 승모판장애,5,인천,2020
신경과,1,I63,뇌경색증,295,인천,2020
신경과,2,F00,알츠하이머병에서의 치매(G30.-+),270,인천,2020
신경과,3,R42,현기 및 어지러움,155,인천,2020
신경과,4,R51,"두통, 뇌풍, 수풍, 두풍(頭風) (Head wind disorder)",111,인천,2020
신경과,5,I67,기타 대뇌혈관 질환,65,인천,2020
신경과,6,R44,일반적 감각 및 지각에 관한 기타 증상 및 징후,59,인천,2020
신경과,7,R25,이상적 불수의적 운동,58,인천,2020
신경과,8,G47,수면장애,53,인천,2020
신경과,9,G20,파킨슨병,50,인천,2020
신경과,10,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,39,인천,2020
신경과,11,G51,얼굴신경 장애,32,인천,2020
신경과,12,R55,실신 및 허탈,17,인천,2020
신경과,13,I65,대뇌경색증을 유발하지 않은 뇌전동맥의 폐색 및 협착,15,인천,2020
신경과,14,G45,일과성 대뇌허혈발작 및 관련 증후군,14,인천,2020
신경과,15,I61,뇌내출혈,12,인천,2020
신경과,16,G63,달리 분류된 질환에서의 다발신경병증,9,인천,2020
신경과,17,E14,상세불명의 당뇨병,8,인천,2020
신경과,18,G40,뇌전증,7,인천,2020
신경과,19,R56,달리 분류되지 않은 경련,7,인천,2020
신경과,20,G25,기타 추체외로 및 운동 장애,6,인천,2020
신경외과,1,M48,기타 척추병증,2958,인천,2020
신경외과,2,I63,뇌경색증,1465,인천,2020
신경외과,3,M51,기타 추간판장애,1081,인천,2020
신경외과,4,M54,배통,884,인천,2020
신경외과,5,M50,목뼈원판 장애,792,인천,2020
신경외과,6,I67,기타 대뇌혈관 질환,758,인천,2020
신경외과,7,M47,척추증,697,인천,2020
신경외과,8,M96,달리 분류되지 않은 처치후 근육골격 장애,484,인천,2020
신경외과,9,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",416,인천,2020
신경외과,10,R51,"두통, 뇌풍, 수풍, 두풍(頭風) (Head wind disorder)",402,인천,2020
신경외과,11,M43,기타 변형성 배병증,372,인천,2020
신경외과,12,R42,현기 및 어지러움,299,인천,2020
신경외과,13,G55,달리 분류된 질환에서의 신경뿌리 및 신경총 압박,251,인천,2020
신경외과,14,S06,머리내 손상,201,인천,2020
신경외과,15,F00,알츠하이머병에서의 치매(G30.-+),188,인천,2020
신경외과,16,G54,신경뿌리 및 신경총 장애,178,인천,2020
신경외과,17,G20,파킨슨병,170,인천,2020
신경외과,18,G51,얼굴신경 장애,170,인천,2020
신경외과,19,I61,뇌내출혈,155,인천,2020
신경외과,20,E23,뇌하수체의 기능저하증 및 기타 장애,129,인천,2020
안과,1,H04,눈물기관의 장애,3943,인천,2020
안과,2,H25,노인성 백내장,1825,인천,2020
안과,3,H26,기타 백내장,742,인천,2020
안과,4,H40,녹내장,541,인천,2020
안과,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,279,인천,2020
안과,6,H35,기타 망막장애,278,인천,2020
안과,7,H10,결막염,100,인천,2020
안과,8,H02,안검의 기타 장애,89,인천,2020
안과,9,H16,각막염,50,인천,2020
안과,10,Z96,기타 기능적 삽입물의 존재,48,인천,2020
안과,11,H43,초자체의 장애,45,인천,2020
안과,12,H36,달리 분류된 질환에서의 망막장애,45,인천,2020
안과,13,H11,결막의 기타 장애,39,인천,2020
안과,14,H01,안검의 기타 염증,25,인천,2020
안과,15,H00,맥립종 및 콩다래끼,22,인천,2020
안과,16,H17,각막 흉터 및 혼탁,15,인천,2020
안과,17,H18,각막의 기타 장애,14,인천,2020
안과,18,H19,달리 분류된 질환에서의 공막 및 각막의 장애,13,인천,2020
안과,19,H20,홍채섬모체염,11,인천,2020
안과,20,T15,외안의 이물,11,인천,2020
외과,1,K64,치핵 및 항문주위정맥혈전증,189,인천,2020
외과,2,K40,서혜헤르니아,111,인천,2020
외과,3,L72,피부 및 피하조직의 모낭성 낭,94,인천,2020
외과,4,I86,"기타 부위의 정맥류,제외 : 망막정맥류(H35.0)",86,인천,2020
외과,5,K80,담석증,71,인천,2020
외과,6,R22,피부 및 피하조직의 국한적 종창. 종괴 및 소괴,50,인천,2020
외과,7,K60,항문 및 직장부의 열창 및 누공,49,인천,2020
외과,8,L73,기타 모낭장애,38,인천,2020
외과,9,K59,기타 기능적 창자 장애,31,인천,2020
외과,10,D17,양성 지방종성 신생물,30,인천,2020
외과,11,I87,정맥의 기타 장애,28,인천,2020
외과,12,R15,분변의 실금,27,인천,2020
외과,13,S69,손목 및 손의 기타 및 상세불명의 손상,25,인천,2020
외과,14,L02,"피부의 농양, 종기 및 큰종기",23,인천,2020
외과,15,Z93,인공적 개구상태,23,인천,2020
외과,16,L89,욕창성 및 압박부위 궤양,21,인천,2020
외과,17,K61,항문 및 직장부의 농양,15,인천,2020
외과,18,S09,머리의 기타 및 상세불명의 손상,15,인천,2020
외과,19,K58,자극성 장증후군,15,인천,2020
외과,20,L60,손발톱장애,15,인천,2020
이비인후과,1,H90,전음성 및 감각신경성 청력소실,1433,인천,2020
이비인후과,2,J31,만성비염. 비인두염 및 인두염,728,인천,2020
이비인후과,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,690,인천,2020
이비인후과,4,J37,만성후두염 및 후두기관염,603,인천,2020
이비인후과,5,J30,혈관운동성 및 앨러지성 비염,574,인천,2020
이비인후과,6,H66,화농성 및 상세불명의 중이염,475,인천,2020
이비인후과,7,H93,달리 분류되지 않은 귀의 기타 장애,301,인천,2020
이비인후과,8,J00,급성 코인두염[감기],279,인천,2020
이비인후과,9,R42,현기 및 어지러움,265,인천,2020
이비인후과,10,H81,전정기능의 장애,241,인천,2020
이비인후과,11,H60,외이염,231,인천,2020
이비인후과,12,J32,만성 부비동염,222,인천,2020
이비인후과,13,K21,위-식도역류병,213,인천,2020
이비인후과,14,J34,코 및 코옆굴의 기타 장애,183,인천,2020
이비인후과,15,K12,입안염 및 관련 병터,145,인천,2020
이비인후과,16,J04,급성 후두염 및 기관염,124,인천,2020
이비인후과,17,H61,외이의 기타장애,89,인천,2020
이비인후과,18,H71,"중이의 진주종, 고실진주종, 제외 : 외이의 진주종 (H60.4)",53,인천,2020
이비인후과,19,H65,비화농성 중이염,51,인천,2020
이비인후과,20,J03,급성 편도염,51,인천,2020
재활의학과,1,M54,배통,333,인천,2020
재활의학과,2,G81,편마비,91,인천,2020
재활의학과,3,M48,기타 척추병증,90,인천,2020
재활의학과,4,M51,기타 추간판장애,78,인천,2020
재활의학과,5,I63,뇌경색증,76,인천,2020
재활의학과,6,M50,목뼈원판 장애,74,인천,2020
재활의학과,7,M75,어깨병변,60,인천,2020
재활의학과,8,M17,윤충증,43,인천,2020
재활의학과,9,M25,달리 분류되지 않은 기타 관절장애,29,인천,2020
재활의학과,10,R26,보행과 이동의 이상,20,인천,2020
재활의학과,11,R52,달리 분류되지 않은 통증,19,인천,2020
재활의학과,12,E14,상세불명의 당뇨병,13,인천,2020
재활의학과,13,G23,기저핵의 기타 퇴행성 질환,11,인천,2020
재활의학과,14,M47,척추증,10,인천,2020
재활의학과,15,M77,기타 골부착부병증,9,인천,2020
재활의학과,16,S33,"허리뼈 및 골반의 관절 및 인대의 탈구, 염좌 및 긴장",8,인천,2020
재활의학과,17,G71,근육의 일차성 장애,8,인천,2020
재활의학과,18,G62,기타 다발신경병증,8,인천,2020
재활의학과,19,G82,하반신마비 및 사지마비,8,인천,2020
재활의학과,20,M43,기타 변형성 배병증,6,인천,2020
정형외과,1,M19,"연기, 불 및 화염에 노출",4286,인천,2020
정형외과,2,M48,기타 척추병증,2461,인천,2020
정형외과,3,M17,윤충증,1563,인천,2020
정형외과,4,M75,어깨병변,1342,인천,2020
정형외과,5,R52,달리 분류되지 않은 통증,947,인천,2020
정형외과,6,M77,기타 골부착부병증,246,인천,2020
정형외과,7,M81,병적골절이 없는 골다공증,233,인천,2020
정형외과,8,M96,달리 분류되지 않은 처치후 근육골격 장애,207,인천,2020
정형외과,9,M51,기타 추간판장애,189,인천,2020
정형외과,10,M65,활막염 및 건초염,142,인천,2020
정형외과,11,M71,기타 점액낭병증,141,인천,2020
정형외과,12,M10,활막 및 건 장애,103,인천,2020
정형외과,13,S72,대퇴골의 골절,100,인천,2020
정형외과,14,S46,어깨 및 팔죽지 부위에서의 근육 및 힘줄의 손상,97,인천,2020
정형외과,15,G56,팔의 단일신경병증,86,인천,2020
정형외과,16,S42,어깨 및 팔죽지의 골절,58,인천,2020
정형외과,17,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,56,인천,2020
정형외과,18,M47,척추증,54,인천,2020
정형외과,19,S22,늑골. 흉골 및 흉추골의 골절,47,인천,2020
정형외과,20,M16,원충성 질환,47,인천,2020
진단검사의학과,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,183,인천,2020
치과,1,K05,치은염(잇몸염)및 치주 질환,9027,인천,2020
치과,2,K04,치수 및 치근단주위조직의 질환,2064,인천,2020
치과,3,K08,치아 및 지지구조의 기타 장애,1558,인천,2020
치과,4,K02,치아우식증,1373,인천,2020
치과,5,K03,치아경조직의 기타 질환,181,인천,2020
치과,6,Z46,기타 장치의 부착 및 조정를 위하여 보건서비스와 접하고 있는 사람,39,인천,2020
치과,7,S02,머리뼈 및 얼굴뼈의 골절,17,인천,2020
치과,8,L03,혈액 및 조혈기관의 질환과 면역기전을 침범한 특정 장애,10,인천,2020
치과,9,T81,달리 분류되지 않은 처치의 합병증,9,인천,2020
치과,10,A04,기타 세균성 창자 감염,8,인천,2020
치과,11,K12,입안염 및 관련 병터,2,인천,2020
치과,12,K91,달리 분류되지 않은 소화기계통의 처치후 장애,1,인천,2020
치과,13,K01,매몰치 및 매복치,1,인천,2020
피부과,1,L24,자극성 접촉피부염,2303,인천,2020
피부과,2,B35,피부사상균증,1895,인천,2020
피부과,3,L29,소양증,521,인천,2020
피부과,4,L08,피부 피하조직의 기타 국소 감염,456,인천,2020
피부과,5,L21,지루피부염,410,인천,2020
피부과,6,L50,두드러기,362,인천,2020
피부과,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,315,인천,2020
피부과,8,L23,알레르기성 접촉피부염. 제외: 외이의 습진(H60.5) (Eczema of external ear),282,인천,2020
피부과,9,B02,대상포진,245,인천,2020
피부과,10,L85,기타 표피의 비후,223,인천,2020
피부과,11,D21,결합조직 및 기타 연조직의 기타 양성 신생물,120,인천,2020
피부과,12,L40,건선,84,인천,2020
피부과,13,L82,지루각화증,83,인천,2020
피부과,14,B00,헤르페스바이러스[단순헤르페스] 감염,62,인천,2020
피부과,15,B86,옴,52,인천,2020
피부과,16,L30,기타 피부염,44,인천,2020
피부과,17,B07,바이러스성 사마귀,44,인천,2020
피부과,18,L84,티눈 및 굳은살,41,인천,2020
피부과,19,L80,백반증,37,인천,2020
피부과,20,L63,원형 탈모증,30,인천,2020
가정의학과,1,I10,본태성(일차성)고혈압,4340,인천,2021
가정의학과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3317,인천,2021
가정의학과,3,E11,인슐린-비의존 당뇨병,2149,인천,2021
가정의학과,4,F00,알츠하이머병에서의 치매(G30.-+),1021,인천,2021
가정의학과,5,E78,지질단백질대사장애 및 기타 지질증,589,인천,2021
가정의학과,6,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,512,인천,2021
가정의학과,7,E46,상세불명의 단백칼로리 영양실조,503,인천,2021
가정의학과,8,M81,병적 골절이 없는 골다공증,442,인천,2021
가정의학과,9,G47,수면장애,419,인천,2021
가정의학과,10,J40,급성인지 만성인지 명시되지 않은 기관지염,374,인천,2021
가정의학과,11,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,219,인천,2021
가정의학과,12,J44,기타 만성 폐쇄성 폐질환,158,인천,2021
가정의학과,13,I63,뇌경색증,122,인천,2021
가정의학과,14,K59,기타 기능적 창자 장애,110,인천,2021
가정의학과,15,R42,어지럼증 및 어지럼,102,인천,2021
가정의학과,16,J02,급성 인두염,101,인천,2021
가정의학과,17,K21,위-식도역류병,90,인천,2021
가정의학과,18,E03,기타 갑상선기능저하증,86,인천,2021
가정의학과,19,I20,협심증,86,인천,2021
가정의학과,20,J30,혈관운동성 및 앨러지성 비염,79,인천,2021
내과,1,I10,본태성(일차성)고혈압,3577,인천,2021
내과,2,E11,인슐린-비의존 당뇨병,2585,인천,2021
내과,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2129,인천,2021
내과,4,J21,급성 세기관지염,1363,인천,2021
내과,5,K29,위염 및 십이지장염,797,인천,2021
내과,6,K21,위-식도역류병,663,인천,2021
내과,7,E78,지질단백질대사장애 및 기타 지질증,467,인천,2021
내과,8,K59,기타 기능적 창자 장애,330,인천,2021
내과,9,J44,기타 만성 폐쇄성 폐질환,323,인천,2021
내과,10,K58,자극성 장증후군,230,인천,2021
내과,11,J45,천식,204,인천,2021
내과,12,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,197,인천,2021
내과,13,K25,위궤양,181,인천,2021
내과,14,I20,협심증,180,인천,2021
내과,15,E03,기타 갑상선기능저하증,143,인천,2021
내과,16,J41,단순성 및 점액화농성 만성 기관지염,135,인천,2021
내과,17,B18,만성 바이러스간염,104,인천,2021
내과,18,K30,기능성 소화불량,101,인천,2021
내과,19,K56,탈장이 없는 마비성 장폐색증 및 장폐색,85,인천,2021
내과,20,K70,알콜성 간질환,82,인천,2021
마취통증의학과,1,M48,기타 척추병증,232,인천,2021
마취통증의학과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,205,인천,2021
마취통증의학과,3,M54,등통증,127,인천,2021
마취통증의학과,4,M13,기타 관절염,53,인천,2021
마취통증의학과,5,M75,어깨병변,50,인천,2021
마취통증의학과,6,M79,달리 분류되지 않은 기타 연조직장애,43,인천,2021
마취통증의학과,7,M51,기타 추간판장애,41,인천,2021
마취통증의학과,8,G53,달리 분류된 질환에서의 뇌신경장애,40,인천,2021
마취통증의학과,9,M17,무릎관절증,22,인천,2021
마취통증의학과,10,M50,경추간판장애,18,인천,2021
마취통증의학과,11,S99,발목 및 발의 기타 및 상세불명의 손상,14,인천,2021
마취통증의학과,12,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,11,인천,2021
마취통증의학과,13,R10,복부 및 골반통증,8,인천,2021
마취통증의학과,14,M19,기타 관절증,8,인천,2021
마취통증의학과,15,G95,척수의 기타 질환,6,인천,2021
마취통증의학과,16,M47,척추증,5,인천,2021
마취통증의학과,17,G20,파킨슨병,4,인천,2021
마취통증의학과,18,M10,통풍,4,인천,2021
마취통증의학과,19,R07,목구멍 및 가슴의 통증,4,인천,2021
마취통증의학과,20,M77,기타 골부착부병증,3,인천,2021
비뇨의학과,1,N40,전립선증식증,16151,인천,2021
비뇨의학과,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,3050,인천,2021
비뇨의학과,3,N31,달리 분류되지 않은 방광의 신경근육기능장애,1400,인천,2021
비뇨의학과,4,C61,전립선의 악성 신생물,741,인천,2021
비뇨의학과,5,C67,방광의 악성 신생물,594,인천,2021
비뇨의학과,6,N30,방광염,146,인천,2021
비뇨의학과,7,N45,고환염 및 부고환염,141,인천,2021
비뇨의학과,8,N34,요도염 및 요도증후군,117,인천,2021
비뇨의학과,9,N20,신장 및 요관의 결석,108,인천,2021
비뇨의학과,10,R31,상세불명의 혈뇨,102,인천,2021
비뇨의학과,11,N21,하부요로의 결석,80,인천,2021
비뇨의학과,12,L29,가려움,50,인천,2021
비뇨의학과,13,U07,U07의 응급사용,43,인천,2021
비뇨의학과,14,N41,전립선의 염증성 질환,31,인천,2021
비뇨의학과,15,L50,두드러기,30,인천,2021
비뇨의학과,16,N48,음경의 기타 장애,19,인천,2021
비뇨의학과,17,L40,건선,19,인천,2021
비뇨의학과,18,N43,음낭수종 및 정액류,18,인천,2021
비뇨의학과,19,L03,연조직염,18,인천,2021
비뇨의학과,20,B35,백선증,16,인천,2021
소화기내과,1,I10,본태성(일차성)고혈압,2259,인천,2021
소화기내과,2,E11,인슐린-비의존 당뇨병,1576,인천,2021
소화기내과,3,K29,위염 및 십이지장염,840,인천,2021
소화기내과,4,K59,기타 기능적 창자 장애,829,인천,2021
소화기내과,5,K21,위-식도역류병,662,인천,2021
소화기내과,6,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,348,인천,2021
소화기내과,7,K30,기능성 소화불량,260,인천,2021
소화기내과,8,E78,지질단백질대사장애 및 기타 지질증,258,인천,2021
소화기내과,9,K75,기타 염증성 간질환,230,인천,2021
소화기내과,10,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,178,인천,2021
소화기내과,11,B18,만성 바이러스간염,177,인천,2021
소화기내과,12,J44,기타 만성 폐쇄성 폐질환,158,인천,2021
소화기내과,13,K58,자극성 장증후군,146,인천,2021
소화기내과,14,J45,천식,141,인천,2021
소화기내과,15,K80,담석증,104,인천,2021
소화기내과,16,I11,고혈압성 심장병,93,인천,2021
소화기내과,17,R63,음식 및 수액섭취에 관계된 증상 및 징후,82,인천,2021
소화기내과,18,K74,간의 섬유증 및 경변증,76,인천,2021
소화기내과,19,J02,급성 인두염,74,인천,2021
소화기내과,20,R10,복부 및 골반통증,72,인천,2021
순환기내과,1,I20,협심증,1045,인천,2021
순환기내과,2,I10,본태성(일차성)고혈압,356,인천,2021
순환기내과,3,I48,심방세동 및 조동,234,인천,2021
순환기내과,4,E78,지질단백질대사장애 및 기타 지질증,77,인천,2021
순환기내과,5,I50,심부전,61,인천,2021
순환기내과,6,R07,목구멍 및 가슴의 통증,48,인천,2021
순환기내과,7,I35,비류마티스성 대동맥판장애,40,인천,2021
순환기내과,8,I25,만성 허혈심장병,35,인천,2021
순환기내과,9,E10,인슐린-의존 당뇨병,24,인천,2021
순환기내과,10,I21,급성 심근경색증,22,인천,2021
순환기내과,11,I49,기타 심장부정맥,21,인천,2021
순환기내과,12,R06,호흡의 이상,19,인천,2021
순환기내과,13,R00,심장박동의 이상,18,인천,2021
순환기내과,14,R55,실신 및 허탈,17,인천,2021
순환기내과,15,R42,어지럼증 및 어지럼,16,인천,2021
순환기내과,16,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,15,인천,2021
순환기내과,17,I70,죽상경화증,14,인천,2021
순환기내과,18,I34,비류마티스성 승모판장애,12,인천,2021
