연령대,순위,상병코드,상병명,건수,지역,년도
59세 이하,4,E11,인슐린-비의존 당뇨병,939,부산,2019
59세 이하,5,J02,급성 인두염,783,부산,2019
59세 이하,6,I10,본태성(일차성)고혈압,719,부산,2019
59세 이하,7,K02,치아우식증,718,부산,2019
59세 이하,8,M17,윤충증,714,부산,2019
59세 이하,9,N18,만성 콩팥(신장)기능상실,663,부산,2019
59세 이하,10,K05,치은염(잇몸염)및 치주 질환,635,부산,2019
59세 이하,11,M54,배통,598,부산,2019
59세 이하,12,G82,하반신마비 및 사지마비,578,부산,2019
59세 이하,13,R52,달리 분류되지 않은 통증,555,부산,2019
59세 이하,14,L29,소양증,538,부산,2019
59세 이하,15,K30,소화불량,504,부산,2019
59세 이하,16,L30,기타 피부염,498,부산,2019
59세 이하,17,K29,위염 및 십이지장염,469,부산,2019
59세 이하,18,A09,감염성 및 상세불명 기원의 기타 위장염 및 대장염,425,부산,2019
59세 이하,19,M51,기타 추간판장애,409,부산,2019
59세 이하,20,M96,달리 분류되지 않은 처치후 근육골격 장애,390,부산,2019
60대,1,E11,인슐린-비의존 당뇨병,3365,부산,2019
60대,2,M17,윤충증,2837,부산,2019
60대,3,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2702,부산,2019
60대,4,N40,전립선증식증,2595,부산,2019
60대,5,I10,본태성(일차성)고혈압,2466,부산,2019
60대,6,N18,만성 콩팥(신장)기능상실,2014,부산,2019
60대,7,K02,치아우식증,1433,부산,2019
60대,8,M54,배통,1393,부산,2019
60대,9,M48,기타 척추병증,1372,부산,2019
60대,10,K05,치은염(잇몸염)및 치주 질환,1363,부산,2019
60대,11,I20,협심증,1174,부산,2019
60대,12,M75,어깨병변,1092,부산,2019
60대,13,L29,소양증,1010,부산,2019
60대,14,F41,기타 불안장애,995,부산,2019
60대,15,B35,피부사상균증,965,부산,2019
60대,16,K30,소화불량,905,부산,2019
60대,17,J00,급성 코인두염[감기],891,부산,2019
60대,18,K29,위염 및 십이지장염,877,부산,2019
60대,19,L30,기타 피부염,861,부산,2019
60대,20,H04,눈물기관의 장애,736,부산,2019
70대,1,N40,전립선증식증,33175,부산,2019
70대,2,E11,인슐린-비의존 당뇨병,19341,부산,2019
70대,3,I10,본태성(일차성)고혈압,15782,부산,2019
70대,4,M48,기타 척추병증,12487,부산,2019
70대,5,M17,윤충증,12329,부산,2019
70대,6,I20,협심증,11200,부산,2019
70대,7,L29,소양증,11014,부산,2019
70대,8,K05,치은염(잇몸염)및 치주 질환,10715,부산,2019
70대,9,M54,배통,9332,부산,2019
70대,10,N18,만성 콩팥(신장)기능상실,9081,부산,2019
70대,11,K02,치아우식증,8325,부산,2019
70대,12,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,7364,부산,2019
70대,13,L30,기타 피부염,7152,부산,2019
70대,14,F41,기타 불안장애,6898,부산,2019
70대,15,I63,뇌경색증,6576,부산,2019
70대,16,K08,치아 및 지지구조의 기타 장애,5642,부산,2019
70대,17,H25,노인성 백내장,5588,부산,2019
70대,18,J00,급성 코인두염[감기],5478,부산,2019
70대,19,C61,전립선의 악성 신생물,5396,부산,2019
70대,20,H35,기타 망막장애,5350,부산,2019
80대,1,N40,전립선증식증,4525,부산,2019
80대,2,I10,본태성(일차성)고혈압,2822,부산,2019
80대,3,E11,인슐린-비의존 당뇨병,2817,부산,2019
80대,4,N18,만성 콩팥(신장)기능상실,2263,부산,2019
80대,5,M48,기타 척추병증,1851,부산,2019
80대,6,M17,윤충증,1783,부산,2019
80대,7,I20,협심증,1474,부산,2019
80대,8,F41,기타 불안장애,1293,부산,2019
80대,9,L29,소양증,1263,부산,2019
80대,10,I63,뇌경색증,1260,부산,2019
80대,11,K05,치은염(잇몸염)및 치주 질환,1111,부산,2019
80대,12,M54,배통,1069,부산,2019
80대,13,L30,기타 피부염,942,부산,2019
80대,14,C61,전립선의 악성 신생물,793,부산,2019
80대,15,R53,병감 및 피로,758,부산,2019
80대,16,J00,급성 코인두염[감기],757,부산,2019
80대,17,H25,노인성 백내장,756,부산,2019
80대,18,K02,치아우식증,743,부산,2019
80대,19,H35,기타 망막장애,739,부산,2019
80대,20,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,735,부산,2019
90세 이상,1,N40,전립선증식증,1098,부산,2019
90세 이상,2,I10,본태성(일차성)고혈압,559,부산,2019
90세 이상,3,E11,인슐린-비의존 당뇨병,461,부산,2019
90세 이상,4,N18,만성 콩팥(신장)기능상실,293,부산,2019
90세 이상,5,M48,기타 척추병증,285,부산,2019
90세 이상,6,I20,협심증,279,부산,2019
90세 이상,7,L29,소양증,278,부산,2019
90세 이상,8,F03,상세불명의 치매,241,부산,2019
90세 이상,9,I63,뇌경색증,238,부산,2019
90세 이상,10,C61,전립선의 악성 신생물,237,부산,2019
90세 이상,11,M17,윤충증,218,부산,2019
90세 이상,12,R53,병감 및 피로,199,부산,2019
90세 이상,13,M50,목뼈원판 장애,184,부산,2019
90세 이상,14,K29,위염 및 십이지장염,180,부산,2019
90세 이상,15,K05,치은염(잇몸염)및 치주 질환,168,부산,2019
90세 이상,16,K08,치아 및 지지구조의 기타 장애,160,부산,2019
90세 이상,17,H35,기타 망막장애,154,부산,2019
90세 이상,18,H04,눈물기관의 장애,149,부산,2019
90세 이상,19,H25,노인성 백내장,146,부산,2019
90세 이상,20,K59,기타 기능적 창자 장애,141,부산,2019
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,2536,부산,2020
59세 이하,2,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,1916,부산,2020
59세 이하,3,U07,U07의 응급사용,1205,부산,2020
59세 이하,4,E11,인슐린-비의존 당뇨병,904,부산,2020
59세 이하,5,J18,상세불명 병원체의 폐렴,884,부산,2020
59세 이하,6,I10,본태성(원발성) 고혈압,742,부산,2020
59세 이하,7,N18,만성 콩팥(신장)기능상실,684,부산,2020
59세 이하,8,K02,치아우식증,680,부산,2020
59세 이하,9,J00,급성 코인두염 [감기],639,부산,2020
59세 이하,10,M17,윤충증,587,부산,2020
59세 이하,11,K05,치은염(잇몸염)및 치주 질환,540,부산,2020
59세 이하,12,L29,소양증,496,부산,2020
59세 이하,13,L30,기타 피부염,480,부산,2020
59세 이하,14,K30,소화불량,449,부산,2020
59세 이하,15,K29,위염 및 십이지장염,425,부산,2020
59세 이하,16,M54,배통,399,부산,2020
59세 이하,17,M51,기타 추간판장애,392,부산,2020
59세 이하,18,J02,급성 인두염,388,부산,2020
59세 이하,19,R52,달리 분류되지 않은 통증,367,부산,2020
59세 이하,20,F32,우울증 에피소드,360,부산,2020
60대,1,E11,인슐린-비의존 당뇨병,2643,부산,2020
60대,2,M17,윤충증,2274,부산,2020
60대,3,N40,전립선증식증,2015,부산,2020
60대,4,I10,본태성(원발성) 고혈압,1981,부산,2020
60대,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1491,부산,2020
60대,6,N18,만성 콩팥(신장)기능상실,1362,부산,2020
60대,7,K02,치아우식증,1155,부산,2020
60대,8,K05,치은염(잇몸염)및 치주 질환,1134,부산,2020
60대,9,I20,협심증,1077,부산,2020
60대,10,M48,기타 척추병증,978,부산,2020
60대,11,M54,배통,879,부산,2020
60대,12,M75,어깨병변,866,부산,2020
60대,13,L29,소양증,806,부산,2020
60대,14,K30,소화불량,787,부산,2020
60대,15,K29,위염 및 십이지장염,745,부산,2020
60대,16,B35,피부사상균증,726,부산,2020
60대,17,H04,눈물기관의 장애,702,부산,2020
60대,18,F41,기타 불안장애,693,부산,2020
60대,19,K08,치아 및 지지구조의 기타 장애,652,부산,2020
60대,20,L30,기타 피부염,640,부산,2020
70대,1,N40,전립선증식증,31913,부산,2020
70대,2,E11,인슐린-비의존 당뇨병,19060,부산,2020
70대,3,I10,본태성(원발성) 고혈압,14968,부산,2020
70대,4,M48,기타 척추병증,13809,부산,2020
70대,5,I20,협심증,11970,부산,2020
70대,6,M17,윤충증,11738,부산,2020
70대,7,L29,소양증,9995,부산,2020
70대,8,N18,만성 콩팥(신장)기능상실,9909,부산,2020
70대,9,K05,치은염(잇몸염)및 치주 질환,9620,부산,2020
70대,10,M54,배통,8427,부산,2020
70대,11,K02,치아우식증,8018,부산,2020
70대,12,H35,기타 망막장애,6268,부산,2020
70대,13,L30,기타 피부염,6142,부산,2020
70대,14,H25,노인성 백내장,6102,부산,2020
70대,15,I63,뇌경색증,5969,부산,2020
70대,16,F41,기타 불안장애,5883,부산,2020
70대,17,K08,치아 및 지지구조의 기타 장애,5567,부산,2020
70대,18,C61,전립선의 악성 신생물,5220,부산,2020
70대,19,B35,피부사상균증,5002,부산,2020
70대,20,H04,눈물기관의 장애,4973,부산,2020
80대,1,N40,전립선증식증,4956,부산,2020
80대,2,E11,인슐린-비의존 당뇨병,3019,부산,2020
80대,3,I10,본태성(원발성) 고혈압,2523,부산,2020
80대,4,M48,기타 척추병증,2004,부산,2020
80대,5,N18,만성 콩팥(신장)기능상실,2002,부산,2020
80대,6,M17,윤충증,1929,부산,2020
80대,7,I20,협심증,1693,부산,2020
80대,8,L29,소양증,1300,부산,2020
80대,9,I63,뇌경색증,1163,부산,2020
80대,10,F41,기타 불안장애,1144,부산,2020
80대,11,K05,치은염(잇몸염)및 치주 질환,1090,부산,2020
80대,12,M54,배통,981,부산,2020
80대,13,C61,전립선의 악성 신생물,920,부산,2020
80대,14,L30,기타 피부염,904,부산,2020
80대,15,H25,노인성 백내장,891,부산,2020
80대,16,K02,치아우식증,858,부산,2020
80대,17,H35,기타 망막장애,812,부산,2020
80대,18,J00,급성 코인두염 [감기],779,부산,2020
80대,19,H04,눈물기관의 장애,724,부산,2020
80대,20,K29,위염 및 십이지장염,648,부산,2020
90세 이상,1,N40,전립선증식증,1385,부산,2020
90세 이상,2,I10,본태성(원발성) 고혈압,645,부산,2020
90세 이상,3,N18,만성 콩팥(신장)기능상실,610,부산,2020
90세 이상,4,E11,인슐린-비의존 당뇨병,542,부산,2020
90세 이상,5,M48,기타 척추병증,440,부산,2020
90세 이상,6,I20,협심증,374,부산,2020
90세 이상,7,L29,소양증,337,부산,2020
90세 이상,8,I63,뇌경색증,332,부산,2020
90세 이상,9,F03,상세불명의 치매,302,부산,2020
90세 이상,10,M17,윤충증,280,부산,2020
90세 이상,11,C61,전립선의 악성 신생물,256,부산,2020
90세 이상,12,F00,알츠하이머병에서의 치매(G30.-+),237,부산,2020
90세 이상,13,F41,기타 불안장애,227,부산,2020
90세 이상,14,H35,기타 망막장애,226,부산,2020
90세 이상,15,K59,기타 기능적 창자 장애,192,부산,2020
90세 이상,16,H04,눈물기관의 장애,186,부산,2020
90세 이상,17,H25,노인성 백내장,169,부산,2020
90세 이상,18,K08,치아 및 지지구조의 기타 장애,167,부산,2020
90세 이상,19,I50,심장기능상실(심부전),164,부산,2020
90세 이상,20,K29,위염 및 십이지장염,161,부산,2020
59세 이하,1,U07,U07의 응급사용,15466,부산,2021
59세 이하,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,6136,부산,2021
59세 이하,3,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,5608,부산,2021
59세 이하,4,E11,인슐린-비의존 당뇨병,858,부산,2021
59세 이하,5,J00,급성 코인두염 [감기],719,부산,2021
59세 이하,6,N18,만성 콩팥(신장)기능상실,684,부산,2021
59세 이하,7,I10,본태성(원발성) 고혈압,672,부산,2021
59세 이하,8,K02,치아우식증,563,부산,2021
59세 이하,9,M17,윤충증,547,부산,2021
59세 이하,10,K05,치은염(잇몸염)및 치주 질환,540,부산,2021
59세 이하,11,L30,기타 피부염,528,부산,2021
59세 이하,12,R52,달리 분류되지 않은 통증,470,부산,2021
59세 이하,13,K30,소화불량,407,부산,2021
59세 이하,14,K29,위염 및 십이지장염,396,부산,2021
59세 이하,15,M75,어깨병변,376,부산,2021
59세 이하,16,M54,배통,353,부산,2021
59세 이하,17,L29,소양증,343,부산,2021
59세 이하,18,U11,코로나-19에 대한 예방접종의 필요,338,부산,2021
59세 이하,19,F32,우울증 에피소드,329,부산,2021
59세 이하,20,N40,전립선증식증,325,부산,2021
60대,1,U07,U07의 응급사용,2754,부산,2021
60대,2,E11,인슐린-비의존 당뇨병,2253,부산,2021
60대,3,M17,윤충증,1956,부산,2021
60대,4,I10,본태성(원발성) 고혈압,1724,부산,2021
60대,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1595,부산,2021
60대,6,N40,전립선증식증,1574,부산,2021
60대,7,K05,치은염(잇몸염)및 치주 질환,1138,부산,2021
60대,8,M48,기타 척추병증,1097,부산,2021
60대,9,I20,협심증,930,부산,2021
60대,10,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,877,부산,2021
60대,11,N18,만성 콩팥(신장)기능상실,870,부산,2021
60대,12,K02,치아우식증,821,부산,2021
60대,13,K08,치아 및 지지구조의 기타 장애,748,부산,2021
60대,14,L30,기타 피부염,691,부산,2021
60대,15,M54,배통,691,부산,2021
60대,16,M75,어깨병변,660,부산,2021
60대,17,K29,위염 및 십이지장염,657,부산,2021
60대,18,K30,소화불량,631,부산,2021
60대,19,H04,눈물기관의 장애,615,부산,2021
60대,20,L29,소양증,597,부산,2021
70대,1,N40,전립선증식증,29219,부산,2021
70대,2,E11,인슐린-비의존 당뇨병,18359,부산,2021
70대,3,M48,기타 척추병증,13918,부산,2021
70대,4,I10,본태성(원발성) 고혈압,13637,부산,2021
70대,5,M17,윤충증,12722,부산,2021
70대,6,I20,협심증,12060,부산,2021
70대,7,N18,만성 콩팥(신장)기능상실,10108,부산,2021
70대,8,K05,치은염(잇몸염)및 치주 질환,9017,부산,2021
70대,9,L29,소양증,7880,부산,2021
70대,10,K02,치아우식증,7295,부산,2021
70대,11,L30,기타 피부염,7037,부산,2021
70대,12,M54,배통,6972,부산,2021
70대,13,K08,치아 및 지지구조의 기타 장애,6449,부산,2021
70대,14,I63,뇌경색증,5922,부산,2021
70대,15,H25,노인성 백내장,5879,부산,2021
70대,16,C61,전립선의 악성 신생물,5307,부산,2021
70대,17,H35,기타 망막장애,5232,부산,2021
70대,18,H04,눈물기관의 장애,4896,부산,2021
70대,19,M75,어깨병변,4668,부산,2021
70대,20,K29,위염 및 십이지장염,4362,부산,2021
80대,1,N40,전립선증식증,4892,부산,2021
80대,2,E11,인슐린-비의존 당뇨병,3041,부산,2021
80대,3,I10,본태성(원발성) 고혈압,2590,부산,2021
80대,4,M48,기타 척추병증,2409,부산,2021
80대,5,M17,윤충증,2201,부산,2021
80대,6,I20,협심증,1863,부산,2021
80대,7,N18,만성 콩팥(신장)기능상실,1834,부산,2021
80대,8,M54,배통,1557,부산,2021
80대,9,L29,소양증,1210,부산,2021
80대,10,L30,기타 피부염,1190,부산,2021
80대,11,K05,치은염(잇몸염)및 치주 질환,1142,부산,2021
80대,12,H25,노인성 백내장,961,부산,2021
80대,13,I63,뇌경색증,959,부산,2021
80대,14,C61,전립선의 악성 신생물,854,부산,2021
80대,15,K02,치아우식증,816,부산,2021
80대,16,H35,기타 망막장애,774,부산,2021
80대,17,N31,달리 분류되지 않은 방광의 신경근육기능장애,761,부산,2021
80대,18,F41,기타 불안장애,756,부산,2021
80대,19,H04,눈물기관의 장애,696,부산,2021
80대,20,K08,치아 및 지지구조의 기타 장애,683,부산,2021
90세 이상,1,N40,전립선증식증,2111,부산,2021
90세 이상,2,N18,만성 콩팥(신장)기능상실,987,부산,2021
90세 이상,3,I10,본태성(원발성) 고혈압,773,부산,2021
90세 이상,4,E11,인슐린-비의존 당뇨병,621,부산,2021
90세 이상,5,I20,협심증,479,부산,2021
90세 이상,6,M48,기타 척추병증,429,부산,2021
90세 이상,7,L29,소양증,389,부산,2021
90세 이상,8,I63,뇌경색증,377,부산,2021
90세 이상,9,M17,윤충증,366,부산,2021
90세 이상,10,F03,상세불명의 치매,357,부산,2021
90세 이상,11,M50,목뼈원판 장애,351,부산,2021
90세 이상,12,F00,알츠하이머병에서의 치매(G30.-+),311,부산,2021
90세 이상,13,L30,기타 피부염,304,부산,2021
90세 이상,14,C61,전립선의 악성 신생물,266,부산,2021
90세 이상,15,H04,눈물기관의 장애,262,부산,2021
90세 이상,16,R42,현기 및 어지러움,262,부산,2021
90세 이상,17,K05,치은염(잇몸염)및 치주 질환,259,부산,2021
90세 이상,18,K08,치아 및 지지구조의 기타 장애,257,부산,2021
90세 이상,19,K59,기타 기능적 창자 장애,246,부산,2021
90세 이상,20,I50,심장기능상실(심부전),242,부산,2021
59세 이하,1,U07,U07의 응급사용,15462,부산,2022
59세 이하,2,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,6136,부산,2022
59세 이하,3,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,5608,부산,2022
59세 이하,4,E11,인슐린-비의존 당뇨병,858,부산,2022
59세 이하,5,J00,급성 코인두염 [감기],719,부산,2022
59세 이하,6,N18,만성 콩팥(신장)기능상실,684,부산,2022
59세 이하,7,I10,본태성(원발성) 고혈압,672,부산,2022
59세 이하,8,K02,치아우식증,563,부산,2022
59세 이하,9,M17,윤충증,547,부산,2022
59세 이하,10,K05,치은염(잇몸염)및 치주 질환,540,부산,2022
59세 이하,11,L30,기타 피부염,528,부산,2022
59세 이하,12,R52,달리 분류되지 않은 통증,470,부산,2022
59세 이하,13,K30,소화불량,407,부산,2022
59세 이하,14,K29,위염 및 십이지장염,396,부산,2022
59세 이하,15,M75,어깨병변,376,부산,2022
59세 이하,16,M54,배통,353,부산,2022
59세 이하,17,L29,소양증,343,부산,2022
59세 이하,18,M48,기타 척추병증,341,부산,2022
59세 이하,19,U11,코로나-19에 대한 예방접종의 필요,338,부산,2022
59세 이하,20,F32,우울증 에피소드,329,부산,2022
60대,1,U07,U07의 응급사용,2754,부산,2022
60대,2,E11,인슐린-비의존 당뇨병,2253,부산,2022
60대,3,M17,윤충증,1956,부산,2022
60대,4,I10,본태성(원발성) 고혈압,1724,부산,2022
60대,5,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1595,부산,2022
60대,6,N40,전립선증식증,1574,부산,2022
60대,7,K05,치은염(잇몸염)및 치주 질환,1138,부산,2022
60대,8,M48,기타 척추병증,1097,부산,2022
60대,9,I20,협심증,930,부산,2022
60대,10,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,877,부산,2022
60대,11,N18,만성 콩팥(신장)기능상실,869,부산,2022
60대,12,K02,치아우식증,821,부산,2022
60대,13,K08,치아 및 지지구조의 기타 장애,748,부산,2022
60대,14,L30,기타 피부염,691,부산,2022
60대,15,M54,배통,691,부산,2022
60대,16,M75,어깨병변,660,부산,2022
60대,17,K29,위염 및 십이지장염,657,부산,2022
60대,18,K30,소화불량,631,부산,2022
60대,19,H04,눈물기관의 장애,615,부산,2022
60대,20,L29,소양증,597,부산,2022
70대,1,N40,전립선증식증,29218,부산,2022
70대,2,E11,인슐린-비의존 당뇨병,18358,부산,2022
70대,3,M48,기타 척추병증,13918,부산,2022
70대,4,I10,본태성(원발성) 고혈압,13637,부산,2022
70대,5,M17,윤충증,12722,부산,2022
70대,6,I20,협심증,12060,부산,2022
70대,7,N18,만성 콩팥(신장)기능상실,10108,부산,2022
70대,8,K05,치은염(잇몸염)및 치주 질환,9017,부산,2022
70대,9,L29,소양증,7880,부산,2022
70대,10,K02,치아우식증,7295,부산,2022
70대,11,L30,기타 피부염,7037,부산,2022
70대,12,M54,배통,6972,부산,2022
70대,13,K08,치아 및 지지구조의 기타 장애,6449,부산,2022
70대,14,I63,뇌경색증,5921,부산,2022
70대,15,H25,노인성 백내장,5878,부산,2022
70대,16,C61,전립선의 악성 신생물,5307,부산,2022
70대,17,H35,기타 망막장애,5225,부산,2022
70대,18,H04,눈물기관의 장애,4896,부산,2022
70대,19,M75,어깨병변,4668,부산,2022
70대,20,K29,위염 및 십이지장염,4362,부산,2022
80대,1,N40,전립선증식증,4892,부산,2022
80대,2,E11,인슐린-비의존 당뇨병,3041,부산,2022
80대,3,I10,본태성(원발성) 고혈압,2589,부산,2022
80대,4,M48,기타 척추병증,2409,부산,2022
80대,5,M17,윤충증,2201,부산,2022
80대,6,I20,협심증,1863,부산,2022
80대,7,N18,만성 콩팥(신장)기능상실,1834,부산,2022
80대,8,M54,배통,1557,부산,2022
80대,9,L29,소양증,1210,부산,2022
80대,10,L30,기타 피부염,1190,부산,2022
80대,11,K05,치은염(잇몸염)및 치주 질환,1142,부산,2022
80대,12,H25,노인성 백내장,961,부산,2022
80대,13,I63,뇌경색증,959,부산,2022
80대,14,C61,전립선의 악성 신생물,854,부산,2022
80대,15,K02,치아우식증,816,부산,2022
80대,16,H35,기타 망막장애,774,부산,2022
80대,17,N31,달리 분류되지 않은 방광의 신경근육기능장애,761,부산,2022
80대,18,F41,기타 불안장애,756,부산,2022
80대,19,H04,눈물기관의 장애,696,부산,2022
80대,20,K08,치아 및 지지구조의 기타 장애,682,부산,2022
90세 이상,1,N40,전립선증식증,2109,부산,2022
90세 이상,2,N18,만성 콩팥(신장)기능상실,987,부산,2022
90세 이상,3,I10,본태성(원발성) 고혈압,773,부산,2022
90세 이상,4,E11,인슐린-비의존 당뇨병,621,부산,2022
90세 이상,5,I20,협심증,479,부산,2022
90세 이상,6,M48,기타 척추병증,429,부산,2022
90세 이상,7,L29,소양증,389,부산,2022
90세 이상,8,I63,뇌경색증,377,부산,2022
90세 이상,9,M17,윤충증,366,부산,2022
90세 이상,10,F03,상세불명의 치매,357,부산,2022
90세 이상,11,M50,목뼈원판 장애,351,부산,2022
90세 이상,12,F00,알츠하이머병에서의 치매(G30.-+),311,부산,2022
90세 이상,13,L30,기타 피부염,304,부산,2022
90세 이상,14,C61,전립선의 악성 신생물,266,부산,2022
90세 이상,15,H04,눈물기관의 장애,262,부산,2022
90세 이상,16,R42,현기 및 어지러움,262,부산,2022
90세 이상,17,K05,치은염(잇몸염)및 치주 질환,259,부산,2022
90세 이상,18,K08,치아 및 지지구조의 기타 장애,257,부산,2022
90세 이상,19,K59,기타 기능적 창자 장애,246,부산,2022
90세 이상,20,I50,심장기능상실(심부전),242,부산,2022
59세 이하,1,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,1777,부산,2023
59세 이하,2,J18,상세불명 병원체의 폐렴,1108,부산,2023
59세 이하,3,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,1035,부산,2023
59세 이하,4,L30,기타 피부염,875,부산,2023
59세 이하,5,J00,급성 코인두염 [감기],773,부산,2023
59세 이하,6,N18,만성 콩팥(신장)기능상실,762,부산,2023
59세 이하,7,M75,어깨병변,758,부산,2023
59세 이하,8,E11,인슐린-비의존 당뇨병,679,부산,2023
59세 이하,9,U07,U07의 응급사용,626,부산,2023
59세 이하,10,K05,치은염(잇몸염)및 치주 질환,593,부산,2023
59세 이하,11,Z20,전염성 질환에 접촉 및 노출,538,부산,2023
59세 이하,12,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,473,부산,2023
59세 이하,13,I10,본태성(원발성) 고혈압,457,부산,2023
59세 이하,14,K02,치아우식증,447,부산,2023
59세 이하,15,G82,하반신마비 및 사지마비,444,부산,2023
59세 이하,16,R52,달리 분류되지 않은 통증,423,부산,2023
59세 이하,17,M17,윤충증,406,부산,2023
59세 이하,18,J02,급성 인두염,402,부산,2023
59세 이하,19,R53,병감 및 피로,401,부산,2023
59세 이하,20,F41,기타 불안장애,368,부산,2023
60대,1,E11,인슐린-비의존 당뇨병,1668,부산,2023
60대,2,M17,윤충증,1596,부산,2023
60대,3,L30,기타 피부염,1242,부산,2023
60대,4,N40,전립선증식증,1169,부산,2023
60대,5,M48,기타 척추병증,1022,부산,2023
60대,6,K05,치은염(잇몸염)및 치주 질환,975,부산,2023
60대,7,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,898,부산,2023
60대,8,I10,본태성(원발성) 고혈압,858,부산,2023
60대,9,I20,협심증,806,부산,2023
60대,10,K08,치아 및 지지구조의 기타 장애,606,부산,2023
60대,11,K02,치아우식증,599,부산,2023
60대,12,M54,배통,577,부산,2023
60대,13,M75,어깨병변,560,부산,2023
60대,14,N18,만성 콩팥(신장)기능상실,510,부산,2023
60대,15,K21,위-식도역류병,505,부산,2023
60대,16,M51,기타 추간판장애,471,부산,2023
60대,17,N31,달리 분류되지 않은 방광의 신경근육기능장애,431,부산,2023
60대,18,G81,편마비,428,부산,2023
60대,19,M96,달리 분류되지 않은 처치후 근육골격 장애,368,부산,2023
60대,20,H36,달리 분류된 질환에서의 망막장애,361,부산,2023
70대,1,N40,전립선증식증,19256,부산,2023
70대,2,E11,인슐린-비의존 당뇨병,14857,부산,2023
70대,3,L30,기타 피부염,14344,부산,2023
70대,4,M17,윤충증,11802,부산,2023
70대,5,I20,협심증,11735,부산,2023
70대,6,M48,기타 척추병증,11269,부산,2023
70대,7,N18,만성 콩팥(신장)기능상실,8918,부산,2023
70대,8,K05,치은염(잇몸염)및 치주 질환,8247,부산,2023
70대,9,I10,본태성(원발성) 고혈압,7220,부산,2023
70대,10,K08,치아 및 지지구조의 기타 장애,5604,부산,2023
70대,11,M54,배통,5222,부산,2023
70대,12,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,5117,부산,2023
70대,13,K02,치아우식증,5071,부산,2023
70대,14,H36,달리 분류된 질환에서의 망막장애,4975,부산,2023
70대,15,H35,기타 망막장애,4830,부산,2023
70대,16,C61,전립선의 악성 신생물,4768,부산,2023
70대,17,N31,달리 분류되지 않은 방광의 신경근육기능장애,4610,부산,2023
70대,18,I63,뇌경색증,4585,부산,2023
70대,19,M75,어깨병변,4519,부산,2023
70대,20,K21,위-식도역류병,4126,부산,2023
80대,1,N40,전립선증식증,7327,부산,2023
80대,2,L30,기타 피부염,5116,부산,2023
80대,3,E11,인슐린-비의존 당뇨병,4964,부산,2023
80대,4,M48,기타 척추병증,3974,부산,2023
80대,5,I20,협심증,3878,부산,2023
80대,6,M17,윤충증,3421,부산,2023
80대,7,N18,만성 콩팥(신장)기능상실,3137,부산,2023
80대,8,I10,본태성(원발성) 고혈압,2612,부산,2023
80대,9,K05,치은염(잇몸염)및 치주 질환,2353,부산,2023
80대,10,M54,배통,2029,부산,2023
80대,11,N31,달리 분류되지 않은 방광의 신경근육기능장애,1997,부산,2023
80대,12,K08,치아 및 지지구조의 기타 장애,1847,부산,2023
80대,13,I63,뇌경색증,1843,부산,2023
80대,14,F06,뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애,1822,부산,2023
80대,15,H35,기타 망막장애,1727,부산,2023
80대,16,C61,전립선의 악성 신생물,1641,부산,2023
80대,17,K02,치아우식증,1534,부산,2023
80대,18,R53,병감 및 피로,1521,부산,2023
80대,19,H36,달리 분류된 질환에서의 망막장애,1397,부산,2023
80대,20,J44,기타 만성 폐쇄성 폐질환,1393,부산,2023
90세 이상,1,N40,전립선증식증,1438,부산,2023
90세 이상,2,N18,만성 콩팥(신장)기능상실,626,부산,2023
90세 이상,3,L30,기타 피부염,590,부산,2023
90세 이상,4,E11,인슐린-비의존 당뇨병,570,부산,2023
90세 이상,5,I20,협심증,526,부산,2023
90세 이상,6,I10,본태성(원발성) 고혈압,501,부산,2023
90세 이상,7,F03,상세불명의 치매,430,부산,2023
90세 이상,8,M48,기타 척추병증,423,부산,2023
90세 이상,9,F00,알츠하이머병에서의 치매(G30.-+),368,부산,2023
90세 이상,10,M17,윤충증,337,부산,2023
90세 이상,11,K08,치아 및 지지구조의 기타 장애,333,부산,2023
90세 이상,12,I63,뇌경색증,326,부산,2023
90세 이상,13,I50,심장기능상실(심부전),315,부산,2023
