"월","퇴원과","퇴원결과","건수","지역","년도","진료과","주상병코드","주상병명"
"2023-04",NA,"호전","9","중앙",2023,"내분비내과","E11","2형 당뇨병"
"2023-04",NA,"호전","9","중앙",2023,"소화기내과","D13","기타 및 부위불명의 소화계통의 양성 신생물"
"2023-04",NA,"호전","1","중앙",2023,"신장내과","I10","본태성(원발성) 고혈압"
"2023-04",NA,"호전","3","중앙",2023,"신경외과","S32","요추 및 골반의 골절"
"2023-04",NA,"호전","2","중앙",2023,"비뇨의학과","N32","방광의 기타 장애"
"2023-04",NA,"경쾌","1","중앙",2023,"입원전담의학과","C20","직장의 악성 신생물"
"2023-04",NA,"호전","10","중앙",2023,"순환기내과","I20","협심증"
"2023-04",NA,"호전","10","중앙",2023,"신경외과","M48","기타 척추병증"
"2023-04",NA,"치료안함","1","중앙",2023,"심장혈관흉부외과","R42","어지럼증 및 어지럼"
"2023-04",NA,"호전","1","중앙",2023,"가정의학과","C61","전립선의 악성 신생물"
"2023-04",NA,"호전","1","중앙",2023,"소화기내과","K50","크론병[국소성 장염]"
"2023-04",NA,"호전","2","중앙",2023,"정형외과","M16","고관절증"
"2023-04",NA,"호전","2","중앙",2023,"이비인후과","H61","외이의 기타 장애"
"2023-04",NA,"호전","2","중앙",2023,"순환기내과","I26","폐색전증"
"2023-04",NA,"48시간 전 사망","1","중앙",2023,"심장혈관흉부외과","I70","죽상경화증"
"2023-04",NA,"치료안함","1","중앙",2023,"신경과","R55","실신 및 허탈"
"2023-04",NA,"호전","2","중앙",2023,"외과","K60","항문 및 직장부의 열창 및 누공"
"2023-04",NA,"호전","1","중앙",2023,"정형외과","M24","기타 특정 관절장애"
"2023-04",NA,"호전","1","중앙",2023,"통증클리닉","T81","달리 분류되지 않은 처치의 합병증"
"2023-04",NA,"호전","5","중앙",2023,"입원전담의학과","J18","상세불명 병원체의 폐렴"
"2023-04",NA,"호전","4","중앙",2023,"심장혈관흉부외과","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착"
"2023-04",NA,"호전","3","중앙",2023,"재활의학과","Z50","재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람"
"2023-04",NA,"호전","1","중앙",2023,"외과","C96","림프, 조혈 및 관련 조직의 기타 및 상세불명의 악성 신생물"
"2023-04",NA,"48시간 전 사망","1","중앙",2023,"호흡기알레르기내과","J70","기타 외부요인에 의한 호흡기병태"
"2023-04",NA,"치료안함","1","중앙",2023,"심장혈관흉부외과","D37","구강 및 소화기관의 행동양식 불명 또는 미상의 신생물"
"2023-04",NA,"호전","1","중앙",2023,"외과","K52","기타 비감염성 위장염 및 결장염"
"2023-04",NA,"호전","2","중앙",2023,"순환기내과","T82","심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증"
"2023-04",NA,"호전","1","중앙",2023,"정형외과","S62","손목 및 손부위의 골절"
"2023-04",NA,"호전","3","중앙",2023,"정형외과","E11","2형 당뇨병"
"2023-04",NA,"치료안함","1","중앙",2023,"순환기내과","I50","심부전"
"2023-04",NA,"호전","2","중앙",2023,"순환기내과","I35","비류마티스성 대동맥판장애"
"2023-04",NA,"호전","1","중앙",2023,"혈액종양내과","C67","방광의 악성 신생물"
"2023-04",NA,"치료안함","1","중앙",2023,"정신건강의학과","G47","수면장애"
"2023-04",NA,"호전","1","중앙",2023,"정형외과","M77","기타 골부착부병증"
"2023-04",NA,"가망없는 퇴원","1","중앙",2023,"호흡기알레르기내과","J12","달리 분류되지 않은 바이러스폐렴"
"2023-04",NA,"호전","1","중앙",2023,"안과","H01","눈꺼풀의 기타 염증"
"2023-04",NA,"치료안함","1","중앙",2023,"산부인과","N85","자궁경부를 제외한 자궁의 기타 비염증성 장애"
"2023-04",NA,"치료안함","1","중앙",2023,"소화기내과","D50","철결핍빈혈"
"2023-04",NA,"호전","1","중앙",2023,"감염내과","J12","달리 분류되지 않은 바이러스폐렴"
"2023-04",NA,"치료안함","1","중앙",2023,"신경과","I95","저혈압"
"2023-04",NA,"호전","1","중앙",2023,"혈액종양내과","C79","기타 및 상세불명 부위의 이차성 악성 신생물"
"2023-04",NA,"가망없는 퇴원","1","중앙",2023,"혈액종양내과","C34","기관지 및 폐의 악성 신생물"
"2023-04",NA,"호전","1","중앙",2023,"호흡기알레르기내과","G20","파킨슨병"
"2023-04",NA,"호전","1","중앙",2023,"신경외과","M50","경추간판장애"
"2023-04",NA,"48시간 전 사망","1","중앙",2023,"호스피스완화의료센터","C68","기타 및 상세불명의 비뇨기관의 악성 신생물"
"2023-04",NA,"호전","1","중앙",2023,"정형외과","M10","통풍"
"2023-05",NA,"호전","15","중앙",2023,"정형외과","M75","어깨병변"
"2023-05",NA,"호전","7","중앙",2023,"심장혈관흉부외과","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착"
"2023-05",NA,"48시간 전 사망","8","중앙",2023,"호스피스완화의료센터","C34","기관지 및 폐의 악성 신생물"
"2023-05",NA,"호전","5","중앙",2023,"순환기내과","I44","방실차단 및 좌각차단"
"2023-05",NA,"치료안함","1","중앙",2023,"신경외과","M48","기타 척추병증"
"2023-05",NA,"호전","2","중앙",2023,"혈액종양내과","C34","기관지 및 폐의 악성 신생물"
"2023-05",NA,"호전","2","중앙",2023,"혈액종양내과","L03","연조직염"
"2023-05",NA,"호전","121","중앙",2023,"안과","H25","노년백내장"
"2023-05",NA,"호전","3","중앙",2023,"재활의학과","G81","편마비"
"2023-05",NA,"호전","7","중앙",2023,"입원전담의학과","J18","상세불명 병원체의 폐렴"
"2023-05",NA,"호전","1","중앙",2023,"입원전담의학과","K52","기타 비감염성 위장염 및 결장염"
"2023-05",NA,"호전","1","중앙",2023,"심장혈관흉부외과","M96","달리 분류되지 않은 처치후 근골격장애"
"2023-05",NA,"호전","2","중앙",2023,"심장혈관흉부외과","I25","만성 허혈심장병"
"2023-05",NA,"호전","1","중앙",2023,"이비인후과","K12","구내염 및 관련 병변"
"2023-05",NA,"호전","1","중앙",2023,"혈액종양내과","A19","좁쌀결핵"
"2023-05",NA,"치료안함","2","중앙",2023,"신경외과","M50","경추간판장애"
"2023-05",NA,"호전","7","중앙",2023,"이비인후과","J38","달리 분류되지 않은 성대 및 후두의 질환"
"2023-05",NA,"호전","1","중앙",2023,"외과","D12","결장, 직장, 항문 및 항문관의 양성 신생물 "
"2023-05",NA,"호전","1","중앙",2023,"산부인과","N83","난소, 난관 및 넓은인대의 비염증성 장애"
"2023-05",NA,"호전","1","중앙",2023,"가정의학과","G20","파킨슨병"
"2023-05",NA,"48시간 전 사망","1","중앙",2023,"입원전담의학과","J69","고체 및 액체에 의한 폐렴"
"2023-05",NA,"호전","1","중앙",2023,"이비인후과","E04","기타 비독성 고이터"
"2023-05",NA,"호전","1","중앙",2023,"정신건강의학과","F06","뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애"
"2023-05",NA,"48시간 전 사망","1","중앙",2023,"호스피스완화의료센터","C16","위의 악성 신생물"
"2023-05",NA,"48시간 전 사망","1","중앙",2023,"신장내과","N18","만성 신장병"
"2023-05",NA,"치료안함","1","중앙",2023,"신경과","R55","실신 및 허탈"
"2023-05",NA,"치료안함","6","중앙",2023,"신경외과","I67","기타 뇌혈관질환"
"2023-05",NA,"호전","5","중앙",2023,"정형외과","E11","2형 당뇨병"
"2023-05",NA,"호전","1","중앙",2023,"산부인과","N75","바르톨린선의 질환"
"2023-05",NA,"호전","1","중앙",2023,"호흡기알레르기내과","J86","농흉"
"2023-05",NA,"치료안함","1","중앙",2023,"신경과","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착"
"2023-05",NA,"치료안함","1","중앙",2023,"산부인과","C56","난소의 악성 신생물"
"2023-05",NA,"경쾌","1","중앙",2023,"순환기내과","I50","심부전"
"2023-05",NA,"호전","4","중앙",2023,"신경외과","I65","뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착"
"2023-05",NA,"호전","1","중앙",2023,"정형외과","T81","달리 분류되지 않은 처치의 합병증"
"2023-05",NA,"호전","1","중앙",2023,"정형외과","S82","발목을 포함한 아래다리의 골절"
"2023-05",NA,"호전","1","중앙",2023,"이비인후과","C73","갑상선의 악성 신생물"
"2023-05",NA,"호전","2","중앙",2023,"소화기내과","C16","위의 악성 신생물"
"2023-05",NA,"호전","1","중앙",2023,"가정의학과","M48","기타 척추병증"
"2023-05",NA,"호전","3","중앙",2023,"비뇨의학과","N13","폐색성 및 역류성 요로병증"
"2023-05",NA,"호전","1","중앙",2023,"감염내과","C61","전립선의 악성 신생물"
"2023-05",NA,"치료안함","3","중앙",2023,"호흡기알레르기내과","R91","폐의 진단영상검사상 이상소견"
"2023-05",NA,"호전","1","중앙",2023,"순환기내과","J90","달리 분류되지 않은 흉막삼출액"
"2023-05",NA,"호전","1","중앙",2023,"신경과","G00","달리 분류되지 않은 세균성 수막염"
"2023-05",NA,"호전","1","중앙",2023,"순환기내과","K25","위궤양"
"2023-05",NA,"호전","1","중앙",2023,"신경외과","I72","기타 동맥류 및 박리"
"2023-05",NA,"호전","1","중앙",2023,"정형외과","M87","골괴사"
"2023-05",NA,"호전","1","중앙",2023,"입원전담의학과","D46","골수형성이상증후군"
"2023-05",NA,"호전","1","중앙",2023,"혈액종양내과","I63","뇌경색증"
"2023-05",NA,"호전","1","중앙",2023,"비뇨의학과","N45","고환염 및 부고환염"
"2023-05",NA,"치료안함","1","중앙",2023,"혈액종양내과","C25","췌장의 악성 신생물"
"2023-05",NA,"48시간 전 사망","1","중앙",2023,"혈액종양내과","J18","상세불명 병원체의 폐렴"
"2023-05",NA,"가망없는 퇴원","1","중앙",2023,"입원전담의학과","J15","달리 분류되지 않은 세균성 폐렴"
"2023-05",NA,"호전","1","중앙",2023,"가정의학과","D50","철결핍빈혈"
"2023-05",NA,"호전","1","중앙",2023,"혈액종양내과","C83","비소포성 림프종"
"2023-05",NA,"호전","1","중앙",2023,"정형외과","M24","기타 특정 관절장애"
"2023-05",NA,"진단만실시","1","중앙",2023,"순환기내과","C25","췌장의 악성 신생물"
"2023-05",NA,"48시간 전 사망","1","중앙",2023,"혈액종양내과","C64","신우를 제외한 신장의 악성 신생물"
"2023-05",NA,"호전","2","중앙",2023,"입원전담의학과","J44","기타 만성 폐쇄성 폐질환"
"2023-05",NA,"호전","1","중앙",2023,"혈액종양내과","E87","수분, 전해질 및 산-염기균형의 기타 장애"
"2023-06",NA,"호전","6","중앙",2023,"외과","C22","간 및 간내 담관의 악성 신생물"
"2023-06",NA,"48시간 전 사망","1","중앙",2023,"호스피스완화의료센터","C25","췌장의 악성 신생물"
"2023-06",NA,"호전","45","중앙",2023,"순환기내과","I25","만성 허혈심장병"
"2023-06",NA,"치료안함","1","중앙",2023,"소화기내과","C22","간 및 간내 담관의 악성 신생물"
"2023-06",NA,"호전","2","중앙",2023,"소화기내과","K65","복막염"
"2023-06",NA,"호전","1","중앙",2023,"감염내과","L02","피부의 농양, 종기 및 큰종기"
"2023-06",NA,"치료안함","1","중앙",2023,"신장내과","C22","간 및 간내 담관의 악성 신생물"
"2023-06",NA,"호전","3","중앙",2023,"정형외과","M43","기타 변형성 등병증"
"2023-06",NA,"호전","5","중앙",2023,"순환기내과","I21","급성 심근경색증"
"2023-06",NA,"치료안함","2","중앙",2023,"호흡기알레르기내과","J98","기타 호흡장애"
"2023-06",NA,"불변(호전안됨)","1","중앙",2023,"비뇨의학과","N35","요도협착"
"2023-06",NA,"호전","3","중앙",2023,"비뇨의학과","N21","하부요로의 결석"
"2023-06",NA,"호전","6","중앙",2023,"신경외과","M96","달리 분류되지 않은 처치후 근골격장애"
"2023-06",NA,"48시간 전 사망","1","중앙",2023,"호스피스완화의료센터","C61","전립선의 악성 신생물"
"2023-06",NA,"호전","3","중앙",2023,"안과","H02","눈꺼풀의 기타 장애"
"2023-06",NA,"호전","4","중앙",2023,"이비인후과","H91","기타 청력소실"
"2023-06",NA,"호전","5","중앙",2023,"외과","C16","위의 악성 신생물"
"2023-06",NA,"호전","7","중앙",2023,"순환기내과","I20","협심증"
"2023-06",NA,"호전","2","중앙",2023,"소화기내과","K55","장의 혈관장애"
"2023-06",NA,"호전","3","중앙",2023,"소화기내과","K80","담석증"
"2023-06",NA,"경쾌","1","중앙",2023,"소화기내과","K29","위염 및 십이지장염"
"2023-06",NA,"호전","2","중앙",2023,"신장내과","N10","급성 세뇨관-간질신장염"
"2023-06",NA,"호전","3","중앙",2023,"정형외과","G56","팔의 단일신경병증"
"2023-06",NA,"48시간 전 사망","1","중앙",2023,"입원전담의학과","J18","상세불명 병원체의 폐렴"
"2023-06",NA,"호전","1","중앙",2023,"소화기내과","A02","기타 살모넬라감염"
"2023-06",NA,"48시간 전 사망","3","중앙",2023,"혈액종양내과","C34","기관지 및 폐의 악성 신생물"
"2023-06",NA,"불변(호전안됨)","1","중앙",2023,"심장혈관흉부외과","J98","기타 호흡장애"
"2023-06",NA,"호전","1","중앙",2023,"소화기내과","I34","비류마티스성 승모판장애"
"2023-06",NA,"호전","6","중앙",2023,"정형외과","S32","요추 및 골반의 골절"
"2023-06",NA,"호전","5","중앙",2023,"정형외과","S72","대퇴골의 골절"
"2023-06",NA,"호전","1","중앙",2023,"심장혈관흉부외과","I72","기타 동맥류 및 박리"
"2023-06",NA,"가망없는 퇴원","1","중앙",2023,"혈액종양내과","C16","위의 악성 신생물"
"2023-06",NA,"호전","1","중앙",2023,"호흡기알레르기내과","J86","농흉"
"2023-06",NA,"호전","1","중앙",2023,"안과","H44","안구의 장애"
"2023-06",NA,"호전","1","중앙",2023,"입원전담의학과","K85","급성 췌장염"
"2023-06",NA,"치료안함","1","중앙",2023,"외과","Z03","의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된"
"2023-06",NA,"48시간 전 사망","1","중앙",2023,"신장내과","N39","비뇨계통의 기타 장애"
"2023-06",NA,"호전","3","중앙",2023,"정형외과","Z47","기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람"
"2023-06",NA,"치료안함","1","중앙",2023,"신장내과","N04","신증후군"
"2023-06",NA,"호전","1","중앙",2023,"호흡기알레르기내과","J98","기타 호흡장애"
"2023-06",NA,"호전","2","중앙",2023,"신경과","G43","편두통"
"2023-06",NA,"호전","1","중앙",2023,"통증클리닉","G90","자율신경계통의 장애"
"2023-06",NA,"호전","1","중앙",2023,"이비인후과","S00","머리의 표재성 손상"
"2023-06",NA,"호전","1","중앙",2023,"외과","K62","항문 및 직장의 기타 질환"
"2023-06",NA,"호전","2","중앙",2023,"소화기내과","K85","급성 췌장염"
"2023-06",NA,"48시간 전 사망","1","중앙",2023,"혈액종양내과","C16","위의 악성 신생물"
"2023-06",NA,"호전","1","중앙",2023,"호흡기알레르기내과","J85","폐 및 종격의 농양"
"2023-06",NA,"호전","1","중앙",2023,"산부인과","N73","기타 여성골반염증질환"
"2023-06",NA,"호전","1","중앙",2023,"입원전담의학과","K22","식도의 기타 질환"
"2023-06",NA,"48시간 전 사망","1","중앙",2023,"혈액종양내과","D46","골수형성이상증후군"
"2023-06",NA,"호전","1","중앙",2023,"입원전담의학과","M35","결합조직의 기타 전신침범"
"2023-06",NA,"가망없는 퇴원","1","중앙",2023,"소화기내과","I50","심부전"
"2023-06",NA,"48시간 전 사망","1","중앙",2023,"신경외과","I61","뇌내출혈"
"2023-06",NA,"호전","1","중앙",2023,"이비인후과","K13","입술 및 구강점막의 기타 질환"
"2023-06",NA,"치료안함","1","중앙",2023,"혈액종양내과","Q85","달리 분류되지 않은 모반증"
"2023-06",NA,"호전","1","중앙",2023,"순환기내과","N17","급성 신부전"
"2023-06",NA,"호전","1","중앙",2023,"소화기내과","R10","복부 및 골반 통증"
"2023-06",NA,"호전","1","중앙",2023,"소화기내과","D00","구강, 식도 및 위의 제자리암종"
"2023-06",NA,"치료안함","1","중앙",2023,"정형외과","M48","기타 척추병증"
"2023-06",NA,"경쾌","1","중앙",2023,"신경외과","M50","경추간판장애"
"2023-06",NA,"치료안함","1","중앙",2023,"비뇨의학과","C68","기타 및 상세불명의 비뇨기관의 악성 신생물"
"2023-06",NA,"호전","1","중앙",2023,"입원전담의학과","A09","감염성 및 상세불명 기원의 기타 위장염 및 결장염"
"2023-06",NA,"호전","1","중앙",2023,"이비인후과","D34","갑상선의 양성 신생물"
"2023-06",NA,"호전","1","중앙",2023,"순환기내과","C61","전립선의 악성 신생물"
"2023-06",NA,"48시간 전 사망","1","중앙",2023,"입원전담의학과","I50","심부전"
"2023-06",NA,"치료안함","1","중앙",2023,"이비인후과","J32","만성 부비동염"
"2023-06",NA,"호전","1","중앙",2023,"순환기내과","M72","섬유모세포장애"
"2023-06",NA,"호전","1","중앙",2023,"입원전담의학과","I50","심부전"
"2023-06",NA,"호전","1","중앙",2023,"입원전담의학과","N28","달리 분류되지 않은 신장 및 요관의 기타 장애"
"2023-06",NA,"호전","1","중앙",2023,"감염내과","L03","연조직염"
"2023-06",NA,"호전","1","중앙",2023,"혈액종양내과","C24","담도의 기타 및 상세불명 부분의 악성 신생물"
"2023-06",NA,"호전","1","중앙",2023,"정형외과","T81","달리 분류되지 않은 처치의 합병증"
"2023-07",NA,"호전","7","중앙",2023,"심장혈관흉부외과","I25","만성 허혈심장병"
"2023-07",NA,"48시간 전 사망","2","중앙",2023,"호스피스완화의료센터","C20","직장의 악성 신생물"
"2023-07",NA,"치료안함","1","중앙",2023,"순환기내과","I50","심부전"
"2023-07",NA,"48시간 전 사망","1","중앙",2023,"소화기내과","A04","기타 세균성 장감염"
"2023-07",NA,"호전","1","중앙",2023,"신장내과","Z49","투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람"
"2023-07",NA,"호전","5","중앙",2023,"외과","K64","치핵 및 항문주위정맥혈전증"
"2023-07",NA,"호전","13","중앙",2023,"내분비내과","E11","2형 당뇨병"
"2023-07",NA,"호전","24","중앙",2023,"신경과","I63","뇌경색증"
"2023-07",NA,"경쾌","1","중앙",2023,"신경과","G20","파킨슨병"
"2023-07",NA,"호전","4","중앙",2023,"신경외과","I67","기타 뇌혈관질환"
"2023-07",NA,"치료안함","1","중앙",2023,"산부인과","N85","자궁경부를 제외한 자궁의 기타 비염증성 장애"
"2023-07",NA,"호전","6","중앙",2023,"재활의학과","G82","하반신마비 및 사지마비"
"2023-07",NA,"치료안함","3","중앙",2023,"이비인후과","H90","전음성 및 감각신경성 청력소실"
"2023-07",NA,"호전","1","중앙",2023,"소화기내과","D00","구강, 식도 및 위의 제자리암종"
"2023-07",NA,"호전","23","중앙",2023,"정형외과","M75","어깨병변"
"2023-07",NA,"호전","7","중앙",2023,"비뇨의학과","D09","기타 및 상세불명 부위의 제자리암종"
"2023-07",NA,"호전","9","중앙",2023,"심장혈관흉부외과","C34","기관지 및 폐의 악성 신생물"
"2023-07",NA,"48시간 전 사망","1","중앙",2023,"가정의학과","C22","간 및 간내 담관의 악성 신생물"
"2023-07",NA,"호전","1","중앙",2023,"신장내과","I50","심부전"
"2023-07",NA,"48시간 전 사망","2","중앙",2023,"호흡기알레르기내과","J69","고체 및 액체에 의한 폐렴"
"2023-07",NA,"호전","3","중앙",2023,"신장내과","N10","급성 세뇨관-간질신장염"
"2023-07",NA,"치료안함","1","중앙",2023,"외과","K76","간의 기타 질환"
"2023-07",NA,"호전","2","중앙",2023,"소화기내과","A04","기타 세균성 장감염"
"2023-07",NA,"호전","1","중앙",2023,"정신건강의학과","F31","양극성 정동장애"
"2023-07",NA,"호전","2","중앙",2023,"정형외과","M43","기타 변형성 등병증"
"2023-07",NA,"호전","1","중앙",2023,"소화기내과","D51","비타민B12결핍빈혈"
"2023-07",NA,"호전","1","중앙",2023,"소화기내과","Z43","인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람"
"2023-07",NA,"호전","1","중앙",2023,"혈액종양내과","D69","자반 및 기타 출혈성 병태"
"2023-07",NA,"48시간 전 사망","2","중앙",2023,"호흡기알레르기내과","J12","달리 분류되지 않은 바이러스폐렴"
"2023-07",NA,"호전","4","중앙",2023,"산부인과","D27","난소의 양성 신생물"
"2023-07",NA,"호전","3","중앙",2023,"정형외과","M51","기타 추간판장애"
"2023-07",NA,"호전","2","중앙",2023,"비뇨의학과","T83","비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증"
"2023-07",NA,"호전","3","중앙",2023,"내분비내과","E10","1형 당뇨병"
"2023-07",NA,"호전","2","중앙",2023,"혈액종양내과","C22","간 및 간내 담관의 악성 신생물"
"2023-07",NA,"호전","1","중앙",2023,"감염내과","B34","상세불명 부위의 바이러스감염"
"2023-07",NA,"치료안함","1","중앙",2023,"혈액종양내과","C78","호흡 및 소화기관의 이차성 악성 신생물"
"2023-07",NA,"불변(호전안됨)","1","중앙",2023,"외과","Z43","인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람"
"2023-07",NA,"호전","3","중앙",2023,"순환기내과","I49","기타 심장부정맥"
"2023-07",NA,"호전","1","중앙",2023,"입원전담의학과","M80","병적 골절을 동반한 골다공증"
"2023-07",NA,"호전","2","중앙",2023,"가정의학과","E11","2형 당뇨병"
"2023-07",NA,"호전","4","중앙",2023,"순환기내과","I44","방실차단 및 좌각차단"
"2023-07",NA,"호전","2","중앙",2023,"정형외과","M86","골수염"
"2023-07",NA,"불변(호전안됨)","1","중앙",2023,"정형외과","M75","어깨병변"
"2023-07",NA,"불변(호전안됨)","2","중앙",2023,"정형외과","M48","기타 척추병증"
"2023-07",NA,"호전","1","중앙",2023,"외과","K25","위궤양"
"2023-07",NA,"호전","2","중앙",2023,"소화기내과","E87","수분, 전해질 및 산-염기균형의 기타 장애"
"2023-07",NA,"48시간 전 사망","1","중앙",2023,"혈액종양내과","J15","달리 분류되지 않은 세균성 폐렴"
"2023-07",NA,"48시간 전 사망","1","중앙",2023,"혈액종양내과","J18","상세불명 병원체의 폐렴"
"2023-07",NA,"호전","1","중앙",2023,"정형외과","R52","달리 분류되지 않은 통증"
"2023-07",NA,"호전","3","중앙",2023,"정형외과","M19","기타 관절증"
"2023-07",NA,"불변(호전안됨)","1","중앙",2023,"외과","I83","하지의 정맥류"
"2023-07",NA,"치료안함","1","중앙",2023,"신장내과","N05","상세불명의 신염증후군"
"2023-07",NA,"호전","1","중앙",2023,"비뇨의학과","N30","방광염"
"2023-07",NA,"호전","1","중앙",2023,"입원전담의학과","N13","폐색성 및 역류성 요로병증"
"2023-07",NA,"호전","1","중앙",2023,"재활의학과","I63","뇌경색증"
"2023-07",NA,"호전","1","중앙",2023,"입원전담의학과","J44","기타 만성 폐쇄성 폐질환"
"2023-07",NA,"호전","2","중앙",2023,"호흡기알레르기내과","U07","U07의 응급사용"
"2023-07",NA,"치료안함","1","중앙",2023,"신경외과","M51","기타 추간판장애"
"2023-07",NA,"호전","1","중앙",2023,"심장혈관흉부외과","R07","목구멍 및 가슴의 통증"
"2023-07",NA,"호전","1","중앙",2023,"혈액종양내과","K70","알코올성 간질환"
"2023-07",NA,"치료안함","1","중앙",2023,"소화기내과","C49","기타 결합조직 및 연조직의 악성 신생물"
"2023-07",NA,"호전","1","중앙",2023,"소화기내과","K51","궤양성 대장염"
"2023-07",NA,"호전","1","중앙",2023,"비뇨의학과","N21","하부요로의 결석"
"2023-07",NA,"호전","1","중앙",2023,"소화기내과","C25","췌장의 악성 신생물"
"2023-07",NA,"호전","1","중앙",2023,"신경외과","M46","기타 염증성 척추병증"
"2023-07",NA,"호전","1","중앙",2023,"외과","K62","항문 및 직장의 기타 질환"
"2023-08",NA,"호전","4","중앙",2023,"외과","C18","결장의 악성 신생물"
"2023-08",NA,"호전","4","중앙",2023,"순환기내과","I70","죽상경화증"
"2023-08",NA,"호전","12","중앙",2023,"내분비내과","E11","2형 당뇨병"
"2023-08",NA,"호전","4","중앙",2023,"혈액종양내과","C18","결장의 악성 신생물"
"2023-08",NA,"호전","7","중앙",2023,"재활의학과","R26","보행과 이동의 이상"
"2023-08",NA,"호전","1","중앙",2023,"입원전담의학과","R53","병감 및 피로"
"2023-08",NA,"48시간 전 사망","17","중앙",2023,"호스피스완화의료센터","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람"
"2023-08",NA,"호전","1","중앙",2023,"소화기내과","N17","급성 신부전"
"2023-08",NA,"치료안함","1","중앙",2023,"소화기내과","C17","소장의 악성 신생물"
"2023-08",NA,"호전","1","중앙",2023,"호스피스완화의료센터","C25","췌장의 악성 신생물"
"2023-08",NA,"호전","2","중앙",2023,"산부인과","Z51","기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람"
"2023-08",NA,"치료안함","1","중앙",2023,"비뇨의학과","N40","전립선증식증"
"2023-08",NA,"48시간 전 사망","2","중앙",2023,"호스피스완화의료센터","C34","기관지 및 폐의 악성 신생물"
"2023-08",NA,"호전","2","중앙",2023,"순환기내과","I44","방실차단 및 좌각차단"
"2023-08",NA,"호전","2","중앙",2023,"순환기내과","I42","심근병증"
"2023-08",NA,"호전","3","중앙",2023,"재활의학과","G82","하반신마비 및 사지마비"
"2023-08",NA,"호전","1","중앙",2023,"심장혈관흉부외과","I07","류마티스성 삼첨판질환"
"2023-08",NA,"호전","3","중앙",2023,"외과","C16","위의 악성 신생물"
"2023-08",NA,"호전","2","중앙",2023,"외과","K63","장의 기타 질환"
"2023-08",NA,"호전","4","중앙",2023,"외과","K64","치핵 및 항문주위정맥혈전증"
"2023-08",NA,"호전","1","중앙",2023,"혈액종양내과","J90","달리 분류되지 않은 흉막삼출액"
"2023-08",NA,"호전","2","중앙",2023,"호흡기알레르기내과","J86","농흉"
"2023-08",NA,"호전","5","중앙",2023,"비뇨의학과","C64","신우를 제외한 신장의 악성 신생물"
"2023-08",NA,"호전","2","중앙",2023,"비뇨의학과","N32","방광의 기타 장애"
"2023-08",NA,"호전","1","중앙",2023,"외과","L72","피부 및 피하조직의 모낭낭"
"2023-08",NA,"호전","1","중앙",2023,"신경외과","I61","뇌내출혈"
"2023-08",NA,"호전","2","중앙",2023,"심장혈관흉부외과","T82","심장 및 혈관 인공삽입장치, 삽입물 및 이식편의 합병증"
"2023-08",NA,"호전","2","중앙",2023,"신장내과","N28","달리 분류되지 않은 신장 및 요관의 기타 장애"
"2023-08",NA,"호전","4","중앙",2023,"신경외과","S06","두개내손상"
"2023-08",NA,"호전","1","중앙",2023,"류마티스내과","M79","달리 분류되지 않은 기타 연조직장애"
"2023-08",NA,"호전","1","중앙",2023,"외과","K62","항문 및 직장의 기타 질환"
"2023-08",NA,"48시간 전 사망","1","중앙",2023,"내분비내과","N17","급성 신부전"
"2023-08",NA,"가망없는 퇴원","1","중앙",2023,"호흡기알레르기내과","J18","상세불명 병원체의 폐렴"
"2023-08",NA,"치료안함","1","중앙",2023,"외과","C22","간 및 간내 담관의 악성 신생물"
"2023-08",NA,"호전","2","중앙",2023,"외과","Z43","인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람"
"2023-08",NA,"치료안함","1","중앙",2023,"외과","C18","결장의 악성 신생물"
"2023-08",NA,"호전","1","중앙",2023,"소화기내과","D37","구강 및 소화기관의 행동양식 불명 또는 미상의 신생물"
"2023-08",NA,"치료안함","1","중앙",2023,"산부인과","D27","난소의 양성 신생물"
"2023-08",NA,"호전","4","중앙",2023,"정형외과","E11","2형 당뇨병"
"2023-08",NA,"호전","2","중앙",2023,"외과","K43","복벽탈장"
"2023-08",NA,"호전","2","중앙",2023,"산부인과","D25","자궁의 평활근종"
"2023-08",NA,"호전","1","중앙",2023,"정형외과","B02","대상포진"
"2023-08",NA,"호전","1","중앙",2023,"신경외과","G91","수두증"
"2023-08",NA,"호전","1","중앙",2023,"비뇨의학과","N45","고환염 및 부고환염"
