상병코드,상병명,국비,사비,년도,지역,구분,합계
M750,어깨의 유착성 관절낭염,6.0,2.0,2022,서울,질병,8.0
M751,회전근개증후군,124.0,149.0,2022,서울,질병,273.0
M753,어깨의 석회성 힘줄염,5.0,4.0,2022,서울,질병,9.0
M754,어깨의 충격증후군,0.0,2.0,2022,서울,질병,2.0
M755,어깨의 윤활낭염,7.0,7.0,2022,서울,질병,14.0
M758,기타 어깨병변,2.0,0.0,2022,서울,질병,2.0
M7635,"장경골띠증후군, 골반 부분 및 대퇴",1.0,0.0,2022,서울,질병,1.0
M766,아킬레스힘줄염,0.0,2.0,2022,서울,질병,2.0
M7687,"발을 제외한 다리의 기타 골부착부병증, 발목 및 발",2.0,1.0,2022,서울,질병,3.0
M771,외측상과염,0.0,1.0,2022,서울,질병,1.0
M7798,"상세불명의 골부착부병증, 기타 부분",1.0,0.0,2022,서울,질병,1.0
M7909,"상세불명의 류마티스, 상세불명 부분",1.0,0.0,2022,서울,질병,1.0
M79100,"근근막통증후군, 여러 부위",6.0,2.0,2022,서울,질병,8.0
M79110,"근근막통증후군, 어깨부분",0.0,3.0,2022,서울,질병,3.0
M79130,"근근막통증후군, 아래팔",0.0,1.0,2022,서울,질병,1.0
M79150,"근근막통증후군, 골반 부분 및 대퇴",1.0,1.0,2022,서울,질병,2.0
M79160,"근근막통증후군, 아래다리",0.0,1.0,2022,서울,질병,1.0
M79168,"기타 근통, 아래다리",0.0,1.0,2022,서울,질병,1.0
M79180,"근근막통증후군, 기타 부분",4.0,1.0,2022,서울,질병,5.0
M79190,"근근막통증후군, 상세불명 부분",3.0,1.0,2022,서울,질병,4.0
M79198,"기타 근통, 상세불명 부분",0.0,1.0,2022,서울,질병,1.0
M7934,"상세불명의 지방층염, 손",0.0,1.0,2022,서울,질병,1.0
M7956,"연조직내의 잔류이물, 아래다리",1.0,0.0,2022,서울,질병,1.0
M7957,"연조직내의 잔류이물, 발목 및 발",1.0,0.0,2022,서울,질병,1.0
M7966,"사지의 통증, 아래다리",2.0,1.0,2022,서울,질병,3.0
M7967,"사지의 통증, 발목 및 발",2.0,0.0,2022,서울,질병,2.0
M7975,"섬유근통, 골반 부분 및 대퇴",3.0,0.0,2022,서울,질병,3.0
M7988,"기타 명시된 연조직장애, 기타 부분",2.0,0.0,2022,서울,질병,2.0
M8029,"병적 골절을 동반한 불용성 골다공증, 상세불명 부분",1.0,0.0,2022,서울,질병,1.0
M8088,"병적 골절을 동반한 기타 골다공증, 기타 부분",3.0,3.0,2022,서울,질병,6.0
M8095,"병적 골절을 동반한 상세불명의 골다공증, 골반 부분 및 대퇴",1.0,0.0,2022,서울,질병,1.0
M8100,"폐경후골다공증, 여러 부위",0.0,1.0,2022,서울,질병,1.0
M8105,"폐경후골다공증, 골반 부분 및 대퇴",0.0,2.0,2022,서울,질병,2.0
M8108,"폐경후골다공증, 기타 부분",0.0,2.0,2022,서울,질병,2.0
M8109,"폐경후골다공증, 상세불명 부분",0.0,2.0,2022,서울,질병,2.0
M8126,"불용성 골다공증, 아래다리",1.0,0.0,2022,서울,질병,1.0
M8158,"특발성 골다공증, 기타 부분",1.0,0.0,2022,서울,질병,1.0
M8159,"특발성 골다공증, 상세불명 부분",1.0,1.0,2022,서울,질병,2.0
M8185,"기타 골다공증, 골반 부분 및 대퇴",3.0,2.0,2022,서울,질병,5.0
M8188,"기타 골다공증, 기타 부분",5.0,8.0,2022,서울,질병,13.0
M8189,"기타 골다공증, 상세불명 부분",1.0,1.0,2022,서울,질병,2.0
M8195,"상세불명의 골다공증, 골반 부분 및 대퇴",17.0,23.0,2022,서울,질병,40.0
M8198,"상세불명의 골다공증, 기타 부분",2.0,23.0,2022,서울,질병,25.0
M8199,"상세불명의 골다공증, 상세불명 부분",3.0,13.0,2022,서울,질병,16.0
M8402,"골절의 부정유합, 위팔",1.0,0.0,2022,서울,질병,1.0
M8405,"골절의 부정유합, 골반 부분 및 대퇴",0.0,1.0,2022,서울,질병,1.0
M8411,"골절불유합(가관절증), 어깨부분",0.0,1.0,2022,서울,질병,1.0
M8415,"골절불유합(가관절증), 골반 부분 및 대퇴",1.0,3.0,2022,서울,질병,4.0
M8427,"골절의 지연유합, 발목 및 발",1.0,0.0,2022,서울,질병,1.0
M8433,"달리 분류되지 않은 스트레스골절, 아래팔",1.0,0.0,2022,서울,질병,1.0
M8441,"달리 분류되지 않은 병적 골절, 어깨부분",0.0,1.0,2022,서울,질병,1.0
M8442,"달리 분류되지 않은 병적 골절, 위팔",0.0,1.0,2022,서울,질병,1.0
M8505,"(단골성) 섬유성 골형성이상, 골반 부분 및 대퇴",1.0,0.0,2022,서울,질병,1.0
M8581,"골밀도 및 구조의 기타 명시된 장애, 어깨부분",0.0,1.0,2022,서울,질병,1.0
M8585,"골밀도 및 구조의 기타 명시된 장애, 골반 부분 및 대퇴",1.0,3.0,2022,서울,질병,4.0
M8586,"골밀도 및 구조의 기타 명시된 장애, 아래다리",0.0,1.0,2022,서울,질병,1.0
M8588,"골밀도 및 구조의 기타 명시된 장애, 기타 부분",1.0,6.0,2022,서울,질병,7.0
M8589,"골밀도 및 구조의 기타 명시된 장애, 상세불명 부분",0.0,1.0,2022,서울,질병,1.0
M8599,"골밀도 및 구조의 상세불명 장애, 상세불명 부분",1.0,1.0,2022,서울,질병,2.0
M8607,"급성 혈행성 골수염, 발목 및 발",0.0,1.0,2022,서울,질병,1.0
M8630,"만성 다초점 골수염, 여러 부위",0.0,2.0,2022,서울,질병,2.0
M8645,"배농관을 동반한 만성 골수염, 골반 부분 및 대퇴",1.0,0.0,2022,서울,질병,1.0
M8661,"기타 만성 골수염, 어깨부분",1.0,1.0,2022,서울,질병,2.0
M8665,"기타 만성 골수염, 골반 부분 및 대퇴",6.0,2.0,2022,서울,질병,8.0
M8666,"기타 만성 골수염, 아래다리",2.0,7.0,2022,서울,질병,9.0
M8667,"기타 만성 골수염, 발목 및 발",5.0,2.0,2022,서울,질병,7.0
M8685,"기타 골수염, 골반 부분 및 대퇴",2.0,0.0,2022,서울,질병,2.0
M8688,"기타 골수염, 기타 부분",1.0,0.0,2022,서울,질병,1.0
M8691,"상세불명의 골수염, 어깨부분",0.0,4.0,2022,서울,질병,4.0
M8693,"상세불명의 골수염, 아래팔",1.0,0.0,2022,서울,질병,1.0
M8694,"상세불명의 골수염, 손",1.0,1.0,2022,서울,질병,2.0
M8695,"상세불명의 골수염, 골반 부분 및 대퇴",1.0,1.0,2022,서울,질병,2.0
M8696,"상세불명의 골수염, 아래다리",1.0,0.0,2022,서울,질병,1.0
M8697,"상세불명의 골수염, 발목 및 발",6.0,1.0,2022,서울,질병,7.0
M8698,"상세불명의 골수염, 기타 부분",1.0,0.0,2022,서울,질병,1.0
M8699,"상세불명의 골수염, 상세불명 부분",0.0,1.0,2022,서울,질병,1.0
M8701,"뼈의 특발성 무균괴사, 어깨부분",1.0,0.0,2022,서울,질병,1.0
M8725,"이전의 외상에 의한 골괴사, 골반 부분 및 대퇴",0.0,1.0,2022,서울,질병,1.0
M8795,"상세불명의 골괴사, 골반 부분 및 대퇴",8.0,3.0,2022,서울,질병,11.0
M8796,"상세불명의 골괴사, 아래다리",2.0,1.0,2022,서울,질병,3.0
M8904,"통증신경디스트로피, 손",1.0,0.0,2022,서울,질병,1.0
M8909,"통증신경디스트로피, 상세불명 부분",1.0,1.0,2022,서울,질병,2.0
M8988,"뼈의 기타 명시된 장애, 기타 부분",0.0,1.0,2022,서울,질병,1.0
M9071,"신생물질환에서의 뼈의 골절(C00-D48†), 어깨부분",0.0,1.0,2022,서울,질병,1.0
M9075,"신생물질환에서의 뼈의 골절(C00-D48†), 골반 부분 및 대퇴",1.0,2.0,2022,서울,질병,3.0
M9078,"신생물질환에서의 뼈의 골절(C00-D48†), 기타 부분",1.0,1.0,2022,서울,질병,2.0
M911,대퇴골두의 연소성 골연골증[레그-칼베-페르테스],0.0,1.0,2022,서울,질병,1.0
M938,기타 명시된 골연골병증,2.0,1.0,2022,서울,질병,3.0
M9418,"재발성 다발연골염, 기타 부분",1.0,0.0,2022,서울,질병,1.0
M950,코의 후천성 변형,3.0,3.0,2022,서울,질병,6.0
M960,유합 또는 관절고정 후 가관절,0.0,1.0,2022,서울,질병,1.0
M961,달리 분류되지 않은 척추후궁절제후증후군,49.0,34.0,2022,서울,질병,83.0
M963,척추후궁절제후 척주후만증,1.0,0.0,2022,서울,질병,1.0
M966,"정형외과적 삽입물, 인공관절 또는 골판의 삽입에 따른 뼈의 골절",2.0,3.0,2022,서울,질병,5.0
M968,기타 처치후 근골격장애,19.0,11.0,2022,서울,질병,30.0
M9943,"신경관의 결합조직협착, 요추부위",1.0,4.0,2022,서울,질병,5.0
M9973,"추간공의 결합조직 및 원반 협착, 요추부위",4.0,9.0,2022,서울,질병,13.0
M9983,"기타 생체역학적 병변, 요추부위",0.0,1.0,2022,서울,질병,1.0
N009,상세불명의 급성 신염증후군,0.0,1.0,2022,서울,질병,1.0
N017,미만성 반월형 사구체신염을 동반한 급속 진행성 신염증후군,4.0,0.0,2022,서울,질병,4.0
N019,상세불명의 급속 진행성 신염증후군,1.0,0.0,2022,서울,질병,1.0
N022,미만성 막성 사구체신염을 동반한 재발성 및 지속성 혈뇨,2.0,2.0,2022,서울,질병,4.0
N023,미만성 메산지음 증식성 사구체신염을 동반한 재발성 및 지속성 혈뇨,1.0,0.0,2022,서울,질병,1.0
N025,미만성 메산지음 모세혈관성 사구체신염을 동반한 재발성 및 지속성 혈뇨,0.0,1.0,2022,서울,질병,1.0
N028,기타 재발성 및 지속성 혈뇨,2.0,2.0,2022,서울,질병,4.0
N039,상세불명의 만성 신염증후군,0.0,1.0,2022,서울,질병,1.0
N049,상세불명의 신증후군,1.0,0.0,2022,서울,질병,1.0
N051,초점성 및 분절성 사구체병변을 동반한 상세불명의 신염증후군,2.0,1.0,2022,서울,질병,3.0
N052,미만성 막성 사구체신염을 동반한 상세불명의 신염증후군,1.0,0.0,2022,서울,질병,1.0
N053,미만성 메산지음 증식성 사구체신염을 동반한 상세불명의 신염증후군,0.0,2.0,2022,서울,질병,2.0
N057,미만성 반월형 사구체신염 동반한 상세불명의 신염증후군,0.0,1.0,2022,서울,질병,1.0
N059,상세불명의 상세불명의 신염증후군,1.0,0.0,2022,서울,질병,1.0
N083,당뇨병에서의 사구체장애(4단위 .2-에 해당되는 E10-E14†),979.0,380.0,2022,서울,질병,1359.0
N085,전신결합조직장애에서의 사구체장애,1.0,2.0,2022,서울,질병,3.0
N10,급성 세뇨관-간질신장염,37.0,34.0,2022,서울,질병,71.0
N111,만성 폐색성 신우신염,2.0,1.0,2022,서울,질병,3.0
N119,상세불명의 만성 세뇨관-간질신장염,5.0,5.0,2022,서울,질병,10.0
N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,1.0,1.0,2022,서울,질병,2.0
N130,요관신우접합부 폐색을 동반한 수신증,0.0,3.0,2022,서울,질병,3.0
N131,달리 분류되지 않은 요관협착을 동반한 수신증,7.0,11.0,2022,서울,질병,18.0
N132,신장 및 요관의 결석성 폐색을 동반한 수신증,6.0,12.0,2022,서울,질병,18.0
N1330,방광요관접합부 폐색을 동반한 수신증,6.0,14.0,2022,서울,질병,20.0
N1338,기타 및 상세불명의 수신증,16.0,8.0,2022,서울,질병,24.0
N135,수신증을 동반하지 않은 요관의 꼬임 및 협착,1.0,0.0,2022,서울,질병,1.0
N136,농신증,13.0,9.0,2022,서울,질병,22.0
N13721,"역류신장병증을 동반한, 수뇨관을 동반한 방광요관역류, 양쪽",1.0,0.0,2022,서울,질병,1.0
N1379,방광요관역류-연관 상세불명의 요로병증,1.0,3.0,2022,서울,질병,4.0
N138,기타 폐색성 및 역류성 요로병증,4.0,3.0,2022,서울,질병,7.0
N139,상세불명의 폐색성 및 역류성 요로병증,1.0,3.0,2022,서울,질병,4.0
N142,"상세불명의 약물, 약제 또는 생물학적 물질로 인한 신장병증",0.0,1.0,2022,서울,질병,1.0
N151,신장 및 신장주위 농양,1.0,3.0,2022,서울,질병,4.0
N170,세뇨관괴사를 동반한 급성 신부전,1.0,0.0,2022,서울,질병,1.0
N178,기타 급성 신부전,2.0,3.0,2022,서울,질병,5.0
N179,상세불명의 급성 신부전,265.0,231.0,2022,서울,질병,496.0
N182,만성 신장병(2기),4.0,2.0,2022,서울,질병,6.0
N183,만성 신장병(3기),88.0,31.0,2022,서울,질병,119.0
N184,만성 신장병(4기),50.0,23.0,2022,서울,질병,73.0
N185,만성 신장병(5기),418.0,144.0,2022,서울,질병,562.0
N189,상세불명의 만성 신장병,828.0,473.0,2022,서울,질병,1301.0
N200,신장의 결석,9.0,4.0,2022,서울,질병,13.0
N201,요관의 결석,7.0,5.0,2022,서울,질병,12.0
N202,요관결석을 동반한 신장결석,2.0,2.0,2022,서울,질병,4.0
N209,상세불명의 신장결석,1.0,0.0,2022,서울,질병,1.0
N210,방광의 결석,19.0,20.0,2022,서울,질병,39.0
N211,요도결석,2.0,1.0,2022,서울,질병,3.0
N258,신세뇨관기능손상으로 인한 기타 장애,0.0,1.0,2022,서울,질병,1.0
N26,상세불명의 신장위축,0.0,1.0,2022,서울,질병,1.0
N280,신장의 허혈 및 경색증,0.0,1.0,2022,서울,질병,1.0
N281,후천성 신장의 낭,13.0,15.0,2022,서울,질병,28.0
N288,신장 및 요관의 기타 명시된 장애,16.0,11.0,2022,서울,질병,27.0
N300,급성 방광염,6.0,3.0,2022,서울,질병,9.0
N301,간질성 방광염(만성),0.0,1.0,2022,서울,질병,1.0
N302,기타 만성 방광염,33.0,11.0,2022,서울,질병,44.0
N304,방사선방광염,12.0,1.0,2022,서울,질병,13.0
N308,기타 방광염,6.0,3.0,2022,서울,질병,9.0
N309,상세불명의 방광염,4.0,11.0,2022,서울,질병,15.0
N312,달리 분류되지 않은 이완성 신경병성 방광,1.0,1.0,2022,서울,질병,2.0
N318,방광의 기타 신경근육기능장애,0.0,2.0,2022,서울,질병,2.0
N319,방광의 상세불명의 신경근육기능장애,11.0,6.0,2022,서울,질병,17.0
N320,방광경부폐색,8.0,1.0,2022,서울,질병,9.0
N321,방광장루,0.0,5.0,2022,서울,질병,5.0
N322,달리 분류되지 않은 방광루,0.0,1.0,2022,서울,질병,1.0
N324,비외상성 방광파열,0.0,2.0,2022,서울,질병,2.0
N328,방광의 기타 명시된 장애,18.0,8.0,2022,서울,질병,26.0
N340,요도농양,2.0,0.0,2022,서울,질병,2.0
N342,기타 요도염,0.0,2.0,2022,서울,질병,2.0
N359,상세불명의 요도협착,33.0,13.0,2022,서울,질병,46.0
N360,요도루,1.0,0.0,2022,서울,질병,1.0
N362,요도카런클,0.0,2.0,2022,서울,질병,2.0
N368,요도의 기타 명시된 장애,1.0,1.0,2022,서울,질병,2.0
N370,달리 분류된 질환에서의 요도염,1.0,0.0,2022,서울,질병,1.0
N390,부위가 명시되지 않은 요로감염,183.0,228.0,2022,서울,질병,411.0
N393,스트레스요실금,1.0,10.0,2022,서울,질병,11.0
N3940,절박요실금,5.0,3.0,2022,서울,질병,8.0
N3941,혼합요실금,0.0,10.0,2022,서울,질병,10.0
N3948,기타 명시된 요실금,15.0,0.0,2022,서울,질병,15.0
N398,비뇨계통의 기타 명시된 장애,0.0,2.0,2022,서울,질병,2.0
N400,합병증을 동반하지 않은 전립선증식증,325.0,198.0,2022,서울,질병,523.0
N401,요로 폐색을 동반한 전립선증식증,60.0,51.0,2022,서울,질병,111.0
N402,혈뇨를 동반한 전립선증식증,8.0,3.0,2022,서울,질병,11.0
N403,요로 폐색 및 혈뇨를 동반한 전립선증식증,3.0,1.0,2022,서울,질병,4.0
N408,기타 합병증을 동반한 전립선증식증,20.0,13.0,2022,서울,질병,33.0
N410,급성 전립선염,1.0,2.0,2022,서울,질병,3.0
N411,만성 전립선염,3.0,4.0,2022,서울,질병,7.0
N412,전립선의 농양,5.0,5.0,2022,서울,질병,10.0
N413,전립선방광염,1.0,1.0,2022,서울,질병,2.0
N419,전립선의 상세불명의 염증성 질환,3.0,0.0,2022,서울,질병,3.0
N420,전립선의 결석,0.0,1.0,2022,서울,질병,1.0
N428,전립선의 기타 명시된 장애,1.0,2.0,2022,서울,질병,3.0
N431,감염성 음낭수종,2.0,0.0,2022,서울,질병,2.0
N432,기타 음낭수종,2.0,2.0,2022,서울,질병,4.0
N433,상세불명의 음낭수종,6.0,2.0,2022,서울,질병,8.0
N4502,농양을 동반한 부고환-고환염,2.0,0.0,2022,서울,질병,2.0
N4590,농양을 동반하지 않은 부고환염,5.0,2.0,2022,서울,질병,7.0
N4591,농양을 동반하지 않은 고환염,2.0,0.0,2022,서울,질병,2.0
N4592,농양을 동반하지 않은 부고환-고환염,1.0,2.0,2022,서울,질병,3.0
N47,"과잉포피, 포경 및 감돈포경",3.0,1.0,2022,서울,질병,4.0
N4820,음경의 농양,0.0,1.0,2022,서울,질병,1.0
N484,기질적 원인에 의한 발기부전,16.0,11.0,2022,서울,질병,27.0
N485,음경의 궤양,1.0,0.0,2022,서울,질병,1.0
N488,음경의 기타 명시된 장애,1.0,0.0,2022,서울,질병,1.0
N490,정낭의 염증성 장애,1.0,0.0,2022,서울,질병,1.0
N491,"정삭, 고환초막 및 정관의 염증성 장애",1.0,0.0,2022,서울,질병,1.0
N492,음낭의 염증성 장애,3.0,0.0,2022,서울,질병,3.0
N498,기타 명시된 남성생식기관의 염증성 장애,0.0,4.0,2022,서울,질병,4.0
N5088,남성생식기관의 기타 명시된 장애,6.0,3.0,2022,서울,질병,9.0
N600,유방의 고립성 낭,0.0,1.0,2022,서울,질병,1.0
N602,유방의 섬유선증,0.0,4.0,2022,서울,질병,4.0
N603,유방의 섬유경화증,0.0,1.0,2022,서울,질병,1.0
N604,유선관확장,0.0,9.0,2022,서울,질병,9.0
N608,기타 양성 유방형성이상,0.0,11.0,2022,서울,질병,11.0
N61,유방의 염증성 장애,1.0,1.0,2022,서울,질병,2.0
N62,유방의 비대,4.0,5.0,2022,서울,질병,9.0
N63,유방의 상세불명의 덩이,0.0,1.0,2022,서울,질병,1.0
N648,유방의 기타 명시된 장애,0.0,5.0,2022,서울,질병,5.0
N701,만성 난관염 및 난소염,0.0,7.0,2022,서울,질병,7.0
N711,자궁의 만성 염증성 질환,0.0,3.0,2022,서울,질병,3.0
N719,상세불명의 자궁의 염증성 질환,0.0,4.0,2022,서울,질병,4.0
N72,자궁경부의 염증성 질환,1.0,40.0,2022,서울,질병,41.0
N736,여성골반복막유착,1.0,3.0,2022,서울,질병,4.0
N739,상세불명의 여성골반염증질환,0.0,1.0,2022,서울,질병,1.0
N750,바르톨린선의 낭,0.0,2.0,2022,서울,질병,2.0
N760,급성 질염,0.0,1.0,2022,서울,질병,1.0
N761,아급성 및 만성 질염,1.0,0.0,2022,서울,질병,1.0
N770,달리 분류된 감염성 및 기생충성 질환에서의 외음의 궤양,0.0,1.0,2022,서울,질병,1.0
N771,"달리 분류된 감염성 및 기생충성 질환에서의 질염, 외음염 또는 외음질염",0.0,5.0,2022,서울,질병,5.0
N800,자궁의 자궁내막증,0.0,17.0,2022,서울,질병,17.0
N801,난소의 자궁내막증,0.0,4.0,2022,서울,질병,4.0
N802,난관의 자궁내막증,0.0,2.0,2022,서울,질병,2.0
N811,방광류,0.0,9.0,2022,서울,질병,9.0
N812,불완전자궁질탈출,0.0,8.0,2022,서울,질병,8.0
N813,완전자궁질탈출,0.0,5.0,2022,서울,질병,5.0
N814,상세불명의 자궁질탈출,0.0,1.0,2022,서울,질병,1.0
N816,여성직장류,0.0,7.0,2022,서울,질병,7.0
N821,기타 여성비뇨-생식관루,0.0,1.0,2022,서울,질병,1.0
N823,대장으로 열린 질루,0.0,1.0,2022,서울,질병,1.0
N830,난소의 난포낭,0.0,4.0,2022,서울,질병,4.0
N831,황체낭,0.0,1.0,2022,서울,질병,1.0
N832,기타 및 상세불명의 난소낭,0.0,11.0,2022,서울,질병,11.0
N833,난소 및 난관의 후천성 위축,0.0,1.0,2022,서울,질병,1.0
N838,"난소, 난관 및 넓은인대의 기타 비염증성 장애",1.0,17.0,2022,서울,질병,18.0
N840,자궁체부의 폴립,0.0,35.0,2022,서울,질병,35.0
N841,자궁경부의 폴립,0.0,5.0,2022,서울,질병,5.0
N850,자궁내막선증식증,0.0,13.0,2022,서울,질병,13.0
N856,자궁내유착,0.0,3.0,2022,서울,질병,3.0
N857,혈자궁,0.0,1.0,2022,서울,질병,1.0
N858,자궁의 기타 명시된 비염증성 장애,0.0,12.0,2022,서울,질병,12.0
N86,자궁경부의 미란 및 외반,0.0,1.0,2022,서울,질병,1.0
N870,경도 자궁경부이형성,0.0,1.0,2022,서울,질병,1.0
N871,중등도 자궁경부이형성,0.0,3.0,2022,서울,질병,3.0
N872,달리 분류되지 않은 중증 자궁경부이형성,0.0,2.0,2022,서울,질병,2.0
N879,상세불명의 자궁경부의 이형성,0.0,3.0,2022,서울,질병,3.0
N888,자궁경부의 기타 명시된 비염증성 장애,0.0,5.0,2022,서울,질병,5.0
N906,외음의 비대,0.0,2.0,2022,서울,질병,2.0
N908,외음 및 회음의 기타 명시된 비염증성 장애,0.0,2.0,2022,서울,질병,2.0
N920,규칙적 주기를 가진 과다 및 빈발 월경,0.0,1.0,2022,서울,질병,1.0
N938,기타 명시된 이상 자궁 및 질 출혈,0.0,2.0,2022,서울,질병,2.0
N939,상세불명의 이상 자궁 및 질 출혈,0.0,1.0,2022,서울,질병,1.0
N948,여성생식기관 및 월경주기와 관련된 기타 명시된 병태,0.0,1.0,2022,서울,질병,1.0
N951,폐경 및 여성의 갱년기상태,1.0,0.0,2022,서울,질병,1.0
N952,폐경후 위축성 질염,0.0,1.0,2022,서울,질병,1.0
N990,처치후 신부전,2.0,0.0,2022,서울,질병,2.0
N991,처치후 요도협착,2.0,2.0,2022,서울,질병,4.0
N993,자궁적출후 질원개의 탈출,0.0,5.0,2022,서울,질병,5.0
N994,처치후 골반복막유착,0.0,19.0,2022,서울,질병,19.0
N995,요로의 외부스토마의 기능부전,1.0,0.0,2022,서울,질병,1.0
N998,비뇨생식계통의 기타 처치후 장애,23.0,1.0,2022,서울,질병,24.0
Q103,눈꺼풀의 기타 선천기형,0.0,1.0,2022,서울,질병,1.0
Q181,귓바퀴앞 동 및 낭,0.0,5.0,2022,서울,질병,5.0
Q2110,개존 또는 지속성 난원공,0.0,1.0,2022,서울,질병,1.0
Q2119,상세불명의 심방중격결손,1.0,0.0,2022,서울,질병,1.0
Q230,대동맥판의 선천협착,1.0,2.0,2022,서울,질병,3.0
Q231,대동맥판의 선천성 기능부전,8.0,2.0,2022,서울,질병,10.0
Q232,선천성 승모판협착,1.0,0.0,2022,서울,질병,1.0
Q273,말초성 동정맥기형,3.0,1.0,2022,서울,질병,4.0
Q282,대뇌혈관의 동정맥기형,0.0,1.0,2022,서울,질병,1.0
Q381,혀유착증,1.0,0.0,2022,서울,질병,1.0
Q453,췌장 또는 췌관의 기타 선천기형,0.0,2.0,2022,서울,질병,2.0
Q505,넓은인대의 배아성 낭,0.0,3.0,2022,서울,질병,3.0
Q539,상세불명의 미하강고환,1.0,0.0,2022,서울,질병,1.0
Q612,"다낭성 신장, 보통염색체우성",4.0,1.0,2022,서울,질병,5.0
Q613,상세불명의 다낭성 신장,1.0,2.0,2022,서울,질병,3.0
Q828,피부의 기타 명시된 선천기형,1.0,0.0,2022,서울,질병,1.0
Q851,결절성 경화증,0.0,1.0,2022,서울,질병,1.0
Q872,주로 사지를 침범한 선천기형증후군,0.0,1.0,2022,서울,질병,1.0
Q878,달리 분류되지 않은 기타 명시된 선천기형증후군,1.0,0.0,2022,서울,질병,1.0
Q8908,비장의 기타 명시된 선천기형,3.0,0.0,2022,서울,질병,3.0
R001,상세불명의 서맥,19.0,18.0,2022,서울,질병,37.0
R002,두근거림,1.0,2.0,2022,서울,질병,3.0
R02,달리 분류되지 않은 괴저,1.0,2.0,2022,서울,질병,3.0
R030,고혈압의 진단 없이 혈압수치 상승,0.0,11.0,2022,서울,질병,11.0
R040,코피,9.0,7.0,2022,서울,질병,16.0
R042,객혈,10.0,8.0,2022,서울,질병,18.0
R05,기침,0.0,2.0,2022,서울,질병,2.0
R060,호흡곤란,5.0,8.0,2022,서울,질병,13.0
R064,과다환기,0.0,1.0,2022,서울,질병,1.0
R066,딸꾹질,1.0,0.0,2022,서울,질병,1.0
R068,기타 및 상세불명의 호흡이상,2.0,1.0,2022,서울,질병,3.0
R073,기타 흉통,3.0,2.0,2022,서울,질병,5.0
R074,상세불명의 흉통,7.0,7.0,2022,서울,질병,14.0
R090,질식,2.0,2.0,2022,서울,질병,4.0
R091,흉막염,1.0,0.0,2022,서울,질병,1.0
R092,호흡정지,1.0,0.0,2022,서울,질병,1.0
R093,이상가래,1.0,0.0,2022,서울,질병,1.0
R0988,순환계통 및 호흡계통의 기타 명시된 증상 및 징후,0.0,1.0,2022,서울,질병,1.0
R1012,명치통증,1.0,1.0,2022,서울,질병,2.0
R1019,상세불명의 상복부통증,0.0,4.0,2022,서울,질병,4.0
R1049,상세불명의 복통,1.0,1.0,2022,서울,질병,2.0
R111,구역,2.0,1.0,2022,서울,질병,3.0
R112,구토,0.0,3.0,2022,서울,질병,3.0
R113,구토를 동반한 구역,3.0,1.0,2022,서울,질병,4.0
R12,속쓰림,1.0,0.0,2022,서울,질병,1.0
R13,삼킴곤란,69.0,54.0,2022,서울,질병,123.0
R14,고창 및 연관된 병태,1.0,5.0,2022,서울,질병,6.0
R15,대변실금,6.0,3.0,2022,서울,질병,9.0
R160,달리 분류되지 않은 간비대,1.0,0.0,2022,서울,질병,1.0
R170,황달을 동반한 달리 분류되지 않은 과빌리루빈혈증,1.0,0.0,2022,서울,질병,1.0
R179,황달을 동반하지 않은 달리 분류되지 않은 과빌리루빈혈증,1.0,0.0,2022,서울,질병,1.0
R18,복수,16.0,16.0,2022,서울,질병,32.0
R190,"복강내 및 골반의 부기, 종괴 및 덩이",0.0,2.0,2022,서울,질병,2.0
R196,구취증,1.0,0.0,2022,서울,질병,1.0
R202,피부의 지각이상,0.0,2.0,2022,서울,질병,2.0
R208,기타 및 상세불명의 피부감각장애,0.0,1.0,2022,서울,질병,1.0
R21,발진 및 기타 비특이성 피부발진,2.0,3.0,2022,서울,질병,5.0
R221,"목의 국소적 부기, 종괴 및 덩이",1.0,1.0,2022,서울,질병,2.0
R222,"몸통의 국소적 부기, 종괴 및 덩이",0.0,1.0,2022,서울,질병,1.0
R223,"팔의 국소적 부기, 종괴 및 덩이",0.0,1.0,2022,서울,질병,1.0
R224,"다리의 국소적 부기, 종괴 및 덩이",1.0,1.0,2022,서울,질병,2.0
R230,청색증,3.0,0.0,2022,서울,질병,3.0
R233,자발반출혈,0.0,1.0,2022,서울,질병,1.0
R238,기타 및 상세불명의 피부변화,10.0,2.0,2022,서울,질병,12.0
R251,상세불명의 떨림,8.0,5.0,2022,서울,질병,13.0
R252,경련 및 연축,1.0,0.0,2022,서울,질병,1.0
R258,기타 및 상세불명의 이상 불수의운동,1.0,0.0,2022,서울,질병,1.0
R262,달리 분류되지 않은 걷기장애,1.0,1.0,2022,서울,질병,2.0
R268,보행 및 이동의 기타 및 상세불명 이상,32.0,18.0,2022,서울,질병,50.0
R298,신경계통 및 근골격계통의 기타 및 상세불명의 증상 및 징후,2.0,3.0,2022,서울,질병,5.0
R300,배뇨통,3.0,8.0,2022,서울,질병,11.0
R309,상세불명의 배뇨통,1.0,0.0,2022,서울,질병,1.0
R310,육안적 혈뇨,11.0,3.0,2022,서울,질병,14.0
R311,현미경적 혈뇨,1.0,0.0,2022,서울,질병,1.0
R318,기타 및 상세불명의 혈뇨,16.0,19.0,2022,서울,질병,35.0
R32,상세불명의 요실금,3.0,6.0,2022,서울,질병,9.0
