년도,지역,분류,명칭,코드,구분,비용,최저비용,최고비용,치료재료대포함여부,약제비포함여부,특이사항,대분류,중분류,소분류
2023,대전,행위료,복부-복부 초음파-직장·항문,SEB446,,131280.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-복부 초음파-항문 ,SEB447,,109390.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-비뇨기계 초음파-신장·부신·방광,SEB448,,98230.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-비뇨기계 초음파-(도플러)신장·부신,SEB44901,,97650.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-비뇨기계 초음파-신장·부신,SEB449,,88770.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-비뇨기계 초음파-방광,SEB450,,80080.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-남성생식기 초음파-전립선·정낭,SEB451,,115210.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-남성생식기 초음파-전립선·정낭(경복부로 실시),SEB452,,64060.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-남성생식기 초음파-음경,SEB453,,90520.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-남성생식기 초음파-(도플러)음경,SEB45301,,99570.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-남성생식기 초음파-음낭,SEB454,,90520.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-여성생식기 초음파-일반,SEB455,,103600.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-여성생식기 초음파-일반-자궁내 생리식염수 주입,SEB456,,132520.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-여성생식기 초음파-정밀,SEB457,,151810.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,복부-소아 복부 초음파(만8세미만),SEB458,,222270.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-손가락(편측)",SEB461,,65100.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파(도플러)-손가락(편측)",SEB46101,,71610.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파(도플러)-발가락(편측)",SEB46201,,71610.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-발가락(편측)",SEB462,,65100.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파(도플러)-주관절(편측)",SEB46301,,78890.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-주관절(편측)",SEB463,,71720.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파(도플러)-무릎관절(편측)",SEB46401,,78890.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-슬관절(편측)",SEB464,,71720.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파(도플러)-고관절(편측)",SEB46501,,98790.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-고관절(편측)",SEB465,,89800.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파(도플러)-견관절(편측)",SEB46601,,98790.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-견관절(편측)",SEB466,,89800.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-손목관절(편측)",SEB467,,89800.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파(도플러)-손목관절(편측)",SEB46701,,98790.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-발목관절(편측)",SEB468,,89800.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파(도플러)-발목관절(편측)",SEB46801,,98790.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-류마티스성 질환에 의한 다발성 관절염 진단 또는 평가",SEB46901,,153250.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-관절 초음파-류마티스 질환에 의한 다발성 관절염",SEB469,,139320.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-연부조직 초음파-일반",SEB470,,65100.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"근골격, 연부-연부조직 초음파-정밀",SEB471,,83610.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-뇌혈류 초음파,SEB481,,129250.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-두개외 혈관 도플러 초음파-경동맥,SEB482,,110320.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-두개외 혈관 도플러 초음파-기타 동맥,SEB483,,57910.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-사지혈관 도플러 초음파-상지-동맥,SEB484,,88900.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-사지혈관 도플러 초음파-상지-정맥,SEB485,,88900.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-사지혈관 도플러 초음파-동정맥루의 혈류 및 협착 측정,SEB486,,45760.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-사지혈관 도플러 초음파-하지-동맥,SEB487,,140760.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-사지혈관 도플러 초음파-하지-정맥,SEB488,,140760.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-사지혈관 도플러 초음파-하지 정맥류 검사,SEB489,,158090.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,혈관-대동맥 도플러 초음파,SEB490,,85750.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,신경-중추신경계 초음파-경천문 뇌,SEB501,,197680.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,신경-중추신경계 초음파-척수,SEB502,,197680.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,신경-말초신경 초음파(편측),SEB503,,58960.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,신경-말초신경 초음파-사지신경 종합 검사,SEB504,,153800.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,임산부-제1삼분기-일반,SEB511,,81130.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,임산부-제1삼분기-일반-임신 여부만 확인,SEB512,,55050.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,임산부-제1삼분기-정밀,SEB513,,144760.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,임산부-제1삼분기-정밀-기형아 계측,SEB514,,185650.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"임산부-제2,3삼분기-일반",SEB515,,114830.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"임산부-제2,3삼분기-일반-고위험 임신",SEB516,,149290.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"임산부-제2,3삼분기-정밀",SEB517,,246090.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,"임산부-제2,3삼분기-정밀-기형아 계측",SEB518,,288310.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,유도초음파(Ⅰ),SEB561,,53060.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,유도초음파(Ⅱ),SEB562,,106110.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,유도초음파(Ⅲ),SEB563,,127330.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,유도초음파(Ⅳ),SEB564,,318350.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,심장-선천성 심질환 경식도 심초음파,SEB610,,106090.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,심장-경식도 심초음파,SEB611,,493340.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,심장-심장내 초음파,SEB612,,542670.0,,,,,급여 인정기준 외 실시한경우 비급여,,,
2023,대전,행위료,DITI (전신),SZ05110,,100000.0,,,,,,,,
2023,대전,행위료,DITI  (족부),SZ05108,,50000.0,,,,,,,,
2023,대전,행위료,DITI  (요천추 및 하지),SZ05104,,50000.0,,,,,,,,
2023,대전,행위료,DITI  ( 기타 ),SZ05109,,50000.0,,,,,,,,
2023,대전,행위료,DITI (악관절),SZ05102,,50000.0,,,,,,,,
2023,대전,행위료,DITI (흉추),SZ05105,,50000.0,,,,,,,,
2023,대전,행위료,DITI (경추 및 상지),SZ05103,,50000.0,,,,,,,,
2023,대전,행위료,적외선체열진단 [두부 및 부비동],SZ05101,,50000.0,,,,,,,,
2023,대전,행위료,안구광학단층촬영(편측),SEZ796,,50000.0,,,,,,,,
2023,대전,행위료,동맥경화도검사(맥파전달속도측정),SZ07201,,30000.0,,,,,,,,
2023,대전,행위료,수술 중 초음파 B - 뇌혈류/뇌혈관(NS),SEZ98502,,250000.0,,,,,,,,
2023,대전,행위료,수술 중 초음파 B - 하지정맥류(GS,SEZ9850203,,250000.0,,,,,,,,
2023,대전,행위료,수술 중 초음파 B - 동정맥루(GS),SEZ9850202,,250000.0,,,,,,,,
2023,대전,행위료,수술 중 초음파 A - 케모포트(GS),SEZ9850101,,120000.0,,,,,,,,
2023,대전,행위료,혈관내초음파,RHZ00100,,200000.0,,,,,,,,
2023,대전,행위료,신경인지기능검사-지각 및 시공간능력검사-레이 복합도형검사,FZ044,,30000.0,,,,,수가종료,,,
2023,대전,행위료,신경인지기능검사-개별검사-유형Ⅲ-레이복합도형검사,SFB030,,29940.0,,,,,종료,,,
2023,대전,행위료,신경증 불안평가 - 증상 및 행동 평가 척도(불안척도),SFY705,,35000.0,,,,,,,,
2023,대전,행위료,신경증우울평가 - 증상 및 행동 평가 척도(우울척도),SFY713,,35000.0,,,,,,,,
2023,대전,행위료,한국판 성격평가척도,SZ11303,,30000.0,,,,,,,,
2023,대전,행위료,후각기능검사 -인지,SZ0970001,,20000.0,,,,,,,,
2023,대전,행위료,후각기능검사 -역치,SZ0970002,,20000.0,,,,,,,,
2023,대전,행위료,후각기능검사 [인지 및 역치 동시시행],SZ09700G,,40000.0,,,,,,,,
2023,대전,행위료,호기 산화질소 측정,SZ09701,,55000.0,,,,,,,,
2023,대전,행위료,발음 및 발성검사,SZ10802,,50000.0,,,,,,,,
2023,대전,행위료,언어전반진단검사,SZ11500,,25000.0,,,,,,,,
2023,대전,행위료,동적체평형검사,FZ00300,,50000.0,,,,,,,,
2023,대전,행위료,비디오전기 안진검사 체위변환 및 이석정복술 (체(두)위변환 및 이석치환술),SZ01705,,103500.0,,,,,,,,
2023,대전,행위료,"비디오 전기 안진검사, 주시 (주시안진검사:Gaze nystagmus)",SZ01702,,31010.0,,,,,,,,
2023,대전,행위료,비디오전기 안진 안구 운동검사 [정밀],SZ01503,,67255.0,31010,103500,,,,,,
2023,대전,행위료,비디오전기 안진 자발안진검사 ,SZ01601,,50000.0,,,,,,,,
2023,대전,행위료,비디오전기 안진검사 급속안구운동 (단순운동검사 saccade test),SZ01602,,50000.0,,,,,,,,
2023,대전,행위료,비디오전기 안진검사 두진 (두위안진검사 positional test),SZ01701,,31010.0,,,,,,,,
2023,대전,행위료,"비디오전기 안진검사 체위변환 (체위변환,두위변환검사)",SZ01704,,51800.0,,,,,,,,
2023,대전,행위료,비디오전기 안진검사 시표추적 (시추적검사 smooth pursuit test),SZ01604,,50000.0,,,,,,,,
2023,대전,행위료,비디오전기 안진검사 시운동성 안진 및 운동후(시운동성안진 및 후안진검사),SZ01710,,50000.0,,,,,,,,
2023,대전,행위료,비디오전기안진검사,SZ01706,,100000.0,,,,,,,,
2023,대전,행위료,비디오전기 온도안진검사 (냉온교대  caloric test),SZ01707,,31010.0,,,,,,,,
2023,대전,행위료,비디오전기 온도안진검사 (단일  caloric test),SZ01708,,27000.0,,,,,,,,
2023,대전,행위료,경추-일반,HE109,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,흉추-일반,HE110,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,요천추-일반,HE111,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,척추강-일반,HE112,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,요천추-흉추와동시촬영-일반,HE113,,235000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,"척추강-경추,흉추,요천추와동시촬영-일반",HE114,,705000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,견관절-일반,RMHE115,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,주관절-일반,RMHE116,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,수관절-일반,RMHE117,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,고관절-일반,RMHE118,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,천장골관절-일반,RMHE119,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,슬관절-일반,RMHE120,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,발목관절-일반,RMHE121,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,관절외상지-일반,RMHE122,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,관절외하지-일반,RMHE123,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,사지혈관-일반,RMHE139,,400000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,관절조영,RMHE142,,470000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,경추-조영제주입전·후 촬영판독,HE209,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,흉추-조영제주입전·후 촬영판독,HE210,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,요천추-조영제주입전·후 촬영판독,HE211,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,척추강-조영제주입전·후 촬영판독,HE212,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,견관절-조영제주입전·후 촬영판독,RMHE215,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,주관절-조영제주입전·후 촬영판독,RMHE216,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,수관절-조영제주입전·후 촬영판독,RMHE217,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,고관절-조영제주입전·후 촬영판독,RMHE218,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,천장골관절-조영제주입전·후 촬영판독,RMHE219,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,슬관절-조영제주입전·후 촬영판독,RMHE220,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,발목관절-조영제주입전·후 촬영판독,RMHE221,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,관절외상지-조영제주입전·후 촬영판독,RMHE222,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,관절외하지-조영제주입전·후 촬영판독,RMHE223,,470000.0,,,,,조영제 별도산정 급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,사지혈관-조영제주입전·후 촬영판독,RMHE239,,400000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,확산,RMHF101,,220650.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,관류[3차원자기공명영상포함],RMHF102,,338090.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,분광영상,RMHF103,,221610.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,영화 [기본검사 및 3차원자기공명영상 포함],RMHF104,,496580.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,Dynamic [기본검사 포함],RMHF105,,390080.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,이중조영,HF106,,450000.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,기능적 [기본검사 및 3차원자기공명영상 포함] ,RMHF107,,569370.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,확산-기본검사와동시실시,RMHF201,,122460.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,관류[3차원자기공명영상포함]-기본검사와동시실시,RMHF202,,169690.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,분광영상-기본검사와동시실시,RMHF203,,130890.0,,,,,급여 인정기준 외 실시한 경우 비급여,,,
2023,대전,행위료,척추-표준영상 범위 외 맥동파순서열을 추가 촬영한 경우-1개 추가,RMHH001,,62720.0,,,,,,,,
2023,대전,행위료,척추-표준영상 범위 외 맥동파순서열을 추가 촬영한 경우-2개 추가,RMHH002,,125440.0,,,,,,,,
2023,대전,행위료,척추-표준영상 범위 외 맥동파순서열을 추가 촬영한 경우-3개 추가,RMHH003,,156810.0,,,,,,,,
2023,대전,행위료,"뇌-일반-촬영료,판독료 등",RMHI101+RMHJ101,,371915.0,361240,382590,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,안면-일반-촬영료  판독료 등,RMHI103+RMHJ103,,404740.0,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,부비동-일반-촬영료  판독료 등,RMHI104+RMHJ104,,404740.0,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,"안와-일반-촬영료, 판독료  등",RMHI105+RMHJ105,,404740.0,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,"측두골-일반-촬영료,판독료 등",RMHI106+RMHJ106,,404740.0,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,"측두하악관절-일반-촬영료,판독료 등",RMHI107+RMHJ107,,404740.0,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,경부-일반-촬영료 판독료 등,RMHI108+RMHJ108,,404740.0,393140,416340,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,경추-일반-촬영료 등,"RMHI10902, RMHI10903",,384340.0,373360,395320,,,전송비용(금액) 포함 &  급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파순서열 1개 추가 촬영 포함.,,,
2023,대전,행위료,흉추-일반-촬영료 등,"RMHI11002, RMHI11003",,384340.0,373360,395320,,,전송비용(금액) 포함 &  급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파순서열 1개 추가 촬영 포함.,,,
2023,대전,행위료,요천추-일반-촬영료 등,"RMHI11102, RMHI11103",,384340.0,373360,395320,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파순서열 1개 추가 촬영 포함.,,,
2023,대전,행위료,복부-일반-촬영료 등,RMHI127_RMHJ127,,403760.0,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,골반-일반-촬영료 등,RMHI128+RMHJ128,,403760.0,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이),,,
2023,대전,행위료,췌장-일반-촬영료 등,RMHI129+RMHJ129,,403760.0,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이),,,
2023,대전,행위료,신장 및 부신-일반-촬영료 등,RMHI130+RMHJ130,,403760.0,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,간-일반-촬영료 등,RMHI132+RMHJ132,,403760.0,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,담췌관-일반-촬영료 등,RMHI133+RMHJ133,,403760.0,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,전립선-일반-촬영료 등,RMHI134+RMHJ134,,403760.0,392160,415360,,,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,뇌혈관-일반-촬영료 및 판독료 등,RMHI135+ RMHJ135,,404855.0,393230,416480,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,경부혈관-일반-촬영료 등,RMHI136+RMHJ136,,404855.0,393230,416480,,,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,뇌-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI201+RMHJ201,,492870.0,478690,507050,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,안면-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI203+RMHJ203,,535070.0,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,부비동-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI204+RMHJ204,,535070.0,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,안와-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI205+RMHJ205,,535070.0,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,측두골-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI206+RMHJ206,,535070.0,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,측두하악관절-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI207+RMHJ207,,535070.0,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,경부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI208+ RMHJ208,,535070.0,519660,550480,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,경추-조영제 주입 전·후 촬영 판독-촬영료 등,"RMHI20902,RMHI20903",,506545.0,491960,521130,N,N,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파추가 미포함,,,
2023,대전,행위료,흉추-조영제 주입 전·후 촬영 판독-촬영료 등,"RMHI21002, RMHI21003",,506545.0,491960,521130,N,N,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파추가 미포함,,,
2023,대전,행위료,요천추-조영제 주입 전·후 촬영 판독-촬영료 등,"RMHI21102, RMHI21103",,506545.0,491960,521130,N,N,전송비용(금액) 포함 & 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이)맥동파추가 미포함,,,
2023,대전,행위료,복부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI227+RMHJ227,,531880.0,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,골반-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI228+RMHJ228,,531880.0,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이),,,
2023,대전,행위료,췌장-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI229+RMHJ229,,531880.0,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여(테슬러장비별 금액상이),,,
2023,대전,행위료,신장 및 부신-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI230_RMHJ230,,531880.0,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,음낭 및 음경-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI231+RMHJ231,,531880.0,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,간-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI232+RMHJ232,,531880.0,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,전립선-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI234+RMHJ234,,531880.0,516470,547290,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
2023,대전,행위료,뇌혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI235+RMHJ235,,536635.0,521170,552100,N,N,전송비용(금액) 포함 & 조영제 별도산정 급여 인정기준 외 실시한 경우 비급여 (테슬러장비별 금액상이),,,
