년도,지역,구분,순위,상병코드,상병명,실인원,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료비(천원)
2021,대전,입원(연인원),5.0, I69 , 뇌혈관질환의 후유증 ,48,3035,335,,,2009,682,9,968582336.0
2021,대전,입원(연인원),6.0, M75 , 어깨병변 ,129,2763,111,276,86,2170,81,39,1247912220.0
2021,대전,입원(연인원),7.0, J18 , 상세불명 병원체의 폐렴 ,59,2433,60,2,44,723,985,619,1504793726.0
2021,대전,입원(연인원),8.0, I61 , 뇌내출혈 ,17,2171,,,,1230,867,74,666947017.0
2021,대전,입원(연인원),9.0, J98 , 기타 호흡장애 ,28,1930,21,,2,610,825,472,507155072.0
2021,대전,입원(연인원),10.0, C16 , 위의 악성 신생물 ,99,1907,222,28,70,1181,406,,800793397.0
2021,대전,입원(연인원),11.0, M51 , 기타 추간판장애 ,137,1906,89,96,134,1303,261,23,907398229.0
2021,대전,입원(연인원),12.0, M96 , 달리 분류되지 않은 처치후 근골격장애 ,111,1741,3,2,111,1489,108,28,753812922.0
2021,대전,입원(연인원),13.0, S32 , 요추 및 골반의 골절 ,71,1702,58,2,109,538,508,487,522070416.0
2021,대전,입원(연인원),14.0, K63 , 장의 기타 질환 ,321,1618,12,99,60,1287,159,1,821314983.0
2021,대전,입원(연인원),15.0, M54 , 등통증 ,54,1582,17,,36,1297,182,50,452495272.0
2021,대전,입원(연인원),16.0, S06 , 두개내손상 ,24,1565,,,5,1188,352,20,637338529.0
2021,대전,입원(연인원),17.0, G82 , 하반신마비 및 사지마비 ,14,1524,552,,11,961,,,527428609.0
2021,대전,입원(연인원),18.0, I63 , 뇌경색증 ,68,1352,10,14,38,930,309,51,587029532.0
2021,대전,입원(연인원),19.0, S72 , 대퇴골의 골절 ,30,1338,,,54,314,661,309,409013466.0
2021,대전,입원(연인원),20.0, R42 , 어지럼증 및 어지럼 ,54,1287,18,,2,1195,62,10,438415414.0
2021,대전,외래,1.0, N40 , 전립선증식증 ,26092,26092,277,663,1217,19621,3120,1194,1989904946.0
2021,대전,외래,2.0, E11 , 2형 당뇨병 ,20033,20033,1050,1123,1797,13721,1931,411,1804203900.0
2021,대전,외래,3.0, I10 , 본태성(원발성) 고혈압 ,15111,15111,900,853,1400,9582,1724,652,804352141.0
2021,대전,외래,4.0, U07 , 병인이 불확실한 신종질환의 임시적 지정이나 응급사용 ,14926,14926,10929,971,915,1647,356,108,712473139.0
2021,대전,외래,5.0, M48 , 기타 척추병증 ,14728,14728,262,397,838,11155,1667,409,2357131111.0
2021,대전,외래,6.0, K05 , 치은염 및 치주질환 ,13706,13706,1228,746,1232,9419,899,182,4628677308.0
2021,대전,외래,7.0, M54 , 등통증 ,12608,12608,854,605,798,8802,1289,260,1378888162.0
2021,대전,외래,8.0, K63 , 장의 기타 질환 ,9891,9891,607,666,903,7106,580,29,1515660944.0
2021,대전,외래,9.0, K29 , 위염 및 십이지장염 ,9016,9016,1467,772,853,5010,748,166,780481753.0
2021,대전,외래,10.0, I69 , 뇌혈관질환의 후유증 ,8957,8957,269,213,485,6231,1414,345,653983313.0
2021,대전,외래,11.0, E86 , 용적고갈 ,8608,8608,273,441,883,5546,1167,298,232432365.0
2021,대전,외래,12.0, M17 , 무릎관절증 ,7941,7941,323,373,696,5346,1039,164,1098509481.0
2021,대전,외래,13.0, Z26 , 기타 단일 감염성 질환에 대한 예방접종의 필요 ,7365,7365,4714,697,418,1319,179,38,534524151.0
2021,대전,외래,14.0, N18 , 만성 신장병 ,7234,7234,744,481,195,4270,1071,473,1106491836.0
2021,대전,외래,15.0, Z29 , 기타 예방적 조치의 필요 ,6717,6717,3784,303,237,2068,261,64,431767624.0
2021,대전,외래,16.0, F03 , 상세불명의 치매 ,6466,6466,,59,215,3497,1801,894,546101493.0
2021,대전,외래,17.0, L29 , 가려움 ,5920,5920,249,160,295,4428,593,195,187243188.0
2021,대전,외래,18.0, M75 , 어깨병변 ,5311,5311,479,419,485,3526,333,69,833066549.0
2021,대전,외래,19.0, R42 , 어지럼증 및 어지럼 ,4951,4951,194,216,332,3227,701,281,578007255.0
2021,대전,외래,20.0,J44,기타 만성 폐색성 폐질환,4729,4729,23,92,144,3666,576,228,393856559.0
2022,대전,입원(실인원),1.0,  M48  ,  기타 척추병증  ,674,5709,7,9,23,543,75,17,2880149.0
2022,대전,입원(실인원),2.0,  U07  ,  병인이 불확실한 신종질환의 임시적 지정이나 응급사용  ,446,3585,143,26,27,120,98,32,1266568.0
2022,대전,입원(실인원),3.0,  K63  ,  장의 기타 질환  ,355,1444,7,13,16,276,40,3,740633.0
2022,대전,입원(실인원),4.0,  H25  ,  노년백내장  ,250,250,1,5,17,200,25,2,308184.0
2022,대전,입원(실인원),5.0,  E11  ,  2형 당뇨병  ,190,3520,5,3,10,152,19,1,1377971.0
2022,대전,입원(실인원),6.0,  M17  ,  무릎관절증  ,186,5260,6,11,7,136,22,4,2366164.0
2022,대전,입원(실인원),7.0,  M51  ,  기타 추간판장애  ,147,1423,14,4,7,109,13,0,777204.0
2022,대전,입원(실인원),8.0,  M96  ,  달리 분류되지 않은 처치후 근골격장애  ,137,1918,2,1,3,110,19,2,1033882.0
2022,대전,입원(실인원),9.0,  M75  ,  어깨병변  ,128,2592,4,2,11,100,11,0,1289799.0
2022,대전,입원(실인원),10.0,  N18  ,  만성 신장병  ,126,1979,2,3,1,82,23,15,771613.0
2022,대전,입원(실인원),11.0,  I20  ,  협심증  ,101,246,0,1,6,78,16,0,375564.0
2022,대전,입원(실인원),12.0,  M43  ,  기타 변형성 등병증  ,100,743,0,2,4,79,11,4,444864.0
2022,대전,입원(실인원),13.0,  K29  ,  위염 및 십이지장염  ,90,694,4,3,6,62,13,2,304565.0
2022,대전,입원(실인원),14.0,  S32  ,  요추 및 골반의 골절  ,78,1091,0,2,2,44,17,13,415246.0
2022,대전,입원(실인원),15.0,  C18  ,  결장의 악성 신생물  ,73,827,13,4,2,37,16,1,444977.0
2022,대전,입원(실인원),16.0,  C16  ,  위의 악성 신생물  ,70,1150,6,2,2,42,11,7,632746.0
2022,대전,입원(실인원),17.0,  N40  ,  전립선증식증  ,64,135,1,2,5,50,6,0,54664.0
2022,대전,입원(실인원),18.0,  I63  ,  뇌경색증  ,63,1482,2,3,2,36,12,8,354120.0
2022,대전,입원(실인원),19.0,  I83  ,  하지의 정맥류  ,56,89,5,4,7,36,4,0,131854.0
2022,대전,입원(실인원),20.0,  R07  ,  묵구멍 및 가슴의 통증  ,56,117,2,0,3,48,3,0,241399.0
2022,대전,입원(연인원),1.0,  M48  ,   기타 척추병증   ,674,5709,73,190,130,3998,928,390,2880149.0
2022,대전,입원(연인원),2.0,  M17  ,   무릎관절증   ,186,5260,296,244,149,3831,637,103,2366164.0
2022,대전,입원(연인원),3.0,  U07  ,   병인이 불확실한 신종질환의 임시적 지정이나 응급사용   ,446,3585,948,188,166,1190,663,430,1266568.0
2022,대전,입원(연인원),4.0,  E11  ,   2형 당뇨병   ,190,3520,64,44,157,2793,447,15,1377971.0
2022,대전,입원(연인원),5.0,  I69  ,   뇌혈관질환의 후유증   ,39,3089,365,11,97,1894,691,31,700721.0
2022,대전,입원(연인원),6.0,  M75  ,   어깨병변   ,128,2592,36,11,297,1936,312,0,1289799.0
2022,대전,입원(연인원),7.0,  G82  ,   하반신마비 및 사지마비   ,20,2434,649,0,0,1785,0,0,330053.0
2022,대전,입원(연인원),8.0,  N18  ,   만성 신장병   ,126,1979,2,3,1,1183,343,447,771613.0
2022,대전,입원(연인원),9.0,  S06  ,   두개내손상   ,40,1939,0,13,39,1183,453,251,631855.0
2022,대전,입원(연인원),10.0,  M96  ,   달리 분류되지 않은 처치후 근골격장애   ,137,1918,5,17,24,1524,317,31,1033882.0
2022,대전,입원(연인원),11.0,  S72  ,   대퇴골의 골절   ,53,1874,0,27,82,629,551,585,787391.0
2022,대전,입원(연인원),12.0,  J18  ,   상세불명 병원체의 폐렴   ,48,1485,5,0,29,395,780,276,471802.0
2022,대전,입원(연인원),13.0,  I63  ,   뇌경색증   ,63,1482,10,24,30,797,473,148,354120.0
2022,대전,입원(연인원),14.0,  K63  ,   장의 기타 질환   ,355,1444,18,37,19,1180,140,50,740633.0
2022,대전,입원(연인원),15.0,  M51  ,   기타 추간판장애   ,147,1423,45,7,81,1132,158,0,777204.0
2022,대전,입원(연인원),16.0,  M54  ,   등통증   ,36,1233,5,48,16,1023,135,6,302310.0
2022,대전,입원(연인원),17.0,  C16  ,   위의 악성 신생물   ,70,1150,102,13,19,534,315,167,632746.0
2022,대전,입원(연인원),18.0,  C34  ,   기관지 및 폐의 악성 신생물   ,40,1147,124,1,157,407,370,88,517695.0
2022,대전,입원(연인원),19.0,  S32  ,  요추 및 골반의 골절  ,78,1091,0,13,40,618,286,134,415246.0
2022,대전,입원(연인원),20.0,  K80  ,   담석증   ,54,981,28,14,3,843,59,34,360447.0
2022,대전,외래,1.0,  N40  ,  전립선증식증  ,26265,26265,305,576,1139,19647,3208,1390,1930406.0
2022,대전,외래,2.0,  E11  ,  2형 당뇨병  ,19788,19788,1030,1028,1492,13961,1812,465,1811203.0
2022,대전,외래,3.0,  M48  ,  기타 척추병증  ,14961,14961,286,397,830,11162,1744,542,2574374.0
2022,대전,외래,4.0,  I10  ,  본태성(원발성) 고혈압  ,14592,14592,883,716,1310,9273,1701,709,899525.0
2022,대전,외래,5.0,  K05  ,  치은염 및 치주질환  ,13738,13738,1127,728,1226,9272,1189,196,4550024.0
2022,대전,외래,6.0,  M54  ,  등통증  ,11803,11803,960,454,633,8181,1365,210,1312582.0
2022,대전,외래,7.0,  U07  ,  병인이 불확실한 신종질환의 임시적 지정이나 응급사용  ,10820,10820,5317,1103,984,2662,614,140,591860.0
2022,대전,외래,8.0,  K63  ,  장의 기타 질환  ,9998,9998,586,581,805,7234,727,65,1491421.0
2022,대전,외래,9.0,  E86  ,  용적고갈  ,9158,9158,264,421,657,6145,1262,409,259394.0
2022,대전,외래,10.0,  Z29  ,  기타 예방적 조치의 필요   ,8828,8828,4273,441,362,3138,524,90,395597.0
2022,대전,외래,11.0,  M17  ,  무릎관절증  ,8772,8772,395,359,779,5659,1354,226,1266850.0
2022,대전,외래,12.0,  I69  ,  뇌혈관질환의 후유증  ,8529,8529,247,167,436,5933,1375,371,660335.0
2022,대전,외래,13.0,  K29  ,  위염 및 십이지장염  ,8335,8335,1377,803,863,4403,730,159,767790.0
2022,대전,외래,14.0,  N18  ,  만성 신장병  ,8090,8090,794,600,260,4510,1351,575,1229458.0
2022,대전,외래,15.0,  F03  ,  상세불명의 치매  ,5843,5843,1,46,164,3300,1624,708,551397.0
2022,대전,외래,16.0,  M75  ,  어깨병변  ,5518,5518,505,261,571,3685,396,100,826708.0
2022,대전,외래,17.0,  R42  ,  어지럼증 및 어지럼  ,4965,4965,204,156,378,3230,715,282,562031.0
2022,대전,외래,18.0,  I20  ,  협심증  ,4786,4786,92,81,188,3774,520,131,496652.0
2022,대전,외래,19.0,  L29  ,  가려움  ,4698,4698,196,119,185,3487,576,135,155315.0
2022,대전,외래,20.0, Z26 , 기타 단일 감염성 질환에 대한 예방접종의 필요 ,4405,4405,1677,558,451,1510,182,27,272943.0
2023,대전,입원(실인원),,M48,기타 척추병증,617,,3,14,14,469,106,11,
2023,대전,입원(실인원),,K63,장의 기타 질환,492,,12,16,28,376,59,1,
2023,대전,입원(실인원),,H25,노년백내장,237,,2,3,17,181,33,1,
2023,대전,입원(실인원),,M96,달리분류되지않은처치후근골격장애,229,,5,3,6,185,26,4,
2023,대전,입원(실인원),,M17,무릎관절증,202,,5,6,12,152,26,1,
2023,대전,입원(실인원),,E11,2형당뇨병,191,,8,2,9,132,38,2,
2023,대전,입원(실인원),,M51,기타추간판장애,188,,24,11,11,126,16,,
2023,대전,입원(실인원),,M75,어깨병변,137,,11,8,12,89,16,1,
2023,대전,입원(실인원),,N18,만성신장병,129,,6,2,3,74,35,9,
2023,대전,입원(실인원),,M43,기타변형성등병증,95,,,4,7,62,18,4,
2023,대전,입원(실인원),,K29,위염및십이지장염,89,,5,1,6,62,10,5,
2023,대전,입원(실인원),,J18,상세불명병원체의폐렴,87,,3,1,1,38,23,21,
2023,대전,입원(실인원),,N40,전립선증식증,82,,,2,4,64,12,,
2023,대전,입원(실인원),,C18,결장의악성신생물,77,,2,5,22,24,23,1,
2023,대전,입원(실인원),,S22,늑골.흉골및흉추골의골절,73,,4,3,3,33,19,11,
2023,대전,입원(실인원),,M54,등통증,70,,2,,4,52,12,,
2023,대전,입원(실인원),,S72,대퇴골의골절,68,,,2,7,25,21,13,
2023,대전,입원(실인원),,K40,서혜헤르니아,65,,,3,5,41,11,5,
2023,대전,입원(실인원),,C34,기관지및폐의악성신생물,63,,2,,3,34,13,11,
2023,대전,입원(실인원),,K59,기타기능성장장애,63,,2,,4,36,14,7,
2023,대전,입원(연인원),,M48,기타척추병증,,7033,3,294,173,4715,1618,230,
2023,대전,입원(연인원),,M17,무릎관절증,,6153,378,151,350,4307,964,3,
2023,대전,입원(연인원),,M96,달리분류되지않은처치후근골격장애,,4562,76,11,158,3737,486,94,
2023,대전,입원(연인원),,M75,어깨병변,,3468,202,150,349,2325,434,8,
2023,대전,입원(연인원),,E11,2형당뇨병,,3426,66,59,211,2397,680,13,
2023,대전,입원(연인원),,I69,뇌혈관질환의후유증,,2896,117,,105,1600,1074,,
2023,대전,입원(연인원),,M54,등통증,,2682,32,,113,2018,519,,
2023,대전,입원(연인원),,G82,하반신마비및사지마비,,2375,694,70,,1350,261,,
2023,대전,입원(연인원),,S72,대퇴골의골절,,2193,,76,144,744,702,527,
2023,대전,입원(연인원),,N18,만성신장병,,2132,10,2,9,1518,332,261,
2023,대전,입원(연인원),,J18,상세불명병원체의폐렴,,1762,29,2,6,557,712,456,
2023,대전,입원(연인원),,M51,기타추간판장애,,1530,118,18,130,1100,164,,
2023,대전,입원(연인원),,S06,두개내손상,,1515,10,33,73,1100,180,119,
2023,대전,입원(연인원),,K63,장의기타질환,,1460,30,20,55,1186,139,30,
2023,대전,입원(연인원),,I63,뇌경색증,,1381,9,67,1,566,653,85,
2023,대전,입원(연인원),,C16,위의악성신생물,,1331,127,,108,374,423,299,
2023,대전,입원(연인원),,C34,기관지및폐의악성신생물,,1331,47,,30,684,275,295,
2023,대전,입원(연인원),,S22,늑골.흉골및흉추골의골절,,1324,42,41,43,644,408,146,
2023,대전,입원(연인원),,C25,췌장의악성신생물,,1205,105,90,210,360,345,95,
2023,대전,입원(연인원),,J98,기타호흡장애,,1199,4,0,0,681,383,131,
2023,대전,외래,,N40,전립선증식증,27255,,269,632,1220,19603,4150,1381,
2023,대전,외래,,E11,2형당뇨병,20155,,1104,1038,1424,13798,2437,354,
2023,대전,외래,,M48,기타척추병증,14424,,242,295,661,10449,2287,490,
2023,대전,외래,,I10,본태성(원발성)고혈압,13891,,866,661,1149,8650,1921,644,
2023,대전,외래,,M54,등통증,13557,,1102,553,799,9006,1902,195,
2023,대전,외래,,K05,치은염및치주질환,13323,,1117,613,1201,8708,1509,175,
2023,대전,외래,,E86,용적고갈,11260,,335,421,941,7261,1858,444,
2023,대전,외래,,K63,장의기타질환,11233,,677,649,962,7893,1003,49,
2023,대전,외래,,N18,만성신장병,8878,,884,655,418,4529,1702,690,
2023,대전,외래,,K29,위염및십이지장염,8622,,1370,772,944,4594,793,149,
2023,대전,외래,,M17,무릎관절증,8593,,416,361,827,5409,1424,156,
2023,대전,외래,,I69,뇌혈관질환의후유증,8540,,253,112,394,5860,1513,408,
2023,대전,외래,,F03,상세불명의치매,5847,,2,15,129,3213,1733,755,
2023,대전,외래,,M75,어깨병변,5728,,604,350,577,3551,578,68,
2023,대전,외래,,Z29,기타예방적조치의필요,5353,,1068,336,362,2991,519,77,
2023,대전,외래,,R42,어지럼증및어지럼,4797,,203,164,271,3031,838,290,
2023,대전,외래,,Z26,기타단일감염성질환에대한예방접종의필요,4639,,1585,616,540,1619,232,47,
2023,대전,외래,,L29,가려움,4576,,191,135,212,3186,694,158,
2023,대전,외래,,J98,기타호흡장애,4564,,324,254,302,2764,671,249,
2023,대전,외래,,I20,협심증,4447,,110,89,165,3410,566,107,
2021,광주,입원(실인원),1.0,M48,기타 척추병증,591,10584,33,37,62,380,63,16,2796650.0
2021,광주,입원(실인원),2.0,N40,전립선증식증,515,3351,10,18,25,408,47,7,1544515.0
2021,광주,입원(실인원),3.0,H25,노인성 백내장,480,559,0,13,30,385,47,5,703515.0
2021,광주,입원(실인원),4.0,I20,협심증,312,1613,24,12,27,230,17,2,1494759.0
2021,광주,입원(실인원),5.0,I63,뇌경색증,271,10589,7,7,15,175,53,14,2793320.0
2021,광주,입원(실인원),6.0,M17,윤충증,149,4590,5,10,14,97,21,2,1393238.0
2021,광주,입원(실인원),7.0,C61,전립선의 악성 신생물,137,1816,0,5,6,108,14,4,1023876.0
2021,광주,입원(실인원),8.0,R42,현기 및 어지러움,129,1387,20,6,7,74,20,2,460132.0
2021,광주,입원(실인원),9.0,S32,허리뼈 및 골반의 골절,126,2120,8,0,5,59,42,12,465527.0
2021,광주,입원(실인원),10.0,C18,결장의 악성 신생물,124,2198,1,18,7,72,22,4,738263.0
2021,광주,입원(실인원),11.0,C16,위의 악성 신생물,120,2979,8,1,13,64,28,6,1058474.0
2021,광주,입원(실인원),12.0,J18,상세불명 병원체의 폐렴,114,3097,3,4,3,59,29,16,1463432.0
2021,광주,입원(실인원),13.0,C34,기관지 및 폐의 악성 신생물,113,3094,6,3,3,59,35,7,1356648.0
2021,광주,입원(실인원),14.0,M75,어깨병변,113,3211,10,8,14,78,2,1,899762.0
2021,광주,입원(실인원),15.0,K80,담석증,110,1867,20,8,3,49,21,9,847848.0
2021,광주,입원(실인원),16.0,E11,인슐린-비의존 당뇨병,97,1836,9,6,5,70,7,0,430425.0
2021,광주,입원(실인원),17.0,C22,간 및 간내담관의 악성 신생물,96,2399,6,2,7,64,15,2,896738.0
2021,광주,입원(실인원),18.0,M51,기타 추간판장애,94,2180,27,3,10,52,2,0,540846.0
2021,광주,입원(실인원),19.0,S72,대퇴골의 골절,94,3858,4,3,2,25,49,11,1075416.0
2021,광주,입원(실인원),20.0,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,84,732,15,5,5,36,19,4,225320.0
2021,광주,입원(연인원),1.0,I63,뇌경색증,271,10589,288,426,631,7485,1429,330,2793320.0
2021,광주,입원(연인원),2.0,M48,기타 척추병증,591,10584,855,546,948,6824,1191,220,2796650.0
2021,광주,입원(연인원),3.0,Z49,투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,69,7559,814,219,89,5825,612,0,2058279.0
2021,광주,입원(연인원),4.0,J69,고체 및 액체에 의한 폐염,69,4622,29,0,20,1694,1500,1379,1700801.0
2021,광주,입원(연인원),5.0,M17,윤충증,149,4590,63,237,442,3040,780,28,1393238.0
2021,광주,입원(연인원),6.0,N18,만성 콩팥(신장)기능상실,77,4330,46,0,241,2071,1906,66,1270363.0
2021,광주,입원(연인원),7.0,S72,대퇴골의 골절,94,3858,94,102,52,997,2247,366,1075416.0
2021,광주,입원(연인원),8.0,L89,욕창성 및 압박부위 궤양,25,3390,184,0,0,1604,954,648,797156.0
2021,광주,입원(연인원),9.0,N40,전립선증식증,515,3351,27,55,127,2518,530,94,1544515.0
2021,광주,입원(연인원),10.0,M75,어깨병변,113,3211,273,209,558,2056,71,44,899762.0
2021,광주,입원(연인원),11.0,J18,상세불명 병원체의 폐렴,114,3097,12,27,22,1996,543,497,1463432.0
2021,광주,입원(연인원),12.0,C34,기관지 및 폐의 악성 신생물,113,3094,154,27,55,1444,1220,194,1356648.0
2021,광주,입원(연인원),13.0,C16,위의 악성 신생물,120,2979,153,13,410,1541,554,308,1058474.0
2021,광주,입원(연인원),14.0,C22,간 및 간내담관의 악성 신생물,96,2399,56,9,78,1674,504,78,896738.0
2021,광주,입원(연인원),15.0,C18,결장의 악성 신생물,124,2198,5,248,243,1252,338,112,738263.0
2021,광주,입원(연인원),16.0,M51,기타 추간판장애,94,2180,468,26,82,1527,77,0,540846.0
2021,광주,입원(연인원),17.0,S32,허리뼈 및 골반의 골절,126,2120,89,0,121,1250,502,158,465527.0
2021,광주,입원(연인원),18.0,K80,담석증,110,1867,192,65,12,1003,494,101,847848.0
2021,광주,입원(연인원),19.0,E11,인슐린-비의존 당뇨병,97,1836,169,93,26,1458,90,0,430425.0
2021,광주,입원(연인원),20.0,C61,전립선의 악성 신생물,137,1816,0,74,54,1436,181,71,1023876.0
2021,광주,외래,1.0,N40,전립선증식증,26623,,655,986,1491,19536,2946,1009,1940286.0
2021,광주,외래,2.0,M48,기타 척추병증,22672,,1481,1338,1831,15448,2137,437,2634838.0
2021,광주,외래,3.0,I10,본태성(원발성) 고혈압,20401,,1861,1274,2089,12218,2329,630,1262057.0
2021,광주,외래,4.0,E11,인슐린-비의존 당뇨병,18786,,1541,1175,1607,12499,1707,257,1767455.0
2021,광주,외래,5.0,I20,협심증,16599,,996,787,1336,11647,1559,274,1544904.0
2021,광주,외래,6.0,E30,달리 분류되지 않은 사춘기의 장애,15383,,15380,3,0,0,0,0,1427994.0
2021,광주,외래,7.0,M17,윤충증,14420,,732,953,1661,9394,1438,242,1434680.0
2021,광주,외래,8.0,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,13744,,8308,1186,901,2090,914,345,1178811.0
2021,광주,외래,9.0,K05,치은염(잇몸염)및 치주 질환,13270,,1061,771,993,9364,850,231,2912026.0
2021,광주,외래,10.0,H25,노인성 백내장,11429,,77,282,682,9375,837,176,892912.0
2021,광주,외래,11.0,K21,위-식도역류병,9135,,774,547,712,6045,918,139,922242.0
2021,광주,외래,12.0,I63,뇌경색증,7870,,575,428,460,4953,1239,215,652287.0
2021,광주,외래,13.0,M75,어깨병변,6108,,893,359,617,3912,294,33,455196.0
2021,광주,외래,14.0,J44,기타 만성 폐쇄성 폐질환,6100,,162,156,242,4556,724,260,565913.0
2021,광주,외래,15.0,Z49,투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,5830,,1169,655,397,3009,589,11,1675571.0
2021,광주,외래,16.0,F00,알츠하이머병에서의 치매(G30.-+),5815,,21,41,124,2314,2600,715,321158.0
2021,광주,외래,17.0,K02,치아우식증,5031,,464,228,240,3813,260,26,1148098.0
2021,광주,외래,18.0,B35,피부사상균증,4792,,217,193,270,3755,298,59,144668.0
2021,광주,외래,19.0,J30,혈관운동성 및 앨러지성 비염,3895,,636,107,152,2604,288,108,199356.0
2021,광주,외래,20.0,J00,급성 코인두염 [감기],3692,,1691,117,231,1351,253,49,224050.0
2022,광주,입원(실인원),1.0, N40 , 전립선증식증 ,596,3156,17,33,35,476,28,7,1542267926.0
2022,광주,입원(실인원),2.0, M48 , 기타 척추병증 ,439,8027,24,30,50,273,56,6,2321847323.0
2022,광주,입원(실인원),3.0, U07 , U07의 응급사용 ,306,2800,168,20,21,64,25,8,915134252.0
2022,광주,입원(실인원),4.0, I20 , 협심증 ,251,1493,8,11,11,203,18,0,1294788913.0
2022,광주,입원(실인원),5.0, I63 , 뇌경색증 ,229,9039,11,9,16,144,37,12,2893547863.0
2022,광주,입원(실인원),6.0, C61 , 전립선의 악성 신생물 ,189,3027,1,3,9,143,25,8,1815292395.0
2022,광주,입원(실인원),7.0, M17 , 윤충증 ,122,3412,1,9,7,91,13,1,1141054590.0
2022,광주,입원(실인원),8.0, C67 , 방광의 악성 신생물 ,101,1453,3,2,3,68,19,6,665676855.0
2022,광주,입원(실인원),9.0, C18 , 결장의 악성 신생물 ,92,2389,1,0,1,76,11,3,976881874.0
2022,광주,입원(실인원),10.0, C16 , 위의 악성 신생물 ,90,3011,21,3,4,49,7,6,1076301014.0
2022,광주,입원(실인원),11.0, K80 , 담석증 ,89,1241,8,4,7,47,14,9,629922710.0
2022,광주,입원(실인원),12.0, C34 , 기관지 및 폐의 악성 신생물 ,88,2433,7,5,7,47,16,6,1085739671.0
2022,광주,입원(실인원),13.0, C22 , 간 및 간내담관의 악성 신생물 ,81,1678,4,3,3,51,18,2,725301968.0
2022,광주,입원(실인원),14.0, R42 , 현기 및 어지러움 ,77,975,12,3,3,44,12,3,344063663.0
2022,광주,입원(실인원),15.0, K81 , 담낭염 ,69,2035,2,5,4,39,14,5,790747830.0
2022,광주,입원(실인원),16.0, K40 , 서혜헤르니아 ,65,523,3,1,7,42,6,6,219275080.0
2022,광주,입원(실인원),17.0, E11 , 인슐린-비의존 당뇨병 ,63,784,2,4,3,50,3,1,250859328.0
2022,광주,입원(실인원),18.0, Z49 , 투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ,61,7906,6,2,2,38,13,0,2249187216.0
2022,광주,입원(실인원),19.0, C25 , 췌장의 악성신생물 ,57,1569,3,1,2,29,22,0,707782784.0
2022,광주,입원(실인원),20.0, M75 , 어깨병변 ,57,1540,3,8,7,36,3,0,489119625.0
2022,광주,입원(연인원),1.0, I63 , 뇌경색증 ,229,9039,403,332,516,6024,1397,367,2893547863.0
2022,광주,입원(연인원),2.0, M48 , 기타 척추병증 ,439,8027,281,703,835,4972,1068,168,2321847323.0
2022,광주,입원(연인원),3.0, Z49 , 투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ,61,7906,317,33,72,6563,921,0,2249187216.0
2022,광주,입원(연인원),4.0, M17 , 윤충증 ,122,3412,35,246,188,2424,408,111,1141054590.0
2022,광주,입원(연인원),5.0, N40 , 전립선증식증 ,596,3156,74,116,159,2541,171,95,1542267926.0
2022,광주,입원(연인원),6.0, C61 , 전립선의 악성 신생물 ,189,3027,4,42,119,2213,369,280,1815292395.0
2022,광주,입원(연인원),7.0, C16 , 위의 악성 신생물 ,90,3011,277,212,221,2015,138,148,1076301014.0
2022,광주,입원(연인원),8.0, U07 , U07의 응급사용 ,306,2800,1039,130,139,697,686,109,915134252.0
2022,광주,입원(연인원),9.0, L89 , 욕창성 및 압박부위 궤양 ,14,2601,0,0,0,714,1788,99,542440690.0
2022,광주,입원(연인원),10.0, G81 , 편마비 ,37,2575,0,181,283,1491,620,0,778297221.0
2022,광주,입원(연인원),11.0, C34 , 기관지 및 폐의 악성 신생물 ,88,2433,211,160,57,1319,482,204,1085739671.0
2022,광주,입원(연인원),12.0, C18 , 결장의 악성 신생물 ,92,2389,140,0,13,1633,434,169,976881874.0
2022,광주,입원(연인원),13.0, G20 , 파킨슨병 ,46,2379,211,91,31,1792,254,0,651766852.0
2022,광주,입원(연인원),14.0, J69 , 고체 및 액체에 의한 폐염 ,32,2325,39,0,0,1821,224,241,848650493.0
2022,광주,입원(연인원),15.0, M51 , 기타 추간판장애 ,40,2095,249,76,155,828,787,0,458750772.0
2022,광주,입원(연인원),16.0, K81 , 담낭염 ,69,2035,9,49,29,1136,540,272,790747830.0
2022,광주,입원(연인원),17.0, N18 , 만성 콩팥(신장)기능상실 ,36,1833,0,486,27,604,631,85,693768296.0
2022,광주,입원(연인원),18.0, S72 , 대퇴골의 골절 ,41,1800,48,0,24,745,810,173,510754842.0
2022,광주,입원(연인원),19.0, C22 , 간 및 간내담관의 악성 신생물 ,81,1678,73,31,23,1052,475,24,725301968.0
2022,광주,입원(연인원),20.0, C25 , 췌장의 악성신생물 ,57,1569,87,2,46,660,774,0,707782784.0
2022,광주,외래,1.0, N40 , 전립선증식증 ,24715,,613,885,1394,18209,2388,1226,1908427331.0
2022,광주,외래,2.0, I10 , 본태성(원발성) 고혈압 ,17670,,1537,1016,1830,10625,1970,692,1143781775.0
2022,광주,외래,3.0, E11 , 인슐린-비의존 당뇨병 ,17137,,1376,1004,1463,11380,1615,299,1994781894.0
