년도,지역,순위,질병코드,상병명,실인원,진료과
2022,부산,4,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,82,정형외과
2022,부산,5,S82,발목을 포함한 아래다리의 골절,29,정형외과
2022,부산,6,M20,손가락 및 발가락의 후천변형,17,정형외과
2022,부산,6,L03,연조직염,17,정형외과
2022,부산,8,E14,상세불명의 당뇨병,16,정형외과
2022,부산,9,S72,대퇴골의 골절,15,정형외과
2022,부산,9,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",15,정형외과
2022,부산,11,M15,다발관절증,13,정형외과
2022,부산,11,S42,어깨 및 위팔의 골절,13,정형외과
2022,부산,13,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,12,정형외과
2022,부산,14,S52,아래팔의 골절,10,정형외과
2022,부산,14,M00,화농성 관절염,10,정형외과
2022,부산,16,G56,팔의 단일신경병증,8,정형외과
2022,부산,16,M12,기타 특정 관절병증,8,정형외과
2022,부산,18,S92,발목을 제외한 발의 골절,7,정형외과
2022,부산,18,M87,골괴사,7,정형외과
2022,부산,20,M19,기타 관절증,6,정형외과
2022,부산,20,S93,"발목 및 발 부위의 관절 및 인대의 탈구, 염좌 및 긴장",6,정형외과
2022,부산,20,M86,골수염,6,정형외과
2022,부산,1,C18,결장의 악성 신생물,22,혈액종양내과
2022,부산,2,C20,직장의 악성 신생물,15,혈액종양내과
2022,부산,3,C19,직장구불결장접합부의 악성 신생물,14,혈액종양내과
2022,부산,4,C16,위의 악성 신생물,12,혈액종양내과
2022,부산,5,C92,골수성 백혈병,1,혈액종양내과
2022,부산,5,K52,기타 비감염성 위장염 및 결장염,1,혈액종양내과
2022,부산,5,C22,간 및 간내 담관의 악성 신생물,1,혈액종양내과
2022,부산,5,C90,다발골수종 및 악성 형질세포신생물,1,혈액종양내과
2022,부산,5,C34,기관지 및 폐의 악성 신생물,1,혈액종양내과
2022,부산,5,D45,진성 적혈구증가증,1,혈액종양내과
2022,부산,5,A75,발진티푸스,1,혈액종양내과
2022,부산,1,U07,U07의 응급사용,462,호흡기내과
2022,부산,2,J18,상세불명 병원체의 폐렴,81,호흡기내과
2022,부산,3,J44,기타 만성 폐쇄성 폐질환,24,호흡기내과
2022,부산,4,J90,달리 분류되지 않은 흉막삼출액,7,호흡기내과
2022,부산,5,C34,기관지 및 폐의 악성 신생물,6,호흡기내과
2022,부산,5,J47,기관지확장증,6,호흡기내과
2022,부산,7,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,5,호흡기내과
2022,부산,7,J43,폐기종,5,호흡기내과
2022,부산,9,A16,세균학적으로나 조직학적으로 확인되지 않은 호흡기결핵,4,호흡기내과
2022,부산,9,J45,천식,4,호흡기내과
2022,부산,9,J84,기타 간질성 폐질환,4,호흡기내과
2022,부산,12,J85,폐 및 종격의 농양,3,호흡기내과
2022,부산,13,J91,달리 분류된 병태에서의 흉막삼출액,2,호흡기내과
2022,부산,13,J15,달리 분류되지 않은 세균성 폐렴,2,호흡기내과
2022,부산,13,J20,급성 기관지염,2,호흡기내과
2022,부산,13,M30,결절성 다발동맥염 및 관련 병태,2,호흡기내과
2022,부산,17,I50,심부전,1,호흡기내과
2022,부산,17,I10,본태성(원발성) 고혈압,1,호흡기내과
2022,부산,17,G20,파킨슨병,1,호흡기내과
2022,부산,17,J40,급성인지 만성인지 명시되지 않은 기관지염,1,호흡기내과
2022,부산,17,R91,폐의 진단영상검사상 이상소견,1,호흡기내과
2022,부산,17,J69,고체 및 액체에 의한 폐렴,1,호흡기내과
2022,부산,17,K81,담낭염,1,호흡기내과
2022,부산,17,R50,기타 및 원인미상의 열,1,호흡기내과
2022,부산,17,B25,거대세포바이러스병,1,호흡기내과
2022,부산,17,J30,혈관운동성 및 알레르기성 비염,1,호흡기내과
2022,부산,17,U82,베타락탐항생제 내성,1,호흡기내과
2022,부산,17,R09,순환계통 및 호흡계통의 기타 증상 및 징후,1,호흡기내과
2022,부산,17,A31,기타 형태의 마이코박테리아에 의한 감염,1,호흡기내과
2022,인천,1,E11,인슐린-비의존 당뇨병,42,내과
2022,인천,2,U07,U07의 응급사용,24,내과
2022,인천,3,J44,기타 만성 폐색성 폐질환,9,내과
2022,인천,4,E14,상세불명의 당뇨병,7,내과
2022,인천,5,K29,위염 및 십이지장염,6,내과
2022,인천,6,K70,알콜성 간질환,6,내과
2022,인천,7,C34,기관지 및 폐의 악성 신생물,5,내과
2022,인천,8,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,5,내과
2022,인천,9,J45,천식,4,내과
2022,인천,10,M05,혈청검사양성 류마티스관절염,4,내과
2022,인천,11,D13,기타 및 부위불명의 소화계통의 양성 신생물,4,내과
2022,인천,12,C18,결장의 악성 신생물,3,내과
2022,인천,13,I10,본태성(원발성) 고혈압,3,내과
2022,인천,14,E10,1형 당뇨병,3,내과
2022,인천,15,K58,과민대장증후군,2,내과
2022,인천,16,N39,비뇨계통의 기타 장애,2,내과
2022,인천,17,K63,장의 기타 질환,2,내과
2022,인천,18,K80,담석증,2,내과
2022,인천,19,C22,간 및 간내 담관의 악성 신생물,2,내과
2022,인천,20,I48,심방세동 및 조동,2,내과
2022,인천,1,U07,U07의 응급사용,10,소화기내과
2022,인천,2,E11,인슐린-비의존 당뇨병,5,소화기내과
2022,인천,3,C34,기관지 및 폐의 악성 신생물,4,소화기내과
2022,인천,4,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,3,소화기내과
2022,인천,5,K29,위염 및 십이지장염,2,소화기내과
2022,인천,6,R63,음식 및 수액 섭취에 관계된 증상 및 징후,2,소화기내과
2022,인천,7,E14,상세불명의 당뇨병,2,소화기내과
2022,인천,8,J18,상세불명 병원체의 폐렴,2,소화기내과
2022,인천,9,L50,두드러기,1,소화기내과
2022,인천,10,Z04,기타 이유의 검사 및 관찰,1,소화기내과
2022,인천,11,C15,식도의 약성 신생물,1,소화기내과
2022,인천,12,A31,기타 형태의 마이코박테리아에 의한 감염,1,소화기내과
2022,인천,13,K81,담낭염,1,소화기내과
2022,인천,14,J44,기타 만성 폐색성 폐질환,1,소화기내과
2022,인천,15,R42,어지럼증 및 어지럼,1,소화기내과
2022,인천,16,D12,"결장, 직장, 항문 및 항문관의 양성 신생물",1,소화기내과
2022,인천,17,C22,간 및 간내 담관의 악성 신생물,1,소화기내과
2022,인천,18,K30,기능성 소화불량,1,소화기내과
2022,인천,19,I10,본태성(원발성) 고혈압,1,소화기내과
2022,인천,20,K63,장의 기타 질환,1,소화기내과
2022,인천,1,E11,인슐린-비의존 당뇨병,8,가정의학과
2022,인천,2,U07,U07의 응급사용,5,가정의학과
2022,인천,3,I10,본태성(원발성) 고혈압,4,가정의학과
2022,인천,4,F00,알츠하이머병에서의 치매(G30.-+),3,가정의학과
2022,인천,5,J45,천식,1,가정의학과
2022,인천,6,C34,기관지 및 폐의 악성 신생물,1,가정의학과
2022,인천,7,I50,심부전,1,가정의학과
2022,인천,1,I63,뇌경색증,2,신경과
2022,인천,2,G62,기타 다발신경병증,1,신경과
2022,인천,3,F03,상세불명의 치매,1,신경과
2022,인천,4,G45,일과성 뇌허혈발작 및 관련 증후군,1,신경과
2022,인천,1,H25,노년백내장,8,안과
2022,인천,1,H81,전정기능의 장애,2,이비인후과
2022,인천,2,H66,화농성 및 상세불명의 중이염,1,이비인후과
2022,인천,3,U07,U07의 응급사용,1,이비인후과
2022,인천,4,K11,침샘의 질환,1,이비인후과
2022,인천,1,G81,편마비,8,재활의학과
2022,인천,2,M54,등통증,7,재활의학과
2022,인천,3,I63,뇌경색증,6,재활의학과
2022,인천,4,M17,무릎관절증,5,재활의학과
2022,인천,5,G82,하반신마비 및 사지마비,3,재활의학과
2022,인천,6,S72,대퇴골의 골절,3,재활의학과
2022,인천,7,I62,기타 비외상성 두개내출혈,2,재활의학과
2022,인천,8,M51,기타 추간판장애,2,재활의학과
2022,인천,9,M50,경추간판장애,2,재활의학과
2022,인천,10,G57,다리의 단일신경병증,1,재활의학과
2022,인천,11,G62,기타 다발신경병증,1,재활의학과
2022,인천,12,S06,두개내손상,1,재활의학과
2022,인천,13,G95,척수의 기타 질환,1,재활의학과
2022,인천,14,G61,염증성 다발신경병증,1,재활의학과
2022,인천,15,M43,기타 변형성 등병증,1,재활의학과
2022,인천,1,K05,치은염 및 치주질환,1,치과
2022,인천,1,M48,기타 척추병증,56,신경외과
2022,인천,2,M96,달리 분류되지 않은 처치후 근골격장애,8,신경외과
2022,인천,3,G95,척수의 기타 질환,7,신경외과
2022,인천,4,M80,병적 골절을 동반한 골다공증,6,신경외과
2022,인천,5,M51,기타 추간판장애,5,신경외과
2022,인천,6,I67,기타 뇌혈관질환,3,신경외과
2022,인천,7,S22,"늑골, 흉골 및 흉추의 골절",3,신경외과
2022,인천,8,R26,보행과 이동의 이상,3,신경외과
2022,인천,9,M54,등통증,3,신경외과
2022,인천,10,G55,달리 분류된 질환에서의 신경근 및 신경총 압박,3,신경외과
2022,인천,11,M50,경추간판장애,3,신경외과
2022,인천,12,S32,요추 및 골반의 골절,2,신경외과
2022,인천,13,R42,어지럼증 및 어지럼,2,신경외과
2022,인천,14,F07,"뇌질환, 뇌손상 및 기능이상에 의한 인격 및 행동장애",2,신경외과
2022,인천,15,M43,기타 변형성 등병증,2,신경외과
2022,인천,16,C79,기타 및 상세불명 부위의 이차성 악성 신생물,2,신경외과
2022,인천,17,M25,달리 분류되지 않은 기타 관절장애,1,신경외과
2022,인천,18,S06,두개내손상,1,신경외과
2022,인천,19,R50,기타 및 원인미상의 열,1,신경외과
2022,인천,20,D33,뇌 및 중추신경계통의 기타 부분의 양성 신생물,1,신경외과
2022,인천,1,U07,U07의 응급사용,11,외과
2022,인천,2,D17,양성 지방종성 신생물,7,외과
2022,인천,3,L72,피부 및 피하조직의 모낭낭,6,외과
2022,인천,4,K40,사타구니탈장,3,외과
2022,인천,5,B70,열두조충증 및 고충증,2,외과
2022,인천,6,L60,손발톱장애,2,외과
2022,인천,7,T81,달리 분류되지 않은 처치의 합병증,1,외과
2022,인천,8,S01,머리의 열린상처,1,외과
2022,인천,9,K62,항문 및 직장의 기타 질환,1,외과
2022,인천,10,E10,1형 당뇨병,1,외과
2022,인천,11,S69,손목 및 손의 기타 및 상세불명의 손상,1,외과
2022,인천,12,D18,모든 부위의 혈관종 및 림프관종,1,외과
2022,인천,13,K61,항문 및 직장부의 농양,1,외과
2022,인천,14,L98,달리 분류되지 않은 피부 및 피하조직의 기타 장애,1,외과
2022,인천,15,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",1,외과
2022,인천,1,N40,전립선증식증,71,비뇨의학과
2022,인천,2,N31,달리 분류되지 않은 방광의 신경근육기능장애,45,비뇨의학과
2022,인천,3,C67,방광의 악성 신생물,41,비뇨의학과
2022,인천,4,C61,전립선의 악성 신생물,17,비뇨의학과
2022,인천,5,U07,U07의 응급사용,16,비뇨의학과
2022,인천,6,N30,방광염,6,비뇨의학과
2022,인천,7,D09,기타 및 상세불명 부위의 제자리암종,5,비뇨의학과
2022,인천,8,N21,하부요로의 결석,3,비뇨의학과
2022,인천,9,N39,비뇨계통의 기타 장애,3,비뇨의학과
2022,인천,10,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,3,비뇨의학과
2022,인천,11,N49,달리 분류되지 않은 남성생식기관의 염증성 장애,2,비뇨의학과
2022,인천,12,N43,음낭수종 및 정액류,1,비뇨의학과
2022,인천,13,D30,비뇨기관의 양성 신생물,1,비뇨의학과
2022,인천,14,N45,고환염 및 부고환염,1,비뇨의학과
2022,인천,15,E11,인슐린-비의존 당뇨병,1,비뇨의학과
2022,인천,16,J18,상세불명 병원체의 폐렴,1,비뇨의학과
2022,인천,17,G81,편마비,1,비뇨의학과
2022,인천,18,N20,신장 및 요관의 결석,1,비뇨의학과
2022,인천,1,M19,기타 관절증,10,정형외과
2022,인천,2,M48,기타 척추병증,6,정형외과
2022,인천,3,S82,발목을 포함한 아래다리의 골절,6,정형외과
2022,인천,4,M75,어깨병변,6,정형외과
2022,인천,5,M17,무릎관절증,5,정형외과
2022,인천,6,S42,어깨 및 위팔의 골절,2,정형외과
2022,인천,7,S32,요추 및 골반의 골절,2,정형외과
2022,인천,8,M23,무릎의 내부장애,2,정형외과
2022,인천,9,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,2,정형외과
2022,인천,10,S72,대퇴골의 골절,2,정형외과
2022,인천,11,M72,섬유모세포장애,2,정형외과
2022,인천,12,S22,"늑골, 흉골 및 흉추의 골절",1,정형외과
2022,인천,13,G90,자율신경계통의 장애,1,정형외과
2022,인천,14,M40,척주후만증 및 척주전만증,1,정형외과
2022,인천,15,M65,윤활막염 및 힘줄윤활막염,1,정형외과
2022,인천,16,M54,등통증,1,정형외과
2022,인천,17,M20,손가락 및 발가락의 후천변형,1,정형외과
2022,인천,18,M24,기타 특정 관절장애,1,정형외과
2022,인천,19,S76,엉덩이 및 대퇴 부위의 근육 및 힘줄의 손상,1,정형외과
2022,인천,20,S43,"견갑대의 관절 및 인대의 탈구, 염좌 및 긴장",1,정형외과
2022,서울,1,E11,2형 당뇨병,11,가정의학과
2022,서울,2,R42,어지럼증 및 어지럼,3,가정의학과
2022,서울,3,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,2,가정의학과
2022,서울,4,R63,음식 및 수액 섭취에 관계된 증상 및 징후,1,가정의학과
2022,서울,4,R60,달리 분류되지 않은 부종,1,가정의학과
2022,서울,4,C34,기관지 및 폐의 악성 신생물,1,가정의학과
2022,서울,4,I70,죽상경화증,1,가정의학과
2022,서울,4,C24,담도의 기타 및 상세불명 부분의 악성 신생물,1,가정의학과
2022,서울,4,D13,기타 및 부위불명의 소화계통의 양성 신생물,1,가정의학과
2022,서울,4,C18,결장의 악성 신생물,1,가정의학과
2022,서울,4,K58,과민대장증후군,1,가정의학과
2022,서울,4,K56,탈장이 없는 마비성 장폐색증 및 장폐색,1,가정의학과
2022,서울,4,K71,독성간질환,1,가정의학과
2022,서울,4,I50,심부전,1,가정의학과
2022,서울,4,R53,병감 및 피로,1,가정의학과
2022,서울,4,I10,본태성(원발성) 고혈압,1,가정의학과
2022,서울,4,C56,난소의 악성 신생물,1,가정의학과
2022,서울,4,K29,위염 및 십이지장염,1,가정의학과
2022,서울,4,M54,등통증,1,가정의학과
2022,서울,4,N17,급성 신부전,1,가정의학과
2022,서울,1,E11,2형 당뇨병,69,내분비내과
2022,서울,2,E23,뇌하수체의 기능저하 및 기타 장애,4,내분비내과
2022,서울,3,E27,부신의 기타 장애,2,내분비내과
2022,서울,3,E10,1형 당뇨병,2,내분비내과
2022,서울,3,E16,췌장내분비의 기타 장애,2,내분비내과
2022,서울,6,E05,갑상선독증[갑상선기능항진증],1,내분비내과
2022,서울,6,E06,갑상선염,1,내분비내과
2022,서울,6,I50,심부전,1,내분비내과
2022,서울,6,C79,기타 및 상세불명 부위의 이차성 악성 신생물,1,내분비내과
2022,서울,6,E87,"수분, 전해질 및 산-염기균형의 기타 장애",1,내분비내과
2022,서울,6,E83,무기질대사장애,1,내분비내과
2022,서울,6,S32,요추 및 골반의 골절,1,내분비내과
2022,서울,6,E14,상세불명의 당뇨병,1,내분비내과
2022,서울,6,E03,기타 갑상선기능저하증,1,내분비내과
2022,서울,6,C73,갑상선의 악성 신생물,1,내분비내과
2022,서울,1,C61,전립선의 악성 신생물,287,비뇨기과
2022,서울,2,D09,기타 및 상세불명 부위의 제자리암종,113,비뇨기과
2022,서울,3,C67,방광의 악성 신생물,88,비뇨기과
2022,서울,4,N40,전립선증식증,84,비뇨기과
2022,서울,5,N13,폐색성 및 역류성 요로병증,36,비뇨기과
2022,서울,6,C64,신우를 제외한 신장의 악성 신생물,31,비뇨기과
2022,서울,7,N30,방광염,28,비뇨기과
2022,서울,8,N21,하부요로의 결석,25,비뇨기과
2022,서울,9,Z46,기타 장치의 부착 및 조정를 위하여 보건서비스와 접하고 있는 사람,20,비뇨기과
2022,서울,10,N32,방광의 기타 장애,19,비뇨기과
2022,서울,11,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,18,비뇨기과
2022,서울,11,N35,요도협착,18,비뇨기과
2022,서울,13,N99,달리 분류되지 않은 비뇨생식계통의 처치후 장애,17,비뇨기과
2022,서울,14,T83,"비뇨생식기 인공삽입장치, 삽입물 및 이식편의 합병증",16,비뇨기과
2022,서울,15,N48,음경의 기타 장애,14,비뇨기과
2022,서울,16,N10,급성 세뇨관-간질신장염,13,비뇨기과
2022,서울,17,N39,비뇨계통의 기타 장애,11,비뇨기과
2022,서울,17,T81,달리 분류되지 않은 처치의 합병증,11,비뇨기과
2022,서울,19,N20,신장 및 요관의 결석,10,비뇨기과
2022,서울,20,N41,전립선의 염증성 질환,9,비뇨기과
2022,서울,1,N84,여성생식관의 폴립,29,산부인과
2022,서울,2,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,20,산부인과
2022,서울,3,N81,여성생식기탈출,18,산부인과
2022,서울,4,D25,자궁의 평활근종,17,산부인과
2022,서울,5,N39,비뇨계통의 기타 장애,16,산부인과
2022,서울,6,N85,자궁경부를 제외한 자궁의 기타 비염증성 장애,10,산부인과
2022,서울,6,C54,자궁체부의 악성 신생물,10,산부인과
2022,서울,8,D27,난소의 양성 신생물,9,산부인과
2022,서울,9,N83,"난소, 난관 및 넓은인대의 비염증성 장애",6,산부인과
2022,서울,9,N80,자궁내막증,6,산부인과
2022,서울,9,N87,자궁경부의 이형성,6,산부인과
2022,서울,9,N71,자궁경부를 제외한 자궁의 염증성 질환,6,산부인과
2022,서울,13,N99,달리 분류되지 않은 비뇨생식계통의 처치후 장애,5,산부인과
2022,서울,13,C53,자궁경부의 악성 신생물,5,산부인과
2022,서울,15,C56,난소의 악성 신생물,4,산부인과
2022,서울,15,D06,자궁경부의 제자리암종,4,산부인과
2022,서울,17,C78,호흡 및 소화기관의 이차성 악성 신생물,3,산부인과
2022,서울,18,N90,외음부 및 회음부의 기타 비염증성 장애,2,산부인과
2022,서울,18,N93,기타 이상 자궁 및 질 출혈,2,산부인과
2022,서울,18,N75,바르톨린선의 질환,2,산부인과
2022,서울,1,D12,"결장, 직장, 항문 및 항문관의 양성 신생물 ",142,소화기내과
2022,서울,2,D13,기타 및 부위불명의 소화계통의 양성 신생물,82,소화기내과
2022,서울,3,C22,간 및 간내 담관의 악성 신생물,79,소화기내과
2022,서울,4,C16,위의 악성 신생물,68,소화기내과
2022,서울,5,K92,소화계통의 기타 질환,40,소화기내과
2022,서울,6,K80,담석증,39,소화기내과
2022,서울,7,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,26,소화기내과
2022,서울,8,K25,위궤양,25,소화기내과
2022,서울,9,K74,간의 섬유증 및 경변증,19,소화기내과
2022,서울,10,K63,장의 기타 질환,16,소화기내과
2022,서울,11,K31,위 및 십이지장의 기타 질환,14,소화기내과
2022,서울,11,K57,장의 게실병,14,소화기내과
2022,서울,11,K52,기타 비감염성 위장염 및 결장염,14,소화기내과
2022,서울,14,D01,기타 및 상세불명의 소화기관의 제자리암종,12,소화기내과
2022,서울,14,K29,위염 및 십이지장염,12,소화기내과
2022,서울,16,K55,장의 혈관장애,11,소화기내과
2022,서울,16,C25,췌장의 악성 신생물,11,소화기내과
2022,서울,18,K83,담도의 기타 질환,10,소화기내과
2022,서울,19,K56,탈장이 없는 마비성 장폐색증 및 장폐색,9,소화기내과
2022,서울,19,A04,기타 세균성 장감염,9,소화기내과
2022,서울,19,K70,알코올성 간질환,9,소화기내과
2022,서울,19,D00,"구강, 식도 및 위의 제자리암종",9,소화기내과
2022,서울,19,K26,십이지장궤양,9,소화기내과
2022,서울,1,I25,만성 허혈심장병,367,순환기내과
2022,서울,2,I48,심방세동 및 조동,165,순환기내과
2022,서울,3,I50,심부전,156,순환기내과
2022,서울,4,I20,협심증,100,순환기내과
2022,서울,5,I21,급성 심근경색증,67,순환기내과
2022,서울,6,I35,비류마티스성 대동맥판장애,60,순환기내과
2022,서울,7,I70,죽상경화증,52,순환기내과
2022,서울,8,I49,기타 심장부정맥,29,순환기내과
2022,서울,9,I44,방실차단 및 좌각차단,24,순환기내과
2022,서울,10,I47,발작성 빈맥,21,순환기내과
2022,서울,11,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",16,순환기내과
2022,서울,12,I42,심근병증,15,순환기내과
2022,서울,13,I83,하지의 정맥류,14,순환기내과
2022,서울,14,R00,심장박동의 이상,13,순환기내과
2022,서울,14,Z45,이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람,13,순환기내과
2022,서울,16,I26,폐색전증,11,순환기내과
2022,서울,17,R07,목구멍 및 가슴의 통증,10,순환기내과
2022,서울,18,I31,심장막의 기타 질환,8,순환기내과
2022,서울,19,Z09,악성 신생물 이외의 병태에 대한 치료후 추적검사,7,순환기내과
2022,서울,20,R55,실신 및 허탈,5,순환기내과
2022,서울,1,Z04,기타 이유의 검사 및 관찰,280,신경과
2022,서울,2,I63,뇌경색증,216,신경과
2022,서울,3,G20,파킨슨병,23,신경과
2022,서울,4,G45,일과성 뇌허혈발작 및 관련 증후군,19,신경과
2022,서울,5,H49,마비성 사시,13,신경과
2022,서울,6,G91,수두증,12,신경과
2022,서울,7,G23,기저핵의 기타 퇴행성 질환,10,신경과
2022,서울,8,Z02,행정목적을 위한 검사,9,신경과
2022,서울,9,G40,뇌전증,8,신경과
2022,서울,10,R42,어지럼증 및 어지럼,7,신경과
2022,서울,10,R55,실신 및 허탈,7,신경과
2022,서울,10,G30,알츠하이머병,7,신경과
2022,서울,13,G43,편두통,5,신경과
2022,서울,13,G61,염증성 다발신경병증,5,신경과
2022,서울,13,R51,두통,5,신경과
2022,서울,16,H53,시각장애,4,신경과
2022,서울,16,G41,뇌전증지속상태,4,신경과
2022,서울,16,G44,기타 두통증후군,4,신경과
2022,서울,19,G00,달리 분류되지 않은 세균성 수막염,3,신경과
2022,서울,19,H81,전정기능의 장애,3,신경과
2022,서울,19,F10,알코올사용에 의한 정신 및 행동 장애,3,신경과
2022,서울,19,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",3,신경과
2022,서울,19,R56,달리 분류되지 않은 경련,3,신경과
2022,서울,1,I65,뇌경색증을 유발하지 않은 뇌전동맥의 폐쇄 및 협착,245,신경외과
2022,서울,2,I67,기타 뇌혈관질환,212,신경외과
2022,서울,3,M48,기타 척추병증,128,신경외과
2022,서울,4,S06,두개내손상,80,신경외과
2022,서울,5,M51,기타 추간판장애,46,신경외과
2022,서울,6,S32,요추 및 골반의 골절,25,신경외과
2022,서울,7,M96,달리 분류되지 않은 처치후 근골격장애,22,신경외과
2022,서울,8,I72,기타 동맥류 및 박리,20,신경외과
2022,서울,9,I66,뇌경색증을 유발하지 않은 대뇌동맥의 폐쇄 및 협착,14,신경외과
2022,서울,10,G91,수두증,13,신경외과
2022,서울,11,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",12,신경외과
2022,서울,11,M47,척추증,12,신경외과
2022,서울,11,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,12,신경외과
2022,서울,14,I61,뇌내출혈,11,신경외과
2022,서울,14,D35,기타 및 상세불명의 내분비선의 양성 신생물,11,신경외과
2022,서울,16,C71,뇌의 악성 신생물,10,신경외과
2022,서울,16,I62,기타 비외상성 두개내출혈,10,신경외과
2022,서울,18,S22,"늑골, 흉골 및 흉추의 골절",8,신경외과
2022,서울,18,M50,경추간판장애,8,신경외과
2022,서울,20,M43,기타 변형성 등병증,6,신경외과
2022,서울,1,N18,만성 신장병,132,신장내과
2022,서울,2,N17,급성 신부전,84,신장내과
2022,서울,3,N39,비뇨계통의 기타 장애,39,신장내과
2022,서울,4,E87,"수분, 전해질 및 산-염기균형의 기타 장애",15,신장내과
2022,서울,5,Z49,투석을 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,14,신장내과
2022,서울,6,N10,급성 세뇨관-간질신장염,13,신장내과
2022,서울,7,E11,2형 당뇨병,5,신장내과
2022,서울,7,N30,방광염,5,신장내과
2022,서울,9,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",4,신장내과
2022,서울,9,M31,기타 괴사성 혈관병증,4,신장내과
2022,서울,9,N02,재발성 및 지속성 혈뇨,4,신장내과
2022,서울,12,J69,고체 및 액체에 의한 폐렴,3,신장내과
2022,서울,12,N05,상세불명의 신염증후군,3,신장내과
2022,서울,12,A41,기타 패혈증,3,신장내과
2022,서울,15,C90,다발골수종 및 악성 형질세포신생물,2,신장내과
2022,서울,15,J90,달리 분류되지 않은 흉막삼출액,2,신장내과
2022,서울,15,K25,위궤양,2,신장내과
2022,서울,15,N28,달리 분류되지 않은 신장 및 요관의 기타 장애,2,신장내과
2022,서울,15,I50,심부전,2,신장내과
2022,서울,15,D50,철결핍빈혈,2,신장내과
2022,서울,15,Q61,낭성 신장병,2,신장내과
2022,서울,15,L03,연조직염,2,신장내과
2022,서울,15,N15,기타 신세뇨관-간질질환,2,신장내과
2022,서울,1,H25,노년백내장,1182,안과
2022,서울,2,H40,녹내장,69,안과
2022,서울,3,H35,기타 망막장애,60,안과
2022,서울,4,T85,"기타 내부 인공삽입장치, 삽입물 및 이식편의 합병증",23,안과
2022,서울,5,Z48,기타 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,21,안과
2022,서울,6,H43,유리체의 장애,15,안과
2022,서울,7,H27,수정체의 기타 장애,6,안과
2022,서울,8,H04,눈물계통의 장애,5,안과
2022,서울,8,H05,안와의 장애,5,안과
2022,서울,8,H02,눈꺼풀의 기타 장애,5,안과
2022,서울,8,H33,망막박리 및 망막열공,5,안과
2022,서울,12,H50,기타 사시,4,안과
2022,서울,12,H16,각막염,4,안과
2022,서울,14,S05,눈 및 안와의 손상,2,안과
2022,서울,14,C44,기타 피부의 악성 신생물,2,안과
2022,서울,14,T81,달리 분류되지 않은 처치의 합병증,2,안과
2022,서울,14,B00,헤르페스바이러스[단순헤르페스] 감염,2,안과
2022,서울,14,H44,안구의 장애,2,안과
2022,서울,14,H01,눈꺼풀의 기타 염증,2,안과
2022,서울,14,C69,눈 및 부속기의 악성 신생물,2,안과
2022,서울,1,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,191,완화의료사업실
2022,서울,2,C34,기관지 및 폐의 악성 신생물,37,완화의료사업실
2022,서울,3,C16,위의 악성 신생물,10,완화의료사업실
2022,서울,4,C25,췌장의 악성 신생물,9,완화의료사업실
2022,서울,4,C22,간 및 간내 담관의 악성 신생물,9,완화의료사업실
2022,서울,6,C15,식도의 악성 신생물,6,완화의료사업실
2022,서울,7,C20,직장의 악성 신생물,4,완화의료사업실
2022,서울,8,C24,담도의 기타 및 상세불명 부분의 악성 신생물,2,완화의료사업실
2022,서울,8,C67,방광의 악성 신생물,2,완화의료사업실
2022,서울,8,C18,결장의 악성 신생물,2,완화의료사업실
2022,서울,8,C19,직장구불결장접합부의 악성 신생물,2,완화의료사업실
2022,서울,8,C83,비소포성 림프종,2,완화의료사업실
2022,서울,8,C71,뇌의 악성 신생물,2,완화의료사업실
2022,서울,8,C61,전립선의 악성 신생물,2,완화의료사업실
2022,서울,15,D46,골수형성이상증후군,1,완화의료사업실
2022,서울,15,C09,편도의 악성 신생물,1,완화의료사업실
2022,서울,15,C92,골수성 백혈병,1,완화의료사업실
2022,서울,15,C85,기타 및 상세불명 유형의 비호지킨림프종,1,완화의료사업실
2022,서울,15,C43,피부의 악성 흑색종,1,완화의료사업실
2022,서울,15,C56,난소의 악성 신생물,1,완화의료사업실
