진료년도,진료과목,주상병코드,환자수,명세서청구건수,입내원일수,보험자부담금(선별포함),요양급여비용총액(선별포함)
2023,결핵과,K75,5 ,5 ,30 ,2272000 ,3016840 
2023,결핵과,K80,5 ,12 ,131 ,9272870 ,12365610 
2023,결핵과,K81,1 ,1 ,1 ,3630 ,6030 
2023,결핵과,K91,1 ,2 ,51 ,3178000 ,4328450 
2023,결핵과,K92,1 ,2 ,12 ,715360 ,962550 
2023,결핵과,L02,3 ,5 ,5 ,106220 ,164350 
2023,결핵과,L03,4 ,6 ,6 ,124480 ,197410 
2023,결핵과,L23,4 ,4 ,3 ,55400 ,81490 
2023,결핵과,L29,1 ,1 ,1 ,7260 ,12060 
2023,결핵과,L30,1 ,1 ,1 ,10050 ,16650 
2023,결핵과,L50,2 ,2 ,2 ,18390 ,30590 
2023,결핵과,L71,1 ,2 ,2 ,14520 ,24120 
2023,결핵과,L72,9 ,24 ,24 ,988740 ,1536100 
2023,결핵과,L89,4 ,8 ,159 ,10758800 ,14497640 
2023,결핵과,L91,2 ,3 ,3 ,31270 ,47670 
2023,결핵과,M05,3 ,9 ,172 ,16123800 ,19064990 
2023,결핵과,M10,1 ,1 ,0 ,452170 ,605750 
2023,결핵과,M13,2 ,2 ,2 ,79700 ,132600 
2023,결핵과,M15,3 ,3 ,0 ,149340 ,186660 
2023,결핵과,M17,4 ,4 ,3 ,223650 ,327140 
2023,결핵과,M25,5 ,7 ,7 ,68840 ,114040 
2023,결핵과,M41,1 ,1 ,16 ,545340 ,943680 
2023,결핵과,M46,1 ,2 ,32 ,8333140 ,10714430 
2023,결핵과,M48,9 ,25 ,176 ,9869040 ,13482180 
2023,결핵과,M51,1 ,2 ,2 ,20770 ,34370 
2023,결핵과,M54,65 ,80 ,87 ,3408100 ,5212210 
2023,결핵과,M62,16 ,26 ,22 ,677500 ,1009800 
2023,결핵과,M67,1 ,3 ,3 ,123120 ,190550 
2023,결핵과,M72,2 ,3 ,3 ,64810 ,107910 
2023,결핵과,M77,4 ,4 ,3 ,155330 ,236450 
2023,결핵과,M79,17 ,25 ,23 ,508770 ,772100 
2023,결핵과,M82,1 ,1 ,1 ,7260 ,12060 
2023,결핵과,N17,5 ,20 ,428 ,24672410 ,35746290 
2023,결핵과,N18,23 ,99 ,1496 ,186491000 ,218484820 
2023,결핵과,N20,2 ,9 ,66 ,7746350 ,10104730 
2023,결핵과,N21,1 ,1 ,1 ,68770 ,114470 
2023,결핵과,N31,1 ,5 ,107 ,4484440 ,7579300 
2023,결핵과,N39,2 ,5 ,36 ,2790290 ,3713940 
2023,결핵과,N95,1 ,2 ,2 ,18710 ,28710 
2023,결핵과,R00,1 ,1 ,1 ,7260 ,12060 
2023,결핵과,R04,14 ,29 ,29 ,2076190 ,4218310 
2023,결핵과,R05,3 ,3 ,3 ,35070 ,58270 
2023,결핵과,R06,1 ,1 ,9 ,615480 ,815750 
2023,결핵과,R10,1 ,3 ,3 ,81170 ,135170 
2023,결핵과,R11,2 ,2 ,2 ,18680 ,30980 
2023,결핵과,R31,1 ,2 ,24 ,981720 ,1711710 
2023,결핵과,R40,2 ,3 ,63 ,4977530 ,6561590 
2023,결핵과,R42,3 ,3 ,3 ,51360 ,85360 
2023,결핵과,R47,1 ,1 ,1 ,11180 ,18480 
2023,결핵과,R51,4 ,4 ,2 ,219400 ,311180 
2023,결핵과,R52,1 ,1 ,1 ,13250 ,22050 
2023,결핵과,R56,1 ,5 ,90 ,10736020 ,14048740 
2023,결핵과,R57,1 ,2 ,24 ,4276240 ,5455290 
2023,결핵과,R63,5 ,5 ,5 ,192040 ,319640 
2023,결핵과,R73,1 ,1 ,1 ,14890 ,24690 
2023,결핵과,R94,1 ,1 ,1 ,12340 ,20440 
2023,결핵과,S00,2 ,4 ,4 ,58790 ,84400 
2023,결핵과,S01,13 ,29 ,29 ,480790 ,754690 
2023,결핵과,S06,11 ,24 ,358 ,25049900 ,33266530 
2023,결핵과,S07,1 ,1 ,1 ,54530 ,87460 
2023,결핵과,S12,1 ,1 ,4 ,719200 ,919410 
2023,결핵과,S13,17 ,22 ,17 ,571660 ,831230 
2023,결핵과,S22,4 ,5 ,1 ,884280 ,1134560 
2023,결핵과,S23,2 ,2 ,1 ,118740 ,161470 
2023,결핵과,S30,1 ,1 ,0 ,38330 ,47910 
2023,결핵과,S32,6 ,13 ,196 ,11323380 ,15661610 
2023,결핵과,S33,21 ,23 ,10 ,727090 ,1020740 
2023,결핵과,S40,1 ,1 ,1 ,12030 ,19930 
2023,결핵과,S42,1 ,1 ,0 ,11420 ,14270 
2023,결핵과,S43,2 ,2 ,1 ,122680 ,165730 
2023,결핵과,S46,1 ,2 ,2 ,20770 ,34370 
2023,결핵과,S51,1 ,2 ,2 ,27840 ,43970 
2023,결핵과,S52,2 ,2 ,0 ,42940 ,53660 
2023,결핵과,S61,2 ,12 ,12 ,176490 ,274440 
2023,결핵과,S62,2 ,2 ,1 ,118390 ,156730 
2023,결핵과,S70,1 ,1 ,1 ,28370 ,47270 
2023,결핵과,S72,6 ,13 ,172 ,11129990 ,14877870 
2023,결핵과,S80,2 ,2 ,1 ,101170 ,129870 
2023,결핵과,S81,1 ,2 ,2 ,28730 ,48490 
2023,결핵과,S82,7 ,16 ,31 ,1083240 ,1774100 
2023,결핵과,S86,2 ,2 ,0 ,173660 ,217070 
2023,결핵과,S92,1 ,1 ,0 ,44340 ,55420 
2023,결핵과,S93,4 ,4 ,3 ,115750 ,172510 
2023,결핵과,S96,1 ,1 ,0 ,59240 ,74050 
2023,결핵과,T00,1 ,2 ,2 ,26170 ,40170 
2023,결핵과,T01,1 ,5 ,5 ,192930 ,303790 
2023,결핵과,T14,2 ,2 ,0 ,124660 ,155810 
2023,결핵과,T20,1 ,1 ,1 ,61430 ,64630 
2023,결핵과,T21,1 ,4 ,4 ,68160 ,104360 
2023,결핵과,T25,1 ,1 ,1 ,59380 ,62480 
2023,결핵과,T30,1 ,4 ,43 ,3136580 ,3639590 
2023,결핵과,T40,1 ,2 ,13 ,873300 ,1177950 
2023,결핵과,T60,1 ,1 ,1 ,211060 ,265670 
2023,결핵과,T81,1 ,4 ,4 ,56140 ,94670 
2023,결핵과,U07,29 ,36 ,124 ,10926160 ,13273490 
2023,결핵과,U09,1 ,1 ,1 ,10370 ,17170 
2023,결핵과,U82,6 ,9 ,152 ,15558200 ,20285390 
2023,결핵과,U83,1 ,1 ,6 ,674680 ,876750 
2023,결핵과,Z03,193 ,293 ,305 ,21405900 ,36525760 
2023,결핵과,Z09,84 ,127 ,127 ,5763450 ,9484950 
2023,결핵과,Z11,5 ,5 ,25 ,153140 ,254970 
2023,결핵과,Z20,84 ,162 ,162 ,3271170 ,6637190 
2023,결핵과,Z22,314 ,1138 ,1138 ,42168180 ,43071760 
2023,결핵과,Z98,1 ,1 ,1 ,14920 ,22920 
2023,결핵과,Z99,1 ,1 ,31 ,2732050 ,3299550 
2023,재활의학과,A02,2 ,10 ,9 ,490170 ,536340 
2023,재활의학과,A04,135 ,272 ,1993 ,330942650 ,429648640 
2023,재활의학과,A05,7 ,12 ,68 ,20364680 ,26802820 
2023,재활의학과,A06,4 ,44 ,43 ,3912190 ,4949610 
2023,재활의학과,A08,85 ,101 ,96 ,3667100 ,4774370 
2023,재활의학과,A09,688 ,946 ,2038 ,177293480 ,242807520 
2023,재활의학과,A15,42 ,89 ,407 ,33332720 ,37406200 
2023,재활의학과,A16,40 ,177 ,788 ,160358720 ,174767770 
2023,재활의학과,A17,51 ,420 ,2839 ,627035370 ,712766910 
2023,재활의학과,A18,36 ,200 ,2108 ,439308060 ,472100140 
2023,재활의학과,A19,6 ,15 ,195 ,29230280 ,31155880 
2023,재활의학과,A22,1 ,7 ,7 ,48410 ,80310 
2023,재활의학과,A30,1 ,1 ,1 ,31660 ,63160 
2023,재활의학과,A31,32 ,138 ,422 ,104087760 ,132340380 
2023,재활의학과,A32,5 ,53 ,114 ,17365920 ,22040360 
2023,재활의학과,A35,8 ,22 ,169 ,14336290 ,19784660 
2023,재활의학과,A39,1 ,13 ,13 ,155680 ,310880 
2023,재활의학과,A40,2 ,3 ,2 ,385270 ,519580 
2023,재활의학과,A41,3704 ,8745 ,74545 ,9674691820 ,12183834440 
2023,재활의학과,A42,1 ,2 ,13 ,7608720 ,8574440 
2023,재활의학과,A48,2 ,14 ,367 ,17302740 ,24022800 
2023,재활의학과,A49,38 ,94 ,1212 ,237511360 ,299774410 
2023,재활의학과,A50,2 ,6 ,6 ,214380 ,311680 
2023,재활의학과,A52,4 ,23 ,23 ,997800 ,1836400 
2023,재활의학과,A53,6 ,8 ,7 ,197500 ,285950 
2023,재활의학과,A54,1 ,7 ,7 ,121370 ,417970 
2023,재활의학과,A63,1 ,1 ,31 ,7335050 ,9796110 
2023,재활의학과,A69,3 ,3 ,3 ,43040 ,71540 
2023,재활의학과,A75,2 ,7 ,12 ,744290 ,1213460 
2023,재활의학과,A80,37 ,181 ,181 ,1983080 ,4167580 
2023,재활의학과,A81,20 ,277 ,799 ,101773880 ,119627070 
2023,재활의학과,A83,5 ,51 ,199 ,41626970 ,46202640 
2023,재활의학과,A85,6 ,48 ,199 ,62152570 ,80215450 
2023,재활의학과,A86,34 ,435 ,1180 ,229385570 ,287300630 
2023,재활의학과,A87,8 ,209 ,380 ,38864730 ,53443310 
2023,재활의학과,A89,2 ,6 ,165 ,36087460 ,46815260 
2023,재활의학과,A93,2 ,6 ,13 ,2279020 ,3105880 
2023,재활의학과,A97,1 ,2 ,2 ,34540 ,57440 
2023,재활의학과,B00,344 ,767 ,1333 ,160267630 ,191388750 
2023,재활의학과,B01,6 ,10 ,126 ,45788040 ,58658440 
2023,재활의학과,B02,1041 ,4602 ,5709 ,320988550 ,495736160 
2023,재활의학과,B07,6 ,8 ,38 ,382570 ,527010 
2023,재활의학과,B08,2 ,3 ,3 ,45600 ,74200 
2023,재활의학과,B09,2 ,2 ,2 ,74180 ,201080 
2023,재활의학과,B15,1 ,1 ,1 ,13110 ,21710 
2023,재활의학과,B16,3 ,10 ,42 ,1455900 ,1937730 
2023,재활의학과,B17,15 ,18 ,53 ,28479100 ,33221950 
2023,재활의학과,B18,117 ,247 ,419 ,28398370 ,37925670 
2023,재활의학과,B19,2 ,2 ,0 ,290590 ,363230 
2023,재활의학과,B23,1 ,141 ,141 ,4420040 ,5013340 
2023,재활의학과,B24,10 ,25 ,22 ,4320250 ,4843650 
2023,재활의학과,B25,19 ,254 ,421 ,30137370 ,41591520 
2023,재활의학과,B26,1 ,1 ,1 ,10050 ,16650 
2023,재활의학과,B30,14 ,20 ,19 ,176660 ,304300 
2023,재활의학과,B34,134 ,208 ,573 ,86865830 ,105245430 
2023,재활의학과,B35,552 ,962 ,1233 ,28533310 ,38957710 
2023,재활의학과,B36,23 ,59 ,53 ,634660 ,847000 
2023,재활의학과,B37,32 ,54 ,153 ,24372980 ,30550930 
2023,재활의학과,B43,6 ,14 ,27 ,2794950 ,3755870 
2023,재활의학과,B44,10 ,29 ,109 ,26274790 ,32251770 
2023,재활의학과,B45,6 ,51 ,156 ,10902270 ,15871910 
2023,재활의학과,B46,1 ,1 ,1 ,3150 ,23550 
2023,재활의학과,B48,4 ,4 ,18 ,4001850 ,5169460 
2023,재활의학과,B49,12 ,17 ,107 ,19460250 ,23266610 
2023,재활의학과,B58,2 ,62 ,62 ,2838650 ,3435550 
2023,재활의학과,B66,4 ,5 ,12 ,413690 ,617520 
2023,재활의학과,B69,3 ,3 ,3 ,85120 ,102120 
2023,재활의학과,B83,2 ,2 ,32 ,53360 ,76330 
2023,재활의학과,B86,141 ,181 ,222 ,13964030 ,18219430 
2023,재활의학과,B88,11 ,14 ,14 ,138200 ,229900 
2023,재활의학과,B89,1 ,1 ,1 ,7260 ,12060 
2023,재활의학과,B90,8 ,26 ,26 ,652270 ,1244370 
2023,재활의학과,B91,103 ,455 ,455 ,8789780 ,17769180 
2023,재활의학과,B94,1 ,1 ,1 ,62440 ,124740 
2023,재활의학과,B95,5 ,9 ,88 ,6645000 ,8790980 
2023,재활의학과,B96,3 ,3 ,17 ,3207890 ,4160830 
2023,재활의학과,B98,1 ,1 ,1 ,21700 ,36100 
2023,재활의학과,B99,2 ,3 ,2 ,23630 ,39230 
2023,재활의학과,C00,2 ,8 ,185 ,12830720 ,15167200 
2023,재활의학과,C01,58 ,704 ,726 ,26495680 ,29140870 
2023,재활의학과,C02,204 ,2157 ,2461 ,102239970 ,114871720 
2023,재활의학과,C03,14 ,180 ,335 ,16707020 ,18828560 
2023,재활의학과,C04,26 ,406 ,406 ,14006790 ,15393430 
2023,재활의학과,C05,14 ,206 ,211 ,5495040 ,5795390 
2023,재활의학과,C06,73 ,885 ,1277 ,94344400 ,103916140 
2023,재활의학과,C07,50 ,844 ,845 ,23964140 ,26790480 
2023,재활의학과,C08,39 ,586 ,639 ,28663380 ,32896590 
2023,재활의학과,C09,137 ,1437 ,2394 ,149756820 ,169250180 
2023,재활의학과,C10,45 ,419 ,640 ,35530810 ,43836500 
2023,재활의학과,C11,96 ,1255 ,1313 ,52864730 ,60079780 
2023,재활의학과,C12,10 ,23 ,42 ,10589560 ,11435920 
2023,재활의학과,C13,118 ,1225 ,1747 ,132331100 ,151133600 
2023,재활의학과,C14,5 ,17 ,17 ,600120 ,676320 
2023,재활의학과,C15,212 ,813 ,1982 ,220142530 ,255851340 
2023,재활의학과,C16,617 ,2787 ,13385 ,1263476100 ,1454723520 
2023,재활의학과,C17,44 ,184 ,706 ,60345440 ,68169740 
2023,재활의학과,C18,576 ,2605 ,12368 ,1141350780 ,1314758340 
2023,재활의학과,C19,196 ,461 ,2383 ,252442270 ,295110750 
2023,재활의학과,C20,766 ,2164 ,6429 ,570148030 ,653682470 
2023,재활의학과,C21,23 ,111 ,246 ,16963230 ,20866870 
2023,재활의학과,C22,451 ,1875 ,7487 ,1360050400 ,1524606870 
2023,재활의학과,C23,61 ,268 ,1762 ,187241100 ,218736870 
2023,재활의학과,C24,233 ,530 ,2498 ,257722960 ,300463990 
2023,재활의학과,C25,400 ,1726 ,4449 ,444420180 ,504573110 
2023,재활의학과,C26,1 ,3 ,2 ,41160 ,41160 
2023,재활의학과,C30,12 ,123 ,281 ,64948690 ,71318940 
2023,재활의학과,C31,9 ,79 ,417 ,30120120 ,34234360 
2023,재활의학과,C32,167 ,1404 ,1945 ,173819520 ,193197530 
2023,재활의학과,C33,3 ,34 ,36 ,1266870 ,1377390 
2023,재활의학과,C34,2625 ,13691 ,29764 ,3668328830 ,4118813650 
2023,재활의학과,C37,72 ,528 ,874 ,157531190 ,176085990 
2023,재활의학과,C38,17 ,176 ,249 ,38306530 ,44037150 
2023,재활의학과,C39,2 ,45 ,45 ,1264450 ,1362650 
2023,재활의학과,C40,49 ,831 ,998 ,46358380 ,56511590 
2023,재활의학과,C41,141 ,1122 ,2803 ,456568640 ,515964570 
2023,재활의학과,C43,136 ,766 ,1220 ,84538490 ,96634540 
2023,재활의학과,C44,142 ,950 ,3140 ,306662510 ,344655630 
2023,재활의학과,C45,25 ,108 ,313 ,20007960 ,23140000 
2023,재활의학과,C46,6 ,95 ,94 ,2006680 ,2284130 
2023,재활의학과,C47,18 ,222 ,353 ,38805160 ,44107980 
2023,재활의학과,C48,52 ,289 ,393 ,34172260 ,36849870 
2023,재활의학과,C49,261 ,2413 ,3525 ,338270670 ,381162340 
2023,재활의학과,C50,19291 ,137086 ,153500 ,6782381810 ,7946521800 
2023,재활의학과,C51,26 ,135 ,149 ,10163820 ,12015520 
2023,재활의학과,C52,13 ,61 ,61 ,7362170 ,7975620 
2023,재활의학과,C53,883 ,4464 ,6052 ,414727890 ,535871240 
2023,재활의학과,C54,749 ,4716 ,6988 ,450138720 ,558692270 
2023,재활의학과,C55,37 ,234 ,692 ,57346220 ,70332620 
2023,재활의학과,C56,750 ,4720 ,7911 ,552187580 ,655871370 
2023,재활의학과,C57,66 ,538 ,1051 ,66457220 ,76131140 
2023,재활의학과,C60,8 ,88 ,118 ,11502210 ,13067090 
2023,재활의학과,C61,698 ,2712 ,14848 ,1952019330 ,2197683350 
2023,재활의학과,C62,6 ,24 ,24 ,1350420 ,1420520 
2023,재활의학과,C63,4 ,80 ,80 ,3584600 ,4408230 
2023,재활의학과,C64,189 ,1170 ,4765 ,498928460 ,570679710 
2023,재활의학과,C65,22 ,44 ,251 ,44315590 ,50075610 
2023,재활의학과,C66,49 ,225 ,914 ,81800610 ,95074530 
2023,재활의학과,C67,219 ,965 ,3997 ,414632800 ,477843880 
2023,재활의학과,C68,4 ,7 ,7 ,805720 ,847720 
2023,재활의학과,C69,12 ,305 ,382 ,20924800 ,23089140 
2023,재활의학과,C70,57 ,579 ,2218 ,315296830 ,351426310 
2023,재활의학과,C71,1476 ,25141 ,80727 ,15596441860 ,17296667320 
2023,재활의학과,C72,170 ,3518 ,9504 ,1594463580 ,1765036620 
2023,재활의학과,C73,644 ,3116 ,8219 ,586065370 ,676831770 
2023,재활의학과,C74,20 ,194 ,419 ,60565130 ,71526080 
2023,재활의학과,C75,34 ,215 ,728 ,154483600 ,170823450 
2023,재활의학과,C76,19 ,326 ,619 ,58250520 ,65225040 
2023,재활의학과,C77,125 ,720 ,879 ,65612990 ,75664370 
2023,재활의학과,C78,112 ,491 ,1422 ,156970470 ,172173610 
2023,재활의학과,C79,725 ,5592 ,26504 ,6126677110 ,6799999380 
2023,재활의학과,C80,55 ,563 ,1079 ,141083160 ,156385570 
2023,재활의학과,C81,18 ,191 ,469 ,40607110 ,44105650 
2023,재활의학과,C82,22 ,147 ,171 ,10834150 ,11973910 
2023,재활의학과,C83,261 ,2662 ,6543 ,1033055070 ,1173858840 
2023,재활의학과,C84,23 ,338 ,756 ,58238950 ,61406290 
2023,재활의학과,C85,96 ,1086 ,3868 ,510638820 ,569823920 
2023,재활의학과,C86,15 ,103 ,115 ,3716770 ,4052020 
2023,재활의학과,C88,13 ,55 ,423 ,32832130 ,38666250 
2023,재활의학과,C90,237 ,1720 ,5746 ,792711700 ,879139740 
2023,재활의학과,C91,126 ,1496 ,1908 ,166441910 ,186943990 
2023,재활의학과,C92,146 ,1297 ,2629 ,350902900 ,399279270 
2023,재활의학과,C93,9 ,40 ,505 ,78002220 ,101521850 
2023,재활의학과,C94,8 ,80 ,449 ,156467880 ,170932790 
2023,재활의학과,C95,14 ,188 ,187 ,9544800 ,11082620 
2023,재활의학과,C96,14 ,127 ,469 ,39421870 ,43668590 
2023,재활의학과,D00,7 ,14 ,99 ,12577260 ,14121400 
2023,재활의학과,D01,34 ,54 ,472 ,52548270 ,57846690 
2023,재활의학과,D02,6 ,98 ,98 ,2855940 ,3042040 
2023,재활의학과,D03,10 ,18 ,57 ,4331600 ,4962700 
2023,재활의학과,D04,14 ,111 ,1000 ,116565260 ,130404600 
2023,재활의학과,D05,1424 ,7811 ,8448 ,273584390 ,306957410 
2023,재활의학과,D06,38 ,150 ,786 ,103008340 ,113655280 
2023,재활의학과,D07,8 ,18 ,49 ,3456920 ,4162760 
2023,재활의학과,D09,19 ,59 ,423 ,47880410 ,57140530 
2023,재활의학과,D10,4 ,13 ,33 ,2529450 ,3487640 
2023,재활의학과,D11,27 ,414 ,412 ,3399420 ,9482560 
2023,재활의학과,D12,30 ,109 ,132 ,7903650 ,11018470 
2023,재활의학과,D13,46 ,67 ,122 ,9475580 ,14651470 
2023,재활의학과,D14,15 ,107 ,140 ,5160900 ,8657390 
2023,재활의학과,D15,17 ,65 ,123 ,8490510 ,13319130 
2023,재활의학과,D16,60 ,175 ,574 ,95418070 ,124055020 
2023,재활의학과,D17,103 ,356 ,353 ,6185430 ,12302040 
2023,재활의학과,D18,106 ,844 ,2346 ,320633000 ,417975070 
2023,재활의학과,D20,1 ,5 ,5 ,28740 ,150340 
2023,재활의학과,D21,35 ,77 ,120 ,5668290 ,8940070 
2023,재활의학과,D22,4 ,24 ,21 ,1449890 ,1624680 
2023,재활의학과,D23,30 ,66 ,62 ,3183680 ,5126530 
2023,재활의학과,D24,19 ,105 ,104 ,2258760 ,3635720 
2023,재활의학과,D25,51 ,93 ,155 ,19899570 ,28155620 
2023,재활의학과,D26,2 ,2 ,2 ,24060 ,39960 
2023,재활의학과,D27,15 ,19 ,31 ,8278460 ,11978520 
2023,재활의학과,D29,4 ,14 ,34 ,148990 ,175220 
2023,재활의학과,D30,5 ,10 ,57 ,5173020 ,7169820 
2023,재활의학과,D31,3 ,6 ,5 ,110890 ,317290 
2023,재활의학과,D32,998 ,11182 ,47225 ,9603596210 ,10593044320 
2023,재활의학과,D33,778 ,11407 ,30969 ,4893317300 ,5437879270 
2023,재활의학과,D34,18 ,63 ,75 ,1726430 ,2979010 
2023,재활의학과,D35,118 ,1207 ,5186 ,851267490 ,990603920 
2023,재활의학과,D36,81 ,632 ,826 ,53207680 ,78913680 
2023,재활의학과,D37,33 ,55 ,564 ,63820310 ,75307500 
2023,재활의학과,D38,10 ,57 ,180 ,13410030 ,16249740 
2023,재활의학과,D39,22 ,95 ,270 ,26968880 ,29103100 
2023,재활의학과,D40,2 ,2 ,2 ,474100 ,499170 
2023,재활의학과,D41,8 ,15 ,80 ,13548710 ,14153220 
2023,재활의학과,D42,132 ,1986 ,6174 ,1151367700 ,1264247160 
2023,재활의학과,D43,539 ,8286 ,23534 ,4325818860 ,4779625210 
2023,재활의학과,D44,64 ,863 ,2994 ,537023270 ,595355310 
2023,재활의학과,D45,12 ,36 ,524 ,99240520 ,109580690 
2023,재활의학과,D46,72 ,508 ,1879 ,337082830 ,372114660 
2023,재활의학과,D47,91 ,620 ,1722 ,241908940 ,285964180 
2023,재활의학과,D48,109 ,1069 ,2421 ,339758710 ,378626660 
2023,재활의학과,D50,212 ,401 ,813 ,50480640 ,66495320 
2023,재활의학과,D51,7 ,15 ,15 ,395330 ,677910 
2023,재활의학과,D52,7 ,18 ,6 ,2276750 ,2611090 
2023,재활의학과,D53,6 ,47 ,47 ,482560 ,1232360 
2023,재활의학과,D56,4 ,27 ,27 ,743660 ,817360 
2023,재활의학과,D59,4 ,44 ,416 ,25737740 ,31305880 
2023,재활의학과,D60,1 ,1 ,1 ,3770 ,25170 
2023,재활의학과,D61,24 ,300 ,394 ,26239820 ,30819780 
2023,재활의학과,D62,1 ,1 ,0 ,55740 ,55740 
2023,재활의학과,D63,2 ,3 ,0 ,240920 ,301130 
2023,재활의학과,D64,148 ,282 ,366 ,37368920 ,50159300 
2023,재활의학과,D65,3 ,10 ,10 ,407490 ,643790 
2023,재활의학과,D66,31 ,407 ,391 ,31669030 ,35087780 
2023,재활의학과,D67,6 ,18 ,18 ,1570070 ,1743670 
2023,재활의학과,D68,45 ,690 ,1364 ,125731750 ,145112030 
2023,재활의학과,D69,48 ,183 ,272 ,38006330 ,46297680 
2023,재활의학과,D70,12 ,65 ,95 ,26136860 ,30614910 
2023,재활의학과,D71,2 ,5 ,5 ,185750 ,280550 
2023,재활의학과,D72,7 ,19 ,119 ,21968940 ,28222390 
2023,재활의학과,D73,1 ,1 ,2 ,416200 ,563120 
2023,재활의학과,D75,5 ,18 ,17 ,249830 ,811490 
2023,재활의학과,D76,16 ,475 ,581 ,43700210 ,50038780 
2023,재활의학과,D80,2 ,4 ,4 ,340620 ,378320 
2023,재활의학과,D81,4 ,48 ,48 ,781790 ,843390 
2023,재활의학과,D82,63 ,1359 ,1370 ,56122590 ,62673520 
2023,재활의학과,D83,1 ,2 ,2 ,26740 ,29540 
2023,재활의학과,D84,1 ,1 ,1 ,58820 ,61910 
2023,재활의학과,D86,8 ,20 ,288 ,62386100 ,71047850 
2023,재활의학과,D89,14 ,71 ,73 ,1999650 ,2679220 
2023,재활의학과,E00,1 ,2 ,2 ,13710 ,65510 
2023,재활의학과,E02,4 ,13 ,13 ,213020 ,511220 
2023,재활의학과,E03,415 ,1213 ,1317 ,63133220 ,83716760 
2023,재활의학과,E04,40 ,78 ,114 ,4940380 ,7837890 
2023,재활의학과,E05,106 ,236 ,326 ,26098770 ,37162750 
2023,재활의학과,E06,23 ,40 ,37 ,633440 ,1218010 
2023,재활의학과,E07,73 ,93 ,53 ,6683840 ,9418960 
2023,재활의학과,E10,117 ,288 ,627 ,83393200 ,112359300 
2023,재활의학과,E11,4104 ,12178 ,27802 ,1981631860 ,2673586050 
2023,재활의학과,E12,4 ,4 ,4 ,121680 ,169680 
2023,재활의학과,E13,175 ,472 ,1000 ,72852170 ,110200130 
2023,재활의학과,E14,1668 ,4745 ,12753 ,1092992950 ,1465497700 
2023,재활의학과,E15,3 ,14 ,245 ,26945580 ,37001750 
2023,재활의학과,E16,27 ,82 ,510 ,80046650 ,107945120 
2023,재활의학과,E20,5 ,9 ,8 ,227880 ,273680 
2023,재활의학과,E21,2 ,2 ,2 ,111210 ,147390 
2023,재활의학과,E22,28 ,72 ,156 ,9815070 ,13628820 
2023,재활의학과,E23,38 ,541 ,617 ,68589810 ,77888910 
2023,재활의학과,E24,11 ,31 ,127 ,72643770 ,83810430 
2023,재활의학과,E25,4 ,28 ,28 ,1560450 ,1686150 
2023,재활의학과,E26,8 ,31 ,81 ,34652450 ,39745120 
2023,재활의학과,E27,35 ,268 ,688 ,72835390 ,89814740 
2023,재활의학과,E28,10 ,19 ,15 ,559330 ,951520 
2023,재활의학과,E30,85 ,116 ,116 ,1531620 ,3042120 
2023,재활의학과,E31,1 ,2 ,16 ,5287560 ,7274620 
2023,재활의학과,E32,3 ,13 ,13 ,457990 ,489890 
2023,재활의학과,E34,73 ,295 ,314 ,9112440 ,14177620 
2023,재활의학과,E35,5 ,16 ,14 ,641710 ,1035470 
2023,재활의학과,E41,4 ,17 ,17 ,442580 ,775140 
2023,재활의학과,E43,2 ,19 ,433 ,29037490 ,38871590 
2023,재활의학과,E44,12 ,25 ,25 ,2973100 ,3461080 
2023,재활의학과,E46,12 ,26 ,51 ,5668960 ,8187840 
2023,재활의학과,E50,403 ,548 ,563 ,4965270 ,8392340 
2023,재활의학과,E51,80 ,774 ,7484 ,837579490 ,1094961220 
2023,재활의학과,E53,77 ,173 ,255 ,22672760 ,30852820 
2023,재활의학과,E54,6 ,7 ,7 ,191470 ,246970 
2023,재활의학과,E55,392 ,812 ,1052 ,25101110 ,36344970 
2023,재활의학과,E56,28 ,59 ,48 ,1532510 ,2717410 
2023,재활의학과,E58,30 ,54 ,132 ,533190 ,904840 
2023,재활의학과,E61,10 ,37 ,37 ,1158390 ,1493690 
2023,재활의학과,E63,44 ,69 ,72 ,3978110 ,5626160 
2023,재활의학과,E65,5 ,9 ,9 ,53370 ,231870 
2023,재활의학과,E66,69 ,167 ,167 ,2796880 ,7169180 
2023,재활의학과,E67,2 ,3 ,2 ,238940 ,256320 
2023,재활의학과,E70,11 ,190 ,190 ,11005430 ,12264030 
2023,재활의학과,E71,63 ,875 ,987 ,61878650 ,68839030 
2023,재활의학과,E72,56 ,1399 ,1491 ,88344000 ,96561260 
2023,재활의학과,E74,37 ,729 ,958 ,628279630 ,698082550 
2023,재활의학과,E75,118 ,2684 ,3171 ,240995800 ,273266510 
2023,재활의학과,E76,57 ,1476 ,1493 ,95564220 ,103761820 
2023,재활의학과,E77,25 ,638 ,638 ,35126430 ,38932030 
2023,재활의학과,E78,3018 ,8053 ,9692 ,388619650 ,527528300 
2023,재활의학과,E79,34 ,668 ,706 ,34412050 ,38849510 
2023,재활의학과,E80,2 ,3 ,3 ,41420 ,69120 
2023,재활의학과,E83,196 ,1086 ,1839 ,130624390 ,154429820 
2023,재활의학과,E84,1 ,1 ,1 ,10050 ,16650 
2023,재활의학과,E85,22 ,248 ,601 ,121025230 ,138320600 
2023,재활의학과,E86,713 ,1844 ,1920 ,76211630 ,96845220 
2023,재활의학과,E87,1099 ,1684 ,3140 ,246216430 ,327167840 
