"연령대","순위","상병코드","상병명","건수","癤우뿰"
"59세 이하","9","J00","급성 코인두염 [감기]","639",NA
"59세 이하","10","M17","윤충증","587",NA
"59세 이하","11","K05","치은염(잇몸염)및 치주 질환","540",NA
"59세 이하","12","L29","소양증","496",NA
"59세 이하","13","L30","기타 피부염","480",NA
"59세 이하","14","K30","소화불량","449",NA
"59세 이하","15","K29","위염 및 십이지장염","425",NA
"59세 이하","16","M54","배통","399",NA
"59세 이하","17","M51","기타 추간판장애","392",NA
"59세 이하","18","J02","급성 인두염","388",NA
"59세 이하","19","R52","달리 분류되지 않은 통증","367",NA
"59세 이하","20","F32","우울증 에피소드","360",NA
"60대","1","E11","인슐린-비의존 당뇨병","2643",NA
"60대","2","M17","윤충증","2274",NA
"60대","3","N40","전립선증식증","2015",NA
"60대","4","I10","본태성(원발성) 고혈압","1981",NA
"60대","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1491",NA
"60대","6","N18","만성 콩팥(신장)기능상실","1362",NA
"60대","7","K02","치아우식증","1155",NA
"60대","8","K05","치은염(잇몸염)및 치주 질환","1134",NA
"60대","9","I20","협심증","1077",NA
"60대","10","M48","기타 척추병증","978",NA
"60대","11","M54","배통","879",NA
"60대","12","M75","어깨병변","866",NA
"60대","13","L29","소양증","806",NA
"60대","14","K30","소화불량","787",NA
"60대","15","K29","위염 및 십이지장염","745",NA
"60대","16","B35","피부사상균증","726",NA
"60대","17","H04","눈물기관의 장애","702",NA
"60대","18","F41","기타 불안장애","693",NA
"60대","19","K08","치아 및 지지구조의 기타 장애","652",NA
"60대","20","L30","기타 피부염","640",NA
"70대","1","N40","전립선증식증","31913",NA
"70대","2","E11","인슐린-비의존 당뇨병","19060",NA
"70대","3","I10","본태성(원발성) 고혈압","14968",NA
"70대","4","M48","기타 척추병증","13809",NA
"70대","5","I20","협심증","11970",NA
"70대","6","M17","윤충증","11738",NA
"70대","7","L29","소양증","9995",NA
"70대","8","N18","만성 콩팥(신장)기능상실","9909",NA
"70대","9","K05","치은염(잇몸염)및 치주 질환","9620",NA
"70대","10","M54","배통","8427",NA
"70대","11","K02","치아우식증","8018",NA
"70대","12","H35","기타 망막장애","6268",NA
"70대","13","L30","기타 피부염","6142",NA
"70대","14","H25","노인성 백내장","6102",NA
"70대","15","I63","뇌경색증","5969",NA
"70대","16","F41","기타 불안장애","5883",NA
"70대","17","K08","치아 및 지지구조의 기타 장애","5567",NA
"70대","18","C61","전립선의 악성 신생물","5220",NA
"70대","19","B35","피부사상균증","5002",NA
"70대","20","H04","눈물기관의 장애","4973",NA
"80대","1","N40","전립선증식증","4956",NA
"80대","2","E11","인슐린-비의존 당뇨병","3019",NA
"80대","3","I10","본태성(원발성) 고혈압","2523",NA
"80대","4","M48","기타 척추병증","2004",NA
"80대","5","N18","만성 콩팥(신장)기능상실","2002",NA
"80대","6","M17","윤충증","1929",NA
"80대","7","I20","협심증","1693",NA
"80대","8","L29","소양증","1300",NA
"80대","9","I63","뇌경색증","1163",NA
"80대","10","F41","기타 불안장애","1144",NA
"80대","11","K05","치은염(잇몸염)및 치주 질환","1090",NA
"80대","12","M54","배통","981",NA
"80대","13","C61","전립선의 악성 신생물","920",NA
"80대","14","L30","기타 피부염","904",NA
"80대","15","H25","노인성 백내장","891",NA
"80대","16","K02","치아우식증","858",NA
"80대","17","H35","기타 망막장애","812",NA
"80대","18","J00","급성 코인두염 [감기]","779",NA
"80대","19","H04","눈물기관의 장애","724",NA
"80대","20","K29","위염 및 십이지장염","648",NA
"90세 이상","1","N40","전립선증식증","1385",NA
"90세 이상","2","I10","본태성(원발성) 고혈압","645",NA
"90세 이상","3","N18","만성 콩팥(신장)기능상실","610",NA
"90세 이상","4","E11","인슐린-비의존 당뇨병","542",NA
"90세 이상","5","M48","기타 척추병증","440",NA
"90세 이상","6","I20","협심증","374",NA
"90세 이상","7","L29","소양증","337",NA
"90세 이상","8","I63","뇌경색증","332",NA
"90세 이상","9","F03","상세불명의 치매","302",NA
"90세 이상","10","M17","윤충증","280",NA
"90세 이상","11","C61","전립선의 악성 신생물","256",NA
"90세 이상","12","F00","알츠하이머병에서의 치매(G30.-+)","237",NA
"90세 이상","13","F41","기타 불안장애","227",NA
"90세 이상","14","H35","기타 망막장애","226",NA
"90세 이상","15","K59","기타 기능적 창자 장애","192",NA
"90세 이상","16","H04","눈물기관의 장애","186",NA
"90세 이상","17","H25","노인성 백내장","169",NA
"90세 이상","18","K08","치아 및 지지구조의 기타 장애","167",NA
"90세 이상","19","I50","심장기능상실(심부전)","164",NA
"90세 이상","20","K29","위염 및 십이지장염","161",NA
"59세 이하","1","U07","U07의 응급사용","15466",NA
"59세 이하","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","6136",NA
"59세 이하","3","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","5608",NA
"59세 이하","4","E11","인슐린-비의존 당뇨병","858",NA
"59세 이하","5","J00","급성 코인두염 [감기]","719",NA
"59세 이하","6","N18","만성 콩팥(신장)기능상실","684",NA
"59세 이하","7","I10","본태성(원발성) 고혈압","672",NA
"59세 이하","8","K02","치아우식증","563",NA
"59세 이하","9","M17","윤충증","547",NA
"59세 이하","10","K05","치은염(잇몸염)및 치주 질환","540",NA
"59세 이하","11","L30","기타 피부염","528",NA
"59세 이하","12","R52","달리 분류되지 않은 통증","470",NA
"59세 이하","13","K30","소화불량","407",NA
"59세 이하","14","K29","위염 및 십이지장염","396",NA
"59세 이하","15","M75","어깨병변","376",NA
"59세 이하","16","M54","배통","353",NA
"59세 이하","17","L29","소양증","343",NA
"59세 이하","18","U11","코로나-19에 대한 예방접종의 필요","338",NA
"59세 이하","19","F32","우울증 에피소드","329",NA
"59세 이하","20","N40","전립선증식증","325",NA
"60대","1","U07","U07의 응급사용","2754",NA
"60대","2","E11","인슐린-비의존 당뇨병","2253",NA
"60대","3","M17","윤충증","1956",NA
"60대","4","I10","본태성(원발성) 고혈압","1724",NA
"60대","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1595",NA
"60대","6","N40","전립선증식증","1574",NA
"60대","7","K05","치은염(잇몸염)및 치주 질환","1138",NA
"60대","8","M48","기타 척추병증","1097",NA
"60대","9","I20","협심증","930",NA
"60대","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","877",NA
"60대","11","N18","만성 콩팥(신장)기능상실","870",NA
"60대","12","K02","치아우식증","821",NA
"60대","13","K08","치아 및 지지구조의 기타 장애","748",NA
"60대","14","L30","기타 피부염","691",NA
"60대","15","M54","배통","691",NA
"60대","16","M75","어깨병변","660",NA
"60대","17","K29","위염 및 십이지장염","657",NA
"60대","18","K30","소화불량","631",NA
"60대","19","H04","눈물기관의 장애","615",NA
"60대","20","L29","소양증","597",NA
"70대","1","N40","전립선증식증","29219",NA
"70대","2","E11","인슐린-비의존 당뇨병","18359",NA
"70대","3","M48","기타 척추병증","13918",NA
"70대","4","I10","본태성(원발성) 고혈압","13637",NA
"70대","5","M17","윤충증","12722",NA
"70대","6","I20","협심증","12060",NA
"70대","7","N18","만성 콩팥(신장)기능상실","10108",NA
"70대","8","K05","치은염(잇몸염)및 치주 질환","9017",NA
"70대","9","L29","소양증","7880",NA
"70대","10","K02","치아우식증","7295",NA
"70대","11","L30","기타 피부염","7037",NA
"70대","12","M54","배통","6972",NA
"70대","13","K08","치아 및 지지구조의 기타 장애","6449",NA
"70대","14","I63","뇌경색증","5922",NA
"70대","15","H25","노인성 백내장","5879",NA
"70대","16","C61","전립선의 악성 신생물","5307",NA
"70대","17","H35","기타 망막장애","5232",NA
"70대","18","H04","눈물기관의 장애","4896",NA
"70대","19","M75","어깨병변","4668",NA
"70대","20","K29","위염 및 십이지장염","4362",NA
"80대","1","N40","전립선증식증","4892",NA
"80대","2","E11","인슐린-비의존 당뇨병","3041",NA
"80대","3","I10","본태성(원발성) 고혈압","2590",NA
"80대","4","M48","기타 척추병증","2409",NA
"80대","5","M17","윤충증","2201",NA
"80대","6","I20","협심증","1863",NA
"80대","7","N18","만성 콩팥(신장)기능상실","1834",NA
"80대","8","M54","배통","1557",NA
"80대","9","L29","소양증","1210",NA
"80대","10","L30","기타 피부염","1190",NA
"80대","11","K05","치은염(잇몸염)및 치주 질환","1142",NA
"80대","12","H25","노인성 백내장","961",NA
"80대","13","I63","뇌경색증","959",NA
"80대","14","C61","전립선의 악성 신생물","854",NA
"80대","15","K02","치아우식증","816",NA
"80대","16","H35","기타 망막장애","774",NA
"80대","17","N31","달리 분류되지 않은 방광의 신경근육기능장애","761",NA
"80대","18","F41","기타 불안장애","756",NA
"80대","19","H04","눈물기관의 장애","696",NA
"80대","20","K08","치아 및 지지구조의 기타 장애","683",NA
"90세 이상","1","N40","전립선증식증","2111",NA
"90세 이상","2","N18","만성 콩팥(신장)기능상실","987",NA
"90세 이상","3","I10","본태성(원발성) 고혈압","773",NA
"90세 이상","4","E11","인슐린-비의존 당뇨병","621",NA
"90세 이상","5","I20","협심증","479",NA
"90세 이상","6","M48","기타 척추병증","429",NA
"90세 이상","7","L29","소양증","389",NA
"90세 이상","8","I63","뇌경색증","377",NA
"90세 이상","9","M17","윤충증","366",NA
"90세 이상","10","F03","상세불명의 치매","357",NA
"90세 이상","11","M50","목뼈원판 장애","351",NA
"90세 이상","12","F00","알츠하이머병에서의 치매(G30.-+)","311",NA
"90세 이상","13","L30","기타 피부염","304",NA
"90세 이상","14","C61","전립선의 악성 신생물","266",NA
"90세 이상","15","H04","눈물기관의 장애","262",NA
"90세 이상","16","R42","현기 및 어지러움","262",NA
"90세 이상","17","K05","치은염(잇몸염)및 치주 질환","259",NA
"90세 이상","18","K08","치아 및 지지구조의 기타 장애","257",NA
"90세 이상","19","K59","기타 기능적 창자 장애","246",NA
"90세 이상","20","I50","심장기능상실(심부전)","242",NA
"59세 이하","1","U07","U07의 응급사용","15462",NA
"59세 이하","2","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","6136",NA
"59세 이하","3","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","5608",NA
"59세 이하","4","E11","인슐린-비의존 당뇨병","858",NA
"59세 이하","5","J00","급성 코인두염 [감기]","719",NA
"59세 이하","6","N18","만성 콩팥(신장)기능상실","684",NA
"59세 이하","7","I10","본태성(원발성) 고혈압","672",NA
"59세 이하","8","K02","치아우식증","563",NA
"59세 이하","9","M17","윤충증","547",NA
"59세 이하","10","K05","치은염(잇몸염)및 치주 질환","540",NA
"59세 이하","11","L30","기타 피부염","528",NA
"59세 이하","12","R52","달리 분류되지 않은 통증","470",NA
"59세 이하","13","K30","소화불량","407",NA
"59세 이하","14","K29","위염 및 십이지장염","396",NA
"59세 이하","15","M75","어깨병변","376",NA
"59세 이하","16","M54","배통","353",NA
"59세 이하","17","L29","소양증","343",NA
"59세 이하","18","M48","기타 척추병증","341",NA
"59세 이하","19","U11","코로나-19에 대한 예방접종의 필요","338",NA
"59세 이하","20","F32","우울증 에피소드","329",NA
"60대","1","U07","U07의 응급사용","2754",NA
"60대","2","E11","인슐린-비의존 당뇨병","2253",NA
"60대","3","M17","윤충증","1956",NA
"60대","4","I10","본태성(원발성) 고혈압","1724",NA
"60대","5","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1595",NA
"60대","6","N40","전립선증식증","1574",NA
"60대","7","K05","치은염(잇몸염)및 치주 질환","1138",NA
"60대","8","M48","기타 척추병증","1097",NA
"60대","9","I20","협심증","930",NA
"60대","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","877",NA
"60대","11","N18","만성 콩팥(신장)기능상실","869",NA
"60대","12","K02","치아우식증","821",NA
"60대","13","K08","치아 및 지지구조의 기타 장애","748",NA
"60대","14","L30","기타 피부염","691",NA
"60대","15","M54","배통","691",NA
"60대","16","M75","어깨병변","660",NA
"60대","17","K29","위염 및 십이지장염","657",NA
"60대","18","K30","소화불량","631",NA
"60대","19","H04","눈물기관의 장애","615",NA
"60대","20","L29","소양증","597",NA
"70대","1","N40","전립선증식증","29218",NA
"70대","2","E11","인슐린-비의존 당뇨병","18358",NA
"70대","3","M48","기타 척추병증","13918",NA
"70대","4","I10","본태성(원발성) 고혈압","13637",NA
"70대","5","M17","윤충증","12722",NA
"70대","6","I20","협심증","12060",NA
"70대","7","N18","만성 콩팥(신장)기능상실","10108",NA
"70대","8","K05","치은염(잇몸염)및 치주 질환","9017",NA
"70대","9","L29","소양증","7880",NA
"70대","10","K02","치아우식증","7295",NA
"70대","11","L30","기타 피부염","7037",NA
"70대","12","M54","배통","6972",NA
"70대","13","K08","치아 및 지지구조의 기타 장애","6449",NA
"70대","14","I63","뇌경색증","5921",NA
"70대","15","H25","노인성 백내장","5878",NA
"70대","16","C61","전립선의 악성 신생물","5307",NA
"70대","17","H35","기타 망막장애","5225",NA
"70대","18","H04","눈물기관의 장애","4896",NA
"70대","19","M75","어깨병변","4668",NA
"70대","20","K29","위염 및 십이지장염","4362",NA
"80대","1","N40","전립선증식증","4892",NA
"80대","2","E11","인슐린-비의존 당뇨병","3041",NA
"80대","3","I10","본태성(원발성) 고혈압","2589",NA
"80대","4","M48","기타 척추병증","2409",NA
"80대","5","M17","윤충증","2201",NA
"80대","6","I20","협심증","1863",NA
"80대","7","N18","만성 콩팥(신장)기능상실","1834",NA
"80대","8","M54","배통","1557",NA
"80대","9","L29","소양증","1210",NA
"80대","10","L30","기타 피부염","1190",NA
"80대","11","K05","치은염(잇몸염)및 치주 질환","1142",NA
"80대","12","H25","노인성 백내장","961",NA
"80대","13","I63","뇌경색증","959",NA
"80대","14","C61","전립선의 악성 신생물","854",NA
"80대","15","K02","치아우식증","816",NA
"80대","16","H35","기타 망막장애","774",NA
"80대","17","N31","달리 분류되지 않은 방광의 신경근육기능장애","761",NA
"80대","18","F41","기타 불안장애","756",NA
"80대","19","H04","눈물기관의 장애","696",NA
"80대","20","K08","치아 및 지지구조의 기타 장애","682",NA
"90세 이상","1","N40","전립선증식증","2109",NA
"90세 이상","2","N18","만성 콩팥(신장)기능상실","987",NA
"90세 이상","3","I10","본태성(원발성) 고혈압","773",NA
"90세 이상","4","E11","인슐린-비의존 당뇨병","621",NA
"90세 이상","5","I20","협심증","479",NA
"90세 이상","6","M48","기타 척추병증","429",NA
"90세 이상","7","L29","소양증","389",NA
"90세 이상","8","I63","뇌경색증","377",NA
"90세 이상","9","M17","윤충증","366",NA
"90세 이상","10","F03","상세불명의 치매","357",NA
"90세 이상","11","M50","목뼈원판 장애","351",NA
"90세 이상","12","F00","알츠하이머병에서의 치매(G30.-+)","311",NA
"90세 이상","13","L30","기타 피부염","304",NA
"90세 이상","14","C61","전립선의 악성 신생물","266",NA
"90세 이상","15","H04","눈물기관의 장애","262",NA
"90세 이상","16","R42","현기 및 어지러움","262",NA
"90세 이상","17","K05","치은염(잇몸염)및 치주 질환","259",NA
"90세 이상","18","K08","치아 및 지지구조의 기타 장애","257",NA
"90세 이상","19","K59","기타 기능적 창자 장애","246",NA
"90세 이상","20","I50","심장기능상실(심부전)","242",NA
"59세 이하","1","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1777",NA
"59세 이하","2","J18","상세불명 병원체의 폐렴","1108",NA
"59세 이하","3","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","1035",NA
"59세 이하","4","L30","기타 피부염","875",NA
"59세 이하","5","J00","급성 코인두염 [감기]","773",NA
"59세 이하","6","N18","만성 콩팥(신장)기능상실","762",NA
"59세 이하","7","M75","어깨병변","758",NA
"59세 이하","8","E11","인슐린-비의존 당뇨병","679",NA
"59세 이하","9","U07","U07의 응급사용","626",NA
"59세 이하","10","K05","치은염(잇몸염)및 치주 질환","593",NA
"59세 이하","11","Z20","전염성 질환에 접촉 및 노출","538",NA
"59세 이하","12","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","473",NA
"59세 이하","13","I10","본태성(원발성) 고혈압","457",NA
"59세 이하","14","K02","치아우식증","447",NA
"59세 이하","15","G82","하반신마비 및 사지마비","444",NA
"59세 이하","16","R52","달리 분류되지 않은 통증","423",NA
"59세 이하","17","M17","윤충증","406",NA
"59세 이하","18","J02","급성 인두염","402",NA
"59세 이하","19","R53","병감 및 피로","401",NA
"59세 이하","20","F41","기타 불안장애","368",NA
"60대","1","E11","인슐린-비의존 당뇨병","1668",NA
"60대","2","M17","윤충증","1596",NA
"60대","3","L30","기타 피부염","1242",NA
"60대","4","N40","전립선증식증","1169",NA
"60대","5","M48","기타 척추병증","1022",NA
"60대","6","K05","치은염(잇몸염)및 치주 질환","975",NA
"60대","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","898",NA
"60대","8","I10","본태성(원발성) 고혈압","858",NA
"60대","9","I20","협심증","806",NA
"60대","10","K08","치아 및 지지구조의 기타 장애","606",NA
"60대","11","K02","치아우식증","599",NA
"60대","12","M54","배통","577",NA
"60대","13","M75","어깨병변","560",NA
"60대","14","N18","만성 콩팥(신장)기능상실","510",NA
"60대","15","K21","위-식도역류병","505",NA
"60대","16","M51","기타 추간판장애","471",NA
"60대","17","N31","달리 분류되지 않은 방광의 신경근육기능장애","431",NA
"60대","18","G81","편마비","428",NA
"60대","19","M96","달리 분류되지 않은 처치후 근육골격 장애","368",NA
"60대","20","H36","달리 분류된 질환에서의 망막장애","361",NA
"70대","1","N40","전립선증식증","19256",NA
"70대","2","E11","인슐린-비의존 당뇨병","14857",NA
"70대","3","L30","기타 피부염","14344",NA
"70대","4","M17","윤충증","11802",NA
"70대","5","I20","협심증","11735",NA
"70대","6","M48","기타 척추병증","11269",NA
"70대","7","N18","만성 콩팥(신장)기능상실","8918",NA
"70대","8","K05","치은염(잇몸염)및 치주 질환","8247",NA
"70대","9","I10","본태성(원발성) 고혈압","7220",NA
"70대","10","K08","치아 및 지지구조의 기타 장애","5604",NA
"70대","11","M54","배통","5222",NA
"70대","12","F06","뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애","5117",NA
"70대","13","K02","치아우식증","5071",NA
"70대","14","H36","달리 분류된 질환에서의 망막장애","4975",NA
"70대","15","H35","기타 망막장애","4830",NA
"70대","16","C61","전립선의 악성 신생물","4768",NA
"70대","17","N31","달리 분류되지 않은 방광의 신경근육기능장애","4610",NA
"70대","18","I63","뇌경색증","4585",NA
"70대","19","M75","어깨병변","4519",NA
"70대","20","K21","위-식도역류병","4126",NA
"80대","1","N40","전립선증식증","7327",NA
"80대","2","L30","기타 피부염","5116",NA
"80대","3","E11","인슐린-비의존 당뇨병","4964",NA
"80대","4","M48","기타 척추병증","3974",NA
"80대","5","I20","협심증","3878",NA
"80대","6","M17","윤충증","3421",NA
"80대","7","N18","만성 콩팥(신장)기능상실","3137",NA
"80대","8","I10","본태성(원발성) 고혈압","2612",NA
"80대","9","K05","치은염(잇몸염)및 치주 질환","2353",NA
"80대","10","M54","배통","2029",NA
"80대","11","N31","달리 분류되지 않은 방광의 신경근육기능장애","1997",NA
"80대","12","K08","치아 및 지지구조의 기타 장애","1847",NA
"80대","13","I63","뇌경색증","1843",NA
"80대","14","F06","뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애","1822",NA
"80대","15","H35","기타 망막장애","1727",NA
"80대","16","C61","전립선의 악성 신생물","1641",NA
"80대","17","K02","치아우식증","1534",NA
"80대","18","R53","병감 및 피로","1521",NA
"80대","19","H36","달리 분류된 질환에서의 망막장애","1397",NA
"80대","20","J44","기타 만성 폐쇄성 폐질환","1393",NA
"90세 이상","1","N40","전립선증식증","1438",NA
"90세 이상","2","N18","만성 콩팥(신장)기능상실","626",NA
"90세 이상","3","L30","기타 피부염","590",NA
"90세 이상","4","E11","인슐린-비의존 당뇨병","570",NA
"90세 이상","5","I20","협심증","526",NA
"90세 이상","6","I10","본태성(원발성) 고혈압","501",NA
"90세 이상","7","F03","상세불명의 치매","430",NA
"90세 이상","8","M48","기타 척추병증","423",NA
"90세 이상","9","F00","알츠하이머병에서의 치매(G30.-+)","368",NA
"90세 이상","10","M17","윤충증","337",NA
"90세 이상","11","K08","치아 및 지지구조의 기타 장애","333",NA
"90세 이상","12","I63","뇌경색증","326",NA
"90세 이상","13","I50","심장기능상실(심부전)","315",NA
"90세 이상","14","N31","달리 분류되지 않은 방광의 신경근육기능장애","276",NA
"90세 이상","15","M54","배통","261",NA
"90세 이상","16","C61","전립선의 악성 신생물","252",NA
"90세 이상","17","K05","치은염(잇몸염)및 치주 질환","245",NA
"90세 이상","18","H35","기타 망막장애","223",NA
"90세 이상","19","K59","기타 기능적 창자 장애","202",NA
"90세 이상","20","F06","뇌손상. 뇌기능 이상 및 신체질환에 의한 기타 정신 장애","202",NA
"59세 이하","1","G82","하반신마비 및 사지마비","4541",NA
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","3799",NA
"59세 이하","3","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3273",NA
"59세 이하","4","E11","인슐린-비의존 당뇨병","2823",NA
"59세 이하","5","K02","치아우식증","2298",NA
"59세 이하","6","I10","본태성(원발성) 고혈압","2286",NA
"59세 이하","7","G81","편마비","2134",NA
"59세 이하","8","K08","치아 및 지지구조의 기타 장애","2065",NA
"59세 이하","9","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","2019",NA
"59세 이하","10","F20","조현병","1997",NA
"59세 이하","11","M79","달리 분류되지 않은 기타 연조직장애","1805",NA
"59세 이하","12","H04","눈물기관의 장애","1474",NA
"59세 이하","13","M51","기타 추간판장애","1323",NA
"59세 이하","14","R52","달리 분류되지 않은 통증","1312",NA
"59세 이하","15","L29","소양증","1287",NA
"59세 이하","16","N18","만성 콩팥(신장)기능상실","1265",NA
"59세 이하","17","K04","치수 및 치근단주위조직의 질환","1123",NA
"59세 이하","18","M75","어깨병변","982",NA
"59세 이하","19","F32","우울증 에피소드","956",NA
"59세 이하","20","J00","급성 코인두염 [감기]","949",NA
"60대","1","I10","본태성(원발성) 고혈압","7359",NA
"60대","2","E11","인슐린-비의존 당뇨병","6944",NA
"60대","3","K05","치은염(잇몸염)및 치주 질환","6809",NA
"60대","4","K08","치아 및 지지구조의 기타 장애","5248",NA
"60대","5","N40","전립선증식증","4015",NA
"60대","6","M48","기타 척추병증","3591",NA
"60대","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","3555",NA
"60대","8","H04","눈물기관의 장애","3399",NA
"60대","9","M17","윤충증","2771",NA
"60대","10","I63","뇌경색증","2386",NA
"60대","11","H25","노인성 백내장","2384",NA
"60대","12","K02","치아우식증","2383",NA
"60대","13","M81","병적골절이 없는 골다공증","2219",NA
"60대","14","N95","폐경기 및 기타 폐경기전후 장애","2159",NA
"60대","15","I20","협심증","2142",NA
"60대","16","M75","어깨병변","2100",NA
"60대","17","G81","편마비","1919",NA
"60대","18","M51","기타 추간판장애","1899",NA
"60대","19","E78","지질단백질대사장애 및 기타 지질증","1897",NA
"60대","20","L29","소양증","1789",NA
"70대","1","N40","전립선증식증","47001",NA
"70대","2","I10","본태성(원발성) 고혈압","37972",NA
"70대","3","E11","인슐린-비의존 당뇨병","37930",NA
"70대","4","K08","치아 및 지지구조의 기타 장애","37415",NA
"70대","5","K05","치은염(잇몸염)및 치주 질환","29381",NA
"70대","6","I20","협심증","22328",NA
"70대","7","M48","기타 척추병증","21316",NA
"70대","8","I63","뇌경색증","21183",NA
"70대","9","H25","노인성 백내장","19120",NA
"70대","10","H04","눈물기관의 장애","18385",NA
"70대","11","M51","기타 추간판장애","16234",NA
"70대","12","L29","소양증","15079",NA
"70대","13","G81","편마비","12697",NA
"70대","14","C61","전립선의 악성 신생물","12053",NA
"70대","15","R42","현기 및 어지러움","11605",NA
"70대","16","M17","윤충증","11434",NA
"70대","17","K02","치아우식증","11175",NA
"70대","18","N18","만성 콩팥(신장)기능상실","10352",NA
"70대","19","K04","치수 및 치근단주위조직의 질환","9137",NA
"70대","20","M75","어깨병변","8584",NA
"80대","1","N40","전립선증식증","11697",NA
"80대","2","I10","본태성(원발성) 고혈압","11034",NA
"80대","3","E11","인슐린-비의존 당뇨병","7966",NA
"80대","4","M48","기타 척추병증","6645",NA
"80대","5","I63","뇌경색증","6381",NA
"80대","6","K08","치아 및 지지구조의 기타 장애","6290",NA
"80대","7","H25","노인성 백내장","5758",NA
"80대","8","I20","협심증","4806",NA
"80대","9","R42","현기 및 어지러움","4375",NA
"80대","10","K05","치은염(잇몸염)및 치주 질환","4237",NA
"80대","11","N18","만성 콩팥(신장)기능상실","3940",NA
"80대","12","M17","윤충증","3846",NA
"80대","13","H04","눈물기관의 장애","3615",NA
"80대","14","M51","기타 추간판장애","3246",NA
"80대","15","C61","전립선의 악성 신생물","2991",NA
"80대","16","L29","소양증","2626",NA
"80대","17","F00","알츠하이머병에서의 치매(G30.-+)","2501",NA
"80대","18","F32","우울증 에피소드","2195",NA
"80대","19","F03","상세불명의 치매","2194",NA
"80대","20","R52","달리 분류되지 않은 통증","2003",NA
"90세 이상","1","N40","전립선증식증","3379",NA
"90세 이상","2","I10","본태성(원발성) 고혈압","2424",NA
"90세 이상","3","I63","뇌경색증","1787",NA
"90세 이상","4","E11","인슐린-비의존 당뇨병","1310",NA
"90세 이상","5","M48","기타 척추병증","1235",NA
"90세 이상","6","N18","만성 콩팥(신장)기능상실","1111",NA
"90세 이상","7","H25","노인성 백내장","1073",NA
"90세 이상","8","K08","치아 및 지지구조의 기타 장애","1043",NA
"90세 이상","9","F00","알츠하이머병에서의 치매(G30.-+)","1041",NA
"90세 이상","10","I20","협심증","988",NA
"90세 이상","11","R42","현기 및 어지러움","983",NA
"90세 이상","12","K05","치은염(잇몸염)및 치주 질환","718",NA
"90세 이상","13","H04","눈물기관의 장애","699",NA
"90세 이상","14","F03","상세불명의 치매","680",NA
"90세 이상","15","M17","윤충증","650",NA
"90세 이상","16","C61","전립선의 악성 신생물","634",NA
"90세 이상","17","L29","소양증","585",NA
"90세 이상","18","M51","기타 추간판장애","572",NA
"90세 이상","19","F32","우울증 에피소드","545",NA
"90세 이상","20","J44","기타 만성 폐쇄성 폐질환","491",NA
"59세 이하","1","Z11","감염성 및 기생충성 질환에 대한 특수선별검사","4638",NA
"59세 이하","2","K05","치은염(잇몸염)및 치주 질환","4223",NA
"59세 이하","3","G82","하반신마비 및 사지마비","3465",NA
"59세 이하","4","E11","인슐린-비의존 당뇨병","2674",NA
"59세 이하","5","G81","편마비","2145",NA
"59세 이하","6","I10","본태성(원발성) 고혈압","2091",NA
"59세 이하","7","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","1859",NA
"59세 이하","8","F20","조현병","1842",NA
"59세 이하","9","K02","치아우식증","1750",NA
"59세 이하","10","Z00","호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사","1563",NA
"59세 이하","11","K08","치아 및 지지구조의 기타 장애","1547",NA
"59세 이하","12","M51","기타 추간판장애","1212",NA
"59세 이하","13","M79","달리 분류되지 않은 기타 연조직장애","1171",NA
"59세 이하","14","R52","달리 분류되지 않은 통증","969",NA
"59세 이하","15","K04","치수 및 치근단주위조직의 질환","926",NA
"59세 이하","16","F32","우울증 에피소드","877",NA
"59세 이하","17","M75","어깨병변","847",NA
"59세 이하","18","H04","눈물기관의 장애","831",NA
"59세 이하","19","M48","기타 척추병증","802",NA
"59세 이하","20","N18","만성 콩팥(신장)기능상실","781",NA
"60대","1","K05","치은염(잇몸염)및 치주 질환","7023",NA
"60대","2","I10","본태성(원발성) 고혈압","6549",NA
"60대","3","E11","인슐린-비의존 당뇨병","6536",NA
"60대","4","K08","치아 및 지지구조의 기타 장애","4335",NA
"60대","5","N40","전립선증식증","3609",NA
"60대","6","M48","기타 척추병증","3019",NA
