"구분","순위","상병코드","상병명","실인원","연인원","진료비.천원.","X59이하","X60.64","X65.69","X70.79","X80.89","X90이상","지역","년도"
"입원연인원","16"," K80 "," 담석증 ","120","2010","974673417","225","30","46","782","668","259","광주",2023
"입원연인원","17"," E11 "," 인슐린-비의존 당뇨병 ","120","1955","636859198","57","166","54","1482","186","10","광주",2023
"입원연인원","18"," C25 "," 췌장의 악성신생물 ","92","1955","808021071","109","136","162","987","537","24","광주",2023
"입원연인원","19"," M17 "," 윤충증 ","59","1740","478760053","2","160","246","1178","154","0","광주",2023
"입원연인원","20"," K81 "," 담낭염 ","74","1704","763150795","101","4","44","973","387","195","광주",2023
"외래","1"," N40 "," 전립선증식증 ","","24580","2253915899","681","953","1439","17455","2885","1167","광주",2023
"외래","2"," I10 "," 본태성(원발성) 고혈압 ","","18198","1625072595","1694","990","1655","11120","2091","648","광주",2023
"외래","3"," E11 "," 인슐린-비의존 당뇨병 ","","16018","2259575684","1278","895","1403","10351","1793","298","광주",2023
"외래","4"," E30 "," 달리 분류되지 않은 사춘기의 장애 ","","14942","1536126402","14938","4","0","0","0","0","광주",2023
"외래","5"," I20 "," 협심증 ","","14881","1874324975","619","731","870","10559","1778","324","광주",2023
"외래","6"," M48 "," 기타 척추병증 ","","14816","1933228732","691","728","1075","10167","1788","367","광주",2023
"외래","7"," K05 "," 치은염(잇몸염)및 치주 질환 ","","10702","2445993545","766","414","872","7554","955","141","광주",2023
"외래","8"," M17 "," 윤충증 ","","10421","1234789933","318","416","843","7336","1180","328","광주",2023
"외래","9"," Z26 "," 기타 단일 감염성 질환에 대한 예방접종의 필요 ","","9082","813675722","4953","771","788","2154","316","100","광주",2023
"외래","10"," H25 "," 노인성 백내장 ","","8948","660433576","73","170","493","7073","963","176","광주",2023
"외래","11"," N18 "," 만성 콩팥(신장)기능상실 ","","8791","1873804922","1645","337","885","4152","1611","161","광주",2023
"외래","12"," I63 "," 뇌경색증 ","","7804","769296084","483","358","449","4611","1475","428","광주",2023
"외래","13"," K21 "," 위-식도역류병 ","","7094","795985349","450","389","492","4837","805","121","광주",2023
"외래","14"," C61 "," 전립선의 악성 신생물 ","","5862","1292832649","12","130","167","4386","943","224","광주",2023
"외래","15"," M75 "," 어깨병변 ","","5849","525659110","630","307","450","3574","834","54","광주",2023
"외래","16"," M51 "," 기타 추간판장애 ","","5835","444124597","839","447","469","3737","301","42","광주",2023
"외래","17"," F00 "," 알츠하이머병에서의 치매(G30.-+) ","","5767","311712418","6","39","103","1880","2462","1277","광주",2023
"외래","18"," R41 "," 인지기능 및 자각에 관한 기타 증상 및 징후 ","","4999","650191112","51","61","310","3563","859","155","광주",2023
"외래","19"," J00 "," 급성 코인두염 [감기] ","","4576","362853589","2203","121","199","1657","257","139","광주",2023
"외래","20","K02","치아우식증","","4167","987722755","356","187","245","2897","415","67","광주",2023
"입원실인원","1"," I20 "," 협심증 ","596","5412","3924432","9","20","30","452","75","10","대구",2023
"입원실인원","2"," H25 "," 노년백내장 ","506","562","759685","3","8","33","408","46","8","대구",2023
"입원실인원","3"," M51 "," 기타 추간판장애 ","292","11509","3063874","11","14","9","198","52","8","대구",2023
"입원실인원","4"," Z51 "," 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ","236","5302","2658121","20","18","25","87","52","34","대구",2023
"입원실인원","5"," E11 "," 2형 당뇨병 ","222","10439","2830490","13","11","5","148","39","6","대구",2023
"입원실인원","6"," M17 "," 무릎관절증 ","167","5862","2100384","3","5","16","132","11"," ","대구",2023
"입원실인원","7"," M48 "," 기타 척추병증 ","148","6937","1654964","1"," ","8","109","19","11","대구",2023
"입원실인원","8"," I48 "," 심방세동 및 조동 ","137","2246","1898105","8","1","6","84","16","22","대구",2023
"입원실인원","9"," S32 "," 요추 및 골반의 골절 ","121","3807","954935","4"," ","3","60","35","19","대구",2023
"입원실인원","10"," J18 "," 상세불명 병원체의 폐렴 ","121","6065","1815898"," ","3","4","58","25","31","대구",2023
"입원실인원","11"," R07 "," 목구멍 및 가슴의 통증 ","93","505","287869","5","5","5","66","11","1","대구",2023
"입원실인원","12"," M75 "," 어깨병변 ","92","2454","866456","3","2","13","72","2"," ","대구",2023
"입원실인원","13"," N18 "," 만성 신장병 ","74","4667","1514227","4","1","3","54","8","4","대구",2023
"입원실인원","14"," C61 "," 전립선의 악성 신생물 ","73","323","127102"," ","2","4","56","10","1","대구",2023
"입원실인원","15"," Z50 "," 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ","67","4576","1171542","8","5","7","37","10"," ","대구",2023
"입원실인원","16"," Z03 "," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ","64","80","41993","2","4","5","52","1"," ","대구",2023
"입원실인원","17"," J44 "," 기타 만성 폐쇄성 폐질환 ","62","2968","856421"," "," ","1","43","13","5","대구",2023
"입원실인원","18"," U07 "," 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ","59","1095","326996","2","1","3","25","11","17","대구",2023
"입원실인원","19"," I70 "," 죽상경화증 ","55","779","767304","1","2","3","37","8","4","대구",2023
"입원실인원","20"," S22 "," 늑골, 흉골 및 흉추의 골절 ","55","1635","403014"," ","1","3","21","25","5","대구",2023
"입원연인원","1"," M51 "," 기타 추간판장애 ","292","11509","3063874","247","444","284","8114","2236","184","대구",2023
"입원연인원","2"," E11 "," 2형 당뇨병 ","222","10439","2830490","508","251","94","8046","1255","285","대구",2023
"입원연인원","3"," M48 "," 기타 척추병증 ","148","6937","1654964","69"," ","313","4858","1168","529","대구",2023
"입원연인원","4"," J18 "," 상세불명 병원체의 폐렴 ","121","6065","1815898"," ","14","43","2630","586","2792","대구",2023
"입원연인원","5"," M17 "," 무릎관절증 ","167","5862","2100384","64","168","674","4467","489"," ","대구",2023
"입원연인원","6"," I20 "," 협심증 ","596","5412","3924432","10","34","55","4055","1150","108","대구",2023
"입원연인원","7"," Z51 "," 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ","236","5302","2658121","339","328","728","1821","1281","805","대구",2023
"입원연인원","8"," N18 "," 만성 신장병 ","74","4667","1514227","223","64","53","3850","385","92","대구",2023
"입원연인원","9"," Z50 "," 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ","67","4576","1171542","461","260","364","2341","1150"," ","대구",2023
"입원연인원","10"," S32 "," 요추 및 골반의 골절 ","121","3807","954935","132"," ","96","2052","936","591","대구",2023
"입원연인원","11"," J44 "," 기타 만성 폐쇄성 폐질환 ","62","2968","856421"," "," ","1","1302","1457","208","대구",2023
"입원연인원","12"," M75 "," 어깨병변 ","92","2454","866456","52","62","261","2023","56"," ","대구",2023
"입원연인원","13"," I48 "," 심방세동 및 조동 ","137","2246","1898105","19","2","28","1211","426","560","대구",2023
"입원연인원","14"," S22 "," 늑골, 흉골 및 흉추의 골절 ","55","1635","403014"," ","9","123","625","744","134","대구",2023
"입원연인원","15"," U07 "," 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ","59","1095","326996","5","20","131","572","184","183","대구",2023
"입원연인원","16"," I70 "," 죽상경화증 ","55","779","767304","10","4","25","430","252","58","대구",2023
"입원연인원","17"," H25 "," 노년백내장 ","506","562","759685","4","9","35","454","51","9","대구",2023
"입원연인원","18"," R07 "," 목구멍 및 가슴의 통증 ","93","505","287869","8","5","5","391","81","15","대구",2023
"입원연인원","19"," C61 "," 전립선의 악성 신생물 ","73","323","127102"," ","2","5","224","91","1","대구",2023
"입원연인원","20"," Z03 "," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ","64","80","41993","2","4","5","68","1"," ","대구",2023
"외래","1"," N40 "," 전립선증식증 ","24961","24961","1878169","386","584","1075","18255","3098","1563","대구",2023
"외래","2"," M51 "," 기타 추간판장애 ","22781","22781","1854327","903","643","985","17897","1966","387","대구",2023
"외래","3"," E11 "," 2형 당뇨병 ","21303","21303","1859882","1162","1064","1758","13842","2783","694","대구",2023
"외래","4"," I10 "," 본태성(원발성) 고혈압 ","18000","18000","1230291","1064","839","1746","10748","2581","1022","대구",2023
"외래","5"," I20 "," 협심증 ","13445","13445","1855180","350","406","760","9737","1768","424","대구",2023
"외래","6"," M48 "," 기타 척추병증 ","11214","11214","1146707","183","386","549","7625","1726","745","대구",2023
"외래","7"," N18 "," 만성 신장병 ","10858","10858","2322591","621","410","907","7054","1162","704","대구",2023
"외래","8"," I63 "," 뇌경색증 ","9568","9568","830878","153","291","526","6020","1820","758","대구",2023
"외래","9"," K08 "," 치아 및 지지구조의 기타 장애 ","8233","8233","2598916","341","277","484","5928","1001","202","대구",2023
"외래","10"," Z26 "," 기타 단일 감염성 질환에 대한 예방접종의 필요 ","7700","7700","421554","2534","899","658","2851","520","238","대구",2023
"외래","11"," H25 "," 노년백내장 ","7442","7442","695206","60","158","410","5680","910","224","대구",2023
"외래","12"," M17 "," 무릎관절증 ","6704","6704","653768","267","282","581","4691","695","188","대구",2023
"외래","13"," K05 "," 치은염 및 치주질환 ","6416","6416","1343449","547","378","579","4273","494","145","대구",2023
"외래","14"," F00 "," 알츠하이머병에서의 치매 ","5941","5941","444639"," ","46","70","2274","2246","1305","대구",2023
"외래","15"," G62 "," 기타 다발신경병증 ","5590","5590","383670","14","7"," ","5121","441","7","대구",2023
"외래","16"," K04 "," 치수 및 근단주위조직의 질환 ","5159","5159","1179834","440","137","332","3678","487","85","대구",2023
"외래","17"," C61 "," 전립선의 악성 신생물 ","4845","4845","843279","17","27","74","3437","987","303","대구",2023
"외래","18"," M75 "," 어깨병변 ","4729","4729","469789","214","215","479","3442","352","27","대구",2023
"외래","19"," B35 "," 백선증 ","4521","4521","127431","264","182","225","3283","451","116","대구",2023
"외래","20"," I48 "," 심방세동 및 조동 ","4562","4562","692101","135","104","177","3204","637","305","대구",2023
"입원실인원",NA,"M48","기타 척추병증",NA,NA,NA,"3","14","14","469","106","11","대전",2023
"입원실인원",NA,"K63","장의 기타 질환",NA,NA,NA,"12","16","28","376","59","1","대전",2023
"입원실인원",NA,"H25","노년백내장",NA,NA,NA,"2","3","17","181","33","1","대전",2023
"입원실인원",NA,"M96","달리분류되지않은처치후근골격장애",NA,NA,NA,"5","3","6","185","26","4","대전",2023
"입원실인원",NA,"M17","무릎관절증",NA,NA,NA,"5","6","12","152","26","1","대전",2023
"입원실인원",NA,"E11","2형당뇨병",NA,NA,NA,"8","2","9","132","38","2","대전",2023
"입원실인원",NA,"M51","기타추간판장애",NA,NA,NA,"24","11","11","126","16","","대전",2023
"입원실인원",NA,"M75","어깨병변",NA,NA,NA,"11","8","12","89","16","1","대전",2023
"입원실인원",NA,"N18","만성신장병",NA,NA,NA,"6","2","3","74","35","9","대전",2023
"입원실인원",NA,"M43","기타변형성등병증",NA,NA,NA,"","4","7","62","18","4","대전",2023
"입원실인원",NA,"K29","위염및십이지장염",NA,NA,NA,"5","1","6","62","10","5","대전",2023
"입원실인원",NA,"J18","상세불명병원체의폐렴",NA,NA,NA,"3","1","1","38","23","21","대전",2023
"입원실인원",NA,"N40","전립선증식증",NA,NA,NA,"","2","4","64","12","","대전",2023
"입원실인원",NA,"C18","결장의악성신생물",NA,NA,NA,"2","5","22","24","23","1","대전",2023
"입원실인원",NA,"S22","늑골.흉골및흉추골의골절",NA,NA,NA,"4","3","3","33","19","11","대전",2023
"입원실인원",NA,"M54","등통증",NA,NA,NA,"2","","4","52","12","","대전",2023
"입원실인원",NA,"S72","대퇴골의골절",NA,NA,NA,"","2","7","25","21","13","대전",2023
"입원실인원",NA,"K40","서혜헤르니아",NA,NA,NA,"","3","5","41","11","5","대전",2023
"입원실인원",NA,"C34","기관지및폐의악성신생물",NA,NA,NA,"2","","3","34","13","11","대전",2023
"입원실인원",NA,"K59","기타기능성장장애",NA,NA,NA,"2","","4","36","14","7","대전",2023
"입원연인원",NA,"M48","기타척추병증",NA,NA,NA,"3","294","173","4715","1618","230","대전",2023
"입원연인원",NA,"M17","무릎관절증",NA,NA,NA,"378","151","350","4307","964","3","대전",2023
"입원연인원",NA,"M96","달리분류되지않은처치후근골격장애",NA,NA,NA,"76","11","158","3737","486","94","대전",2023
"입원연인원",NA,"M75","어깨병변",NA,NA,NA,"202","150","349","2325","434","8","대전",2023
"입원연인원",NA,"E11","2형당뇨병",NA,NA,NA,"66","59","211","2397","680","13","대전",2023
"입원연인원",NA,"I69","뇌혈관질환의후유증",NA,NA,NA,"117","","105","1600","1074","","대전",2023
"입원연인원",NA,"M54","등통증",NA,NA,NA,"32","","113","2018","519","","대전",2023
"입원연인원",NA,"G82","하반신마비및사지마비",NA,NA,NA,"694","70","","1350","261","","대전",2023
"입원연인원",NA,"S72","대퇴골의골절",NA,NA,NA,"","76","144","744","702","527","대전",2023
"입원연인원",NA,"N18","만성신장병",NA,NA,NA,"10","2","9","1518","332","261","대전",2023
"입원연인원",NA,"J18","상세불명병원체의폐렴",NA,NA,NA,"29","2","6","557","712","456","대전",2023
"입원연인원",NA,"M51","기타추간판장애",NA,NA,NA,"118","18","130","1100","164","","대전",2023
"입원연인원",NA,"S06","두개내손상",NA,NA,NA,"10","33","73","1100","180","119","대전",2023
"입원연인원",NA,"K63","장의기타질환",NA,NA,NA,"30","20","55","1186","139","30","대전",2023
"입원연인원",NA,"I63","뇌경색증",NA,NA,NA,"9","67","1","566","653","85","대전",2023
"입원연인원",NA,"C16","위의악성신생물",NA,NA,NA,"127","","108","374","423","299","대전",2023
"입원연인원",NA,"C34","기관지및폐의악성신생물",NA,NA,NA,"47","","30","684","275","295","대전",2023
"입원연인원",NA,"S22","늑골.흉골및흉추골의골절",NA,NA,NA,"42","41","43","644","408","146","대전",2023
"입원연인원",NA,"C25","췌장의악성신생물",NA,NA,NA,"105","90","210","360","345","95","대전",2023
"입원연인원",NA,"J98","기타호흡장애",NA,NA,NA,"4","0","0","681","383","131","대전",2023
"외래",NA,"N40","전립선증식증",NA,NA,NA,"269","632","1220","19603","4150","1381","대전",2023
"외래",NA,"E11","2형당뇨병",NA,NA,NA,"1104","1038","1424","13798","2437","354","대전",2023
"외래",NA,"M48","기타척추병증",NA,NA,NA,"242","295","661","10449","2287","490","대전",2023
"외래",NA,"I10","본태성(원발성)고혈압",NA,NA,NA,"866","661","1149","8650","1921","644","대전",2023
"외래",NA,"M54","등통증",NA,NA,NA,"1102","553","799","9006","1902","195","대전",2023
"외래",NA,"K05","치은염및치주질환",NA,NA,NA,"1117","613","1201","8708","1509","175","대전",2023
"외래",NA,"E86","용적고갈",NA,NA,NA,"335","421","941","7261","1858","444","대전",2023
"외래",NA,"K63","장의기타질환",NA,NA,NA,"677","649","962","7893","1003","49","대전",2023
"외래",NA,"N18","만성신장병",NA,NA,NA,"884","655","418","4529","1702","690","대전",2023
"외래",NA,"K29","위염및십이지장염",NA,NA,NA,"1370","772","944","4594","793","149","대전",2023
"외래",NA,"M17","무릎관절증",NA,NA,NA,"416","361","827","5409","1424","156","대전",2023
"외래",NA,"I69","뇌혈관질환의후유증",NA,NA,NA,"253","112","394","5860","1513","408","대전",2023
"외래",NA,"F03","상세불명의치매",NA,NA,NA,"2","15","129","3213","1733","755","대전",2023
"외래",NA,"M75","어깨병변",NA,NA,NA,"604","350","577","3551","578","68","대전",2023
"외래",NA,"Z29","기타예방적조치의필요",NA,NA,NA,"1068","336","362","2991","519","77","대전",2023
"외래",NA,"R42","어지럼증및어지럼",NA,NA,NA,"203","164","271","3031","838","290","대전",2023
"외래",NA,"Z26","기타단일감염성질환에대한예방접종의필요",NA,NA,NA,"1585","616","540","1619","232","47","대전",2023
"외래",NA,"L29","가려움",NA,NA,NA,"191","135","212","3186","694","158","대전",2023
"외래",NA,"J98","기타호흡장애",NA,NA,NA,"324","254","302","2764","671","249","대전",2023
"외래",NA,"I20","협심증",NA,NA,NA,"110","89","165","3410","566","107","대전",2023
"입원실인원","1"," I20 "," 협심증 ","696","4355","3343042","14","8","23","579","67","5","부산",2023
"입원실인원","2"," N40 "," 전립선증식증 ","339","2228","826226","4","7","23","264","39","2","부산",2023
"입원실인원","3"," M48 "," 기타 척추병증 ","294","15276","4704472","10","9","13","229","31","2","부산",2023
"입원실인원","4"," J18 "," 상세불명 병원체의 폐렴 ","281","6182","2261993","5","1","8","194","47","26","부산",2023
"입원실인원","5"," I50 "," 심부전 ","194","2691","949228","1","1","2","90","60","40","부산",2023
"입원실인원","6"," M51 "," 기타 추간판장애 ","183","8169","2593604","8","5","2","147","21","","부산",2023
"입원실인원","7"," H25 "," 노년백내장 ","119","119","148274","","","3","112","4","","부산",2023
"입원실인원","8"," M17 "," 무릎관절증 ","113","5073","1811293","2","3","7","86","11","4","부산",2023
"입원실인원","9"," M96 "," 달리 분류되지 않은 처치후 근골격장애 ","112","5683","1623770","6","3","5","84","14","","부산",2023
"입원실인원","10"," S46 "," 어깨 및 위팔 부위의 근육 및 힘줄의 손상 ","96","4659","1803782","7","4","11","66","8","","부산",2023
"입원실인원","11"," I63 "," 뇌경색증 ","85","5281","1460683","6","","","51","25","3","부산",2023
"입원실인원","12"," C16 "," 위의 악성 신생물 ","84","1900","724665","1","","3","59","14","7","부산",2023
"입원실인원","13"," M75 "," 어깨병변 ","82","3312","1124944","8","2","5","63","4","","부산",2023
"입원실인원","14"," K40 "," 사타구니탈장 ","80","401","168622","","","","71","7","2","부산",2023
"입원실인원","15"," S32 "," 요추 및 골반의 골절 ","71","2931","681850","","","3","45","19","4","부산",2023
"입원실인원","16"," K63 "," 장의 기타 질환 ","67","647","212691","","1","3","53","10","","부산",2023
"입원실인원","17"," G81 "," 편마비 ","66","4895","1372684","","","5","56","5","","부산",2023
"입원실인원","18"," C61 "," 전립선의 악성 신생물 ","63","1286","473253","","","1","46","13","3","부산",2023
"입원실인원","19"," N18 "," 만성 신장병 ","62","3059","1019435","2","","","45","9","6","부산",2023
"입원실인원","19"," C34 "," 기관지 및 폐의 악성 신생물 ","62","2066","887463","3","4","4","34","13","4","부산",2023
"입원연인원","1"," M48 "," 기타 척추병증 ","294","15276","4704472","280","350","511","12557","1449","129","부산",2023
"입원연인원","2"," M51 "," 기타 추간판장애 ","183","8169","2593604","279","38","124","6732","996","","부산",2023
"입원연인원","3"," J18 "," 상세불명 병원체의 폐렴 ","281","6182","2261993","108","21","343","3966","1210","534","부산",2023
"입원연인원","4"," M96 "," 달리 분류되지 않은 처치후 근골격장애 ","112","5683","1623770","279","198","330","3996","880","","부산",2023
"입원연인원","5"," I63 "," 뇌경색증 ","85","5281","1460683","430","","","2939","1801","111","부산",2023
"입원연인원","6"," M17 "," 무릎관절증 ","113","5073","1811293","140","204","318","3656","509","246","부산",2023
"입원연인원","7"," G81 "," 편마비 ","66","4895","1372684","","","410","4167","318","","부산",2023
"입원연인원","8"," S46 "," 어깨 및 위팔 부위의 근육 및 힘줄의 손상 ","96","4659","1803782","238","151","336","3433","501","","부산",2023
"입원연인원","9"," I20 "," 협심증 ","696","4355","3343042","43","25","136","3736","393","22","부산",2023
"입원연인원","10"," M75 "," 어깨병변 ","82","3312","1124944","308","90","147","2435","332","","부산",2023
"입원연인원","11"," N18 "," 만성 신장병 ","62","3059","1019435","29","","","2299","578","153","부산",2023
"입원연인원","12"," I69 "," 뇌혈관질환의 후유증 ","48","3046","921669","49","119","135","2476","267","","부산",2023
"입원연인원","13"," S32 "," 요추 및 골반의 골절 ","71","2931","681850","","","107","1959","737","128","부산",2023
"입원연인원","14"," I50 "," 심부전 ","194","2691","949228","8","8","32","1141","983","519","부산",2023
"입원연인원","15"," N40 "," 전립선증식증 ","339","2228","826226","29","29","94","1645","427","4","부산",2023
"입원연인원","16"," M43 "," 기타 변형성 등병증 ","41","2089","714753","","","162","1687","240","","부산",2023
"입원연인원","17"," C34 "," 기관지 및 폐의 악성 신생물 ","62","2066","887463","85","128","229","1010","442","172","부산",2023
"입원연인원","18"," G82 "," 하반신마비 및 사지마비 ","23","1960","553110","478","","173","1309","","","부산",2023
"입원연인원","19"," M54 "," 등통증 ","38","1956","493166","","","","1716","240","","부산",2023
"입원연인원","20"," C16 "," 위의 악성 신생물 ","84","1900","724665","16","","74","1122","244","444","부산",2023
"외래","1"," N40 "," 전립선증식증 ","29435","29435","2509272","323","448","1020","22297","4195","1152","부산",2023
"외래","2"," E11 "," 2형 당뇨병 ","22656","22656","1980131","817","751","1207","16832","2671","378","부산",2023
"외래","3"," L30 "," 기타 피부염 ","21747","21747","897897","920","550","878","16215","2765","419","부산",2023
"외래","4"," M17 "," 무릎관절증 ","17450","17450","2991075","463","543","1582","12662","1987","213","부산",2023
"외래","5"," I20 "," 협심증 ","17077","17077","2205978","268","315","710","13309","2086","389","부산",2023
"외래","6"," M48 "," 기타 척추병증 ","16763","16763","3479842","272","558","647","12806","2200","280","부산",2023
"외래","7"," N18 "," 만성 신장병 ","13928","13928","3119807","768","393","217","10250","1746","554","부산",2023
"외래","8"," K05 "," 치은염 및 치주질환 ","12407","12407","2191664","655","431","784","9076","1266","195","부산",2023
"외래","9"," I10 "," 본태성(원발성) 고혈압 ","11643","11643","592413","490","388","694","8188","1515","368","부산",2023
"외래","10"," K08 "," 치아 및 지지구조의 기타 장애 ","8535","8535","1899055","174","197","527","6480","891","266","부산",2023
"외래","11"," M54 "," 등통증 ","8504","8504","674998","294","381","245","6135","1369","80","부산",2023
"외래","12"," K02 "," 치아우식 ","7810","7810","1413117","485","241","455","5667","839","123","부산",2023
"외래","13"," N31 "," 달리 분류되지 않은 방광의 신경근육기능장애 ","7558","7558","778712","278","161","373","5471","1093","182","부산",2023
"외래","14"," F06 "," 뇌손상, 뇌기능이상 및 신체질환에 의한 기타 정신장애 ","7422","7422","517768","4","59","306","5900","1011","142","부산",2023
"외래","15"," H35 "," 기타 망막장애 ","7056","7056","1027093","102","86","235","5497","941","195","부산",2023
"외래","16"," I63 "," 뇌경색증 ","7001","7001","1075103","138","136","175","5139","1168","245","부산",2023
"외래","17"," H36 "," 달리 분류된 질환에서의 망막장애 ","6995","6995","701233","136","152","326","5497","771","113","부산",2023
"외래","18"," M75 "," 어깨병변 ","6706","6706","1422206","771","301","673","4522","394","45","부산",2023
"외래","19"," C61 "," 전립선의 악성 신생물 ","6406","6406","1190444","8","12","34","5406","780","166","부산",2023
"외래","20","K21","위-식도역류병","6301","6301","782946","313","186","391","4594","699","118","부산",2023
"입원(실인원)","1","M48","기타 척추병증","309","1939","973729.965","3","6","5","238","49","8","인천",2023
"입원(실인원)","2","N40","전립선증식증","112","3027","857832.837","0","1","1","83","11","16","인천",2023
"입원(실인원)","3","M17","윤충증","59","2529","742317.371","4","1","10","38","5","1","인천",2023
"입원(실인원)","4","M75","어깨병변","74","1723","638796.708","4","5","6","55","4","0","인천",2023
"입원(실인원)","5","C67","방광의 악성 신생물","70","1366","417298.582","0","1","0","36","11","22","인천",2023
"입원(실인원)","6","C61","전립선의 악성 신생물","26","1306","369346.544","0","0","0","8","6","12","인천",2023
"입원(실인원)","7","E11","인슐린-비의존 당뇨병","72","1406","336459.804","0","1","7","38","14","12","인천",2023
"입원(실인원)","8","I63","뇌경색증","39","1098","321773.812","0","0","1","25","9","4","인천",2023
"입원(실인원)","9","N31","달리 분류되지 않은 방광의 신경근육기능장애","41","1111","273214.609","1","0","0","22","9","9","인천",2023
"입원(실인원)","10","H25","노인성 백내장","117","117","255214.848","0","1","4","105","7","0","인천",2023
"입원(실인원)","11","J18","상세불명 병원체의 폐렴, 제외: 보통간질(J84.1)","43","778","238309.359","2","0","6","21","10","4","인천",2023
"입원(실인원)","12","G81","편마비","16","859","213927.209","0","0","0","9","6","1","인천",2023
"입원(실인원)","13","M17","알츠하이머병에서의 치매(G30.-+)","36","274","127217.849","0","0","0","22","12","2","인천",2023
"입원(실인원)","14","M51","기타 추간판장애","26","385","124325.402","5","0","0","16","4","1","인천",2023
"입원(실인원)","15","M54","배통","14","412","101194.043","0","0","0","6","6","2","인천",2023
"입원(실인원)","16","S22","늑골. 흉골 및 흉추골의 골절","16","387","101176.246","0","1","0","8","4","3","인천",2023
"입원(실인원)","17","M17","기타 및 상세불명 부위의 제자리암종","17","17","72806.257","0","0","0","9","5","3","인천",2023
"입원(실인원)","18","N31","방광염","14","308","62798.684","0","0","0","6","4","4","인천",2023
"입원(실인원)","19","A09","감염성 및 상세불명 기원의 기타 위장염 및 대장염","16","16","38117.025","1","1","2","8","4","0","인천",2023
"입원(실인원)","20","D09","서혜헤르니아","14","14","28582.957","0","0","0","13","1","0","인천",2023
"입원(연인원)","1","M48","기타 척추병증","309","1939","973729.965","8","30","23","1268","482","128","인천",2023
"입원(연인원)","2","N40","전립선증식증","112","3027","857832.837","0","8","9","2403","126","481","인천",2023
"입원(연인원)","3","M17","윤충증","59","1723","742317.371","56","54","254","1283","76","0","인천",2023
"입원(연인원)","4","M75","어깨병변","74","1723","638796.708","56","54","254","1283","76","0","인천",2023
"입원(연인원)","5","C67","방광의 악성 신생물","70","1366","417298.582","0","3","0","442","193","728","인천",2023
"입원(연인원)","6","C61","전립선의 악성 신생물","26","1406","369346.544","0","5","173","671","229","328","인천",2023
"입원(연인원)","7","E11","인슐린-비의존 당뇨병","72","1406","336459.804","0","5","173","671","229","328","인천",2023
"입원(연인원)","8","I63","뇌경색증","39","1098","321773.812","0","0","67","469","453","109","인천",2023
"입원(연인원)","9","N31","달리 분류되지 않은 방광의 신경근육기능장애","41","1111","273214.609","31","0","0","574","172","334","인천",2023
"입원(연인원)","10","J18","상세불명 병원체의 폐렴, 제외: 보통간질(J84.1)","43","778","238309.359","18","0","38","243","234","245","인천",2023
"입원(연인원)","11","G81","편마비","16","859","213927.209","0","0","0","445","353","61","인천",2023
"입원(연인원)","12","F00","알츠하이머병에서의 치매(G30.-+)","36","274","127217.849","0","0","0","155","76","43","인천",2023
"입원(연인원)","13","M51","기타 추간판장애","26","385","124325.402","19","0","0","319","35","12","인천",2023
"입원(연인원)","14","I61","뇌내출혈","14","431","117652.579","104","0","0","327","0","0","인천",2023
"입원(연인원)","15","S72","대퇴골의 골절","13","420","112976.226","0","0","0","231","57","132","인천",2023
"입원(연인원)","16","M54","배통","14","412","101194.043","0","0","0","95","185","132","인천",2023
"입원(연인원)","17","S22","늑골. 흉골 및 흉추골의 골절","13","387","101176.246","0","67","0","170","73","77","인천",2023
"입원(연인원)","18","S82","발목을 포함한 아래다리의 골절","11","352","91950.551","0","39","0","262","51","0","인천",2023
"입원(연인원)","19","S32","허리뼈 및 골반의 골절","9","284","72406.906","0","0","0","198","81","5","인천",2023
"입원(연인원)","20","N30","방광염","14","308","62798.684","0","0","0","183","65","60","인천",2023
"외래","1","N40","전립선증식증","18554","18554","1083800.054","255","464","809","13304","2651","1071","인천",2023
"외래","2","K05","치은염(잇몸염)및 치주 질환","5592","5592","835414.156","437","220","439","3582","697","217","인천",2023
"외래","3","M48","기타 척추병증","4839","4839","795123.902","115","146","219","3372","766","221","인천",2023
"외래","4","E11","인슐린-비의존 당뇨병","7490","7490","778950.128","513","340","659","4730","983","265","인천",2023
"외래","5","I10","본태성(일차성)고혈압","10177","10177","724835.778","535","543","841","6172","1445","641","인천",2023
"외래","6","M17","윤충증","7013","7013","614351.702","420","320","674","4654","777","168","인천",2023
"외래","7","M75","어깨병변","7161","7161","469530.658","1272","453","568","4142","492","234","인천",2023
"외래","8","Z26","기타 단일 감염성 질환에 대한 예방접종의 필요","7920","7920","403394.263","2141","728","935","3520","490","106","인천",2023
"외래","9","M54","배통","13303","13303","385932.525","978","645","1375","8091","1794","420","인천",2023
"외래","10","K04","연기, 불 및 화염에 노출","2042","2042","350968.274","92","86","127","1359","310","68","인천",2023
