년도,지역,구분,순위,상병코드,상병명,실인원,연인원,59이하,60-64,65-69,70-79,80-89,90이상,진료비(천원),진료과
2021,대구,입원(연인원),6.0, I20 , 협심증 ,617.0,6529.0,25.0,202.0,128.0,4636,840.0,698.0,,내과
2021,대구,입원(연인원),7.0, M51 , 기타 추간판장애 ,188.0,5806.0,75.0,344.0,329.0,4527,463.0,68.0,,정형외과
2021,대구,입원(연인원),8.0, Z51 , 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ,190.0,5229.0,483.0,222.0,533.0,2031,1443.0,517.0,,내과
2021,대구,입원(연인원),9.0, M17 , 무릎관절증 ,154.0,4883.0,114.0,194.0,516.0,3805,254.0,,,정형외과
2021,대구,입원(연인원),10.0, S32 , 요추 및 골반의 골절 ,115.0,4033.0,75.0,39.0,190.0,2399,1019.0,311.0,,외과
2021,대구,입원(연인원),11.0, I50 , 심부전 ,67.0,3022.0,6.0,,14.0,676,2059.0,267.0,,내과
2021,대구,입원(연인원),12.0, M75 , 어깨병변 ,94.0,2159.0,72.0,87.0,158.0,1732,110.0,,,정형외과
2021,대구,입원(연인원),13.0, I63 , 뇌경색증 ,63.0,1770.0,86.0,11.0,21.0,795,667.0,190.0,,내과
2021,대구,입원(연인원),14.0, I48 , 심방세동 및 조동 ,137.0,1764.0,7.0,29.0,61.0,1254,288.0,125.0,,내과
2021,대구,입원(연인원),15.0, H25 , 노년백내장 ,554.0,723.0,10.0,13.0,58.0,577,51.0,14.0,,안과
2021,대구,입원(연인원),16.0, K80 , 담석증 ,75.0,685.0,36.0,15.0,26.0,365,163.0,80.0,,내과
2021,대구,입원(연인원),17.0, C61 , 전립선의 악성 신생물 ,97.0,453.0,2.0,1.0,28.0,405,15.0,2.0,,비뇨의학과
2021,대구,입원(연인원),18.0, D13 , 기타 및 부위불명의 소화계통의 양성 신생물 ,65.0,354.0,4.0,2.0,20.0,285,43.0,,,외과
2021,대구,입원(연인원),19.0, R07 , 목구멍 및 가슴의 통증 ,111.0,297.0,22.0,4.0,28.0,200,22.0,21.0,,내과
2021,대구,입원(연인원),20.0, Z03 ," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ",122.0,151.0,3.0,10.0,9.0,115,14.0,,,가정의학과
2021,대구,외래,1.0, N40 ,전립선증식증,33289.0,33289.0,490.0,910.0,1675.0,24995,3900.0,1319.0,,비뇨의학과
2021,대구,외래,2.0, E11 ,2형 당뇨병,23418.0,23418.0,1370.0,1266.0,2132.0,15483,2620.0,547.0,,내과
2021,대구,외래,3.0, I10 ,본태성(원발성) 고혈압,22925.0,22925.0,1248.0,1386.0,2295.0,14066,3038.0,892.0,,내과
2021,대구,외래,4.0, M51 ,기타 추간판장애,14974.0,14974.0,1086.0,645.0,1065.0,10960,1047.0,171.0,,정형외과
2021,대구,외래,5.0, M48 ,기타 척추병증,13584.0,13584.0,246.0,411.0,987.0,9523,2039.0,378.0,,정형외과
2021,대구,외래,6.0, I20 ,협심증,13018.0,13018.0,321.0,382.0,907.0,9703,1444.0,261.0,,내과
2021,대구,외래,7.0, Z26 ,기타 단일 감염성 질환에 대한 예방접종의 필요,10966.0,10966.0,4095.0,1363.0,1245.0,3802,374.0,87.0,,내과
2021,대구,외래,8.0, I63 ,뇌경색증,10346.0,10346.0,225.0,327.0,567.0,6600,2125.0,502.0,,내과
2021,대구,외래,9.0, H25 ,노년백내장,8992.0,8992.0,84.0,194.0,628.0,6995,883.0,208.0,,안과
2021,대구,외래,10.0, K08 ,치아 및 지지구조의 기타 장애,8964.0,8964.0,278.0,373.0,618.0,6710,770.0,215.0,,내과
2021,대구,외래,11.0, N18 ,만성 신장병,7971.0,7971.0,802.0,508.0,282.0,4973,852.0,554.0,,내과
2021,대구,외래,12.0, K05 ,치은염 및 치주질환,6765.0,6765.0,649.0,416.0,581.0,4626,436.0,57.0,,내과
2021,대구,외래,13.0, M17 ,무릎관절증,6313.0,6313.0,285.0,304.0,796.0,4090,724.0,114.0,,정형외과
2021,대구,외래,14.0, K21 ,위-식도역류병,5859.0,5859.0,421.0,305.0,680.0,3890,450.0,113.0,,내과
2021,대구,외래,15.0, F00 ,알츠하이머병에서의 치매(G30.-+),5426.0,5426.0,10.0,23.0,90.0,1966,2444.0,893.0,,정신건강의학과
2021,대구,외래,16.0, M75 ,어깨병변,5248.0,5248.0,366.0,292.0,510.0,3834,234.0,12.0,,정형외과
2021,대구,외래,17.0, U07 ,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],5044.0,5044.0,3499.0,215.0,284.0,900,123.0,23.0,,내과
2021,대구,외래,18.0, C61 ,전립선의 악성 신생물,5011.0,5011.0,24.0,25.0,120.0,3515,1131.0,196.0,,비뇨의학과
2021,대구,외래,19.0, B35 ,백선증,4935.0,4935.0,287.0,232.0,349.0,3605,386.0,76.0,,"내과, 피부과"
2021,대구,외래,20.0,I48,심방세동 및 조동,4758.0,4758.0,115.0,159.0,247.0,3286,793.0,158.0,,내과
2022,대구,입원(실인원),1.0,U07,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],994.0,10726.0,387.0,34.0,66.0,221,231.0,55.0,2468469.692,내과
2022,대구,입원(실인원),2.0,I20,협심증,670.0,5480.0,19.0,20.0,39.0,494,82.0,16.0,4432312.625,내과
2022,대구,입원(실인원),3.0,H25,노년백내장,481.0,640.0,0.0,12.0,27.0,397,34.0,11.0,840790.769,안과
2022,대구,입원(실인원),4.0,M51,기타 추간판장애,252.0,9236.0,16.0,9.0,7.0,183,31.0,6.0,2502313.719,정형외과
2022,대구,입원(실인원),5.0,M48,기타 척추병증,232.0,7815.0,3.0,4.0,7.0,159,39.0,20.0,2074862.667,정형외과
2022,대구,입원(실인원),6.0,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,209.0,5177.0,17.0,13.0,25.0,88,42.0,24.0,2526784.514,내과
2022,대구,입원(실인원),7.0,E11,2형 당뇨병,198.0,8561.0,10.0,6.0,6.0,151,21.0,4.0,2300262.157,내과
2022,대구,입원(실인원),8.0,R07,목구멍 및 가슴의 통증,136.0,624.0,9.0,7.0,5.0,99,13.0,3.0,353555.929,내과
2022,대구,입원(실인원),9.0,M17,무릎관절증,134.0,4603.0,2.0,2.0,12.0,102,15.0,1.0,1721315.154,정형외과
2022,대구,입원(실인원),10.0,I48,심방세동 및 조동,133.0,2233.0,5.0,2.0,3.0,100,14.0,9.0,2180723.96,내과
2022,대구,입원(실인원),11.0,J18,상세불명 병원체의 폐렴,116.0,3742.0,0.0,0.0,3.0,53,35.0,25.0,1067555.011,내과
2022,대구,입원(실인원),12.0,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",112.0,155.0,2.0,3.0,6.0,94,7.0,0.0,80273.243,가정의학과
2022,대구,입원(실인원),13.0,M75,어깨병변,94.0,2343.0,4.0,10.0,14.0,65,1.0,0.0,832322.192,정형외과
2022,대구,입원(실인원),14.0,S32,요추 및 골반의 골절,88.0,3131.0,0.0,1.0,6.0,45,26.0,10.0,778177.202,외과
2022,대구,입원(실인원),15.0,N18,만성 신장병,85.0,5824.0,2.0,1.0,9.0,47,20.0,6.0,1592207.672,내과
2022,대구,입원(실인원),16.0,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,73.0,4482.0,5.0,6.0,3.0,51,8.0,0.0,1135525.313,내과
2022,대구,입원(실인원),17.0,C61,전립선의 악성 신생물,70.0,182.0,0.0,2.0,2.0,57,8.0,1.0,82840.102,비뇨의학과
2022,대구,입원(실인원),18.0,K80,담석증,63.0,487.0,7.0,0.0,14.0,37,1.0,4.0,342271.875,내과
2022,대구,입원(실인원),19.0,K40,사타구니탈장,58.0,184.0,0.0,4.0,1.0,44,7.0,2.0,115625.804,내과
2022,대구,입원(실인원),20.0,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,54.0,612.0,4.0,3.0,4.0,26,10.0,7.0,176521.173,내과
2022,대구,입원(연인원),1.0,U07,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],994.0,10726.0,3557.0,505.0,753.0,2482,2617.0,812.0,2468469.692,내과
2022,대구,입원(연인원),2.0,M51,기타 추간판장애,252.0,9236.0,340.0,362.0,261.0,6248,1068.0,957.0,2502313.719,정형외과
2022,대구,입원(연인원),3.0,E11,2형 당뇨병,198.0,8561.0,354.0,300.0,89.0,5604,2160.0,54.0,2300262.157,내과
2022,대구,입원(연인원),4.0,M48,기타 척추병증,232.0,7815.0,225.0,105.0,232.0,4919,1434.0,900.0,2074862.667,정형외과
2022,대구,입원(연인원),5.0,N18,만성 신장병,85.0,5824.0,163.0,43.0,244.0,2822,961.0,1591.0,1592207.672,내과
2022,대구,입원(연인원),6.0,I20,협심증,670.0,5480.0,21.0,78.0,84.0,4124,877.0,296.0,4432312.625,내과
2022,대구,입원(연인원),7.0,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,209.0,5177.0,596.0,281.0,423.0,1911,1244.0,722.0,2526784.514,내과
2022,대구,입원(연인원),8.0,M17,무릎관절증,134.0,4603.0,73.0,89.0,401.0,3430,565.0,45.0,1721315.154,정형외과
2022,대구,입원(연인원),9.0,Z50,재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람,73.0,4482.0,1012.0,254.0,127.0,2524,565.0,0.0,1135525.313,내과
2022,대구,입원(연인원),10.0,J18,상세불명 병원체의 폐렴,116.0,3742.0,0.0,0.0,19.0,1599,768.0,1356.0,1067555.011,내과
2022,대구,입원(연인원),11.0,S32,요추 및 골반의 골절,88.0,3131.0,0.0,39.0,214.0,1573,919.0,386.0,778177.202,외과
2022,대구,입원(연인원),12.0,M75,어깨병변,94.0,2343.0,117.0,227.0,307.0,1662,30.0,0.0,832322.192,정형외과
2022,대구,입원(연인원),13.0,I48,심방세동 및 조동,133.0,2233.0,14.0,7.0,17.0,1646,344.0,205.0,2180723.96,내과
2022,대구,입원(연인원),14.0,H25,노년백내장,481.0,640.0,0.0,16.0,27.0,536,40.0,21.0,840790.769,안과
2022,대구,입원(연인원),15.0,R07,목구멍 및 가슴의 통증,136.0,624.0,22.0,7.0,20.0,507,41.0,27.0,353555.929,내과
2022,대구,입원(연인원),16.0,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,54.0,612.0,18.0,22.0,32.0,321,128.0,91.0,176521.173,내과
2022,대구,입원(연인원),17.0,K80,담석증,63.0,487.0,38.0,0.0,66.0,177,44.0,162.0,342271.875,내과
2022,대구,입원(연인원),18.0,K40,사타구니탈장,58.0,184.0,0.0,11.0,3.0,144,20.0,6.0,115625.804,내과
2022,대구,입원(연인원),19.0,C61,전립선의 악성 신생물,70.0,182.0,0.0,2.0,2.0,143,16.0,19.0,82840.102,비뇨의학과
2022,대구,입원(연인원),20.0,Z03,"의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된",112.0,155.0,2.0,3.0,6.0,137,7.0,0.0,80273.243,가정의학과
2022,대구,외래,1.0,N40,전립선증식증,29425.0,29425.0,430.0,652.0,1319.0,22169,3381.0,1474.0,2098006.204,비뇨의학과
2022,대구,외래,2.0,E11,2형 당뇨병,24269.0,24269.0,1358.0,1233.0,2171.0,16074,2736.0,697.0,2113938.282,내과
2022,대구,외래,3.0,U07,바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19],23721.0,23721.0,8028.0,3741.0,3588.0,6199,1810.0,355.0,1797500.069,내과
2022,대구,외래,4.0,I10,본태성(원발성) 고혈압,19323.0,19323.0,1061.0,1118.0,1927.0,11919,2361.0,937.0,1309961.51,내과
2022,대구,외래,5.0,M51,기타 추간판장애,19624.0,19624.0,1049.0,794.0,775.0,15350,1454.0,202.0,1492351.317,정형외과
2022,대구,외래,6.0,I20,협심증,13609.0,13609.0,378.0,425.0,860.0,10089,1502.0,355.0,1901964.203,내과
2022,대구,외래,7.0,M48,기타 척추병증,12019.0,12019.0,216.0,389.0,776.0,8365,1685.0,588.0,1333208.07,정형외과
2022,대구,외래,8.0,I63,뇌경색증,10461.0,10461.0,179.0,270.0,557.0,6889,1893.0,673.0,838884.542,내과
2022,대구,외래,9.0,N18,만성 신장병,9759.0,9759.0,977.0,598.0,579.0,5961,1058.0,586.0,1977689.578,내과
2022,대구,외래,10.0,K08,치아 및 지지구조의 기타 장애,8389.0,8389.0,314.0,364.0,517.0,6195,793.0,206.0,2319941.563,내과
2022,대구,외래,11.0,Z26,기타 단일 감염성 질환에 대한 예방접종의 필요,8151.0,8151.0,2769.0,1103.0,811.0,2962,363.0,143.0,364410.856,내과
2022,대구,외래,12.0,H25,노년백내장,7536.0,7536.0,37.0,183.0,391.0,5908,803.0,214.0,665015.035,안과
2022,대구,외래,13.0,K05,치은염 및 치주질환,6622.0,6622.0,555.0,453.0,567.0,4550,426.0,71.0,1279451.852,내과
2022,대구,외래,14.0,M17,무릎관절증,6042.0,6042.0,238.0,231.0,686.0,4087,669.0,131.0,562060.281,정형외과
2022,대구,외래,15.0,K21,위-식도역류병,5697.0,5697.0,385.0,211.0,529.0,3929,536.0,107.0,476163.984,내과
2022,대구,외래,16.0,F00,알츠하이머병에서의 치매,5307.0,5307.0,5.0,25.0,115.0,2072,1997.0,1093.0,384897.93,정신건강의학과
2022,대구,외래,17.0,Z11,감염성 및 기생충성 질환에 대한 특수선별검사,5019.0,5019.0,1815.0,357.0,471.0,2032,281.0,63.0,189250.77,가정의학과
2022,대구,외래,18.0,C61,전립선의 악성 신생물,4966.0,4966.0,18.0,20.0,93.0,3610,960.0,265.0,940050.0,비뇨의학과
2022,대구,외래,19.0,K04,치수 및 근단주위조직의 질환,4875.0,4875.0,341.0,175.0,343.0,3444,499.0,73.0,1089046.15,내과
2022,대구,외래,20.0,G62,기타 다발신경병증,4884.0,4884.0,24.0,0.0,5.0,4709,139.0,7.0,301315.946,신경과
2023,대구,입원(실인원),1.0, I20 , 협심증 ,596.0,5412.0,9.0,20.0,30.0,452,75.0,10.0,3924432.0,내과
2023,대구,입원(실인원),2.0, H25 , 노년백내장 ,506.0,562.0,3.0,8.0,33.0,408,46.0,8.0,759685.0,안과
2023,대구,입원(실인원),3.0, M51 , 기타 추간판장애 ,292.0,11509.0,11.0,14.0,9.0,198,52.0,8.0,3063874.0,정형외과
2023,대구,입원(실인원),4.0, Z51 , 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ,236.0,5302.0,20.0,18.0,25.0,87,52.0,34.0,2658121.0,내과
2023,대구,입원(실인원),5.0, E11 , 2형 당뇨병 ,222.0,10439.0,13.0,11.0,5.0,148,39.0,6.0,2830490.0,내과
2023,대구,입원(실인원),6.0, M17 , 무릎관절증 ,167.0,5862.0,3.0,5.0,16.0,132,11.0,,2100384.0,정형외과
2023,대구,입원(실인원),7.0, M48 , 기타 척추병증 ,148.0,6937.0,1.0,,8.0,109,19.0,11.0,1654964.0,정형외과
2023,대구,입원(실인원),8.0, I48 , 심방세동 및 조동 ,137.0,2246.0,8.0,1.0,6.0,84,16.0,22.0,1898105.0,내과
2023,대구,입원(실인원),9.0, S32 , 요추 및 골반의 골절 ,121.0,3807.0,4.0,,3.0,60,35.0,19.0,954935.0,외과
2023,대구,입원(실인원),10.0, J18 , 상세불명 병원체의 폐렴 ,121.0,6065.0,,3.0,4.0,58,25.0,31.0,1815898.0,내과
2023,대구,입원(실인원),11.0, R07 , 목구멍 및 가슴의 통증 ,93.0,505.0,5.0,5.0,5.0,66,11.0,1.0,287869.0,내과
2023,대구,입원(실인원),12.0, M75 , 어깨병변 ,92.0,2454.0,3.0,2.0,13.0,72,2.0,,866456.0,정형외과
2023,대구,입원(실인원),13.0, N18 , 만성 신장병 ,74.0,4667.0,4.0,1.0,3.0,54,8.0,4.0,1514227.0,내과
2023,대구,입원(실인원),14.0, C61 , 전립선의 악성 신생물 ,73.0,323.0,,2.0,4.0,56,10.0,1.0,127102.0,비뇨의학과
2023,대구,입원(실인원),15.0, Z50 , 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ,67.0,4576.0,8.0,5.0,7.0,37,10.0,,1171542.0,내과
2023,대구,입원(실인원),16.0, Z03 ," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ",64.0,80.0,2.0,4.0,5.0,52,1.0,,41993.0,가정의학과
2023,대구,입원(실인원),17.0, J44 , 기타 만성 폐쇄성 폐질환 ,62.0,2968.0,,,1.0,43,13.0,5.0,856421.0,내과
2023,대구,입원(실인원),18.0, U07 , 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ,59.0,1095.0,2.0,1.0,3.0,25,11.0,17.0,326996.0,내과
2023,대구,입원(실인원),19.0, I70 , 죽상경화증 ,55.0,779.0,1.0,2.0,3.0,37,8.0,4.0,767304.0,내과
2023,대구,입원(실인원),20.0, S22 ," 늑골, 흉골 및 흉추의 골절 ",55.0,1635.0,,1.0,3.0,21,25.0,5.0,403014.0,외과
2023,대구,입원(연인원),1.0, M51 , 기타 추간판장애 ,292.0,11509.0,247.0,444.0,284.0,8114,2236.0,184.0,3063874.0,정형외과
2023,대구,입원(연인원),2.0, E11 , 2형 당뇨병 ,222.0,10439.0,508.0,251.0,94.0,8046,1255.0,285.0,2830490.0,내과
2023,대구,입원(연인원),3.0, M48 , 기타 척추병증 ,148.0,6937.0,69.0,,313.0,4858,1168.0,529.0,1654964.0,정형외과
2023,대구,입원(연인원),4.0, J18 , 상세불명 병원체의 폐렴 ,121.0,6065.0,,14.0,43.0,2630,586.0,2792.0,1815898.0,내과
2023,대구,입원(연인원),5.0, M17 , 무릎관절증 ,167.0,5862.0,64.0,168.0,674.0,4467,489.0,,2100384.0,정형외과
2023,대구,입원(연인원),6.0, I20 , 협심증 ,596.0,5412.0,10.0,34.0,55.0,4055,1150.0,108.0,3924432.0,내과
2023,대구,입원(연인원),7.0, Z51 , 기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람 ,236.0,5302.0,339.0,328.0,728.0,1821,1281.0,805.0,2658121.0,내과
2023,대구,입원(연인원),8.0, N18 , 만성 신장병 ,74.0,4667.0,223.0,64.0,53.0,3850,385.0,92.0,1514227.0,내과
2023,대구,입원(연인원),9.0, Z50 , 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ,67.0,4576.0,461.0,260.0,364.0,2341,1150.0,,1171542.0,내과
2023,대구,입원(연인원),10.0, S32 , 요추 및 골반의 골절 ,121.0,3807.0,132.0,,96.0,2052,936.0,591.0,954935.0,외과
2023,대구,입원(연인원),11.0, J44 , 기타 만성 폐쇄성 폐질환 ,62.0,2968.0,,,1.0,1302,1457.0,208.0,856421.0,내과
2023,대구,입원(연인원),12.0, M75 , 어깨병변 ,92.0,2454.0,52.0,62.0,261.0,2023,56.0,,866456.0,정형외과
2023,대구,입원(연인원),13.0, I48 , 심방세동 및 조동 ,137.0,2246.0,19.0,2.0,28.0,1211,426.0,560.0,1898105.0,내과
2023,대구,입원(연인원),14.0, S22 ," 늑골, 흉골 및 흉추의 골절 ",55.0,1635.0,,9.0,123.0,625,744.0,134.0,403014.0,외과
2023,대구,입원(연인원),15.0, U07 , 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ,59.0,1095.0,5.0,20.0,131.0,572,184.0,183.0,326996.0,내과
2023,대구,입원(연인원),16.0, I70 , 죽상경화증 ,55.0,779.0,10.0,4.0,25.0,430,252.0,58.0,767304.0,내과
2023,대구,입원(연인원),17.0, H25 , 노년백내장 ,506.0,562.0,4.0,9.0,35.0,454,51.0,9.0,759685.0,안과
2023,대구,입원(연인원),18.0, R07 , 목구멍 및 가슴의 통증 ,93.0,505.0,8.0,5.0,5.0,391,81.0,15.0,287869.0,내과
2023,대구,입원(연인원),19.0, C61 , 전립선의 악성 신생물 ,73.0,323.0,,2.0,5.0,224,91.0,1.0,127102.0,비뇨의학과
2023,대구,입원(연인원),20.0, Z03 ," 의심되는 질병 및 병태를 위한 의학적 관찰 및 평가, 배제된 ",64.0,80.0,2.0,4.0,5.0,68,1.0,,41993.0,가정의학과
2023,대구,외래,1.0, N40 , 전립선증식증 ,24961.0,24961.0,386.0,584.0,1075.0,18255,3098.0,1563.0,1878169.0,비뇨의학과
2023,대구,외래,2.0, M51 , 기타 추간판장애 ,22781.0,22781.0,903.0,643.0,985.0,17897,1966.0,387.0,1854327.0,정형외과
2023,대구,외래,3.0, E11 , 2형 당뇨병 ,21303.0,21303.0,1162.0,1064.0,1758.0,13842,2783.0,694.0,1859882.0,내과
2023,대구,외래,4.0, I10 , 본태성(원발성) 고혈압 ,18000.0,18000.0,1064.0,839.0,1746.0,10748,2581.0,1022.0,1230291.0,내과
2023,대구,외래,5.0, I20 , 협심증 ,13445.0,13445.0,350.0,406.0,760.0,9737,1768.0,424.0,1855180.0,내과
2023,대구,외래,6.0, M48 , 기타 척추병증 ,11214.0,11214.0,183.0,386.0,549.0,7625,1726.0,745.0,1146707.0,정형외과
2023,대구,외래,7.0, N18 , 만성 신장병 ,10858.0,10858.0,621.0,410.0,907.0,7054,1162.0,704.0,2322591.0,내과
2023,대구,외래,8.0, I63 , 뇌경색증 ,9568.0,9568.0,153.0,291.0,526.0,6020,1820.0,758.0,830878.0,내과
2023,대구,외래,9.0, K08 , 치아 및 지지구조의 기타 장애 ,8233.0,8233.0,341.0,277.0,484.0,5928,1001.0,202.0,2598916.0,내과
2023,대구,외래,10.0, Z26 , 기타 단일 감염성 질환에 대한 예방접종의 필요 ,7700.0,7700.0,2534.0,899.0,658.0,2851,520.0,238.0,421554.0,내과
2023,대구,외래,11.0, H25 , 노년백내장 ,7442.0,7442.0,60.0,158.0,410.0,5680,910.0,224.0,695206.0,안과
2023,대구,외래,12.0, M17 , 무릎관절증 ,6704.0,6704.0,267.0,282.0,581.0,4691,695.0,188.0,653768.0,정형외과
2023,대구,외래,13.0, K05 , 치은염 및 치주질환 ,6416.0,6416.0,547.0,378.0,579.0,4273,494.0,145.0,1343449.0,내과
2023,대구,외래,14.0, F00 , 알츠하이머병에서의 치매 ,5941.0,5941.0,,46.0,70.0,2274,2246.0,1305.0,444639.0,정신건강의학과
2023,대구,외래,15.0, G62 , 기타 다발신경병증 ,5590.0,5590.0,14.0,7.0,,5121,441.0,7.0,383670.0,신경과
2023,대구,외래,16.0, K04 , 치수 및 근단주위조직의 질환 ,5159.0,5159.0,440.0,137.0,332.0,3678,487.0,85.0,1179834.0,내과
2023,대구,외래,17.0, C61 , 전립선의 악성 신생물 ,4845.0,4845.0,17.0,27.0,74.0,3437,987.0,303.0,843279.0,비뇨의학과
2023,대구,외래,18.0, M75 , 어깨병변 ,4729.0,4729.0,214.0,215.0,479.0,3442,352.0,27.0,469789.0,정형외과
2023,대구,외래,19.0, B35 , 백선증 ,4521.0,4521.0,264.0,182.0,225.0,3283,451.0,116.0,127431.0,"내과, 피부과"
2023,대구,외래,20.0, I48 , 심방세동 및 조동 ,4562.0,4562.0,135.0,104.0,177.0,3204,637.0,305.0,692101.0,내과
2021,대전,입원(실인원),1.0, U07 , 병인이 불확실한 신종질환의 임시적 지정이나 응급사용 ,1187.0,10091.0,765.0,109.0,80.0,135,78.0,20.0,3292668760.0,내과
2021,대전,입원(실인원),2.0, M48 , 기타 척추병증 ,695.0,7404.0,7.0,8.0,25.0,566,73.0,16.0,3425873675.0,정형외과
2021,대전,입원(실인원),3.0, K63 , 장의 기타 질환 ,321.0,1618.0,6.0,20.0,14.0,250,30.0,1.0,821314983.0,내과
2021,대전,입원(실인원),4.0, E11 , 2형 당뇨병 ,233.0,4531.0,9.0,11.0,8.0,172,32.0,1.0,1437897562.0,내과
2021,대전,입원(실인원),5.0, H25 , 노년백내장 ,205.0,205.0,1.0,,18.0,172,8.0,6.0,246099209.0,안과
2021,대전,입원(실인원),6.0, M17 , 무릎관절증 ,149.0,5113.0,4.0,5.0,11.0,109,19.0,1.0,2226791763.0,정형외과
2021,대전,입원(실인원),7.0, K29 , 위염 및 십이지장염 ,144.0,700.0,6.0,6.0,8.0,106,13.0,5.0,340894726.0,내과
2021,대전,입원(실인원),8.0, M51 , 기타 추간판장애 ,137.0,1906.0,19.0,7.0,6.0,92,12.0,1.0,907398229.0,정형외과
2021,대전,입원(실인원),9.0, M75 , 어깨병변 ,129.0,2763.0,8.0,9.0,7.0,96,8.0,1.0,1247912220.0,정형외과
2021,대전,입원(실인원),10.0, M96 , 달리 분류되지 않은 처치후 근골격장애 ,111.0,1741.0,2.0,2.0,3.0,92,10.0,2.0,753812922.0,정형외과
2021,대전,입원(실인원),11.0, C16 , 위의 악성 신생물 ,99.0,1907.0,10.0,2.0,3.0,62,22.0,,800793397.0,"내과, 외과"
2021,대전,입원(실인원),12.0, N18 , 만성 신장병 ,91.0,830.0,3.0,4.0,5.0,68,7.0,4.0,480733528.0,내과
2021,대전,입원(실인원),13.0, C18 , 결장의 악성 신생물 ,83.0,572.0,3.0,1.0,2.0,71,4.0,2.0,315155777.0,"내과, 외과"
2021,대전,입원(실인원),14.0, M43 , 기타 변형성 등병증 ,83.0,649.0,1.0,2.0,7.0,61,7.0,5.0,398346748.0,정형외과
2021,대전,입원(실인원),15.0, I20 , 협심증 ,73.0,138.0,2.0,2.0,3.0,60,6.0,,282914408.0,내과
2021,대전,입원(실인원),16.0, S32 , 요추 및 골반의 골절 ,71.0,1702.0,2.0,1.0,4.0,28,20.0,16.0,522070416.0,외과
2021,대전,입원(실인원),17.0, I63 , 뇌경색증 ,68.0,1352.0,3.0,2.0,2.0,41,14.0,6.0,587029532.0,내과
2021,대전,입원(실인원),18.0, K59 , 기타 기능성 장장애 ,65.0,510.0,3.0,1.0,3.0,45,12.0,1.0,167107906.0,내과
2021,대전,입원(실인원),19.0, K40 , 사타구니탈장 ,61.0,317.0,1.0,3.0,2.0,42,9.0,4.0,182698384.0,내과
2021,대전,입원(실인원),20.0, N40 , 전립선증식증 ,61.0,132.0,1.0,3.0,2.0,51,4.0,,51739256.0,비뇨의학과
2021,대전,입원(연인원),1.0, U07 , 병인이 불확실한 신종질환의 임시적 지정이나 응급사용 ,1187.0,10091.0,6472.0,909.0,639.0,1093,667.0,311.0,3292668760.0,내과
2021,대전,입원(연인원),2.0, M48 , 기타 척추병증 ,695.0,7404.0,59.0,48.0,161.0,5558,1142.0,436.0,3425873675.0,정형외과
2021,대전,입원(연인원),3.0, M17 , 무릎관절증 ,149.0,5113.0,43.0,377.0,341.0,3685,579.0,88.0,2226791763.0,정형외과
2021,대전,입원(연인원),4.0, E11 , 2형 당뇨병 ,233.0,4531.0,255.0,122.0,402.0,2936,671.0,145.0,1437897562.0,내과
2021,대전,입원(연인원),5.0, I69 , 뇌혈관질환의 후유증 ,48.0,3035.0,335.0,,,2009,682.0,9.0,968582336.0,내과
2021,대전,입원(연인원),6.0, M75 , 어깨병변 ,129.0,2763.0,111.0,276.0,86.0,2170,81.0,39.0,1247912220.0,정형외과
2021,대전,입원(연인원),7.0, J18 , 상세불명 병원체의 폐렴 ,59.0,2433.0,60.0,2.0,44.0,723,985.0,619.0,1504793726.0,내과
2021,대전,입원(연인원),8.0, I61 , 뇌내출혈 ,17.0,2171.0,,,,1230,867.0,74.0,666947017.0,내과
2021,대전,입원(연인원),9.0, J98 , 기타 호흡장애 ,28.0,1930.0,21.0,,2.0,610,825.0,472.0,507155072.0,내과
2021,대전,입원(연인원),10.0, C16 , 위의 악성 신생물 ,99.0,1907.0,222.0,28.0,70.0,1181,406.0,,800793397.0,"내과, 외과"
2021,대전,입원(연인원),11.0, M51 , 기타 추간판장애 ,137.0,1906.0,89.0,96.0,134.0,1303,261.0,23.0,907398229.0,정형외과
