"대분류","중분류","소분류","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함여부","약제비포함여부","특이사항"
"치료재료","-","-","상처고정 및 보호용","텐드라메피텔","BM2001JQ","-","","6270","20900","","","-"
"치료재료","-","-","상처고정 및 보호용","BIOPAD","BM2001KA","-","20000","","","","","-"
"치료재료","-","-","수술후 유착방지용","ADEPT","BM2101BI","-","182000","","","","","-"
"치료재료","-","-","수술후 유착방지용","INTERCEED","BM2101EE","-","187000","","","","","-"
"치료재료","-","-","수술후 유착방지용","SURGI WRAP BIORESORBABLE ADHESION BARRIER FILM","BM2101GW","-","484000","","","","","-"
"치료재료","-","-","수술후 유착방지용","GUARDIX-SL","BM2101JO","-","","71500","224400","","","-"
"치료재료","-","-","수술후 유착방지용","HYALOBARRIER GEL ENDO","BM2101SC","-","181390","","","","","-"
"치료재료","-","-","수술후 유착방지용","HYFENCE","BM2101UW","-","64449","","","","","-"
"치료재료","-","-","수술후 유착방지용","SEPRAFILM","BM2102BJ","-","","170000","262500","","","-"
"치료재료","-","-","수술후 유착방지용","HYALOBARRIER GEL","BM2102SC","-","181390","","","","","-"
"치료재료","-","-","창상피복제","NASOPORE","BM2201IE","-","","74690","138710","","","-"
"치료재료","-","-","초음파절삭기(복강경등 내시경하 수술용)","HARMONIC SCALPEL WITH SHEARS SYSTEM","BM2401EE","-","176027","","","","","-"
"치료재료","-","-","전파절삭기(복강경등 내시경하 수술용)","LIGASURE","BM2411DU","-","","30000","208000","","","-"
"치료재료","-","-","전파절삭기(복강경등 내시경하 수술용)","HAND SWITCH LIGASURE ATLAS","BM2412DU","-","208000","","","","","-"
"치료재료","-","-","전파절삭기(복강경등 내시경하 수술용)","LIGASURE V SHORT","BM2413DU","-","208000","","","","","-"
"치료재료","-","-","초음파절삭기(관혈적 갑상선수술용)","HARMONIC SCALPEL","BM2421EE","-","175628","","","","","-"
"치료재료","-","-","연조직 재건용","PERMACOL","BM2601DF","-","","1269600","10474200","","","-"
"치료재료","-","-","경요도적(TRANSURETHRAL) 조직 절제 및 응고용 전극","전기수술기용 ELECTRODE","BM2912GE","-","181500","","","","","-"
"치료재료","-","-","인공유방","의료용 실리콘 인조유방","BM3011AU","-","","330000","480000","","","-"
"치료재료","-","-","불투명.투명멸균드레싱 재료(단순, 건조드레싱류)","스카클리닉","BM5001ED","-","","28500","52250","","","-"
"치료재료","-","-","불투명.투명멸균드레싱 재료(단순, 건조드레싱류)","SECUEX","BM5001GA","-","","900","1300","","","-"
"치료재료","-","-","불투명.투명멸균드레싱 재료(단순, 건조드레싱류)","STERI STRIP REINFORCED SKIN CLOSURE","BM5003EM","-","1293","","","","","-"
"치료재료","-","-","불투명.투명멸균드레싱 재료(단순, 건조드레싱류)","엘라반멸균반창고","BM5008JK","-","1120","","","","","-"
"치료재료","-","-","불투명.투명멸균드레싱 재료(드레싱고정용)","3M SOFT CLOTH WITH LINER","BM5101LX","-","4924","","","","","-"
"치료재료","-","-","호흡회로(가온·가습용)","HUMID TUBE(HEATED CIRCUIT KIT)","BM6001CO","-","","79113","80000","","","-"
"치료재료","-","-","호흡회로(가온·가습용)","HEATED WICK CIRCUIT","BM6001LG","-","74900","","","","","-"
"치료재료","-","-","호흡회로(가온·가습용)","FISHER&PAYKEL SINGLE USE BREATHING CIRCUIT","BM6001TF","-","77000","","","","","-"
"치료재료","-","-","양막이식술용 AMNIOTIC MEMBRANE","AMBIO DRY2","BTA01011","-","","275000","330000","","","-"
"치료재료","-","-","동종진피(IMPLANT용)","SUREDERM","BTS01314","-","440000","","","","","-"
"약제","-","-","-","액티피드정","643900900","-","13","","","","","-"
"약제","-","-","-","타스나정500mg","662501680","-","23","","","","","-"
"약제","-","-","-","부롬정5밀리그람(브롬페리돌)","651901200","-","57","","","","","-"
"약제","-","-","-","에스젠질크림(에스트로피페이트)","649802480","-","2085","","","","","-"
"약제","-","-","-","이소바이드액  500ml/bottle","652602860","-","41500","","","","","-"
"약제","-","-","-","바네포연고 20g/tub","645101440","-","100","","","","","-"
"약제","-","-","-","프록토세딜연고 (15g)","652101560","-","495","","","","","-"
"약제","-","-","-","로타텍액","655500030","-","100000","","","","","-"
"약제","-","-","-","설간구구연고(30g)","657200360","-","3120","","","","","-"
"약제","-","-","-","설간구구좌제","657200370","-","236","","","","","-"
"약제","-","-","-","스티바에이크림0.025% 25g/tube","650002650","-","3350","","","","","-"
"약제","-","-","-","스티바에이크림0.05%(10g/tub)","650002570","-","9010","","","","","-"
"약제","-","-","-","아다셀주","665900110","-","40000","","","","","-"
"약제","-","-","-","경피용 건조 B.C.G 백신 12mg","686500010","-","50000","","","","","-"
"약제","-","-","-","수두박스주(수두생바이러스백신)","643601160","-","29000","","","","","-"
"약제","-","-","-","데히드레이티드알코올주10ml","-","-","15283","","","","","-"
"약제","-","-","-","에스케이인플루엔자텐백신주(성인용)","644702990","-","25000","","","","","-"
"약제","-","-","-","박시그리프주 0.25ml (소아용)","665900020","-","20000","","","","","-"
"약제","-","-","-","가다실","655500020","-","200000","","","","","-"
"약제","-","-","-","아박심80U소아용주A형간염백신","665900030","-","40000","","","","","-"
"약제","-","-","-","아박심160U성인용주 A형간염백신","665900180","-","70000","","","","","-"
"약제","-","-","-","헤파빅 200IU(1cc)","643601900","-","32950","","","","","-"
"약제","-","-","-","유박스비주 1ml(B형간염백신,성인)","668900920","-","23000","","","","","-"
"약제","-","-","-","유박스비주0.5ml (소아)","668900910","-","18000","","","","","-"
"약제","-","-","-","에취라제주사1500IU","646801020","-","16168","","","","","-"
"약제","-","-","-","박셈힙(프리필드시린지)/뇌수막염백신","670500300","-","41000","","","","","-"
"약제","-","-","-","이모박스","665900050","-","25000","","","","","-"
"약제","-","-","-","녹십자-일본뇌염백신주  1cc","643603520","-","20000","","","","","-"
"약제","-","-","-","엠엠알II","655500270","-","26000","","","","","-"
"약제","-","-","-","엘지디티에이피백신주 0.5ml","668901440","-","32000","","","","","-"
"약제","-","-","-","뉴모-23 폐렴구균백신주사","665900010","-","40000","","","","","-"
"약제","-","-","-","타이유프로게스테론주","659600450","-","6600","","","","","-"
"약제","-","-","-","프리베나13주 0.5ml (소아용) /백신","646500900","-","150000","","","","","-"
"약제","-","-","-","서바릭스프리필드시린지","650001880","-","180000","","","","","-"
"약제","-","-","-","티디퓨어주(프리필드시린지)","644702240","-","30000","","","","","-"
"약제","-","-","-","예나스테론주","659600290","-","5149","","","","","-"
"약제","-","-","-","레비트라정 10mg","641100030","-","","","","","","원외처방전용"
"약제","-","-","-","레비트라정 20mg","641100040","-","","","","","","원외처방전용"
"약제","-","-","-","레비트라정 5mg","641100050","-","","","","","","원외처방전용"
"약제","-","-","-","야즈정(28정/set)","641104750","-","","","","","","원외처방전용"
"약제","-","-","-","일양실데나필50mg","641704350","-","","","","","","원외처방전용"
"약제","-","-","-","일양실데나필 100mg","641704360","-","","","","","","원외처방전용"
"약제","-","-","-","멜라논크림(23g)","642501690","-","","","","","","원외처방전용"
"약제","-","-","-","자이데나정 100mg","642503020","-","","","","","","원외처방전용"
"약제","-","-","-","자이데나정 200mg","642503030","-","","","","","","원외처방전용"
"약제","-","-","-","엠빅스정 100mg","644701810","-","","","","","","원외처방전용"
"약제","-","-","-","엠빅스정 50mg","644701820","-","","","","","","원외처방전용"
"약제","-","-","-","엠빅스에스구강붕해필름50mg","644703730","-","","","","","","원외처방전용"
"약제","-","-","-","엠빅스에스구강붕해필름100mg","644703870","-","","","","","","원외처방전용"
"약제","-","-","-","제피드정200밀리그램","644913330","-","","","","","","원외처방전용"
"약제","-","-","-","제니칼캅셀120mg","645000380","-","","","","","","원외처방전용"
"약제","-","-","-","프릴리지정30mg","646901090","-","","","","","","원외처방전용"
"약제","-","-","-","프릴리지정60mg","646901100","-","","","","","","원외처방전용"
"약제","-","-","-","챔픽스정 0.5mg","648900910","-","","","","","","원외처방전용"
"약제","-","-","-","챔픽스정 1mg","648900920","-","","","","","","원외처방전용"
"약제","-","-","-","카버젝트주사20mcg","648901020","-","","","","","","원외처방전용"
"약제","-","-","-","아보다트연질캡슐0.5mg","650000780","-","","","","","","원외처방전용"
"약제","-","-","-","프로페시아정1mg","655500630","-","","","","","","원외처방전용"
"약제","-","-","-","디페린겔(30g)","655700040","-","","","","","","원외처방전용"
"약제","-","-","-","디페린겔(15g)","655700040","-","","","","","","원외처방전용"
"약제","-","-","-","트리루마크림(15g)","655700260","-","","","","","","원외처방전용"
"약제","-","-","-","듀악겔(25g/tub)","665700040","-","","","","","","원외처방전용"
"약제","-","-","-","시알리스 10mg","670800100","-","","","","","","원외처방전용"
"약제","-","-","-","시알리스 20mg","670800110","-","","","","","","원외처방전용"
"약제","-","-","-","시알리스정 5mg","670800500","-","","","","","","원외처방전용"
"제증명수수료","-","-","-","진단서(일반진단서)","AQA01601","일반진단서(1부)","10000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"제증명수수료","-","-","-","진단서(일반진단서)","AQA01602","일반진단서(재발행)","1000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"제증명수수료","-","-","-","진단서(일반진단서)","AQA02201","진단서,영문 등 외국어 [1부]","15000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"제증명수수료","-","-","-","진단서(일반진단서)","AQA02202","진단서,영문 등 외국어 [재발행 1부]","1500","","","","","의료법 시행규칙 제9조 [서식5의2]"
"제증명수수료","-","-","-","진단서(근로능력평가용)","AQA02801","근로능력평가용진단서(1부)","10000","","","","","-"
"제증명수수료","-","-","-","진단서(근로능력평가용)","AQA02802","근로능력평가용진단서(재발행)","1000","","","","","-"
"제증명수수료","-","-","-","소견서(일반소견서)","AQA01501","일반소견서(1부)","10000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"제증명수수료","-","-","-","소견서(일반소견서)","AQA01502","일반소견서(재발행)","1000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"제증명수수료","-","-","-","소견서(일반소견서)","AQA01503","일반소견서,영문 [1부]","15000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"제증명수수료","-","-","-","소견서(검진소견서)","AQA00400","보장구검진소견서","10000","","","","","-"
"제증명수수료","-","-","-","소견서(노인장기요양보험)","AQA00200","노인장기요양보험 의사소견서","31960","","","","","노인장기요양보험법 시행규칙 제2조 [서식2]"
"제증명수수료","-","-","-","소견서(노인장기요양보험)","AQA00202","노인장기요양보험(5등급예상 치매진단)의사소견서","47500","","","","","노인장기요양보험법 시행규칙 제2조 [서식2]"
"제증명수수료","-","-","-","소견서(노인장기요양보험)","AQA00201","방문간호지시서(1회당)","17510","","","","","-"
"제증명수수료","-","-","-","상해진단서","AQA01003","상해 진단서<3주이상> (1부)","100000","","","","","의료법 시행규칙 제9조 [서식5의3]"
"제증명수수료","-","-","-","상해진단서","AQA01004","상해 진단서<3주이상>(재발행)","1000","","","","","의료법 시행규칙 제9조 [서식5의3]"
"제증명수수료","-","-","-","상해진단서","AQA01001","상해 진단서<3주미만> (1부)","50000","","","","","의료법 시행규칙 제9조 [서식5의3]"
"제증명수수료","-","-","-","상해진단서","AQA01002","상해 진단서<3주미만>(재발행)","1000","","","","","의료법 시행규칙 제9조 [서식5의3]"
"제증명수수료","-","-","-","사망진단서","AQA00501","사망진단서(1부)","10000","","","","","의료법 시행규칙 제10조 [서식6]"
"제증명수수료","-","-","-","사망진단서","AQA00502","사망진단서 [재발행 1부]","1000","","","","","의료법 시행규칙 제10조 [서식6]"
"제증명수수료","-","-","-","사망진단서","AQA00503","사망진단서 [영문 1부]","15000","","","","","의료법 시행규칙 제10조 [서식6]"
"제증명수수료","-","-","-","시체검안서","AQA00801","사체검안서 (1부)","30000","","","","","의료법 시행규칙 제10조 [서식6]"
"제증명수수료","-","-","-","시체검안서","AQA00802","사체검안서(재발행)","3000","","","","","의료법 시행규칙 제10조 [서식6]"
"제증명수수료","-","-","-","시체부검료","AQA00901","사체부검료(1부)","20000","","","","","의료법 시행규칙 제10조 [서식6]"
"제증명수수료","-","-","-","시체부검료","AQA00902","사체부검료(재발행)","2000","","","","","의료법 시행규칙 제10조 [서식6]"
"제증명수수료","-","-","-","사산(사태)증명서","AQA00701","사산(사태)증명서 (1부)","2000","","","","","의료법 시행규칙 제11조 [서식8]"
"제증명수수료","-","-","-","사산(사태)증명서","AQA00702","사산(사태)증명서(재발행)","500","","","","","의료법 시행규칙 제11조 [서식8]"
"제증명수수료","-","-","-","장애진단서","AQA02001","장애진단서 (1부)","100000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"제증명수수료","-","-","-","장애진단서","AQA02003","장애진단서(재발행)","1000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"제증명수수료","-","-","-","장애진단서","AQA01301","심신장애진단서(발달지체,1부)","15000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"제증명수수료","-","-","-","장애진단서","AQA01302","심신장애진단서,발달지체(재발행)","1000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"제증명수수료","-","-","-","장애진단서","AQA01304","심신장애진단서(정신지체,1부)","40000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"제증명수수료","-","-","-","장애진단서","AQA01306","심신장애진단서,정신지체(재발행)","1000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"제증명수수료","-","-","-","장애증명서","AQA01901","장애자증명서(1부)","20000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"제증명수수료","-","-","-","장애증명서","AQA01902","장애자증명서 [재발행 1부]","500","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"제증명수수료","-","-","-","출생증명서","AQA02501","출생증명서 (퇴원후,1부)","3000","","","","","의료법 시행규칙 제11조 [서식7]"
"제증명수수료","-","-","-","출생증명서","AQA02502","출생증명서,퇴원후(재발행)","1000","","","","","의료법 시행규칙 제11조 [서식7]"
"제증명수수료","-","-","-","출생증명서","AQA02503","출생증명서,영문 등 외국어 [퇴원후,1부]","4500","","","","","의료법 시행규칙 제11조 [서식7]"
"제증명수수료","-","-","-","출생증명서","AQA02504","출생증명서,영문 등 외국어 [퇴원후 ,재발행 1부]","1500","","","","","의료법 시행규칙 제11조 [서식7]"
"제증명수수료","-","-","-","병사용진단서","AQA00301","병사용 진단서(1부)","15000","","","","","병역법 시행규칙 제87조, 95조 [서식 106]"
"제증명수수료","-","-","-","병사용진단서","AQA00302","병사용 진단서 [재발행 1부]","1000","","","","","병역법 시행규칙 제87조, 95조 [서식 106]"
"제증명수수료","-","-","-","국민연금 장애심사용 진단서","AQA00101","국민연금장해진단서(1부)","3000","","","","","국민연금법 시행규칙 제28조 [서식 21] 신청인 제출서류 - 국민연금 장애심사규정 제12조(보건복지부 고시 2011-82호; 2011.7.26) 별지[서식 3]"
"제증명수수료","-","-","-","국민연금 장애심사용 진단서","AQA00102","국민연금장해진단서 [재발행 1부]","1000","","","","","국민연금법 시행규칙 제28조 [서식 21] 신청인 제출서류 - 국민연금 장애심사규정 제12조(보건복지부 고시 2011-82호; 2011.7.26) 별지[서식 3]"
"제증명수수료","-","-","-","감정서","AQA01200","신체감정료(과목당)","150000","","","","","-"
"제증명수수료","-","-","-","감정서","AQA01101","성별감정서 (1부)","10000","","","","","-"
"제증명수수료","-","-","-","감정서","AQA01102","성별감정서(재발행)","1000","","","","","-"
"제증명수수료","-","-","-","감정서","AQA01401","연령감정서 (1부)","20000","","","","","-"
"제증명수수료","-","-","-","감정서","AQA01402","연령감정서 치과용 [1부]","150000","","","","","-"
"제증명수수료","-","-","-","감정서","AQA01403","연령감정서(재발행)","2000","","","","","-"
"제증명수수료","-","-","-","감정서","AQA02101","정신감정서 (1부)","100000","","","","","-"
"제증명수수료","-","-","-","감정서","AQA02102","정신감정서(재발행)","1000","","","","","-"
"제증명수수료","-","-","-","확인서","AQA02601","통원사실증명서(병명 미기재)","1000","","","","","-"
"제증명수수료","-","-","-","확인서","AQA02602","통원사실증명서(병명기재)","3000","","","","","-"
"제증명수수료","-","-","-","확인서","AQA03001","수술확인서 [1부]","10000","","","","","-"
"제증명수수료","-","-","-","확인서","AQA03002","수술확인서 [재발행1부]","1000","","","","","-"
"제증명수수료","-","-","-","확인서","AQA01403","입,퇴원확인서 (1부,퇴원후)","1000","","","","","-"
"제증명수수료","-","-","-","확인서","AQA01702","입,퇴원확인서,퇴원후 [재발행 1부]","1000","","","","","-"
"제증명수수료","-","-","-","확인서","AQA02401","진료확인서 [1부]","10000","","","","","-"
"제증명수수료","-","-","-","확인서","AQA02402","진료확인서 [재발행 1부]","1000","","","","","-"
"제증명수수료","-","-","-","추정서","AQA02301","진료비추정서<천만원미만> (1부)","50000","","","","","-"
"제증명수수료","-","-","-","추정서","AQA02302","진료비추정서<천만원미만>(재발행)","1000","","","","","-"
"제증명수수료","-","-","-","추정서","AQA02303","진료비추정서<천만원이상> (1부)","100000","","","","","-"
"제증명수수료","-","-","-","추정서","AQA02304","진료비추정서<천만원이상>(재발행)","1000","","","","","-"
"제증명수수료","-","-","-","사본발급","AQB00101","의무기록사본발급수수료(기본5부)","2000","","","","","-"
"제증명수수료","-","-","-","사본발급","AQB00102","의무기록사본발급수수료(기본5부초과 매당)","200","","","","","1장당"
"제증명수수료","-","-","-","사본발급","AQF00101","PACS영상 CD Copy(매당)","5000","","","","","1장당"
"제증명수수료","-","-","-","사본발급","AQF00501","핵의학PACS영상 CD Copy(매당)","5000","","","","","1장당"
"제증명수수료","-","-","-","사본발급","AQF00401","심혈관 PACS 영상비용 CD Copy [매당]","5000","","","","","1장당"
"제증명수수료","-","-","-","사본발급","AQF00201","내시경 PACS영상 CD Copy [매당]","5000","","","","","1장당"
"제증명수수료","-","-","-","사본발급","AQF00701","영상의학과/PACS영상 Film Copy(매당)","5000","","","","","1장당"
"제증명수수료","-","-","-","사본발급","AQF00801","핵의학PACS영상 Film Copy(매당)","5000","","","","","1장당"
"제증명수수료","-","-","-","추가식대","WZ00100","보호자식대(일반식, 1식)","6000","","","","","-"
"제증명수수료","-","-","-","추가식대","WZ00200","보호자식대(공기밥, 1개)","1000","","","","","-"
"제증명수수료","-","-","-","기타","BZ00001","환의 상하 한벌 (귀가용)","19690","","","","","-"
"기타","-","-","-","구순열의일차비성형술 [대]","HZPS00101","-","300000","","","","","-"
"기타","-","-","-","구순열의일차비성형술 [중]","HZPS00102","-","200000","","","","","-"
"기타","-","-","-","구순열의일차비성형술 [소]","HZPS00103","-","100000","","","","","-"
"기타","-","-","-","구축반흔의비수술적처치","HZPS00200","-","20000","","","","","-"
"기타","-","-","-","근막이식술 [대]","HZPS00301","-","300000","","","","","-"
"기타","-","-","-","근막이식술 [중]","HZPS00302","-","200000","","","","","-"
"기타","-","-","-","근막이식술 [소]","HZPS00303","-","100000","","","","","-"
"기타","-","-","-","기타구강에관한수술 [대]","HZPS00401","-","400000","","","","","-"
"기타","-","-","-","기타구강에관한수술 [중]","HZPS00402","-","200000","","","","","-"
"기타","-","-","-","기타구강에관한수술 [소]","HZPS00403","-","100000","","","","","-"
"기타","-","-","-","기타구순에관한성형술 [대]","HZPS00501","-","500000","","","","","-"
"기타","-","-","-","기타구순에관한성형술 [소]","HZPS00502","-","300000","","","","","-"
"기타","-","-","-","기타보형물삽입술 [대]","HZPS00601","-","500000","","","","","-"
"기타","-","-","-","기타보형물삽입술 [중]","HZPS00602","-","300000","","","","","-"
"기타","-","-","-","기타보형물삽입술 [소]","HZPS00603","-","100000","","","","","-"
"기타","-","-","-","기타보형물제거술 [대]","HZPS00701","-","500000","","","","","-"
"기타","-","-","-","기타보형물제거술 [중]","HZPS00702","-","300000","","","","","-"
"기타","-","-","-","기타보형물제거술 [소1]","HZPS00703","-","200000","","","","","-"
"기타","-","-","-","기타보형물제거술 [소2]","HZPS00704","-","100000","","","","","-"
"기타","-","-","-","기타비외벽에대한성형술 [대]","HZPS00801","-","600000","","","","","-"
"기타","-","-","-","기타비외벽에대한성형술 [소]","HZPS00802","-","300000","","","","","-"
"기타","-","-","-","기타사지에대한지방조직성형술 [대]","HZPS00901","-","900000","","","","","-"
"기타","-","-","-","기타사지에대한지방조직성형술 [중]","HZPS00902","-","600000","","","","","-"
"기타","-","-","-","기타사지에대한지방조직성형술 [소]","HZPS00903","-","300000","","","","","-"
"기타","-","-","-","기타상악성형술 [대]","HZPS01001","-","2000000","","","","","-"
"기타","-","-","-","기타상악성형술 [중]","HZPS01002","-","1000000","","","","","-"
"기타","-","-","-","기타상악성형술 [소]","HZPS01003","-","500000","","","","","-"
"기타","-","-","-","기타선천성수지기형 [대]","HZPS01101","-","500000","","","","","-"
"기타","-","-","-","기타선천성수지기형 [소]","HZPS01102","-","300000","","","","","-"
"기타","-","-","-","기타수지에대한수술 [대]","HZPS01201","-","500000","","","","","-"
"기타","-","-","-","기타수지에대한수술 [중]","HZPS01202","-","300000","","","","","-"
"기타","-","-","-","기타수지에대한수술 [소]","HZPS01203","-","100000","","","","","-"
"기타","-","-","-","기타안검수술 [대]","HZPS01301","-","500000","","","","","-"
"기타","-","-","-","기타안검수술 [소]","HZPS01302","-","300000","","","","","-"
"기타","-","-","-","기타안면골성형술 [대]","HZPS01401","-","1000000","","","","","-"
"기타","-","-","-","기타안면골성형술 [중]","HZPS01402","-","700000","","","","","-"
"기타","-","-","-","기타안면골성형술 [소1]","HZPS01403","-","500000","","","","","-"
"기타","-","-","-","기타안면골성형술 [소2]","HZPS01404","-","300000","","","","","-"
"기타","-","-","-","기타외이에대한수술 [대]","HZPS01501","-","400000","","","","","-"
"기타","-","-","-","기타외이에대한수술 [중]","HZPS01502","-","300000","","","","","-"
"기타","-","-","-","기타외이에대한수술 [소]","HZPS01503","-","200000","","","","","-"
"기타","-","-","-","기타이하선에관한수술 [대]","HZPS01601","-","550000","","","","","-"
"기타","-","-","-","기타이하선에관한수술 [소]","HZPS01602","-","450000","","","","","-"
"기타","-","-","-","기타인상보형물제작술 [대]","HZPS01701","-","100000","","","","","-"
"기타","-","-","-","기타인상보형물제작술 [중]","HZPS01702","-","50000","","","","","-"
"기타","-","-","-","기타인상보형물제작술 [소]","HZPS01703","-","20000","","","","","-"
"기타","-","-","-","대퇴성형술 [대]","HZPS01801","-","500000","","","","","-"
"기타","-","-","-","대퇴성형술 [소]","HZPS01802","-","300000","","","","","-"
"기타","-","-","-","레이저치료 [대]","HZPS01901","-","1500000","","","","","-"
"기타","-","-","-","레이저치료 [중]","HZPS01902","-","800000","","","","","-"
"기타","-","-","-","레이저치료 [소]","HZPS01903","-","400000","","","","","-"
"기타","-","-","-","레이저치료 [Tiny]","HZPS01904","-","50000","","","","","-"
"기타","-","-","-","모반절제술 [대]","HZPS02001","-","430000","","","","","-"
"기타","-","-","-","모반절제술 [중]","HZPS02002","-","200000","","","","","-"
"기타","-","-","-","모반절제술 [소]","HZPS02003","-","115000","","","","","-"
"기타","-","-","-","모발이식술 [대]","HZPS02101","-","1000000","","","","","-"
"기타","-","-","-","모발이식술 [중]","HZPS02102","-","500000","","","","","-"
"기타","-","-","-","모발이식술 [소]","HZPS02103","-","300000","","","","","-"
"기타","-","-","-","박피술 [대]","HZPS02201","-","500000","","","","","-"
"기타","-","-","-","박피술 [중]","HZPS02202","-","300000","","","","","-"
"기타","-","-","-","박피술 [소]","HZPS02203","-","100000","","","","","-"
"기타","-","-","-","박피술-안면전체 [대]","HZPS02301","-","1200000","","","","","-"
"기타","-","-","-","박피술-안면전체 [중]","HZPS02302","-","900000","","","","","-"
"기타","-","-","-","박피술-안면전체 [소]","HZPS02303","-","600000","","","","","-"
"기타","-","-","-","반흔절제술 [대]","HZPS02401","-","500000","","","","","-"
"기타","-","-","-","반흔절제술 [중]","HZPS02402","-","300000","","","","","-"
"기타","-","-","-","반흔절제술 [소]","HZPS02403","-","100000","","","","","-"
"기타","-","-","-","복벽성형술 [대]","HZPS02501","-","1200000","","","","","-"
"기타","-","-","-","복벽성형술 [중]","HZPS02502","-","800000","","","","","-"
"기타","-","-","-","복벽성형술 [소]","HZPS02503","-","400000","","","","","-"
"기타","-","-","-","비익신생술 [대]","HZPS02601","-","500000","","","","","-"
"기타","-","-","-","비익신생술 [중]","HZPS02602","-","300000","","","","","-"
"기타","-","-","-","비익신생술 [소]","HZPS02603","-","250000","","","","","-"
"기타","-","-","-","비전체신생술 [대]","HZPS02701","-","700000","","","","","-"
"기타","-","-","-","비전체신생술 [중]","HZPS02702","-","500000","","","","","-"
"기타","-","-","-","비전체신생술 [소]","HZPS02703","-","300000","","","","","-"
"기타","-","-","-","비첨성형술 [대]","HZPS02801","-","500000","","","","","-"
"기타","-","-","-","비첨성형술 [중]","HZPS02802","-","300000","","","","","-"
"기타","-","-","-","비첨성형술 [소]","HZPS02803","-","200000","","","","","-"
"기타","-","-","-","비축소성형술 [대]","HZPS02901","-","1200000","","","","","-"
"기타","-","-","-","비축소성형술 [중]","HZPS02902","-","900000","","","","","-"
"기타","-","-","-","비축소성형술 [소]","HZPS02903","-","600000","","","","","-"
"기타","-","-","-","비확대성형술 [대]","HZPS03001","-","800000","","","","","-"
"기타","-","-","-","비확대성형술 [중]","HZPS03002","-","600000","","","","","-"
"기타","-","-","-","비확대성형술 [소]","HZPS03003","-","400000","","","","","-"
"기타","-","-","-","상안면부성형술 [대]","HZPS03101","-","1500000","","","","","-"
"기타","-","-","-","상안면부성형술 [중]","HZPS03102","-","1200000","","","","","-"
"기타","-","-","-","상안면부성형술 [소]","HZPS03103","-","600000","","","","","-"
"기타","-","-","-","상하악복잡성형술 [대]","HZPS03201","-","2500000","","","","","-"
"기타","-","-","-","상하악복잡성형술 [중]","HZPS03202","-","1500000","","","","","-"
"기타","-","-","-","상하악복잡성형술 [소]","HZPS03203","-","1000000","","","","","-"
"기타","-","-","-","안검성형술 [대]","HZPS03401","-","1300000","","","","","-"
"기타","-","-","-","안검성형술 [중]","HZPS03402","-","700000","","","","","-"
"기타","-","-","-","안검성형술 [소]","HZPS03403","-","650000","","","","","-"
"기타","-","-","-","안면성형술 [대]","HZPS03501","-","2000000","","","","","-"
"기타","-","-","-","안면성형술 [중]","HZPS03502","-","1500000","","","","","-"
"기타","-","-","-","안면성형술 [소]","HZPS03503","-","1000000","","","","","-"
"기타","-","-","-","안면신경마비교정술 [대]","HZPS03601","-","1500000","","","","","-"
"기타","-","-","-","안면신경마비교정술 [중]","HZPS03602","-","1000000","","","","","-"
"기타","-","-","-","안면신경마비교정술 [소]","HZPS03603","-","500000","","","","","-"
"기타","-","-","-","외이성형술 [대]","HZPS03701","-","500000","","","","","-"
"기타","-","-","-","외이성형술 [소]","HZPS03702","-","300000","","","","","-"
"기타","-","-","-","외이신생술","HZPS03800","-","1000000","","","","","-"
"기타","-","-","-","유두성형술 [대]","HZPS03901","-","500000","","","","","-"
"기타","-","-","-","유두성형술 [소]","HZPS03902","-","300000","","","","","-"
"기타","-","-","-","유방고정술 [대]","HZPS04001","-","1500000","","","","","-"
"기타","-","-","-","유방고정술 [중]","HZPS04002","-","1000000","","","","","-"
"기타","-","-","-","유방고정술 [소]","HZPS04003","-","500000","","","","","-"
"기타","-","-","-","유방축소성형술 [대]","HZPS04101","-","1500000","","","","","-"
"기타","-","-","-","유방축소성형술 [중]","HZPS04102","-","1000000","","","","","-"
"기타","-","-","-","유방축소성형술 [소]","HZPS04103","-","700000","","","","","-"
"기타","-","-","-","유방확대성형술 [대]","HZPS04201","-","1500000","","","","","-"
"기타","-","-","-","유방확대성형술 [중]","HZPS04202","-","1000000","","","","","-"
