"순번","행위구분","분류","명칭","코드","표준코드","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항","최종변경일"
"703","약제","","아젤리아크림 10g/tube","674900100","DAZEL","1550","","","","","","2020-02-05"
"704","약제","","액티피드정","643900900","DACT","22","","","","","","2021-11-01"
"705","약제","","액상하이랙스주","654802040","MHLASE-L","10962","","","","","","2021-11-01"
"706","약제","","야즈정(28정/set)","641104750","DYAZ","","","","","","원외처방전용","2020-01-31"
"707","약제","","에스젠질크림 15g/tube","649802480","DESGEN","1425","","","","","","2020-02-05"
"708","약제","","엠빅스에스구강붕해필름100mg","644703870","DMVIXS10","","","","","","원외처방전용","2020-01-31"
"709","약제","","엠빅스에스구강붕해필름50mg","644703730","DMVIXS","","","","","","원외처방전용","2020-01-31"
"710","약제","","엠빅스정 100mg","644701810","DMVIX","","","","","","원외처방전용","2020-01-31"
"711","약제","","엠빅스정 50mg","644701820","DMVIX5","","","","","","원외처방전용","2020-01-31"
"712","약제","예방접종료","엠엠알II 백신/홍역볼거리풍진","655500271","MMMR2","30000","","","","","홍역볼거리풍진/MMMR2","2022-09-29"
"713","약제","","예나스테론주","659600291","MTESTOE","4674","","","","","","2021-11-01"
"714","약제","","오메크린크림 30g/Tube","641605991","DOMECLEAN","7167","","","","","","2020-01-31"
"715","약제","","유락신연고 50g/tube","643601400","DTAMI","550","","","","","","2020-02-05"
"716","약제","예방접종료","유박스비주PFS주 1ML(성인 B형간염백신)","668902161","MHBV","30000","","","","","B형간염(성인)/MHBV","2022-01-01"
"717","약제","예방접종료","유히브주(뇌수막염백신)","668901891","MHPIB","30000","","","","","뇌수막염백신/MHPIB","2022-09-29"
"718","약제","","이소바이드액_(350g/500mL)(알보젠)","652602861","DISOS","41500","","","","","","2021-07-07"
"719","약제","","미가펜캡슐","670100470","DMYDR","64","","","","","","2020-02-05"
"720","약제","","일양실데나필정100mg","641704360","DSILDE100","3114","","","","","","2021-11-01"
"721","약제","","일양실데나필정50mg","641704350","DSILDE50","1613","","","","","","2020-02-05"
"722","약제","","일양실데나필정100mg","641704360","DVIA100","","","","","","원외처방전용","2020-01-31"
"723","약제","","일양실데나필정50mg","641704350","DVIA","","","","","","원외처방전용","2020-01-31"
"724","약제","","자이데나정 100mg","642503020","DZYDE1","","","","","","원외처방전용","2020-01-31"
"725","약제","","자이데나정100mg","642503020","DUDE100","5120","","","","","원내용","2020-02-05"
"726","약제","","자이데나정 200mg","642503030","DZYDE2","","","","","","원외처방전용","2020-01-31"
"727","약제","","자이데나정200mg","642503030","DUDE200","2639","","","","","원내용","2020-02-05"
"728","약제","","제니칼캅셀120mg","645000380","DXENI","","","","","","원외처방전용","2020-01-31"
"729","약제","","제피드정200밀리그램","644913330","DZEP2","","","","","","원외처방전용","2020-01-31"
"730","약제","","제피드정 100mg","644913320","DZEP1","","","","","","원외전용","2020-02-05"
"731","약제","예방접종료","스카이조스터주(대상포진생바이러스백신)_(sk바이오사이언스)","56400041","MZOSTA","140000","","","","","대상포진/MZOSTA","2022-07-15"
"732","약제","","주블리아외용액(에피나코나졸)","642507391","DEFINAIL","20097","","","","","","2021-11-01"
"733","약제","예방접종료","지씨플루PFS(3가백신_6개월~36개월 미만)","643603620","MFLU25","25000","","","","","인플루엔자/MFLU25","2020-01-31"
"734","약제","예방접종료","지씨플루프리필드시린지주(3가독감백신)","643603630","MFLU05","25000","","","","","독감3가백신/MFLU05","2020-01-31"
"735","약제","","챔픽스정 0.5mg","648900910","DCHAMP05","","","","","","원외처방전용","2020-01-31"
"736","약제","","챔픽스정 1mg","648900920","DCHAMP1","","","","","","원외처방전용","2020-01-31"
"737","약제","","카버젝트주사20mcg","648901021","MCVJ2","","","","","","원외처방전용","2020-01-31"
"738","약제","","카버젝트주사20mcg","648901021","MALP20","15109","","","","","원내용","2020-02-05"
"739","약제","","코네티비나겔_30g/tube","684400040","DCONNETTI","27732","","","","","","2020-01-31"
"740","약제","예방접종료","코박스폴리오PF주(프리필드시린지)(소아마비백신)","647400280","MIMOPV","30000","","","","","소아마비백신/MIMOPV","2020-01-31"
"741","약제","","타스나정500mg","662501680","DBIVONT","23","","","","","","2021-11-01"
"742","약제","예방접종료","테트락심주(DTP&소아마비 백신)","665900120","MTETRA","50000","","","","","DTP&소아마비 백신/MTETRA","2020-01-31"
"743","약제","","트리루마크림(15g)","671701610","DLUMA","","","","","","원외처방전용","2020-01-31"
"744","약제","","트롬보젝주1%10mg/ml(2ml)","676800010","MTROMBO1","23000","","","","","","2020-02-05"
"745","약제","","트롬보젝주3%30mg/ml(2ml)","676800020","MTROMBO3","25000","","","","","","2020-02-05"
"746","약제","","페리오클린치과용연고","666500030","DMC-DO","20617","","","","","","2021-08-01"
"747","약제","","뮤코베리어액(히알루론산나트륨)","659901331","DHYAL-DT","14250","","","","","","2022-08-01"
"748","약제","예방접종료","펜탁심주 백신(DTP,소아마비,뇌수막염 백신)","665900210","MPENTAXIM","70000","","","","","디프테리아, 파상풍, 백일해, 폴리오, b형헤모필루스인플루엔자 /MPENTAXIM","2020-01-31"
"749","약제","","피엠에스니스타틴시럽 1ml","659600560","DNYSTAS","5003","","","","","","2021-11-01"
"750","약제","","푸레파인연고 (28g/tube)","642905941","DPREPAO","2985","","","X","X","","2021-11-01"
"751","약제","예방접종료","프로디악스-23 프리필드시린지(폐렴구균백신)","655501941","MPNEUMO","50000","","","","","폐렴구균백신/MPNEUMO","2022-09-29"
"752","약제","","프로페시아정1mg","655500630","DPECIA","","","","","","원외처방전용","2020-01-31"
"753","약제","","프릴리지정30mg","646901090","DPRLG3","","","","","","원외전용","2020-02-05"
"754","약제","","프릴리지정60mg","646901100","DPRLG6","","","","","","원외전용","2020-02-05"
"755","약제","","프록토세딜연고 (15g)","652101560","DPROO","1005","","","","","","2020-01-31"
"756","약제","예방접종료","프리베나13주 0.5ml(소아용 폐렴구균백신)","648902271","MPVENAR13","90000","","","","","폐렴구균/MPVENAR13","2022-09-29"
"757","약제","예방접종료","프리베나주13 백신0.5ml(성인용 폐렴구균백신)","648902271","MPVENAR-A","90000","","","","","폐렴구균/MPVENAR-A","2022-09-29"
"758","약제","","프로게스테론데포예나팜","651700060","MHPROG","1209","","","","","","2020-02-05"
"759","약제","","디비겔0.1%겔(에스트라디올)_(1mg/1g)","642000141","DDIVI-GEL","","","","","","원외처방","2021-12-14"
"760","약제","","플로실헤모스태틱매트릭스","646601401","DFLOS","255710","","","","","","2021-11-01"
"761","약제","","파자임-95mg이중정","642202290","DPZM","33","","","","","","2021-11-01"
"762","약제","","하이알라제주","670602610","MHLASE","5549","","","","","","2021-11-01"
"763","약제","","하이드라섹산30mg","644206370","DHIDRAS30","","","","","","원외","2020-02-05"
"764","약제","예방접종료","유박스비주(소아 B형간염백신)","668900913","MHBVC","20000","","","","","B형간염(소아)/MHBVC","2022-09-29"
"765","약제","","헤파빅 백신 200IU(1cc)","643601900","MHBIG","33438","","","","","","2020-01-31"
"766","약제","예방접종료","티디백신프리필드시린지주0.5ml","643605311","MTD","30000","","","","","디프테리아, 파상풍","2023-05-17"
"767","약제","","그로트로핀투주사액카트리지(30iu/2.7ml)(동아에스티)(비감면)","642505131","MGHGR","91562","","","","","비감면","2021-03-22"
"768","약제","","덱스메딘주","657805981","MPRECEDEX","11551","","","","","","2022-02-01"
"769","약제","","제이세덱스주","678901241","MPRECDEX50","23100","","","","","","2022-02-01"
"770","약제","","풀모시스","","MPULMOCIS","30000","","","","","폐관류스캔 검사 시 사용되는 진단용 방사선 의약품","2021-06-29"
"771","약제","","삭센다펜주 6mg/ml(3ml/pen)(","654400571","MSAXENDA","","","","","","원외전용","2021-06-18"
"772","약제","","돕스오디정100mg","","DDROXIDOPA","1140","","","","","희귀의약품센터","2022-05-01"
"773","약제","","의태프로테르놀엘주0.2밀리그램","","MISUPREL","16250","","","","","희귀의약품센터","2022-08-11"
"774","약제","","알레버트정","685800110","DERBERT","195","","","","","","2022-07-01"
"775","제증명수수료","진단서","개인택시면허용건강진단서(인성검사포함)","","AW401800","20000","","","","","","2020-01-31"
"776","제증명수수료","진단서","건강진단서","PDZ010001(심평원 코드)","AW400101","20000","","","","","","2020-01-31"
"777","제증명수수료","국민연금 장애심사용진단서","국민연금장애심사용 진단서","PDZ100000(심평원 코드)","AQA00101","6000","","","","","국민연금법 시행규칙 제28조 [서식 21] 신청인 제출서류 - 국민연금 장애심사규정 제12조(보건복지부 고시 2011-82호; 2011.7.26) 별지[서식 3]","2020-01-31"
"778","제증명수수료","진단서","근로능력평가용진단서","PDZ010002(심평원 코드)","AQA02801","10000","","","","","","2020-01-31"
"779","제증명수수료","소견서(노인장기요양보험)","노인장기요양보험 의사소견서(개정서식)","","AQA00200","52040","","","","","노인장기요양보험법 시행규칙 제2조 [서식2]","2023-03-01"
"780","제증명수수료","소견서(노인장기요양보험)","노인장기요양보험 의사소견서 2종(5등급예상 치매진단 포함)(개정서식)","AQA002002","AQA002002","77560","","","X","X","노인장기요양보험법 시행규칙 제2조 [서식2]","2023-03-01"
"781","제증명수수료","소견서(노인장기요양보험)","노인장기요양보험(5등급예상 치매진단)의사소견서(개정서식)","","AQA00202","25520","","","","","노인장기요양보험법 시행규칙 제2조 [서식2]","2023-03-01"
"782","제증명수수료","소견서(노인장기요양보험)","방문간호지시서(1회당)-노인장기요양보험관련","","AQA00201","19990","","","","","노인장기요양보험법 시행규칙 제2조 [서식2]","2020-01-31"
"783","제증명수수료","병무용진단서","병무용진단서","PDZ080000(심평원 코드)","AQA00301","20000","","","","","병역법 시행규칙 제87조, 95조 [서식 106]","2020-01-31"
"784","제증명수수료","소견서(검진소견서)","보장구검진소견서","","AQA00400","10000","","","","","","2020-01-31"
"785","제증명수수료","사망진단서","사망진단서","PDZ030000(심평원 코드)","AQA00501","10000","","","","","의료법 시행규칙 제10조 [서식6]","2020-01-31"
"786","제증명수수료","사산(사태)증명서","사산(사태)증명서","PDZ050000(심평원 코드)","AQA00701","2000","","","","","의료법 시행규칙 제11조 [서식8]","2020-01-31"
"787","제증명수수료","시체검안서","사체부검료","","AQA00901","20000","","","","","의료법 시행규칙 제10조 [서식6]","2020-01-31"
"788","제증명수수료","상해진단서","상해 진단서(3주미만)","PDZ020001(심평원 코드)","AQA01001","50000","","","","","의료법 시행규칙 제9조 [서식5의3]","2020-01-31"
"789","제증명수수료","상해진단서","상해 진단서(3주이상)","PDZ020002(심평원 코드)","AQA01003","100000","","","","","의료법 시행규칙 제9조 [서식5의3]","2020-01-31"
"790","제증명수수료","감정서","성별감정서","","AQA01101","10000","","","","","","2020-01-31"
"791","제증명수수료","확인서","수술확인서","","AQA03001","10000","","","","","","2020-01-31"
"792","제증명수수료","시체검안서","시체검안서","PDZ040000(심평원 코드)","AQA00801","30000","","","","","의료법 시행규칙 제10조 [서식6]","2020-01-31"
"793","제증명수수료","감정서","신체감정료(과목당)","","AQA01200","150000","","","","","","2020-01-31"
"794","제증명수수료","채용신체검사","신체검사용 약물(마약)검사/6종","","L3208A","36000","","","","","","2020-01-31"
"795","제증명수수료","감정서","연령감정서","","AQA01401","20000","","","","","","2020-01-31"
"796","제증명수수료","감정서","연령감정서 치과용","","AQA01402","150000","","","","","","2020-01-31"
"797","제증명수수료","영문진단서","영문 등 외국어 일반진단서","PDE010001(심평원 코드)","AQA02201","15000","","","","","의료법 시행규칙 제9조 [서식5의2]","2020-01-31"
"798","제증명수수료","출생증명서","영문 등 외국어 출생증명서","PDZ060000(심평원 코드)","AQA02503","4500","","","","","의료법 시행규칙 제11조 [서식7]","2020-01-31"
"799","제증명수수료","신체검사서","영문, 중문신체검사서","","AW400400","35000","","","","","","2020-01-31"
"800","제증명수수료","사망진단서","영문사망진단서","","AQA00503","15000","","","","","의료법 시행규칙 제10조 [서식6]","2020-01-31"
"801","제증명수수료","소견서(일반소견서)","영문일반소견서(보험회사 제출용)","","AQA01503","15000","","","","","의료법 시행규칙 제9조 [서식5의2]","2020-01-31"
"802","제증명수수료","소견서(일반소견서)","일반소견서(보험회사 제출용)","","AQA01501","10000","","","","","의료법 시행규칙 제9조 [서식5의2]","2020-01-31"
"803","제증명수수료","진단서","일반진단서","PDZ010001(심평원 코드)","AQA01601","10000","","","","","의료법 시행규칙 제9조 [서식5의2]","2020-01-31"
"804","제증명수수료","확인서","입퇴원확인서","PDZ090002(심평원 코드)","AQA01701","3000","","","","","","2020-01-31"
"805","제증명수수료","신체검사서","자동차운전면허신체검사(1종보통,2종)","","AW400501","4000","","","","","","2020-01-31"
"806","제증명수수료","신체검사서","자동차운전면허신체검사(특수,대형)","","AW400500","5000","","","","","","2020-01-31"
"807","제증명수수료","장애인증명서","장애인증명서","PDZ170000(심평원 코드)","AQA01901","1000","","","","","""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""","2020-01-31"
"808","제증명수수료","장애진단서","장애진단서","PDZ070003(심평원 코드)","AQA02001","100000","","","","","""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""","2020-01-31"
"809","제증명수수료","장애진단서","장애진단서(간단)","","AQA02002","15000","","","","","""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""","2020-01-31"
"810","제증명수수료","장애 정도 심사용 진단서","장애진단서(신체적 장애)","PDZ070001(심평원 코드)","AQA01301","15000","","","","","""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""","2020-01-31"
"811","제증명수수료","장애 정도 심사용 진단서","장애진단서(정신적 장애)","PDZ070002(심평원 코드)","AQA01304","40000","","","","","""""""""""""""장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류""""""""""""""","2020-01-31"
"812","제증명수수료","감정서","정신감정서","","AQA02101","100000","","","","","","2020-01-31"
"813","제증명수수료","제증명서 사본","제증명료 사본","PDZ160000(심평원 코드)","AQW01200","1000","","","","","","2020-01-31"
"814","제증명수수료","진료기록사본","진료기록사본(1~5부 매당)","PDZ110101(심평원 코드)","AQB00101","1000","","","","","흑백","2020-01-31"
"815","제증명수수료","진료기록사본","진료기록사본(6매이상,매당)","PDZ110102(심평원 코드)","AQB00102","100","","","","","1장당","2020-01-31"
"816","제증명수수료","진료기록영상","진료기록영상(CD)-PACS영상(COPY)","PDZ110004(심평원 코드)","AQF00101","5000","","","","","1장당","2020-01-31"
"817","제증명수수료","진료기록영상","진료기록영상(CD)-내시경PACS영상(COPY)","PDZ110004(심평원 코드)","AQF00201","5000","","","","","1장당","2020-01-31"
"818","제증명수수료","진료기록영상","진료기록영상(CD)-심혈관PACS영상(COPY)","PDZ110004(심평원 코드)","AQF00401","5000","","","","","1장당","2020-01-31"
"819","제증명수수료","진료기록영상","진료기록영상(CD)-핵의학PACS영상(COPY)","PDZ110004(심평원 코드)","AQF00501","5000","","","","","1장당","2020-01-31"
"820","제증명수수료","확인서","진료확인서","PDZ090007(심평원 코드)","AQA02401","3000","","","","","","2020-01-31"
"821","제증명수수료","채용신체검사서","채용신체검사서(공무원)","PDZ010003(심평원 코드)","AW400601","40000","","","","","","2020-01-31"
"822","제증명수수료","채용신체검사서","채용신체검사서(다면인성검사)","","AW400604","42000","","","","","","2020-01-31"
"823","제증명수수료","채용신체검사서","채용신체검사서(일반)","PDZ010004(심평원 코드)","AW400602","30000","","","","","","2020-01-31"
"824","제증명수수료","진단서","총포및도검소지허가신체검사","","AW401900","10000","","","","","","2020-01-31"
"825","제증명수수료","출생증명서","출생증명서","PDZ060000(심평원 코드)","AQA02501","3000","","","","","의료법 시행규칙 제11조 [서식7]","2020-01-31"
"826","제증명수수료","확인서","통원확인서[병명 기재]","PDZ090004(심평원 코드)","AQA02602","3000","","","","","","2020-01-31"
"827","제증명수수료","확인서","통원확인서[병명 미기재]","PDZ090004(심평원 코드)","AQA02601","1000","","","","","","2020-01-31"
"828","제증명수수료","향후진료비추정서","향후 진료비추정서(천만원미만)","PDZ140001(심평원 코드)","AQA02301","50000","","","","","","2020-01-31"
"829","제증명수수료","향후진료비추정서","향후 진료비추정서(천만원이상)","PDZ140002(심평원 코드)","AQA02303","100000","","","","","","2020-01-31"
"830","기타","","DNCB도포치료 [대]","HZDE02601","HZDE02601","10000","","","","","두피, 얼굴 등 신체 5% 이상 또는 multiple wart 의 경우 4개 이상인 경우 산정","2020-01-31"
"831","기타","","Z성형술 [대]","HZPS05301","HZPS05301","500000","","","","","","2020-01-31"
"832","기타","","Z성형술 [소]","HZPS05303","HZPS05303","100000","","","","","","2020-01-31"
"833","기타","","Z성형술 [중]","HZPS05302","HZPS05302","200000","","","","","","2020-01-31"
"834","기타","","고환삽입술","HZUR00200","HZUR00200","500000","","","","","","2020-01-31"
"835","기타","","구순열의일차비성형술 [대]","HZPS00101","HZPS00101","300000","","","","","","2020-01-31"
"836","기타","","구순열의일차비성형술 [소]","HZPS00103","HZPS00103","100000","","","","","","2020-01-31"
"837","기타","","구순열의일차비성형술 [중]","HZPS00102","HZPS00102","200000","","","","","","2020-01-31"
"838","기타","","구축반흔의비수술적처치","HZPS00200","HZPS00200","20000","","","","","","2020-01-31"
"839","기타","","굴곡음경교정 수술 Penile Curvature Correction","HZUR00300","HZUR00300","1000000","","","","","","2020-01-31"
"840","기타","","근막이식술 [대]","HZPS00301","HZPS00301","300000","","","","","","2020-01-31"
"841","기타","","근막이식술 [소]","HZPS00303","HZPS00303","100000","","","","","","2020-01-31"
"842","기타","","근막이식술 [중]","HZPS00302","HZPS00302","200000","","","","","","2020-01-31"
"843","기타","","기미,주근깨,점 제거술 [대]","HZDE00101","HZDE00101","30000","","","","","Size 0.4cm 이상인 경우 산정","2020-01-31"
"844","기타","","기미,주근깨,점 제거술 [소]","HZDE00103","HZDE00103","10000","","","","","Size 0.2cm × 0.2cm 이하인 경우 산정","2020-01-31"
"845","기타","","기타구강에관한수술 [대]","HZPS00401","HZPS00401","400000","","","","","","2020-01-31"
"846","기타","","기타구강에관한수술 [소]","HZPS00403","HZPS00403","100000","","","","","","2020-01-31"
"847","기타","","기타구강에관한수술 [중]","HZPS00402","HZPS00402","200000","","","","","","2020-01-31"
"848","기타","","기타구순에관한성형술 [대]","HZPS00501","HZPS00501","500000","","","","","","2020-01-31"
"849","기타","","기타구순에관한성형술 [소]","HZPS00502","HZPS00502","300000","","","","","","2020-01-31"
"850","기타","","기타보형물삽입술 [대]","HZPS00601","HZPS00601","500000","","","","","","2020-01-31"
"851","기타","","기타보형물삽입술 [소]","HZPS00603","HZPS00603","100000","","","","","","2020-01-31"
"852","기타","","기타보형물삽입술 [중]","HZPS00602","HZPS00602","300000","","","","","","2020-01-31"
"853","기타","","기타보형물제거술 [대]","HZPS00701","HZPS00701","500000","","","","","","2020-01-31"
"854","기타","","기타보형물제거술 [소1]","HZPS00703","HZPS00703","200000","","","","","","2020-01-31"
"855","기타","","기타보형물제거술 [소2]","HZPS00704","HZPS00704","100000","","","","","","2020-01-31"
"856","기타","","기타보형물제거술 [중]","HZPS00702","HZPS00702","300000","","","","","","2020-01-31"
"857","기타","","기타비외벽에대한성형술 [대]","HZPS00801","HZPS00801","600000","","","","","","2020-01-31"
"858","기타","","기타비외벽에대한성형술 [소]","HZPS00802","HZPS00802","300000","","","","","","2020-01-31"
"859","기타","","기타사지에대한지방조직성형술 [대]","HZPS00901","HZPS00901","900000","","","","","","2020-01-31"
"860","기타","","기타사지에대한지방조직성형술 [소]","HZPS00903","HZPS00903","300000","","","","","","2020-01-31"
"861","기타","","기타사지에대한지방조직성형술 [중]","HZPS00902","HZPS00902","600000","","","","","","2020-01-31"
"862","기타","","기타상악성형술 [대]","HZPS01001","HZPS01001","2000000","","","","","","2020-01-31"
"863","기타","","기타상악성형술 [소]","HZPS01003","HZPS01003","500000","","","","","","2020-01-31"
"864","기타","","기타상악성형술 [중]","HZPS01002","HZPS01002","1000000","","","","","","2020-01-31"
"865","기타","","기타선천성수지기형 [대]","HZPS01101","HZPS01101","500000","","","","","","2020-01-31"
"866","기타","","기타선천성수지기형 [소]","HZPS01102","HZPS01102","300000","","","","","","2020-01-31"
"867","기타","","기타수지에대한수술 [대]","HZPS01201","HZPS01201","500000","","","","","","2020-01-31"
"868","기타","","기타수지에대한수술 [소]","HZPS01203","HZPS01203","100000","","","","","","2020-01-31"
"869","기타","","기타수지에대한수술 [중]","HZPS01202","HZPS01202","300000","","","","","","2020-01-31"
"870","기타","","기타안검수술 [대]","HZPS01301","HZPS01301","500000","","","","","","2020-01-31"
"871","기타","","기타안검수술 [소]","HZPS01302","HZPS01302","300000","","","","","","2020-01-31"
"872","기타","","기타안면골성형술 [대]","HZPS01401","HZPS01401","1000000","","","","","","2020-01-31"
"873","기타","","기타안면골성형술 [소1]","HZPS01403","HZPS01403","500000","","","","","","2020-01-31"
"874","기타","","기타안면골성형술 [소2]","HZPS01404","HZPS01404","300000","","","","","","2020-01-31"
"875","기타","","기타안면골성형술 [중]","HZPS01402","HZPS01402","700000","","","","","","2020-01-31"
"876","기타","","기타외이에대한수술 [대]","HZPS01501","HZPS01501","400000","","","","","","2020-01-31"
"877","기타","","기타외이에대한수술 [소]","HZPS01503","HZPS01503","200000","","","","","","2020-01-31"
"878","기타","","기타외이에대한수술 [중]","HZPS01502","HZPS01502","300000","","","","","","2020-01-31"
"879","기타","","기타이하선에관한수술 [대]","HZPS01601","HZPS01601","550000","","","","","","2020-01-31"
"880","기타","","기타이하선에관한수술 [소]","HZPS01602","HZPS01602","450000","","","","","","2020-01-31"
"881","기타","","기타인상보형물제작술 [대]","HZPS01701","HZPS01701","100000","","","","","","2020-01-31"
"882","기타","","기타인상보형물제작술 [소]","HZPS01703","HZPS01703","20000","","","","","","2020-01-31"
"883","기타","","기타인상보형물제작술 [중]","HZPS01702","HZPS01702","50000","","","","","","2020-01-31"
"884","기타","","난관결찰술","HZOG00100","HZOG00100","300000","","","","","","2020-01-31"
"885","기타","","냉동치료 [대]","HZDE00201","HZDE00201","50000","","","","","1cm 이상 인 경우 산정","2020-01-31"
"886","기타","","냉동치료 [소]","HZDE00202","HZDE00202","20000","","","","","1cm 미만 인 경우 산정","2020-01-31"
"887","기타","","담요(귀가용)","BZ00004","BZ00004","20000","","","","","귀가시 휴대하여 갈 경우 본인부담","2020-01-31"
"888","기타","","대퇴성형술 [대]","HZPS01801","HZPS01801","500000","","","","","","2020-01-31"
"889","기타","","대퇴성형술 [소]","HZPS01802","HZPS01802","300000","","","","","","2020-01-31"
"890","기타","","레이저치료 [Tiny]","HZPS01904","HZPS01904","10000","","","","","","2020-01-31"
"891","기타","","메조테라피 [비만, 1회당]","HZFM00100","HZFM00100","14000","","","","","","2020-01-31"
"892","기타","","모반절제술 [대]","HZPS02001","HZPS02001","400000","","","","","","2020-01-31"
"893","기타","","모반절제술 [소]","HZPS02003","HZPS02003","100000","","","","","","2020-01-31"
"894","기타","","미레나 삽입술","HZOG00200","HZOG00200","90000","","","","","","2020-01-31"
"895","기타","","박피술 [대]","HZPS02201","HZPS02201","500000","","","","","","2020-01-31"
"896","기타","","박피술 [레이저] IPL [얼굴전체]","HZDE00501","HZDE00501","300000","","","","","","2020-01-31"
"897","기타","","박피술 [레이저] IPL [이마제외 얼굴전체]","HZDE00502","HZDE00502","200000","","","","","","2020-01-31"
"898","기타","","박피술 [레이저] IPL [코주변만]","HZDE00503","HZDE00503","100000","","","","","","2020-01-31"
"899","기타","","박피술 [레이저] IPL-회당","HZDE01700","HZDE01700","50000","","","","","","2020-01-31"
"900","기타","","박피술 [소]","HZPS02203","HZPS02203","100000","","","","","","2020-01-31"
"901","기타","","박피술 [중]","HZPS02202","HZPS02202","300000","","","","","","2020-01-31"
"902","기타","","박피술 [화학] [대]","HZDE01901","HZDE01901","100000","","","","","얼굴 전체를 한 경우에 산정","2020-01-31"
"903","기타","","박피술 [화학] [소]","HZDE01903","HZDE01903","30000","","","","","얼굴 절반이하를 한 경우에 산정","2020-01-31"
"904","기타","","박피술 [화학] [중]","HZDE01902","HZDE01902","50000","","","","","얼굴 절반이상을 한 경우에 산정","2020-01-31"
"905","기타","","박피술-안면전체 [대]","HZPS02301","HZPS02301","1200000","","","","","","2020-01-31"
"906","기타","","박피술-안면전체 [소]","HZPS02303","HZPS02303","600000","","","","","","2020-01-31"
"907","기타","","박피술-안면전체 [중]","HZPS02302","HZPS02302","900000","","","","","","2020-01-31"
"908","기타","","반시트(귀가용)","BZ00003","BZ00003","9920","","","","","귀가시 휴대하여 갈 경우 본인부담","2020-01-31"
"909","기타","","반흔절제술 [대]","HZPS02401","HZPS02401","500000","","","","","","2020-01-31"
"910","기타","","반흔절제술 [소]","HZPS02403","HZPS02403","100000","","","","","","2020-01-31"
"911","기타","","반흔절제술 [중]","HZPS02402","HZPS02402","300000","","","","","","2020-01-31"
"912","기타","","병변내주사 Bleomycin ,A","HZDE02001","HZDE02001","10000","","","","","병변내 주입용량이 1cc 미만 인경우 산정","2020-01-31"
"913","기타","","병변내주사 Bleomycin ,B","HZDE02002","HZDE02002","20000","","","","","병변내 주입용량이 1cc 이상 인경우 산정","2020-01-31"
"914","기타","","병변내주입요법,A","HZDE02101","HZDE02101","5000","","","","","병변내 주입용량이 1cc 미만 인경우 산정","2020-01-31"
"915","기타","","병변내주입요법,B","HZDE02102","HZDE02102","10000","","","","","병변내 주입용량이 1cc 이상 인경우 산정","2020-01-31"
"916","기타","","보톡스주입술 [시술건당]","HZOP01200","HZOP01200","100000","","","","","약제비 별도산정","2020-01-31"
"917","기타","추가식대","보호자식대(공기밥, 1개)","WZ00200","WZ00200","1000","","","","","","2020-01-31"
"918","기타","추가식대","보호자식대(일반식, 1식)","WZ00100","WZ00100","6000","","","","","","2020-01-31"
"919","기타","","복벽성형술 [대]","HZPS02501","HZPS02501","1200000","","","","","","2020-01-31"
"920","기타","","복벽성형술 [소]","HZPS02503","HZPS02503","400000","","","","","","2020-01-31"
"921","기타","","복벽성형술 [중]","HZPS02502","HZPS02502","800000","","","","","","2020-01-31"
"922","기타","","비익신생술 [대]","HZPS02601","HZPS02601","500000","","","","","","2020-01-31"
"923","기타","","비익신생술 [소]","HZPS02603","HZPS02603","250000","","","","","","2020-01-31"
"924","기타","","비익신생술 [중]","HZPS02602","HZPS02602","300000","","","","","","2020-01-31"
"925","기타","","비전체신생술 [대]","HZPS02701","HZPS02701","700000","","","","","","2020-01-31"
"926","기타","","비전체신생술 [소]","HZPS02703","HZPS02703","300000","","","","","","2020-01-31"
"927","기타","","비전체신생술 [중]","HZPS02702","HZPS02702","500000","","","","","","2020-01-31"
"928","기타","","비첨성형술 [대]","HZPS02801","HZPS02801","500000","","","","","","2020-01-31"
"929","기타","","비첨성형술 [소]","HZPS02803","HZPS02803","200000","","","","","","2020-01-31"
"930","기타","","비첨성형술 [중]","HZPS02802","HZPS02802","300000","","","","","","2020-01-31"
"931","기타","","비축소성형술 [대]","HZPS02901","HZPS02901","1200000","","","","","","2020-01-31"
"932","기타","","비축소성형술 [소]","HZPS02903","HZPS02903","600000","","","","","","2020-01-31"
"933","기타","","비축소성형술 [중]","HZPS02902","HZPS02902","900000","","","","","","2020-01-31"
"934","기타","","비확대성형술 [대]","HZPS03001","HZPS03001","800000","","","","","","2020-01-31"
"935","기타","","비확대성형술 [소]","HZPS03003","HZPS03003","400000","","","","","","2020-01-31"
"936","기타","","비확대성형술 [중]","HZPS03002","HZPS03002","600000","","","","","","2020-01-31"
"937","기타","","사마귀제거 [대]","HZDE02201","HZDE02201","10000","","","","","사마귀 개수가 3개 이상인 경우 산정","2020-01-31"
