대분류,중분류,소분류,EDI코드,EDI명칭,수가코드,수가명칭,구분,비용,최저비용,최고비용,치료재료대 포함여부,약제비포함여부,특이사항
행위료,치과의 보철료,치과의 보철료,,,JM0066T,임플란트목적 하치조측방전위술 [편측],,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0067T,임플란트목적 하치조측방전위술 [양측],,1500000,,,N,N,
행위료,치과 처치·수술료,구강악안면 수술,,,JM0073T,MANDIBULAR RECONSTRUCTION A 악안면골재건정복술 A,,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0074T,MANDIBULAR RECONSTRUCTION B 악안면골재건정복술 B,,2000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0075T,MANDIBULAR RECONSTRUCTION C 악안면골재건정복술 C,,3000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0076T,MANDIBULAR RECONSTRUCTION D 악안면골재건정복술 D,,4000000,,,N,N,
행위료,치과 처치·수술료,구강악안면 수술,,,JM0077T,MANDIBULAR RECONSTRUCTION E 악안면골재건정복술 E,,5000000,,,N,N,
행위료,치과 처치·수술료,구강악안면 수술,,,JM0078T,FIXED ORTHODONTIC TX A 악안면기형안골교정술 A,,1000000,,,N,N,
행위료,치과 처치·수술료,구강악안면 수술,,,JM0079T,FIXED ORTHODONTIC TX B 악안면기형안골교정술 B,,2000000,,,N,N,
행위료,치과 처치·수술료,구강악안면 수술,,,JM0080T,FIXED ORTHODONTIC TX C 악안면기형안골교정술 C,,3000000,,,N,N,
행위료,치과 처치·수술료,구강악안면 수술,,,JM0081T,FIXED ORTHODONTIC TX D 악안면기형안골교정술 D,,4000000,,,N,N,
행위료,치과 처치·수술료,치주질환 수술,,,JM0082T,골증대술,,500000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0083T,보철 치료(CHECK UP)중 주: 보철 장착 당일에는 산정하지 않는다.,,10000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0084T,SURGICAL UNCOVERING [1치당] 치관노출술 [1치당],,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0085T,보격장치 [고정식],,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JM0086T,보격장치 [가철식],,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0003M,"Crown, Palladium, Mat [재료]",,160000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0003T,"Crown, Palladium, Tre [행위]",,190000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0004M,"Crown, Metal, Mat [재료]",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0004T,"Crown, Metal, Tre [행위]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0005M,"Atrficial gold crown for RD, Mat [재료]",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0005T,"Atrficial gold crown for RD, Tre [행위]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0006M,"Crown, PFM, A, Mat [재료]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0006T,"Crown, PFM, A, Tre [행위]",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0007M,"Crown, PFM, B, Mat [재료]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0007T,"Crown, PFM, B, Tre [행위]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0008M,"Crown, PFG, A, Mat [재료]",,230000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0008T,"Crown, PFG, A, Tre [행위]",,290000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0009M,"Crown, PFG, B, Mat [재료]",,230000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0009T,"Crown, PFG, B, Tre [행위]",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0010M,"Crown, collarless PFM, Mat [재료]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0010T,"Crown, collarless PFM, Tre [행위]",,230000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0011M,"Crown, collarless PFG, Mat [재료]",,260000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0011T,"Crown, collarless PFG, Tre [행위]",,260000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0012M,"Crown, all ceramic, Mat [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0012T,"Crown, all ceramic, Tre [행위]",,270000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0013M,"Crown, Laminate veneer, Mat [재료]",,180000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0013T,"Crown, Laminate veneer, Tre [행위]",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0014M,"Crown, Maryland, non-Prec., Mat [재료]",,110000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0014T,"Crown, Maryland, non-Prec., Tre [행위]",,180000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0015M,"Crown, Maryland, Prec., Mat [재료]",,140000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0015T,"Crown, Maryland, Prec., Tre [행위]",,230000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0016M,"Inlay, Prec. Gold simple, Mat [재료]",,140000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0016T,"Inlay, Prec. Gold simple, Tre [행위]",,160000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0017M,"Inlay, Prec. Gold complex, Mat [재료]",,140000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0017T,"Inlay, Prec. Gold complex, Tre [행위]",,210000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0018M,"Inlay, Por. or resin, simple,Mat [재료]",,120000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0018T,"Inlay, Por. or resin, simple,Tre [행위]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0019M,"Inlay, Por. or resin, complex, Mat [재료]",,120000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0019T,"Inlay, Por. or resin, complex, Tre [행위]",,160000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0020M,"Post&Core, gold simple, Mat [재료]",,90000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0020T,"Post&Core, gold simple, Tre [행위]",,140000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0021M,"Post&Core, gold complex, Mat [재료]",,120000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0021T,"Post&Core, gold complex, Tre [행위]",,140000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0022M,"Post&Core, Para, Mat [재료]",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0022T,"Post&Core, Para, Tre [행위]",,130000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0023M,"Post&Core, glassfiber, Mat [재료]",,80000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0023T,"Post&Core, glassfiber, Tre [행위]",,140000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0028M,"R.P.D., Half, non-Prec. Elect., Mat [재료]",,250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0028T,"R.P.D., Half, non-Prec. Elect., Tre [행위]",,450000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0029M,"R.P.D., Half, non-Prec., Mat [재료]",,170000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0029T,"R.P.D., Half, non-Prec., Tre [행위]",,430000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0031M,"R.P.D.,non-Prec., Mat [재료]",,400000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0031T,"R.P.D.,non-Prec., Tre [행위]",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0032M,"R.P.D., electronic non-Prec., Mat [재료]",,400000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0032T,"R.P.D., electronic non-Prec., Tre [행위]",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0033M,"R.P.D., Temporary, Mat [재료]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0033T,"R.P.D., Temporary, Tre [행위]",,280000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0034M,"R.P.D., Overdenture, simple, Mat [재료]",,500000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0034T,"R.P.D., Overdenture, simple, Tre [행위]",,1100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0035M,"R.P.D., Overdenture, complex, Mat [재료]",,700000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0035T,"R.P.D., Overdenture, complex, Tre [행위]",,1100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0036M,"R.P.D., Attachment, simple, Mat [재료]",,400000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0036T,"R.P.D., Attachment, simple, Tre [행위]",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0037M,"R.P.D., Attachment, complex, Mat [재료]",,500000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0037T,"R.P.D., Attachment, complex, Tre [행위]",,1100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0038M,"R.P.D., Telescopic, simple, Mat [재료]",,350000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0038T,"R.P.D., Telescopic, simple, Tre [행위]",,530000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0039M,"R.P.D., Telescopic, complex, Mat [재료]",,550000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0039T,"R.P.D., Telescopic, complex, Tre [행위]",,550000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0040M,"Rebase, indirect, simple, Mat [재료]",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0040T,"Rebase, indirect, simple, Tre [행위]",,140000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0041M,"Rebase, indirect, complex, Mat [재료]",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0041T,"Rebase, indirect, complex, Tre [행위]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0042M,"Flipper, complex, Mat [재료]",,50000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0042T,"Flipper, complex,",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0043M,"Occlusal splint, complex, Mat [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0043T,"Occlusal splint, complex, Tre [행위]",,400000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0044M,"F.D., Prec., base metal, Mat [재료]",,900000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0044T,"F.D., Prec., base metal, Tre [행위]",,700000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0045M,"F.D., Mesh or base metal, Mat [재료]",,450000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0045T,"F.D., Mesh or base metal, Tre [행위]",,950000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0046M,"F.D., resin plate, Mat [재료]",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0046T,"F.D., resin plate, Tre [행위]",,900000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0047M,"F.D., Immediate, mesh, Mat [재료]",,250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0047T,"F.D., Immediate, mesh, Tre [행위]",,350000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0048M,"F.D., Immediate, resin plate, Mat [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0048T,"F.D., Immediate, resin plate, Tre [행위]",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0049M,"F.D., Temporary, Mat [재료]",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0049T,"F.D., Temporary, Tre [행위]",,250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0050M,"Definitive obturator, metal base, Mat [재료]",,700000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0050T,"Definitive obturator, metal base, Tre [행위]",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0051M,"Interrim or immediate obturator, Mat [재료]",,170000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0051T,"Interrim or immediate obturator, Tre [행위]",,230000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0052M,"Attachment, Magnetic, Mat [재료]",,140000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0052T,"Attachment, Magnetic, Tre [행위]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0053M,"Attachment, simple, Mat [재료]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0053T,"Attachment, simple, Tre [행위]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0054M,"Attachment, medium, Mat [재료]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0054T,"Attachment, medium, Tre [행위]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0055M,"Attachment, complex, Mat [재료]",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0055T,"Attachment, complex, Tre [행위]",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0056M,"Konus Teles. crown, inner&outer,PT.G., Mat [재료]",,350000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0056T,"Konus Teles. crown, inner&outer,PT.G., Tre [행위]",,350000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0057M,"Konus Teles. crown, inner&outer,Super G., Mat [재료]",,320000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0057T,"Konus Teles. crown, inner&outer,Super G., Tre [행위]",,280000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0058M,"Konus Teles. crown, inner&outer,Palladium, Mat [재료]",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0058T,"Konus Teles. crown, inner&outer,Palladium, Tre [행위]",,280000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0059M,"Konus Teles. crown, inner&outer,PFM, Mat [재료]",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0059T,"Konus Teles. crown, inner&outer,PFM, Tre [행위]",,330000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0060M,"Konus Teles. crown, inner&outer,PFG, Mat [재료]",,330000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0060T,"Konus Teles. crown, inner&outer,PFG, Tre [행위]",,320000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0061M,"Semirigid joint, Mat [재료]",,70000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0061T,"Semirigid joint, Tre [행위]",,80000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0062M,Flexible denture [재료],,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0062T,Flexible denture [행위],,600000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0063M,"Locator, Mat [재료]",,250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0063T,"Locator, Tre [행위]",,250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0067M,"Orthodontics, fixed type, simp., Mat [재료]",,180000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0067T,"Orthodontics, fixed type, simp., Tre [행위]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0068M,"Orthodontics, fixed type, med., Mat [재료]",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0068T,"Orthodontics, fixed type, med., Tre [행위]",,500000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0069M,"Orthodontics, fixed type, comp., Mat [재료]",,500000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0069T,"Orthodontics, fixed type, comp., Tre [행위]",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0070M,"Implant, simple, Mat [재료]",,600000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0070T,"Implant, simple, Tre [행위]",,750000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0071M,"Implant, complex, Mat [재료]",,650000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0071T,"Implant, complex, Tre [행위]",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0072G,"Implant crown, Pt-gold,G",,660000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0072M,"Implant crown, Pt-gold, Mat [재료]",,320000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0072T,"Implant crown, Pt-gold, Tre [행위]",,340000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0073G,"Implant crown, Super-gold,G",,620000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0073M,"Implant crown, Super-gold, Mat [재료]",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0073T,"Implant crown, Super-gold, Tre [행위]",,320000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0074G,"Implant crown, PFG,G",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0074M,"Implant crown, PFG, Mat [재료]",,400000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0074T,"Implant crown, PFG, Tre [행위]",,400000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0075M,"Implant crown, PFM, Mat [재료]",,270000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0075T,"Implant crown, PFM, Tre [행위]",,330000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0076M,"Implant overdenture, simple, Mat [재료]",,700000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0076T,"Implant overdenture, simple, Tre [행위]",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0077M,"Implant overdenture, complex, Mat [재료]",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0077T,"Implant overdenture, complex, Tre [행위]",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0078M,"Implant, Hybrid denture, Mat [재료]",,1300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0078T,"Implant, Hybrid denture, Tre [행위]",,1200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0080M,"Implant, hader bar, Mat [재료]",,550000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0080T,"Implant, hader bar, Tre [행위]",,600000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0081M,"Implant, hader bar(추가), Mat 매식술, 헤더바(추가) [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0084M,"Implant, Magnetic, Mat [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0084T,"Implant, Magnetic, Tre [행위]",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0085M,"Implant, O-ring, E.R.A., Mat [재료]",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0085T,"Implant, O-ring, E.R.A., Tre [행위]",,230000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0086M,"Implant, MDI, Mat [재료]",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0086T,"Implant, MDI, Tre [행위]",,240000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0087M,"Implant, Tem. MDI, Mat [재료]",,110000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0087T,"Implant, Tem. MDI, Tre [행위]",,120000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0088G,"Implant,국산,G",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0088M,"Implant, 국산, Mat [재료]",,320000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0088T,"Implant,국산, Tre [행위]",,680000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0092M,"Implant, complex, Mat [재료]",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0092T,"Implant, complex, Tre [행위]",,700000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0096M,"Implant, Hybrid denture,Titanium,Fixture 4ea, Mat [재료]",,650000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0096T,"Implant, Hybrid denture,Titanium,Fixture 4ea, Tre [행위]",,850000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0097M,"Implant, Hybrid denture,Titanium,Fixture 5ea, Mat [재료]",,850000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0097T,"Implant, Hybrid denture,Titanium,Fixture 5ea, Tre [행위]",,950000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0098M,"Implant, Hybrid denture,Titanium,Fixture 6ea, Mat [재료]",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0098T,"Implant, Hybrid denture,Titanium,Fixture 6ea, Tre [행위]",,1100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0099M,"Implant, hader bar,Fixture 2ea, Mat [재료]",,550000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0099T,"Implant, hader bar,Fixture 2ea, Tre [행위]",,650000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0100M,"Implant, hader bar,Fixture 3ea, Mat [재료]",,700000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0100T,"Implant, hader bar,Fixture 3ea, Tre [행위]",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0101M,"Implant, hader bar,Fixture 4ea, Mat [재료]",,850000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0101T,"Implant, hader bar,Fixture 4ea, Tre [행위]",,950000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0102M,"Implant, milled bar, Gold,Fixture 3ea, Mat [재료]",,650000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0102T,"Implant, milled bar, Gold,Fixture 3ea, Tre [행위]",,850000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0103M,"Implant, milled bar, Gold,Fixture 4ea, Mat [재료]",,850000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0103T,"Implant, milled bar, Gold,Fixture 4ea, Tre [행위]",,1050000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0104M,"Implant, milled bar, Gold,Fixture 5ea, Mat [재료]",,1050000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0104T,"Implant, milled bar, Gold,Fixture 5ea, Tre [행위]",,1250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0105M,"Implant, milled bar, Gold,Fixture 6ea, Mat [재료]",,1250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0105T,"Implant, milled bar, Gold,Fixture 6ea, Tre [행위]",,1450000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0106M,"Implant, milled bar,Titanium,Fixture 3 [재료]",,450000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0106T,"Implant, milled bar,Titanium,Fixture 3ea, Tre [행위]",,750000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0107M,"Implant, milled bar,Titanium,Fixture 4ea, Mat [재료]",,600000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0107T,"Implant, milled bar,Titanium,Fixture 4ea, Tre [행위]",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0108M,"Implant, milled bar,Titanium,Fixture 5ea, Mat [재료]",,700000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0108T,"Implant, milled bar,Titanium,Fixture 5ea, Tre [행위]",,900000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0109M,"Implant, milled bar,Titanium,Fixture 6ea, Mat [재료]",,800000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0109T,"Implant, milled bar,Titanium,Fixture 6ea, Tre [행위]",,1000000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0110M,"Implant crown, A-gold, Mat [재료]",,250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0110T,"Implant crown, A-gold, Tre [행위]",,320000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0111M,"ERA,1ea, Mat [재료]",,130000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0111T,"ERA,1ea, Tre [행위]",,150000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0112M,"Magnetic,1ea, Mat [재료]",,170000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0112T,"Magnetic,1ea, Tre [행위]",,180000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0113M,"Locator, Mat [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0113T,"Locator, Tre [행위]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0114M,"Spark elosin, Mat [재료]",,60000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0114T,"Spark elosin, Tre [행위]",,100000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0116M,"CAD-CAM Ceramic crown, Mat [재료]",,250000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0116T,"CAD-CAM Ceramic crown, Tre [행위]",,300000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0117M,"CAD-CAM Ceramic crown,임플란트용(simple), Mat [재료]",,350000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0117T,"CAD-CAM Ceramic crown,임플란트용(simple), Tre [행위]",,350000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0118M,"CAD-CAM Ceramic crown,임플란트용(complex), Mat [재료]",,400000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0118T,"CAD-CAM Ceramic crown,임플란트용(complex), Tre [행위]",,400000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0120G,골드크라운(금니),,460000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0120M,"Crown, Gold - Pt,Mat(재료)",,220000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0120T,"Crown, Gold - Pt,Tre(행위)",,240000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0121G,골드크라운(금니),,420000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0121M,"Crown, Super - Gold, Mat [재료]",,200000,,,N,N,
행위료,치과의 보철료,치과의 보철료,,,JP0121T,"Crown, Super - Gold, Tre [행위]",,220000,,,N,N,
행위료,주사료,예방접종,,,MADAC,부스트릭스프리필드시린지(DPT 백신)11세이상[지원],,40000,,,N,N,
행위료,주사료,예방접종,,,MFLU25,독감 백신 0.25ml,,25000,,,N,N,
행위료,주사료,예방접종,,,MFLU4-A,4가 인플루엔자(독감) 백신 [성인],,30000,,,N,N,
행위료,주사료,예방접종,,,MHBIG,B형간염 백신 헤파빅 1ml,,22631,,,N,N,
행위료,주사료,주사료,,,MTROMBO1,파이브로베인주1%(금청약품),,25800,,,N,N,
