"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대포함","약제비포함여부","특이사항"
"서울","-","시체검안서","PDZ04","사체검안서(재발행)","1000","","","","","의료법 시행규칙 제10조 [서식6]"
"서울","-","시체부검료","PDZ04","사체부검료(1부)","20000","","","","","의료법 시행규칙 제10조 [서식6]"
"서울","-","시체부검료","PDZ04","사체부검료(재발행)","2000","","","","","의료법 시행규칙 제10조 [서식6]"
"서울","-","사산(사태)증명서","PDZ05","사산(사태)증명서 (1부)","2000","","","","","의료법 시행규칙 제11조 [서식8]"
"서울","-","사산(사태)증명서","PDZ05","사산(사태)증명서(재발행)","500","","","","","의료법 시행규칙 제11조 [서식8]"
"서울","-","출생증명서","PDZ06","출생증명서 (퇴원후,1부)","3000","","","","","의료법 시행규칙 제11조 [서식7]"
"서울","-","출생증명서","PDZ06","출생증명서,퇴원후(재발행)","1000","","","","","의료법 시행규칙 제11조 [서식7]"
"서울","-","출생증명서","PDZ06","출생증명서,영문 등 외국어 [퇴원후,1부]","4500","","","","","의료법 시행규칙 제11조 [서식7]"
"서울","-","출생증명서","PDZ06","출생증명서,영문 등 외국어 [퇴원후 ,재발행 1부]","1500","","","","","의료법 시행규칙 제11조 [서식7]"
"서울","-","장애진단서","PDZ07","장애진단서 (1부)","100000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"서울","-","장애진단서","PDZ07","장애진단서(재발행)","1000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"서울","-","장애진단서","PDZ07","심신장애진단서(발달지체,1부)","15000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"서울","-","장애진단서","PDZ07","심신장애진단서,발달지체(재발행)","1000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"서울","-","장애진단서","PDZ07","심신장애진단서(정신지체,1부)","40000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"서울","-","장애진단서","PDZ07","심신장애진단서,정신지체(재발행)","1000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"서울","-","병사용진단서","PDZ08","병사용 진단서(1부)","15000","","","","","병역법 시행규칙 제87조, 95조 [서식 106]"
"서울","-","병사용진단서","PDZ08","병사용 진단서 [재발행 1부]","1000","","","","","병역법 시행규칙 제87조, 95조 [서식 106]"
"서울","-","확인서","PDZ09","통원사실증명서(병명 미기재)","1000","","","","","-"
"서울","-","확인서","PDZ09","통원사실증명서(병명기재)","3000","","","","","-"
"서울","-","확인서","PDZ09","수술확인서 [1부]","10000","","","","","-"
"서울","-","확인서","PDZ09","수술확인서 [재발행1부]","1000","","","","","-"
"서울","-","확인서","PDZ09","입,퇴원확인서 (1부,퇴원후)","1000","","","","","-"
"서울","-","확인서","PDZ09","입,퇴원확인서,퇴원후 [재발행 1부]","1000","","","","","-"
"서울","-","확인서","PDZ09","진료확인서 [1부]","10000","","","","","-"
"서울","-","확인서","PDZ09","진료확인서 [재발행 1부]","1000","","","","","-"
"서울","-","국민연금 장애심사용 진단서","PDZ10","국민연금장해진단서(1부)","3000","","","","","국민연금법 시행규칙 제28조 [서식 21] 신청인 제출서류 - 국민연금 장애심사규정 제12조(보건복지부 고시 2011-82호; 2011.7.26) 별지[서식 3]"
"서울","-","국민연금 장애심사용 진단서","PDZ10","국민연금장해진단서 [재발행 1부]","1000","","","","","국민연금법 시행규칙 제28조 [서식 21] 신청인 제출서류 - 국민연금 장애심사규정 제12조(보건복지부 고시 2011-82호; 2011.7.26) 별지[서식 3]"
"서울","-","사본발급","PDZ11","의무기록사본발급수수료(기본5부)","2000","","","","","-"
"서울","-","사본발급","PDZ11","의무기록사본발급수수료(기본5부초과 매당)","200","","","","","1장당"
"서울","-","사본발급","PDZ11","PACS영상 CD Copy(매당)","5000","","","","","1장당"
"서울","-","사본발급","PDZ11","핵의학PACS영상 CD Copy(매당)","5000","","","","","1장당"
"서울","-","사본발급","PDZ11","심혈관 PACS 영상비용 CD Copy [매당]","5000","","","","","1장당"
"서울","-","사본발급","PDZ11","내시경 PACS영상 CD Copy [매당]","5000","","","","","1장당"
"서울","-","사본발급","PDZ11","영상의학과/PACS영상 Film Copy(매당)","5000","","","","","1장당"
"서울","-","사본발급","PDZ11","핵의학PACS영상 Film Copy(매당)","5000","","","","","1장당"
"서울","-","소견서(일반소견서)","PDZ12","일반소견서.보험회사제출용(1부)","10000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"서울","-","소견서(일반소견서)","PDZ12","일반소견서.보험회사제출용(재발행)","1000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"서울","-","소견서(검진소견서)","PDZ12","보장구검진소견서","10000","","","","","-"
"서울","-","추정서","PDZ14","진료비추정서<천만원미만> (1부)","50000","","","","","-"
"서울","-","추정서","PDZ14","진료비추정서<천만원미만>(재발행)","1000","","","","","-"
"서울","-","추정서","PDZ14","진료비추정서<천만원이상> (1부)","100000","","","","","-"
"서울","-","추정서","PDZ14","진료비추정서<천만원이상>(재발행)","1000","","","","","-"
"서울","-","장애증명서","PDZ17","장애자증명서(1부)","20000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"서울","-","장애증명서","PDZ17","장애자증명서 [재발행 1부]","1000","","","","","장애인복지법 시행규칙 제3조 별지[서식 3] ※ 장애인등록증 발급에 필요서류"
"서울","-","소견서(노인장기요양보험)","PDZ18","노인장기요양보험 의사소견서","32890","","","","","노인장기요양보험법 시행규칙 제2조 [서식2]"
"서울","-","소견서(노인장기요양보험)","PDZ18","노인장기요양보험(5등급예상 치매진단)의사소견서","48880","","","","","노인장기요양보험법 시행규칙 제2조 [서식2]"
"서울","-","소견서(노인장기요양보험)","PDZ18","방문간호지시서(1회당)","18020","","","","","노인장기요양보험법 시행규칙 제2조 [서식2]"
"서울","-","진단서(일반진단서)","PDE01","진단서,영문 등 외국어 [1부]","15000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"서울","-","진단서(일반진단서)","PDE01","진단서,영문 등 외국어 [재발행 1부]","1500","","","","","의료법 시행규칙 제9조 [서식5의2]"
"서울","-","소견서(일반소견서)","PDE01","일반소견서.영문.보험회사제출용[1부]","15000","","","","","의료법 시행규칙 제9조 [서식5의2]"
"서울","-","감정서","-","신체감정료(과목당)","150000","","","","","-"
"서울","-","감정서","-","성별감정서 (1부)","10000","","","","","-"
"서울","-","감정서","-","성별감정서(재발행)","1000","","","","","-"
"서울","-","감정서","-","연령감정서 (1부)","20000","","","","","-"
"서울","-","감정서","-","연령감정서 치과용 [1부]","150000","","","","","-"
"서울","-","감정서","-","연령감정서(재발행)","1000","","","","","-"
"서울","-","감정서","-","정신감정서 (1부)","100000","","","","","-"
"서울","-","감정서","-","정신감정서(재발행)","1000","","","","","-"
"서울","-","구순열의일차비성형술 [대]","HZPS00101","-","300000","","","","","-"
"서울","-","구순열의일차비성형술 [중]","HZPS00102","-","200000","","","","","-"
"서울","-","구순열의일차비성형술 [소]","HZPS00103","-","100000","","","","","-"
"서울","-","구축반흔의비수술적처치","HZPS00200","-","20000","","","","","-"
"서울","-","근막이식술 [대]","HZPS00301","-","300000","","","","","-"
"서울","-","근막이식술 [중]","HZPS00302","-","200000","","","","","-"
"서울","-","근막이식술 [소]","HZPS00303","-","100000","","","","","-"
"서울","-","기타구강에관한수술 [대]","HZPS00401","-","400000","","","","","-"
"서울","-","기타구강에관한수술 [중]","HZPS00402","-","200000","","","","","-"
"서울","-","기타구강에관한수술 [소]","HZPS00403","-","100000","","","","","-"
"서울","-","기타구순에관한성형술 [대]","HZPS00501","-","500000","","","","","-"
"서울","-","기타구순에관한성형술 [소]","HZPS00502","-","300000","","","","","-"
"서울","-","기타보형물삽입술 [대]","HZPS00601","-","500000","","","","","-"
"서울","-","기타보형물삽입술 [중]","HZPS00602","-","300000","","","","","-"
"서울","-","기타보형물삽입술 [소]","HZPS00603","-","100000","","","","","-"
"서울","-","기타보형물제거술 [대]","HZPS00701","-","500000","","","","","-"
"서울","-","기타보형물제거술 [중]","HZPS00702","-","300000","","","","","-"
"서울","-","기타보형물제거술 [소1]","HZPS00703","-","200000","","","","","-"
"서울","-","기타보형물제거술 [소2]","HZPS00704","-","100000","","","","","-"
"서울","-","기타비외벽에대한성형술 [대]","HZPS00801","-","600000","","","","","-"
"서울","-","기타비외벽에대한성형술 [소]","HZPS00802","-","300000","","","","","-"
"서울","-","기타사지에대한지방조직성형술 [대]","HZPS00901","-","900000","","","","","-"
"서울","-","기타사지에대한지방조직성형술 [중]","HZPS00902","-","600000","","","","","-"
"서울","-","기타사지에대한지방조직성형술 [소]","HZPS00903","-","300000","","","","","-"
"서울","-","기타상악성형술 [대]","HZPS01001","-","2000000","","","","","-"
"서울","-","기타상악성형술 [중]","HZPS01002","-","1000000","","","","","-"
"서울","-","기타상악성형술 [소]","HZPS01003","-","500000","","","","","-"
"서울","-","기타선천성수지기형 [대]","HZPS01101","-","500000","","","","","-"
"서울","-","기타선천성수지기형 [소]","HZPS01102","-","300000","","","","","-"
"서울","-","기타수지에대한수술 [대]","HZPS01201","-","500000","","","","","-"
"서울","-","기타수지에대한수술 [중]","HZPS01202","-","300000","","","","","-"
"서울","-","기타수지에대한수술 [소]","HZPS01203","-","100000","","","","","-"
"서울","-","기타안검수술 [대]","HZPS01301","-","500000","","","","","-"
"서울","-","기타안검수술 [소]","HZPS01302","-","300000","","","","","-"
"서울","-","기타안면골성형술 [대]","HZPS01401","-","1000000","","","","","-"
"서울","-","기타안면골성형술 [중]","HZPS01402","-","700000","","","","","-"
"서울","-","기타안면골성형술 [소1]","HZPS01403","-","500000","","","","","-"
"서울","-","기타안면골성형술 [소2]","HZPS01404","-","300000","","","","","-"
"서울","-","기타외이에대한수술 [대]","HZPS01501","-","400000","","","","","-"
"서울","-","기타외이에대한수술 [중]","HZPS01502","-","300000","","","","","-"
"서울","-","기타외이에대한수술 [소]","HZPS01503","-","200000","","","","","-"
"서울","-","기타이하선에관한수술 [대]","HZPS01601","-","550000","","","","","-"
"서울","-","기타이하선에관한수술 [소]","HZPS01602","-","450000","","","","","-"
"서울","-","기타인상보형물제작술 [대]","HZPS01701","-","100000","","","","","-"
"서울","-","기타인상보형물제작술 [중]","HZPS01702","-","50000","","","","","-"
"서울","-","기타인상보형물제작술 [소]","HZPS01703","-","20000","","","","","-"
"서울","-","대퇴성형술 [대]","HZPS01801","-","500000","","","","","-"
"서울","-","대퇴성형술 [소]","HZPS01802","-","300000","","","","","-"
"서울","-","레이저치료 [Tiny]","HZPS01904","-","10000","","","","","-"
"서울","-","모반절제술 [대]","HZPS02001","-","400000","","","","","-"
"서울","-","모반절제술 [소]","HZPS02003","-","100000","","","","","-"
"서울","-","모발이식술 [대]","HZPS02101","-","1000000","","","","","-"
"서울","-","모발이식술 [중]","HZPS02102","-","500000","","","","","-"
"서울","-","모발이식술 [소]","HZPS02103","-","300000","","","","","-"
"서울","-","박피술 [대]","HZPS02201","-","500000","","","","","-"
"서울","-","박피술 [중]","HZPS02202","-","300000","","","","","-"
"서울","-","박피술 [소]","HZPS02203","-","100000","","","","","-"
"서울","-","박피술-안면전체 [대]","HZPS02301","-","1200000","","","","","-"
"서울","-","박피술-안면전체 [중]","HZPS02302","-","900000","","","","","-"
"서울","-","박피술-안면전체 [소]","HZPS02303","-","600000","","","","","-"
"서울","-","반흔절제술 [대]","HZPS02401","-","500000","","","","","-"
"서울","-","반흔절제술 [중]","HZPS02402","-","300000","","","","","-"
"서울","-","반흔절제술 [소]","HZPS02403","-","100000","","","","","-"
"서울","-","복벽성형술 [대]","HZPS02501","-","1200000","","","","","-"
"서울","-","복벽성형술 [중]","HZPS02502","-","800000","","","","","-"
"서울","-","복벽성형술 [소]","HZPS02503","-","400000","","","","","-"
"서울","-","비익신생술 [대]","HZPS02601","-","500000","","","","","-"
"서울","-","비익신생술 [중]","HZPS02602","-","300000","","","","","-"
"서울","-","비익신생술 [소]","HZPS02603","-","250000","","","","","-"
"서울","-","비전체신생술 [대]","HZPS02701","-","700000","","","","","-"
"서울","-","비전체신생술 [중]","HZPS02702","-","500000","","","","","-"
"서울","-","비전체신생술 [소]","HZPS02703","-","300000","","","","","-"
"서울","-","비첨성형술 [대]","HZPS02801","-","500000","","","","","-"
"서울","-","비첨성형술 [중]","HZPS02802","-","300000","","","","","-"
"서울","-","비첨성형술 [소]","HZPS02803","-","200000","","","","","-"
"서울","-","비축소성형술 [대]","HZPS02901","-","1200000","","","","","-"
"서울","-","비축소성형술 [중]","HZPS02902","-","900000","","","","","-"
"서울","-","비축소성형술 [소]","HZPS02903","-","600000","","","","","-"
"서울","-","비확대성형술 [대]","HZPS03001","-","800000","","","","","-"
"서울","-","비확대성형술 [중]","HZPS03002","-","600000","","","","","-"
"서울","-","비확대성형술 [소]","HZPS03003","-","400000","","","","","-"
"서울","-","상안면부성형술 [대]","HZPS03101","-","1500000","","","","","-"
"서울","-","상안면부성형술 [중]","HZPS03102","-","1200000","","","","","-"
"서울","-","상안면부성형술 [소]","HZPS03103","-","600000","","","","","-"
"서울","-","상하악복잡성형술 [대]","HZPS03201","-","2500000","","","","","-"
"서울","-","상하악복잡성형술 [중]","HZPS03202","-","1500000","","","","","-"
"서울","-","상하악복잡성형술 [소]","HZPS03203","-","1000000","","","","","-"
"서울","-","안검성형술 [대]","HZPS03401","-","1300000","","","","","-"
"서울","-","안검성형술 [중]","HZPS03402","-","700000","","","","","-"
"서울","-","안검성형술 [소]","HZPS03403","-","650000","","","","","-"
"서울","-","안면성형술 [대]","HZPS03501","-","2000000","","","","","-"
"서울","-","안면성형술 [중]","HZPS03502","-","1500000","","","","","-"
"서울","-","안면성형술 [소]","HZPS03503","-","1000000","","","","","-"
"서울","-","안면신경마비교정술 [대]","HZPS03601","-","1500000","","","","","-"
"서울","-","안면신경마비교정술 [중]","HZPS03602","-","1000000","","","","","-"
"서울","-","안면신경마비교정술 [소]","HZPS03603","-","500000","","","","","-"
"서울","-","외이성형술 [대]","HZPS03701","-","500000","","","","","-"
"서울","-","외이성형술 [소]","HZPS03702","-","300000","","","","","-"
"서울","-","외이신생술","HZPS03800","-","1000000","","","","","-"
"서울","-","유두성형술 [대]","HZPS03901","-","500000","","","","","-"
"서울","-","유두성형술 [소]","HZPS03902","-","300000","","","","","-"
"서울","-","유방고정술 [대]","HZPS04001","-","1500000","","","","","-"
"서울","-","유방고정술 [중]","HZPS04002","-","1000000","","","","","-"
"서울","-","유방고정술 [소]","HZPS04003","-","500000","","","","","-"
"서울","-","유방축소성형술 [대]","HZPS04101","-","1500000","","","","","-"
"서울","-","유방축소성형술 [중]","HZPS04102","-","1000000","","","","","-"
"서울","-","유방축소성형술 [소]","HZPS04103","-","700000","","","","","-"
"서울","-","유방확대성형술 [대]","HZPS04201","-","1500000","","","","","-"
"서울","-","유방확대성형술 [중]","HZPS04202","-","1000000","","","","","-"
"서울","-","유방확대성형술 [소]","HZPS04203","-","700000","","","","","-"
"서울","-","전두골성형술 [대]","HZPS04301","-","900000","","","","","-"
"서울","-","전두골성형술 [중]","HZPS04302","-","500000","","","","","-"
"서울","-","전두골성형술 [소]","HZPS04303","-","300000","","","","","-"
"서울","-","전두부성형술 [대]","HZPS04401","-","900000","","","","","-"
"서울","-","전두부성형술 [중]","HZPS04402","-","500000","","","","","-"
"서울","-","전두부성형술 [소]","HZPS04403","-","300000","","","","","-"
"서울","-","조직확장기삽입술 [대]","HZPS04501","-","500000","","","","","-"
"서울","-","조직확장기삽입술 [중]","HZPS04502","-","300000","","","","","-"
"서울","-","조직확장기삽입술 [소]","HZPS04503","-","200000","","","","","-"
"서울","-","지방이식술 [대]","HZPS04601","2부위 초과 실시 시 산정","1200000","","","","","-"
"서울","-","지방이식술 [중]","HZPS04602","2부위 실시 시 산정","700000","","","","","-"
"서울","-","지방이식술 [소]","HZPS04603","2부위 미만 실시 시 산정","500000","","","","","-"
"서울","-","지방흡입술 [대]","HZPS04701","-","500000","","","","","-"
"서울","-","지방흡입술 [중]","HZPS04702","-","300000","","","","","-"
"서울","-","지방흡입술 [소]","HZPS04703","-","200000","","","","","-"
"서울","-","턱성형술 [대]","HZPS04801","-","800000","","","","","-"
"서울","-","턱성형술 [중]","HZPS04802","-","500000","","","","","-"
"서울","-","턱성형술 [소]","HZPS04803","-","300000","","","","","-"
"서울","-","턱확대성형술 [대]","HZPS04901","-","1000000","","","","","-"
"서울","-","턱확대성형술 [중]","HZPS04902","-","700000","","","","","-"
"서울","-","턱확대성형술 [소]","HZPS04903","-","500000","","","","","-"
"서울","-","피부지방이식술 [대]","HZPS05001","-","500000","","","","","-"
"서울","-","피부지방이식술 [중]","HZPS05002","-","300000","","","","","-"
"서울","-","피부지방이식술 [소]","HZPS05003","-","200000","","","","","-"
"서울","-","하악골성형술 [대]","HZPS05101","-","1500000","","","","","-"
"서울","-","하악골성형술 [소]","HZPS05102","-","1000000","","","","","-"
"서울","-","협골성형술 [대]","HZPS05201","-","900000","","","","","-"
"서울","-","협골성형술 [중]","HZPS05202","-","500000","","","","","-"
"서울","-","협골성형술 [소]","HZPS05203","-","300000","","","","","-"
"서울","-","Z성형술 [대]","HZPS05301","-","500000","","","","","-"
"서울","-","Z성형술 [중]","HZPS05302","-","200000","","","","","-"
"서울","-","Z성형술 [소]","HZPS05303","-","100000","","","","","-"
"서울","-","필러교정술","HZPS05400","시술범위 1㎝당 산정","100000","","","","","-"
"서울","-","난관결찰술","HZOG00100","-","300000","","","","","-"
"서울","-","미레나 삽입술","HZOG00200","-","90000","","","","","-"
"서울","-","미세난관문합술","HZOG00300","-","500000","","","","","-"
"서울","-","소음순절제술 [성형목적]","HZOG00400","-","50000","","","","","-"
"서울","-","자궁내장치 [IUD]","HZOG00800","재료대 별도산정","30000","","","","","-"
"서울","-","자궁내정액주입법 [IUI]","HZOG00900","-","100000","","","","","-"
"서울","-","질 및 회음부 성형술 [대]","HZOG01001","질입구에서 Incision을 5cm이상 넣은경우 산정","1000000","","","","","-"
"서울","-","질 및 회음부 성형술 [중]","HZOG01002","질입구에서 Incision을 3cm이상~5cm미만 넣은경우 산정","800000","","","","","-"
"서울","-","질 및 회음부 성형술 [소]","HZOG01003","질입구에서 Incision을 3cm미만 넣은경우 산정","500000","","","","","-"
"서울","-","충수절제술","HZOG01100","본인의 희망에 의해 시행한 경우 산정하며 전액 본인부담","100000","","","","","-"
"서울","-","노안레이저굴절교정술","HZOP00100A","-","1750000","","","","","-"
"서울","-","노안레이저굴절교정술 [양측]","HZOP00100B","-","3500000","","","","","-"
"서울","-","라섹[편측]","HZOP00200A","-","1300000","","","","","-"
"서울","-","라섹 [양측]","HZOP00200B","-","2600000","","","","","-"
"서울","-","라섹+웨이브프론트","HZOP00300A","-","1400000","","","","","-"
"서울","-","라섹+웨이브프론트 [양측]","HZOP00300B","-","2800000","","","","","-"
"서울","-","엑시머PRK+웨이브프론트[편측]","HZOP00800A","-","1400000","","","","","-"
"서울","-","엑시머PRK+웨이브프론트 [양측]","HZOP00800B","-","2800000","","","","","-"
"서울","-","보톡스주입술 [시술건당]","HZOP01200","약제비 별도산정","100000","","","","","-"
"서울","-","쌍거풀수술 [대]","HZOP01301","근육지방사이막,지방절제술을포함한 광범위한 수술","300000","","","","","-"
"서울","-","쌍거풀수술 [소]","HZOP01302","피부 및 근육절개에 한정되는 경우에 산정","250000","","","","","-"
"서울","-","유리체주입술(아바스틴주입)","HZOP01800","아바스틴주는 실사용량으로 산정한다.","118750","","","","","-"
"서울","-","사시수술(단순, 단일안근)","HZOP01901","외모개선 목적인 경우 산정하며 본인이 전액 부담","300000","","","","","-"
"서울","-","사시수술(단순, 복수안근)","HZOP01902","외모개선 목적인 경우 산정하며 본인이 전액 부담","500000","","","","","-"
"서울","-","사시수술(복잡, 단일안근)","HZOP01903","외모개선 목적인 경우 산정하며 본인이 전액 부담","550000","","","","","-"
"서울","-","사시수술(복잡, 복수안근)","HZOP01904","외모개선 목적인 경우 산정하며 본인이 전액 부담","800000","","","","","-"
"서울","-","기미,주근깨,점 제거술 [대]","HZDE00101","Size 0.4cm 이상인 경우 산정","30000","","","","","-"
"서울","-","기미,주근깨,점 제거술 [중]","HZDE00102","Size 0.3cm × 0.3cm 인경우 산정","20000","","","","","-"
"서울","-","기미,주근깨,점 제거술 [소]","HZDE00103","Size 0.2cm × 0.2cm 이하인 경우 산정","10000","","","","","-"
"서울","-","냉동치료 [대]","HZDE00201","1cm 이상 인 경우 산정","50000","","","","","-"
"서울","-","냉동치료 [소]","HZDE00202","1cm 미만 인 경우 산정","20000","","","","","-"
"서울","-","메조테라피 [탈모,기미,피부노화]","HZDE00300","-","50000","","","","","-"
"서울","-","박피술 [레이저] 색소 [dye]","HZDE00400","-","10000","","","","","-"
"서울","-","박피술 [레이저] IPL  [얼굴전체]","HZDE00501","-","300000","","","","","-"
"서울","-","박피술 [레이저] IPL  [이마제외 얼굴전체]","HZDE00502","-","200000","","","","","-"
"서울","-","박피술 [레이저] IPL  [코주변만]","HZDE00503","-","100000","","","","","-"
"서울","-","박피술 [레이저] IPL-제모 [겨드랑이 양측]","HZDE00600B","-","150000","","","","","-"
"서울","-","박피술 [레이저] IPL-제모 [종아리-남자],1회째","HZDE00901","-","400000","","","","","-"
"서울","-","박피술 [레이저] IPL-제모 [팔-남자],1회째","HZDE01201","-","300000","","","","","-"
"서울","-","박피술 [레이저] IPL-제모 [허벅지 양측]","HZDE01400B","-","300000","","","","","-"
"서울","-","박피술 [레이저] IPL-회당","HZDE01700","-","50000","","","","","-"
"서울","-","박피술 [미세] 크리스탈필링","HZDE01800","-","150000","","","","","-"
"서울","-","박피술 [화학]  [대]","HZDE01901","얼굴 전체를 한 경우에 산정","100000","","","","","-"
"서울","-","박피술 [화학]  [중]","HZDE01902","얼굴 절반이상을 한 경우에 산정","50000","","","","","-"
"서울","-","박피술 [화학]  [소]","HZDE01903","얼굴 절반이하를 한 경우에 산정","30000","","","","","-"
"서울","-","병변내주사 Bleomycin ,A","HZDE02001","병변내 주입용량이 1cc 미만 인경우 산정","10000","","","","","-"
"서울","-","병변내주사 Bleomycin ,B","HZDE02002","병변내 주입용량이 1cc 이상 인경우 산정","20000","","","","","-"
"서울","-","병변내주입요법,A","HZDE02101","병변내 주입용량이 1cc 미만 인경우 산정","5000","","","","","-"
"서울","-","병변내주입요법,B","HZDE02102","병변내 주입용량이 1cc 이상 인경우 산정","10000","","","","","-"
"서울","-","사마귀제거 [대]","HZDE02201","사마귀 개수가 3개 이상인 경우 산정","10000","","","","","-"
"서울","-","사마귀제거 [소]","HZDE02202","사마귀 개수가 3개 미만인 경우 산정","5000","","","","","-"
"서울","-","여드름 치료 [대]","HZDE02301","얼굴 전체를 한 경우에 산정","10000","","","","","-"
"서울","-","여드름 치료 [중]","HZDE02302","얼굴 절반이상을 한 경우에 산정","5000","","","","","-"
"서울","-","여드름 치료 [소]","HZDE02303","얼굴 절반이하를 한 경우에 산정","3000","","","","","-"
"서울","-","피부전기소작,냉동술 [대]","HZDE02501","병소의 개수가 3개이상인 경우 산정","100000","","","","","-"
"서울","-","피부전기소작,냉동술 [중]","HZDE02502","병소의 개수가 1개이상 3개미만인 경우 산정","50000","","","","","-"
"서울","-","피부전기소작,냉동술 [소]","HZDE02503","병소의 개수가 1개 또는 크기가 1cm 이하인 경우 산정","30000","","","","","-"
"서울","-","DNCB도포치료 [대]","HZDE02601","두피, 얼굴 등 신체 5% 이상 또는 multiple wart 의 경우  4개 이상인 경우 산정","10000","","","","","-"
"서울","-","DNCB도포치료 [소]","HZDE02602","두피, 얼굴 등 신체 5% 미만 또는 multiple wart 의 경우 3개 이하인 경우 산정","5000","","","","","-"
"서울","-","고환삽입술","HZUR00200","-","500000","","","","","-"
"서울","-","굴곡음경교정 수술 Penile Curvature Correction","HZUR00300","-","1000000","","","","","-"
"서울","-","약물유도사정술","HZUR00400","-","100000","","","","","-"
"서울","-","음경 이물질 제거술 A","HZUR00501","-","500000","","","","","-"
"서울","-","음경 이물질 제거술 B","HZUR00502","-","800000","","","","","-"
"서울","-","음경 이물질 제거술 C  주 : flap 또는 graft를 한 경우에 산정","HZUR00503","-","1000000","","","","","-"
"서울","-","음경바셀린종제거술 [대]","HZUR00601","-","700000","","","","","-"
"서울","-","음경바셀린종제거술 [소]","HZUR00602","-","400000","","","","","-"
"서울","-","음경보형물 교정술","HZUR00700","-","800000","","","","","-"
"서울","-","음경보형물 삽입술 A  주 : 굽은형 보형물","HZUR00801","-","1000000","","","","","-"
"서울","-","음경보형물 삽입술 B  주 : 팽창형(2-piece)인 경우에 산정","HZUR00802","-","1500000","","","","","-"
"서울","-","음경보형물 삽입술 C  주 : 팽창형(3-piece)인 경우에 산정","HZUR00803","-","2000000","","","","","-"
"서울","-","음경주사","HZUR00900","-","5000","","","","","-"
"서울","-","음경확대술","HZUR01001","-","2000000","","","","","-"
"서울","-","인공 괄약근 설치술","HZUR01100","-","1000000","","","","","-"
"서울","-","정관복원술","HZUR01200","-","500000","","","","","자녀를 낳고자하여 실시하는 정관복원수술은 요양급여대상"
"서울","-","정관절제술 [결찰술]","HZUR01300","-","200000","","","","","피임시술인 정관절제술 또는 결찰술(자-389-1-라, R3896),난관결찰술(자-434, R4341~R4345) 및 자궁내장치삽입술(자427, R4271)을 본인이 원하여 실시한 경우에는 비급여 대상(고시 제 2004-71호)"
"서울","-","파라핀 제거술 A","HZUR01701","침범범위가 proximal 인 경우 산정","600000","","","","","-"
"서울","-","파라핀 제거술 B","HZUR01702","침범범위가 1/2 인 경우에 산정","1000000","","","","","-"
"서울","-","파라핀 제거술 C","HZUR01703","침범범위가 total 인 경우에 산정","1500000","","","","","-"
"서울","-","포경수술(배면절개)","HZUR01800","-","150000","","","","","-"
"서울","-","포경수술(환상절개)","HZUR01801","-","200000","","","","","-"
"서울","-","현미경직시하정관복원술 [대]","HZUR01901","양측이면서 fibrosis가 심한 경우","2000000","","","","","자녀를 낳고자하여 실시하는 정관복원수술은 요양급여대상(고시 제2004-36호)그 외 목적인 경우 비급여로 산정"
"서울","-","현미경직시하정관복원술 [중]","HZUR01902","-","1000000","","","","","자녀를 낳고자하여 실시하는 정관복원수술은 요양급여대상(고시 제2004-36호)그 외 목적인 경우 비급여로 산정"
"서울","-","현미경직시하정관복원술 [소]","HZUR01903","편측 실시 한 경우 산정","800000","","","","","자녀를 낳고자하여 실시하는 정관복원수술은 요양급여대상(고시 제2004-36호)그 외 목적인 경우 비급여로 산정"
"서울","-","메조테라피 [비만, 1회당]","HZFM00100","-","14000","","","","","-"
"서울","-","수면내시경 환자관리료(상부/하부 각각 시행할 경우)","HZGT00200","-","50000","","","","","-"
"서울","-","상하부동시실시 수면내시경 환자관리료","HZGT00210","-","60000","","","","","-"
"서울","-","치료내시경 환자관리료","HZGT00220","-","100000","","","","","-"
"서울","-","정맥혈전증 예방치료","HZGT00600","-","10000","","","","","-"
"서울","-","초음파 유도하 맘모톰","HZGT00700","-","800000","","","","","-"
"서울","-","사후처치 [1회당]","HZGT00800","-","12000","","","","","-"
"서울","-","추가식대","WZ00100","보호자식대(일반식, 1식)","6000","","","","","-"
"서울","-","추가식대","WZ00200","보호자식대(공기밥, 1개)","1000","","","","","-"
"서울","-","환의 상하 한벌 (귀가용)","BZ00001","-","19690","","","","","귀가시 휴대하여 갈 경우 본인부담"
"서울","-","시트(대)/귀가용","BZ00002","-","18220","","","","","귀가시 휴대하여 갈 경우 본인부담"
