"대분류","EDI코드","EDI명칭","원내코드","원내명칭","비용"
"치료재료대","-","-","QD9541","바퀴의자차/타이어(인바케어/3x8"")","37000"
"치료재료대","-","-","QD9546","바퀴의자차/타이어(퀵키/12""통타이어)","113000"
"치료재료대","-","-","QD9543","바퀴의자차/타이어(퀵키/12-1/2"")","41000"
"치료재료대","-","-","QD9545","바퀴의자차/타이어(퀵키/8""X2"")","30000"
"치료재료대","-","-","QD9547","바퀴의자차/타이어(퀵키/8""X2""/통타이어)","65000"
"치료재료대","-","-","QD9552","바퀴의자차/튜  브(인바케어/12-1/2"")","12000"
"치료재료대","-","-","QD9554","바퀴의자차/튜  브(인바케어/200x50)","6000"
"치료재료대","-","-","QD9551","바퀴의자차/튜  브(인바케어/3x8"")","12000"
"치료재료대","-","-","QD9553","바퀴의자차/튜  브(퀵키/12-1/2"")","12000"
"치료재료대","-","-","QD9555","바퀴의자차/튜  브(퀵키/8""x2"")","12000"
"치료재료대","-","-","QD9563","바퀴의자차/휠(뒷바퀴)","130000"
"치료재료대","-","-","QD9561","바퀴의자차/휠(인바케어/)","308000"
"치료재료대","-","-","QD9562","바퀴의자차/휠(퀵키/8""x2"")","65000"
"치료재료대","-","-","681800010","박티그라(초산클로르헥시딘) 10*10","2494"
"치료재료대","-","-","XX22SHEET1","반 시트/1장(파손,가져갈때 전액본인부담""K"")","4070"
"치료재료대","-","-","QD4263","반도고정대","23000"
"치료재료대","-","-","QD5162","반월형","72000"
"치료재료대","-","-","QA27014","발가락의지(재래/실리콘)","1337000"
"치료재료대","-","-","QA27013","발가락의지(재래/피혁)","479000"
"치료재료대","-","-","QD4662","발덮개","91000"
"치료재료대","-","-","QA33085","발목관절보조기(경성)","47000"
"치료재료대","-","-","QA33076","발목관절보조기(경성)-기성품","35000"
"치료재료대","-","-","QA33086","발목관절보조기(연성)","31000"
"치료재료대","-","-","QA33077","발목관절보조기(연성)-기성품","17000"
"치료재료대","-","-","QD4623","발목나무","65000"
"치료재료대","-","-","QD4663","발바닥덮개","45000"
"치료재료대","-","-","QD4685","발싹스","39000"
"치료재료대","-","-","QD8322","밧데리(5A)","6000"
"치료재료대","-","-","QD8315","밧데리(일반)","2000"
"치료재료대","-","-","QD2142","밴드용","600"
"치료재료대","-","-","QD9826","베리플렉스발(기능3)","1896000"
"치료재료대","-","-","QD5131","베커(링락형)","360000"
"치료재료대","-","-","QD5132","베커(반자동)","436000"
"제증명수수료","-","-","AQA00400","보장구검진소견서","10000"
"치료재료대","-","-","QD5171","보조화교체","44000"
"치료재료대","-","-","QA55014","보청기(고급형/SoundLens-P1190/초소형고막형)","2440000"
"치료재료대","-","-","QA55012","보청기(고급형/X Series-P 90/소형 귀속형)","2853000"
"치료재료대","-","-","QA55013","보청기(고급형/XSeries-P90/고막형)","2206000"
"치료재료대","-","-","QA55011","보청기(고급형/XSeries-P90/귀속형)","2103000"
"치료재료대","-","-","QA56005","보청기(고급형/Xino90/개방형)","1474000"
"치료재료대","-","-","QA56007","보청기(고출력보급형/DP8귀걸이형)","611000"
"치료재료대","-","-","QA55020","보청기(고출력일반형/I-Power/고막형)","1754000"
"치료재료대","-","-","QA55019","보청기(고출력일반형/I-Power/귀속형)","1653000"
"치료재료대","-","-","QA55022","보청기(고출력최고급형/X-Power/고막형)","2281000"
"치료재료대","-","-","QA55021","보청기(고출력최고급형/X-Power/귀속형)","2239000"
"치료재료대","-","-","QA54076","보청기(귀걸이/디지털/DP 7 BTE)","451000"
"치료재료대","-","-","QA53034","보청기(귀속형/디지털/SEQUEL II)","1507000"
"치료재료대","-","-","QA55002","보청기(기본형/Ignite-P 20/소형 귀속형)","1145000"
"치료재료대","-","-","QA55003","보청기(기본형/Ignite-P20/고막형)","1059000"
"치료재료대","-","-","QA55001","보청기(기본형/Ignite-P20/귀속형)","969000"
"치료재료대","-","-","QA56002","보청기(기본형/Ignite20PowerPlus/귀걸이형)","570000"
"치료재료대","-","-","QA56001","보청기(보급형Aries/귀걸이형)","440000"
"치료재료대","-","-","QA55005","보청기(일반형 1/Ignite-P 30/소형 귀속형)","1754000"
"치료재료대","-","-","QA55008","보청기(일반형 2/X Series-P 70/초소형 귀속형)","2417000"
"치료재료대","-","-","QA55006","보청기(일반형1/Ignite-P30/고막형)","1429000"
"치료재료대","-","-","QA55004","보청기(일반형1/Ignite-P30/귀속형)","1278000"
"치료재료대","-","-","QA56003","보청기(일반형1/Ignite30PowerPlus/귀걸이형)","796000"
"치료재료대","-","-","QA55010","보청기(일반형2/SoundLens-P1170/초소형고막형)","2069000"
"치료재료대","-","-","QA55009","보청기(일반형2/XSeries-P70/고막형)","1930000"
"치료재료대","-","-","QA55007","보청기(일반형2/XSeries-P70/귀속형)","1807000"
"치료재료대","-","-","QA56004","보청기(일반형2/Xino70/개방형)","1365000"
"치료재료대","-","-","QA42024","맞춤형교정용신발(수제단화/기능3)","313000"
"치료재료대","-","-","QA43030","맞춤형교정용신발(수제단화/표준)","167000"
"치료재료대","-","-","QA44042","맞춤형교정용신발(수제장화/기능1)","322000"
"치료재료대","-","-","QA44043","맞춤형교정용신발(수제장화/기능2)","353000"
"치료재료대","-","-","QA44044","맞춤형교정용신발(수제장화/기능3)","415000"
"치료재료대","-","-","QA44041","맞춤형교정용신발(수제장화/표준)","269000"
"치료재료대","-","-","QA43032","맞춤형교정용신발(수제정형화/기능1)","249000"
"치료재료대","-","-","QA43033","맞춤형교정용신발(수제정형화/기능2)","327000"
"치료재료대","-","-","QA43034","맞춤형교정용신발(수제정형화/기능3)","343000"
"치료재료대","-","-","QA43031","맞춤형교정용신발(수제정형화/표준)","243000"
"치료재료대","-","-","QA45051","맞춤형교정용신발(정형제화/보험)","237000"
"치료재료대","-","-","QD8601","메드퍼","1173000"
"치료재료대","-","-","QD4212","면","44000"
"치료재료대","-","-","QA32014","목뼈보조기(4지주경추보조기)","106000"
"치료재료대","-","-","QA32013","목뼈보조기(SOMI형 경추보조기)","94000"
"치료재료대","-","-","QA32017","목뼈보조기(마이애미)(신설)-기성품","83000"
"치료재료대","-","-","QA32016","목뼈보조기(몰딩경추보조기)","381000"
"치료재료대","-","-","QA32015","목뼈보조기(미네르바경추보조기)","447000"
"치료재료대","-","-","QA32012","목뼈보조기(토마스소프트칼라)","21000"
"치료재료대","-","-","QA32020","목뼈보조기(토마스소프트칼라)-기성품","6400"
"치료재료대","-","-","QA32011","목뼈보조기(필라델피아)","26000"
"치료재료대","-","-","QA32019","목뼈보조기(필라델피아)-기성품","18000"
"치료재료대","-","-","QD8112","몰딩컴포넌트","9000"
"치료재료대","-","-","QA33061","무릎관절보조기(각도조절/돈죠이)","166000"
"치료재료대","-","-","QA33066","무릎관절보조기(각도조절/돈죠이)-기성품","40000"
"치료재료대","-","-","QA33065","무릎관절보조기(갤텍스)","92000"
"치료재료대","-","-","QA33069","무릎관절보조기(갤텍스)-기성품","59000"
"치료재료대","-","-","QA33078","무릎관절보조기(갤텍스,각도조절형)-기성품","95000"
"치료재료대","-","-","QA33064","무릎관절보조기(니써포트)","83000"
"치료재료대","-","-","QA33068","무릎관절보조기(니써포트)-기성품","37000"
"치료재료대","-","-","QA33062","무릎관절보조기(레녹스힐)","236000"
"치료재료대","-","-","QA33063","무릎관절보조기(슬관절보조기)","256000"
"치료재료대","-","-","QA33067","무릎관절보조기(슬관절보조기)-기성품","18000"
"치료재료대","-","-","QA33070","무릎관절보조기(슬관절보조기,니브레이스)-기성품","30000"
"치료재료대","-","-","QA24022","무릎관절의지(골격/건보용)","3226000"
"치료재료대","-","-","QA24023","무릎관절의지(골격/건보용/실리콘)","3793000"
"치료재료대","-","-","QA24011","무릎관절의지(골격/기계/표준)","5275000"
"치료재료대","-","-","QA24025","무릎관절의지(골격/기능1/기압)","6332000"
"치료재료대","-","-","QA24015","무릎관절의지(골격/기능1/유압)","6460000"
"치료재료대","-","-","QA24014","무릎관절의지(골격/기능1/일반형)","5433000"
"치료재료대","-","-","QA24026","무릎관절의지(골격/기능2/기압)","6779000"
"치료재료대","-","-","QA24016","무릎관절의지(골격/기능2/유압)","6907000"
"치료재료대","-","-","QA24017","무릎관절의지(골격/기능3/유압)","7831000"
"치료재료대","-","-","QA24033","무릎관절의지(골격/기능3/유압1/씰인형실리콘)","8401000"
"치료재료대","-","-","QA24034","무릎관절의지(골격/기능3/유압1/프로씰형실리콘 ","8768000"
"치료재료대","-","-","QA24018","무릎관절의지(골격/기능4/유압)","8398000"
"치료재료대","-","-","QA24019","무릎관절의지(골격/유압1/표준)","5185000"
"치료재료대","-","-","QA24024","무릎관절의지(골격/유압1/표준)","6280000"
"치료재료대","-","-","QA24013","무릎관절의지(골격/유압2/표준)","7553000"
"치료재료대","-","-","QA24012","무릎관절의지(골격/잠김형/표준)","5417000"
"치료재료대","-","-","QA24021","무릎관절의지(재래)","3213000"
"치료재료대","-","-","QD5165","무릎반도","94000"
"치료재료대","-","-","QD3315","미/네오스텐","721000"
"치료재료대","-","-","QD3323","미/스텐","404000"
"치료재료대","-","-","QD3322","미/알미늄","404000"
"치료재료대","-","-","QA32031","바디쟈켓(단순형/LSO형)","374000"
"치료재료대","-","-","QA32033","바디쟈켓(단순형/TLSO형)-기성품","77000"
"치료재료대","-","-","QA32032","바디쟈켓(복잡형/LSO형)","377000"
"치료재료대","-","-","QA32034","바디쟈켓(복잡형/TLSO형)-기성품","87000"
"치료재료대","-","-","QD9531","바퀴의자차/베아링(인바케어)","7000"
"치료재료대","-","-","QD9521","바퀴의자차/캐스터(인바케어/3"")","28000"
"치료재료대","-","-","QD9522","바퀴의자차/캐스터(인바케어/8"" Pneu200x50)","74000"
"치료재료대","-","-","QD9523","바퀴의자차/캐스터(인바케어/8"" Semi-Pneu)","62000"
"치료재료대","-","-","QA23044","넓적다리의지(골격/회전/유압2/기능1/실리콘)","9515000"
"치료재료대","-","-","QA23088","넓적다리의지(골격/회전/유압2/기능1/씰인형실리콘)","9860000"
"치료재료대","-","-","QA23034","넓적다리의지(골격/회전/유압2/기능1/진공)","9068000"
"치료재료대","-","-","QA23024","넓적다리의지(골격/회전/유압2/기능1/허리반도)","8925000"
"치료재료대","-","-","QA23085","넓적다리의지(골격/회전/유압2/기능2/고급형실리콘)","10260000"
"치료재료대","-","-","QA23045","넓적다리의지(골격/회전/유압2/기능2/실리콘)","9962000"
"치료재료대","-","-","QA23089","넓적다리의지(골격/회전/유압2/기능2/씰인형실리콘)","10307000"
"치료재료대","-","-","QA23035","넓적다리의지(골격/회전/유압2/기능2/진공)","9515000"
"치료재료대","-","-","QA23025","넓적다리의지(골격/회전/유압2/기능2/허리반도)","9372000"
"치료재료대","-","-","QA23086","넓적다리의지(골격/회전/유압2/기능3/고급형실리콘)","11184000"
"치료재료대","-","-","QA23046","넓적다리의지(골격/회전/유압2/기능3/실리콘)","10886000"
"치료재료대","-","-","QA23090","넓적다리의지(골격/회전/유압2/기능3/씰인형실리콘)","11232000"
"치료재료대","-","-","QA23036","넓적다리의지(골격/회전/유압2/기능3/진공)","10427000"
"치료재료대","-","-","QA23087","넓적다리의지(골격/회전/유압2/기능4/고급형실리콘)","1175000"
"치료재료대","-","-","QA23047","넓적다리의지(골격/회전/유압2/기능4/실리콘)","11452000"
"치료재료대","-","-","QA23091","넓적다리의지(골격/회전/유압2/기능4/씰인형실리콘)","11798000"
"치료재료대","-","-","QA23037","넓적다리의지(골격/회전/유압2/기능4/진공)","10924000"
"치료재료대","-","-","QA23049","넓적다리의지(골격/회전/인공지능/기능4/실리콘)","50899000"
"치료재료대","-","-","QA23052","넓적다리의지(재래/골반대)","3595000"
"치료재료대","-","-","QA23051","넓적다리의지(재래/표준)","3200000"
"제증명수수료","-","-","AQA00200","노인 장기요양보험 의사소견서","38490"
"제증명수수료","-","-","AQA00202","노인장기요양보험(5등급예상 치매진단)의사소견서","54110"
"치료재료대","-","-","QD5211","니케이지","47000"
"치료재료대","-","-","QD5122","다이알식","156000"
"치료재료대","-","-","QD2001","단순수리","1000"
"치료재료대","-","-","XX22DAM","담요/1장(귀가용)-전액본인부담","26500"
"치료재료대","-","-","QD2311","대","900"
"치료재료대","-","-","QD3211","대만","139000"
"치료재료대","-","-","QD4762","대만/대퇴","70000"
"치료재료대","-","-","QD4761","대만/하퇴","71000"
"치료재료대","-","-","QD4742","대만제","10000"
"치료재료대","-","-","QD4271","대만제","55000"
"치료재료대","-","-","QD4652","대만제","147000"
"치료재료대","-","-","QD6361","대세","61000"
"치료재료대","-","-","QD4732","대퇴","257000"
"치료재료대","-","-","QD4722","대퇴","1111000"
"치료재료대","-","-","QD4243","대퇴공기압식(무릎관절)","928000"
"치료재료대","-","-","QD2221","대퇴용","6000"
"치료재료대","-","-","QD2143","대퇴용","3000"
"치료재료대","-","-","QA23048","대퇴의지(골격/회전/C-leg/기능4/실리콘/신형)","30887000"
"치료재료대","-","-","QA23039","대퇴의지(골격/회전/C-leg/기능4/진공/구형)","26540000"
"치료재료대","-","-","QA23038","대퇴의지(골격/회전/C-leg/기능4/진공/신형)","30565000"
"치료재료대","-","-","QD7131","댕가와","9000"
"치료재료대","-","-","QD9804","더마트레블세트","77000"
"약제비","-","-","DSERTAG","더모픽스겔(부광)지루성 상이처만 해당","14300"
"치료재료대","-","-","QD4262","도롱태","23000"
"치료재료대","-","-","QD4743","독일제","10000"
"치료재료대","-","-","QD3331","독일제(8K23(오토복))","412000"
"치료재료대","-","-","QD5212","돈죠이","93000"
"치료재료대","-","-","QD4264","뒷고리","23000"
"치료재료대","-","-","QD4217","뒷고무반도","26000"
"치료재료대","-","-","QD4332","뒷마개","23000"
"치료재료대","-","-","QA32051","디스크닥터","242000"
"치료재료대","-","-","QA32046","디스크닥터-기성품","154000"
"치료재료대","-","-","QD4550","디스탈컵(오써)","189000"
"치료재료대","-","-","QD4242","로라식","35000"
"약제비","-","-","DROWA","로와콜연질캅셀(팜비오)","410"
"치료재료대","-","-","QD4441","리테이너","5000"
"약제비","-","-","DMYDR","마이드린캅셀(녹십자) - (감면적용)","64"
"치료재료대","-","-","QA41018","맞춤형교정용신발(기성단화/표준)","84000"
"치료재료대","-","-","QA41020","맞춤형교정용신발(기성장화/표준)","77000"
"치료재료대","-","-","QA41019","맞춤형교정용신발(기성정형화/표준)","75000"
"치료재료대","-","-","QA42022","맞춤형교정용신발(수제단화/기능1)","197000"
"치료재료대","-","-","QA42023","맞춤형교정용신발(수제단화/기능2)","274000"
"치료재료대","-","-","QD3135","국산","92000"
"치료재료대","-","-","QD3241","국산","199000"
"치료재료대","-","-","QD4231","국산재래식","76000"
"치료재료대","-","-","QD7111","굽/뒷굽","19000"
"치료재료대","-","-","QD4241","기존식","31000"
"치료재료대","-","-","QA33031","긴다리보조기(골반대부착)(국산/표준)","569000"
"치료재료대","-","-","QA33033","긴다리보조기(골반대부착)(외산/반자동)","977000"
"치료재료대","-","-","QA33032","긴다리보조기(골반대부착)(외산/표준)","877000"
"치료재료대","-","-","QA33044","긴다리보조기(국산/표준)","333000"
"치료재료대","-","-","QA33048","긴다리보조기(보우레그형)","362000"
"치료재료대","-","-","QA33046","긴다리보조기(외산/반자동)","895000"
"치료재료대","-","-","QA33045","긴다리보조기(외산/표준)","763000"
"치료재료대","-","-","QA33049","긴다리보조기(카본형)","1935000"
"치료재료대","-","-","QA33047","긴다리보조기(프라스틱형)","586000"
"치료재료대","-","-","QA31023","긴팔보조기(일반형/각도조절형)","265000"
"치료재료대","-","-","QA31024","긴팔보조기(일반형/각도조절형)-기성품","86000"
"치료재료대","-","-","QA31021","긴팔보조기(일반형/상박고정형)","249000"
"치료재료대","-","-","QA31025","긴팔보조기(일반형/손목형)-기성품","21000"
"치료재료대","-","-","QA31026","긴팔보조기(일반형/손목형,스프린트형)-기성품","13000"
"치료재료대","-","-","QA31022","긴팔보조기(일반형/팔꿈치고정형)","214000"
"치료재료대","-","-","QD4213","나이롱","22000"
"치료재료대","-","-","QD2411","나이롱끈","400"
"치료재료대","-","-","QD2413","나이롱반도","400"
"치료재료대","-","-","QD4712","내면싸게","144000"
"치료재료대","-","-","QA23053","넓적다리의지(골격/건보용)","3346000"
"치료재료대","-","-","QA23054","넓적다리의지(골격/건보용/실리콘)","4003000"
"치료재료대","-","-","QA23068","넓적다리의지(골격/회전/기계/표준/고급형실리콘)","6592000"
"치료재료대","-","-","QA23000","넓적다리의지(골격/회전/기계/표준/골반대)","6216000"
"치료재료대","-","-","QA23041","넓적다리의지(골격/회전/기계/표준/실리콘)","6294000"
"치료재료대","-","-","QA23069","넓적다리의지(골격/회전/기계/표준/씰인형실리콘)","6640000"
"치료재료대","-","-","QA23031","넓적다리의지(골격/회전/기계/표준/진공)","6015000"
"치료재료대","-","-","QA23021","넓적다리의지(골격/회전/기계/표준/허리반도)","5696000"
"치료재료대","-","-","QA23032","넓적다리의지(골격/회전/기압/기능1/진공)","7021000"
"치료재료대","-","-","QA23060","넓적다리의지(골격/회전/기압/표준/실리콘)","6439000"
"치료재료대","-","-","QA23027","넓적다리의지(골격/회전/기압/표준/진공)","5928000"
"치료재료대","-","-","QA23026","넓적다리의지(골격/회전/기압/표준/허리반도)","5734000"
"치료재료대","-","-","QA23042","넓적다리의지(골격/회전/기압1/기능1/실리콘)","7468000"
"치료재료대","-","-","QA23022","넓적다리의지(골격/회전/기압1/기능1/허리반도)","6870000"
"치료재료대","-","-","QA23043","넓적다리의지(골격/회전/기압1/기능2/실리콘)","7915000"
"치료재료대","-","-","QA23033","넓적다리의지(골격/회전/기압1/기능2/진공)","7468000"
"치료재료대","-","-","QA23023","넓적다리의지(골격/회전/기압1/기능2/허리반도)","7317000"
"치료재료대","-","-","QA23070","넓적다리의지(골격/회전/기압1/표준/고급형실리콘)","6578000"
"치료재료대","-","-","QA23071","넓적다리의지(골격/회전/기압1/표준/씰인형실리콘)","6626000"
"치료재료대","-","-","QA23072","넓적다리의지(골격/회전/기압2/기능1/고급형실리콘)","7758000"
"치료재료대","-","-","QA23073","넓적다리의지(골격/회전/기압2/기능1/씰인형실리콘)","7805000"
"치료재료대","-","-","QA23074","넓적다리의지(골격/회전/기압2/기능2/고급형실리콘)","8205000"
"치료재료대","-","-","QA23075","넓적다리의지(골격/회전/기압2/기능2/씰인형실리콘)","8252000"
"치료재료대","-","-","QA23076","넓적다리의지(골격/회전/유압1/기능1/고급형실리콘)","9129000"
"치료재료대","-","-","QA23061","넓적다리의지(골격/회전/유압1/기능1/실리콘)","8831000"
"치료재료대","-","-","QA23080","넓적다리의지(골격/회전/유압1/기능1/씰인형실리콘)","9177000"
"치료재료대","-","-","QA23055","넓적다리의지(골격/회전/유압1/기능1/진공)","8384000"
"치료재료대","-","-","QA23077","넓적다리의지(골격/회전/유압1/기능2/고급형실리콘)","9576000"
"치료재료대","-","-","QA23062","넓적다리의지(골격/회전/유압1/기능2/실리콘)","9278000"
"치료재료대","-","-","QA23081","넓적다리의지(골격/회전/유압1/기능2/씰인형실리콘)","9624000"
"치료재료대","-","-","QA23056","넓적다리의지(골격/회전/유압1/기능2/진공)","8831000"
"치료재료대","-","-","QA23078","넓적다리의지(골격/회전/유압1/기능3/고급형실리콘)","10501000"
"치료재료대","-","-","QA23063","넓적다리의지(골격/회전/유압1/기능3/실리콘)","10203000"
"치료재료대","-","-","QA23082","넓적다리의지(골격/회전/유압1/기능3/씰인형실리콘)","10369000"
"치료재료대","-","-","QA23057","넓적다리의지(골격/회전/유압1/기능3/진공)","9756000"
"치료재료대","-","-","QA23079","넓적다리의지(골격/회전/유압1/기능4/고급형실리콘)","11067000"
"치료재료대","-","-","QA23064","넓적다리의지(골격/회전/유압1/기능4/실리콘)","10769000"
"치료재료대","-","-","QA23083","넓적다리의지(골격/회전/유압1/기능4/씰인형실리콘)","11115000"
"치료재료대","-","-","QA23058","넓적다리의지(골격/회전/유압1/기능4/진공)","10322000"
"치료재료대","-","-","QA23084","넓적다리의지(골격/회전/유압2/기능1/고급형실리콘)","9813000"
"치료재료대","-","-","QD6112","F/CASTER","6000"
"치료재료대","-","-","4011400085","HISTOACRYL 1050060(AESCULAP AG& CO.KG)","49720"
"치료재료대","-","-","QD8333","Hook","7000"
"치료재료대","-","-","QD8341","KIT교환(기본형)","259000"
"치료재료대","-","-","QD8340","KIT교환(보급형)","219000"
"치료재료대","-","-","QD8342","KIT교환(일반형1)","284000"
"치료재료대","-","-","QD8343","KIT교환(일반형2)","344000"
"치료재료대","-","-","QD2241","KW50(슬관절)","33000"
"치료재료대","-","-","QD2242","KX45(슬관절)","33000"
"치료재료대","-","-","QD6941","L/R","27000"
"치료재료대","-","-","QD9825","Lo-rider,LPVF(기능3)","1894000"
"치료재료대","-","-","QD4414","PTB식","56000"
"치료재료대","-","-","QD3311","PVC 미용수","129000"
"치료재료대","-","-","QD8331","Plate","62000"
"치료재료대","-","-","QD6815","Povit","56000"
"치료재료대","-","-","QD2261","SM50(싸임)","24000"
"치료재료대","-","-","QD2262","SM60(싸임)","24000"
"치료재료대","-","-","QD2263","SX55(싸임)","33000"
"치료재료대","-","-","QD8332","Shell","84000"
"약제비","-","-","5420900001","SonoVue inj(소노뷰주)","93141"
"치료재료대","-","-","QD5164","T/Y형","50000"
"치료재료대","-","-","QD9823","Trias/어슈어(기능2)","926000"
"치료재료대","-","-","QD2271","UM20(상지)","10000"
"치료재료대","-","-","QD2272","UM30(상지)","13000"
"치료재료대","-","-","QD2273","UX25(상지)","18000"
"치료재료대","-","-","QD4215","Y형","23000"
"치료재료대","-","-","QD4416","가장착용하퇴반도","65000"
"치료재료대","-","-","QD5213","각도갤택스","83000"
"치료재료대","-","-","QD3111","견갑","678000"
"치료재료대","-","-","QD4413","경편식","52000"
"치료재료대","-","-","QD4731","고관절","319000"
"치료재료대","-","-","QD4721","고관절","1551000"
"치료재료대","-","-","QA33021","고관절외전보조기","302000"
"치료재료대","-","-","QA33023","고관절외전보조기-기성품","129000"
"치료재료대","-","-","QD3412","고무바킹","5000"
"치료재료대","-","-","QD4664","고무발외피","158000"
"치료재료대","-","-","QD6814","고정대","82000"
"치료재료대","-","-","QD4232","고정장식","92000"
"치료재료대","-","-","QA33012","골반보조기","95000"
"치료재료대","-","-","QD4111","교환","46000"
"치료재료대","-","-","QD4621","국산","78000"
"치료재료대","-","-","QD4221","국산","133000"
"치료재료대","-","-","QD4322","국산","199000"
"치료재료대","-","-","QD4433","국산","216000"
"치료재료대","-","-","QD4651","국산","201000"
"치료재료대","-","-","QD4741","국산","9000"
"치료재료대","-","-","QD5121","국산","151000"
"치료재료대","-","-","QD5151","국산","56000"
"치료재료대","-","-","QD6711","6""","16000"
"치료재료대","-","-","QD6611","6""","18000"
"치료재료대","-","-","QD6233","6""","90000"
"치료재료대","-","-","QD4552","6A20=10(하퇴용)","235000"
"치료재료대","-","-","QD4553","6A20=20(대퇴용)","253000"
"치료재료대","-","-","QD4558","6A52(버튼)","137000"
"치료재료대","-","-","QD4555","6Y13=1(오토복)","81000"
"치료재료대","-","-","QD4541","6Y70(오토복)","267000"
"치료재료대","-","-","QD4122","7.00E+07","1446000"
"치료재료대","-","-","QD3421","757B20(밧데리)","473000"
"치료재료대","-","-","QD3422","757Z184=1(밧데리안착틀)","150000"
"치료재료대","-","-","QD4321","7G3(kneebearingjoint)","323000"
"치료재료대","-","-","QD4431","7U15","356000"
"치료재료대","-","-","QD4432","7U30","350000"
"치료재료대","-","-","QD6231","8""","43000"
"치료재료대","-","-","QD6614","8""*2""(전동용)","41000"
"치료재료대","-","-","QD6714","8""*2""(전동용)","28000"
"치료재료대","-","-","QD6232","8""/UR","97000"
"치료재료대","-","-","QD6713","8*1/4","16000"
"치료재료대","-","-","QD6612","8*1/4","16000"
"치료재료대","-","-","QD3430","8X18(내피BE)","136000"
"치료재료대","-","-","QD3423","8X18(의수카바","157000"
"치료재료대","-","-","3012300004","8자붕대(대)/1EA","2927"
"치료재료대","-","-","3012300002","8자붕대(소)","2555"
"치료재료대","-","-","3012300003","8자붕대(중)/1EA","2637"
"치료재료대","-","-","QD4735","99B116","296000"
"치료재료대","-","-","QD4417","99B4=38(수영용무릎밴드)","17000"
"치료재료대","-","-","QD2231","AM30(대퇴)","25000"
"치료재료대","-","-","QD2232","AM35(대퇴)","27000"
"치료재료대","-","-","QD2233","AM40(대퇴)","30000"
"치료재료대","-","-","QD2234","AM45(대퇴)","33000"
"치료재료대","-","-","4010600004","AMS Spectra(음경보형물재료)","2640000"
"치료재료대","-","-","QD2235","AX35(대퇴)","32000"
"치료재료대","-","-","QD8335","Amp(Anglog)","530000"
"치료재료대","-","-","QD8334","Amp(Digital)","616000"
"치료재료대","-","-","3012300024","Arm Sling (child)/1EA","1009"
"치료재료대","-","-","3012300023","Arm Sling(adult)/1EA","1019"
"치료재료대","-","-","QD9824","Axtion/ASPIRE(기능3)","1949000"
"치료재료대","-","-","QD2251","BM30(하퇴)","17000"
"치료재료대","-","-","QD2253","BM40(하퇴)","21000"
"치료재료대","-","-","QD2252","BW35(하퇴)","18000"
"치료재료대","-","-","QD2254","BW45(하퇴)","24000"
"치료재료대","-","-","QD2255","BX35(하퇴)","26000"
"치료재료대","-","-","QD2256","BX45(하퇴)","31000"
"치료재료대","-","-","QD8339","BatteryDoor","3000"
"치료재료대","-","-","3012300026","Bed Pen P.V.C /1EA(대변기)","1581"
"치료재료대","-","-","QD4659","C-Walk/VFEVO(기능4)","2599000"
"치료재료대","-","-","QD6121","CM5/16","6000"
"치료재료대","-","-","QD6111","CW2/14","6000"
"치료재료대","-","-","QD6131","CW2/15","3000"
"치료재료대","-","-","3010600023","Crutch (대)/1EA","10831"
"치료재료대","-","-","3010600026","Crutch (특대)/1EA","9766"
"치료재료대","-","-","3010600025","Crutch(중)/1EA","10831"
"약제비","-","-","5310200008","F-18-FP-CIT(파킨슨병검진용)","320000"
"치료재료대","-","-","QD6621","24*3/8","16000"
"치료재료대","-","-","QD6827","26""","21000"
"치료재료대","-","-","QD6626","26""","30000"
"치료재료대","-","-","QD4624","2H19(단축발장식)","84000"
"치료재료대","-","-","QD4632","2K38","123000"
"치료재료대","-","-","QD4627","2R14(싸치발연결판)","28000"
"치료재료대","-","-","QD4661","2R22(고무발캡)","32000"
"치료재료대","-","-","QD4626","2R31(싸치볼트)","107000"
"치료재료대","-","-","QD4625","2R33(단축발)","297000"
"치료재료대","-","-","QD4634","2R37(Short)","111000"
"치료재료대","-","-","QD4631","2R38(Long)","110000"
"치료재료대","-","-","QD4633","2R57(34mm)","111000"
"치료재료대","-","-","QD2131","3""","2000"
"치료재료대","-","-","QD2121","3""","2000"
"치료재료대","-","-","QD2111","3""","1000"
"치료재료대","-","-","QD4248","3R106(기압,다축)","2162000"
"치료재료대","-","-","QD4252","3R18","349000"
"치료재료대","-","-","QD4323","3R30(슬,기계,다축)","1022000"
"치료재료대","-","-","QD4324","3R32(슬,기계,다축,잠김)","1095000"
"치료재료대","-","-","QD4254","3R33(후방스프링,단축,잠김형)","727000"
"치료재료대","-","-","QD4255","3R34(후방스프링,단축)","729000"
"치료재료대","-","-","QD4251","3R36(4바)/밸런스(OS)","1121000"
"치료재료대","-","-","QD4325","3R46(슬,유압,다축)","2244000"
"치료재료대","-","-","QD4257","3R49(단축,기계,브레이크형)","1039000"
"치료재료대","-","-","QD4245","3R60(유압2)/마우크(OS)","4191000"
"치료재료대","-","-","QD4260","3R80(유압1)","3293000"
"치료재료대","-","-","QD4246","3R90(기계,단축,브레이크형)","1163000"
"치료재료대","-","-","QD4247","3R92(기압,단축,브레이크형)","1725000"
"치료재료대","-","-","QD4259","3R95=1(유압,단축)","2412000"
"치료재료대","-","-","QD2112","4""","1000"
"치료재료대","-","-","QD2132","4""","3000"
"치료재료대","-","-","QD2122","4""","2000"
"치료재료대","-","-","QD6432","41","73000"
