"구분","코드","명 ","국비","사비","계"
"질병","W177"," 기타 한면에서 다른 면으로 넘어짐, 농장  ","1","","1"
"질병","W178"," 기타 한면에서 다른 면으로 넘어짐, 기타 명시된 장소  ","1","1","2"
"질병","W180"," 동일면상에서 기타 넘어짐, 주택 ","63","113","176"
"질병","W181"," 동일면상에서 기타 넘어짐, 집단거주시설  ","1","5","6"
"질병","W182"," 동일면상에서 기타 넘어짐, 학교, 기타 시설 및 공공행정 구역  ","10","10","20"
"질병","W183"," 동일면상에서 기타 넘어짐, 운동 및 경기장  ","1","1","2"
"질병","W184"," 동일면상에서 기타 넘어짐, 도로 및 고속도로 ","21","29","50"
"질병","W185"," 동일면상에서 기타 넘어짐, 상업 및 서비스 구역  ","1","6","7"
"질병","W187"," 동일면상에서 기타 넘어짐, 농장  ","1","3","4"
"질병","W188"," 동일면상에서 기타 넘어짐, 기타 명시된 장소  ","3","6","9"
"질병","W189"," 동일면상에서 기타 넘어짐, 상세불명 장소  ","9","5","14"
"질병","W190"," 상세불명의 낙상, 주택 ","6","4","10"
"질병","W192"," 상세불명의 낙상, 학교, 기타 시설 및 공공행정 구역  ","1","","1"
"질병","W194"," 상세불명의 낙상, 도로 및 고속도로 ","1","2","3"
"질병","W198"," 상세불명의 낙상, 기타 명시된 장소  ","1","1","2"
"질병","W199"," 상세불명의 낙상, 상세불명 장소  ","7","17","24"
"질병","W200"," 던져진, 쏘아진 또는 떨어지는 물체에 의한 타격, 주택 ","2","1","3"
"질병","W206"," 던져진, 쏘아진 또는 떨어지는 물체에 의한 타격, 산업 및 건설지역  ","","1","1"
"질병","W213"," 스포츠장비에 의한 타격, 운동 및 경기장  ","2","","2"
"질병","W218"," 스포츠장비에 의한 타격, 기타 명시된 장소  ","1","","1"
"질병","W220"," 다른 물체에 의한 타격, 주택  ","5","4","9"
"질병","W221"," 다른 물체에 의한 타격, 집단거주시설  ","1","","1"
"질병","W222"," 다른 물체에 의한 타격, 학교, 기타 시설 및 공공행정 구역  ","8","","8"
"질병","W224"," 다른 물체에 의한 타격, 도로 및 고속도로 ","1","","1"
"질병","W229"," 다른 물체에 의한 타격, 상세불명 장소  ","1","1","2"
"질병","W232"," 물체 속이나 사이에 붙잡힘, 으깨짐, 뭉개짐 또는 끼임, 학교, 기타 시설 및 공공행정 구역  ","1","2","3"
"질병","W442"," 눈 또는 인체의 개구부를 통하여 들어온 이물, 학교, 기타 시설 및 공공행정 구역  ","1","3","4"
"질병","W459"," 피부를 통하여 들어온 이물 또는 물체, 상세불명 장소  ","1","","1"
"질병","W540"," 개에 물림 또는 부딪힘, 주택  ","1","","1"
"질병","W640"," 기타 및 상세불명의 생물성 기계적 힘에 노출, 주택  ","","1","1"
"질병","W642"," 기타 및 상세불명의 생물성 기계적 힘에 노출, 학교, 기타 시설 및 공공행정 구역  ","4","7","11"
"질병","W649"," 기타 및 상세불명의 생물성 기계적 힘에 노출, 상세불명 장소  ","","1","1"
"질병","W782"," 위 내용물의 흡입, 학교, 기타 시설 및 공공행정 구역  ","","2","2"
"질병","W789"," 위 내용물의 흡입, 상세불명 장소  ","1","","1"
"질병","W790"," 기도폐색의 원인이 된 음식물의 흡입 및 섭취, 주택  ","","1","1"
"질병","W792"," 기도폐색의 원인이 된 음식물의 흡입 및 섭취, 학교, 기타 시설 및 공공행정 구역  ","1","","1"
"질병","W795"," 기도폐색의 원인이 된 음식물의 흡입 및 섭취, 상업 및 서비스 구역  ","1","","1"
"질병","W802"," 기도의 폐색의 원인이 된 기타 물건의 흡입 및 섭취, 학교, 기타 시설 및 공공행정 구역  ","","1","1"
"질병","X060"," 기타 의류의 발화 또는 녹아내림에 노출, 주택 ","","1","1"
"질병","X102"," 뜨거운 음료 식품, 지방 및 조리용 기름과 접촉, 학교, 기타 시설 및 공공행정 구역 ","","1","1"
"질병","X110"," 뜨거운 수돗물과 접촉, 주택 ","1","","1"
"질병","X112"," 뜨거운 수돗물과 접촉, 학교, 기타 시설 및 공공행정 구역 ","1","","1"
"질병","X119"," 뜨거운 수돗물과 접촉, 상세불명 장소 ","1","","1"
"질병","X129"," 기타 뜨거운 용액과 접촉, 상세불명 장소 ","2","","2"
"질병","X150"," 뜨거운 가정기기와 접촉, 주택 ","1","","1"
"질병","X160"," 뜨거운 난방장치, 방열기 및 파이프와 접촉, 주택 ","","1","1"
"질병","X169"," 뜨거운 난방장치, 방열기 및 파이프와 접촉, 상세불명 장소 ","1","","1"
"질병","X195"," 기타 및 상세불명의 열 및 뜨거운 물질과 접촉, 상업 및 서비스 구역 ","1","","1"
"질병","X199"," 기타 및 상세불명의 열 및 뜨거운 물질과 접촉, 상세불명 장소 ","1","1","2"
"질병","X300"," 과다한 자연열에 노출, 주택 ","","1","1"
"질병","X420"," 달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 주택 ","","1","1"
"질병","X422"," 달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역 ","1","","1"
"질병","X500"," 과잉노력 및 격심한 또는 반복적 운동, 주택 ","6","5","11"
"질병","X502"," 과잉노력 및 격심한 또는 반복적 운동, 학교, 기타 시설 및 공공행정 구역 ","2","6","8"
"질병","X503"," 과잉노력 및 격심한 또는 반복적 운동, 운동 및 경기장 ","1","5","6"
"질병","X504"," 과잉노력 및 격심한 또는 반복적 운동, 도로 및 고속도로 ","1","2","3"
"질병","X509"," 과잉노력 및 격심한 또는 반복적 운동, 상세불명 장소 ","9","8","17"
"질병","X582"," 기타 명시된 요인에 노출, 학교, 기타 시설 및 공공행정 구역 ","2","","2"
"질병","X585"," 기타 명시된 요인에 노출, 상업 및 서비스 구역 ","","1","1"
"질병","X5902"," 골절을 초래하는 상세불명의 요인에 노출, 학교, 기타 시설 및 공공행정 구역 ","","2","2"
"질병","X5909"," 골절을 초래하는 상세불명의 요인에 노출, 상세불명 장소 ","5","4","9"
"질병","X5990"," 기타 및 상세불명의 손상을 초래하는 상세불명의 요인에 노출, 주택 ","1","","1"
"질병","X5992"," 기타 및 상세불명의 손상을 초래하는 상세불명의 요인에 노출, 학교, 기타 시설 및 공공행정 구역 ","2","","2"
"질병","X5997"," 기타 및 상세불명의 손상을 초래하는 상세불명의 요인에 노출, 농장 ","1","","1"
"질병","X5999"," 기타 및 상세불명의 손상을 초래하는 상세불명의 요인에 노출, 상세불명 장소 ","11","12","23"
"질병","X610"," 달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제 및 정신작용제에 의한 자의의 중독 및 노출, 주택 ","1","1","2"
"질병","X635"," 자율신경계통에 작용하는 기타 약물에 의한 자의의 중독 및 노출, 상업 및 서비스 구역 ","","1","1"
"질병","X640"," 기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 자의의 중독 및 노출, 주택 ","","1","1"
"질병","X645"," 기타 및 상세불명의 약물, 약제 및 생물학적 물질에 의한 자의의 중독 및 노출, 상업 및 서비스 구역 ","","1","1"
"질병","X659"," 알콜에 의한 자의의 중독 및 노출, 상세불명 장소 ","","1","1"
"질병","X700"," 목맴, 교액 및 질식에 의한 의도적 자해, 주택 ","","2","2"
"질병","Y049"," 완력에 의한 가해, 상세불명 장소 ","1","","1"
"질병","Y0780"," 기타 명시된 사람에 의한 기타학대, 주택 ","","1","1"
"질병","Y308"," 의도 미확인의 높은 곳에서 떨어짐, 뛰어내림 또는 떠밀림, 기타 명시된 장소 ","1","","1"
"질병","Y400"," 치료용으로 사용시 유해작용을 나타내는 페니실린 ","5","10","15"
"질병","Y401"," 치료용으로 사용시 유해작용을 나타내는 세팔로스포린 및 기타 베타락탐 항생제 ","9","13","22"
"질병","Y405"," 치료용으로 사용시 유해작용을 나타내는 아미노글리코시드 ","","2","2"
"질병","Y406"," 치료용으로 사용시 유해작용을 나타내는 리파마이신 ","2","2","4"
"질병","Y407"," 치료용으로 사용시 유해작용을 나타내는 전신항진균항생제 ","1","","1"
"질병","Y408"," 치료용으로 사용시 유해작용을 나타내는 기타 전신항생제 ","24","14","38"
"질병","Y409"," 치료용으로 사용시 유해작용을 나타내는 상세불명의 전신항생제 ","1","1","2"
"질병","Y411"," 치료용으로 사용시 유해작용을 나타내는 항마이코박테리아제 ","2","2","4"
"질병","Y415"," 치료용으로 사용시 유해작용을 나타내는 항바이러스제 ","","1","1"
"질병","Y418"," 치료용으로 사용시 유해작용을 나타내는 기타 명시된 전신 항감염제 및 항기생충제 ","1","2","3"
"질병","Y420"," 치료용으로 사용시 유해작용을 나타내는 글루코코티코이드 및 합성 유사체 ","3","3","6"
"질병","Y423"," 치료용으로 사용시 유해작용을 나타내는 인슐린 및 경구저혈당[항당뇨병]제 ","","1","1"
"질병","Y427"," 치료용으로 사용시 유해작용을 나타내는 안드로젠 및 합성대사 유사물 ","1","","1"
"질병","Y428"," 치료용으로 사용시 유해작용을 나타내는 기타 및 상세불명의 호르몬 및 합성 대치물 ","1","","1"
"질병","Y433"," 치료용으로 사용시 유해작용을 나타내는 기타 항암제 ","93","25","118"
"질병","Y434"," 치료용으로 사용시 유해작용을 나타내는 면역억제제 ","1","3","4"
"질병","Y442"," 치료용으로 사용시 유해작용을 나타내는 항응고제 ","5","7","12"
"질병","Y446"," 치료용으로 사용시 유해작용을 나타내는 자연혈액 및 혈액제제 ","1","","1"
"질병","Y450"," 치료용으로 사용시 유해작용을 나타내는 아편 및 관련 진통제 ","4","","4"
"질병","Y451"," 치료용으로 사용시 유해작용을 나타내는 살리실산염 ","1","","1"
"질병","Y452"," 치료용으로 사용시 유해작용을 나타내는 프로피온산유도체 ","3","1","4"
"질병","Y453"," 치료용으로 사용시 유해작용을 나타내는 기타 비스테로이드항염증제 ","1","1","2"
"질병","Y455"," 치료용으로 사용시 유해작용을 나타내는 4-아미노페놀유도체 ","1","1","2"
"질병","Y458"," 치료용으로 사용시 유해작용을 나타내는 기타 진통제 및 해열제 ","","1","1"
"질병","Y459"," 치료용으로 사용시 유해작용을 나타내는 상세불명의 진통제, 해열제 및 항염증제 ","","1","1"
"질병","Y461"," 치료용으로 사용시 유해작용을 나타내는 옥사졸리디네디온 ","","1","1"
"질병","Y465"," 치료용으로 사용시 유해작용을 나타내는 발프로산 ","1","3","4"
"질병","Y466"," 치료용으로 사용시 유해작용을 나타내는 기타 및 상세불명의 항뇌전증제 ","","1","1"
"질병","Y467"," 치료용으로 사용시 유해작용을 나타내는 항파킨슨제 ","1","","1"
"질병","Y468"," 치료용으로 사용시 유해작용을 나타내는 항강직제 ","3","","3"
"질병","Y471"," 치료용으로 사용시 유해작용을 나타내는 벤조디아제핀 ","3","1","4"
"질병","Y478"," 치료용으로 사용시 유해작용을 나타내는 기타 진정제, 수면제 및 항불안제 ","","1","1"
"질병","Y483"," 치료용으로 사용시 유해작용을 나타내는 국소마취제 ","","1","1"
"질병","Y484"," 치료용으로 사용시 유해작용을 나타내는 상세불명의 마취제 ","1","","1"
"질병","Y494"," 치료용으로 사용시 유해작용을 나타내는 부티로페논 및 타이오산틴 신경이완제 ","1","","1"
"질병","Y495"," 치료용으로 사용시 유해작용을 나타내는 기타 항정신병약제 및 신경이완제 ","2","","2"
"질병","Y508"," 치료용으로 사용시 유해작용을 나타내는 기타 중추신경계통 흥분제 ","","2","2"
"질병","Y513"," 치료용으로 사용시 유해작용을 나타내는 달리 분류되지 않은 기타 부교감신경차단제[항콜린제 및 항무스카린제] 및 연축억제제 ","","1","1"
"질병","Y514"," 치료용으로 사용시 유해작용을 나타내는 달리 분류되지 않은 우세성 알파-아드레날린수용체 작용제 ","","1","1"
"질병","Y516"," 치료용으로 사용시 유해작용을 나타내는 달리 분류되지 않은 알파-아드레날린수용체 길항제 ","1","","1"
"질병","Y517"," 치료용으로 사용시 유해작용을 나타내는 달리 분류되지 않은 베타-아드레날린수용체 길항제 ","2","","2"
"질병","Y519"," 치료용으로 사용시 유해작용을 나타내는 주로 자율신경계통에 작용하는 기타 및 상세불명의 약제 ","","1","1"
"질병","Y520"," 치료용으로 사용시 유해작용을 나타내는 심장자극 글리코시드 및 유사작용 약물 ","2","1","3"
"질병","Y521"," 치료용으로 사용시 유해작용을 나타내는 칼슘통로차단제 ","4","","4"
"질병","Y522"," 치료용으로 사용시 유해작용을 나타내는 달리 분류되지 않은 기타 항부정맥제 ","3","2","5"
"질병","Y524"," 치료용으로 사용시 유해작용을 나타내는 안지오텐신전환효소억제제 ","1","","1"
"질병","Y526"," 치료용으로 사용시 유해작용을 나타내는 항고지질혈증 및 항동맥경화증 약물 ","1","1","2"
"질병","Y533"," 치료용으로 사용시 유해작용을 나타내는 염류와 삼투성 설사제 ","1","","1"
"질병","Y538"," 치료용으로 사용시 유해작용을 나타내는 주로 위장계통에 영향을 주는 기타 제제 ","2","","2"
"질병","Y541"," 치료용으로 사용시 유해작용을 나타내는 미네랄코티코이드길항제[알도스테론길항제] ","2","1","3"
"질병","Y543"," 치료용으로 사용시 유해작용을 나타내는 벤조티아디아진유도체 ","1","","1"
"질병","Y544"," 치료용으로 사용시 유해작용을 나타내는 [고리]이뇨제 ","2","1","3"
"질병","Y545"," 치료용으로 사용시 유해작용을 나타내는 기타 이뇨제 ","1","","1"
"질병","Y551"," 치료용으로 사용시 유해작용을 나타내는 골격근이완제[신경근육차단제] ","1","","1"
"질병","Y556"," 치료용으로 사용시 유해작용을 나타내는 달리 분류되지 않은 항천식제 ","1","","1"
"질병","Y557"," 치료용으로 사용시 유해작용을 나타내는 주로 호흡계통에 작용하는 기타 및 상세불명의 제제 ","1","","1"
"질병","Y563"," 치료용으로 사용시 유해작용을 나타내는 완화제, 윤활제 및 보호제 ","","1","1"
"질병","Y575"," 치료용으로 사용시 유해작용을 나타내는 X-선 대조물질 ","11","3","14"
"질병","Y578"," 치료용으로 사용시 유해작용을 나타내는 기타 약물 및 약제 ","1","","1"
"질병","Y579"," 치료용으로 사용시 유해작용을 나타내는 상세불명의 약물 또는 약제 ","1","","1"
"질병","Y600"," 외과적 수술 도중에 생긴 비의도적 절단, 천자, 천공 또는 출혈 ","55","60","115"
"질병","Y604"," 내시경검사 도중에 생긴 비의도적 절단, 천자, 천공 또는 출혈 ","","1","1"
"질병","Y606"," 흡인, 천자 및 기타 카테터삽입 도중에 생긴 비의도적 절단, 천자, 천공 또는 출혈 ","1","2","3"
"질병","Y608"," 기타 외과적 및 내과적 치료 도중에 생긴 비의도적 절단, 천자, 천공 또는 출혈 ","1","","1"
"질병","Y613"," 주사 또는 예방접종 도중에 체내에 불의로 남겨진 이물 ","","1","1"
"질병","Y630"," 수혈 또는 주입 도중 투입한 과다한 양의 혈액 또는 기타 수액 ","","1","1"
"질병","Y654"," 기타 관 또는 기구의 삽입 또는 제거에 실패 ","1","","1"
"질병","Y658"," 외과적 및 내과적 치료 중 발생한 기타 명시된 재난 ","4","5","9"
"질병","Y830"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 전기관 이식의 외과적 수술 ","5","2","7"
"질병","Y831"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 인공 내부장치 이식의 외과적 수술 ","133","74","207"
"질병","Y832"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 연결, 우회로 또는 이식의 외과적 수술 ","49","11","60"
"질병","Y833"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 외부스토마 형성의 외과적 수술 ","10","7","17"
"질병","Y834"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 기타 재건수술 ","3","1","4"
"질병","Y835"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 사지의 절단 ","5","4","9"
"질병","Y836"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 기타 기관의 (부분)(전체)절제 ","142","67","209"
"질병","Y838"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 기타 외과적 처치 ","47","31","78"
"질병","Y839"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 상세불명의 외과적 처치 ","","1","1"
"질병","Y840"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 심장카테터삽입 ","2","2","4"
"질병","Y841"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 신장투석 ","6","4","10"
"질병","Y842"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 방사선과적 처치 및 방사선요법 ","28","3","31"
"질병","Y846"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 요로카테터삽입 ","9","9","18"
"질병","Y847"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 혈액표본추출 ","","1","1"
"질병","Y848"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 기타 의학적 처치 ","101","48","149"
"질병","Y849"," 처치 당시에는 재난에 대한 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 상세불명의 의학적 처치 ","","1","1"
"질병","Y850"," 자동차사고의 후유증 ","","1","1"
"질병","Y86"," 기타 사고의 후유증 ","4","3","7"
"질병","Y871"," 가해의 후유증 ","1","","1"
"질병","Y883"," 처치 당시에는 재난의 언급이 없었으나 환자의 이상반응 또는 이후 합병증의 원인이 된 외과적 및 내과적 처치의 후유증 ","2","","2"
"질병","Y890"," 법적 개입의 후유증 ","2","","2"
"질병","Y95"," 병원과 관련된 상태 ","23","11","34"
"질병","Y98"," 생활방식과 관련된 상태 ","","1","1"
"질병","Z000"," 일반적 의학검사 ","3","2","5"
"질병","Z027"," 진단서의 발급 ","8","4","12"
"질병","Z031"," 의심되는 악성 신생물에 대한 관찰, 배제된 ","8","5","13"
"질병","Z034"," 의심되는 심근경색증의 관찰 ","1","","1"
"질병","Z035"," 기타 의심되는 심혈관질환의 관찰 ","11","1","12"
"질병","Z038"," 기타 의심되는 질환 및 병태의 관찰 ","1","","1"
"질병","Z048"," 기타 명시된 이유의 검사 및 관찰 ","325","1","326"
"질병","Z080"," 악성 신생물에 대한 수술후 추적검사 ","","3","3"
"질병","Z082"," 악성 신생물에 대한 화학요법후 추적검사 ","1","","1"
"질병","Z087"," 악성 신생물에 대한 복합치료후 추적검사 ","1","11","12"
"질병","Z090"," 기타 병태에 대한 수술후 추적검사 ","3","","3"
"질병","Z098"," 기타 병태에 대한 기타 치료후 추적검사 ","3","3","6"
"질병","Z208"," 기타 전염성 질환에 접촉 및 노출 ","64","40","104"
"질병","Z209"," 상세불명의 전염성 질환에 접촉 및 노출 ","7","3","10"
"질병","Z21"," 무증상 사람면역결핍바이러스 감염상태 ","4","","4"
"질병","Z227"," 잠복결핵 ","","1","1"
"질병","Z290"," 격리 ","28","19","47"
"질병","Z305"," (자궁내)피임장치의 감시 ","","1","1"
"질병","Z430"," 기관절개에 대한 관리를 위하여 보건서비스와 접하고 있는 사람 ","2","","2"
"질병","Z431"," 위조루에 대한 관리를 위하여 보건서비스와 접하고 있는 사람 ","8","4","12"
"질병","Z432"," 회장조루에 대한 관리를 위하여 보건서비스와 접하고 있는 사람 ","4","4","8"
"질병","Z433"," 결장조루에 대한 관리를 위하여 보건서비스와 접하고 있는 사람 ","4","","4"
"질병","Z436"," 요로의 기타 인공개구에 대한 관리를 위하여 보건서비스와 접하고 있는 사람 ","1","1","2"
"질병","Z450"," 심장장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람 ","10","8","18"
"질병","Z451"," 주입펌프의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람 ","1","","1"
"질병","Z452"," 혈관통로장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람 ","2","4","6"
"질병","Z453"," 이식청력장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람 ","1","","1"
"질병","Z458"," 기타 이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람 ","4","","4"
"질병","Z463"," 치과보철 장치의 부착 및 조정을 위하여 보건서비스와 접하고 있는 사람 ","3","1","4"
"질병","Z466"," 요로계 장치의 부착 및 조정을 위하여 보건서비스와 접하고 있는 사람 ","15","4","19"
"질병","Z470"," 골절판 및 기타 내부고정장치의 제거를 포함한 추적치료를 위하여 보건서비스와 접하고 있는 사람 ","28","45","73"
"질병","Z4788"," 기타 명시된 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람 ","1","","1"
"질병","Z488"," 기타 명시된 외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람 ","53","11","64"
"질병","Z491"," 체외투석를 위하여 보건서비스와 접하고 있는 사람 ","12","5","17"
"질병","Z501"," 기타 물리요법를 위하여 보건서비스와 접하고 있는 사람 ","1","","1"
"질병","Z508"," 기타 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ","179","132","311"
"질병","Z509"," 상세불명의 재활처치를 포함한 치료를 위하여 보건서비스와 접하고 있는 사람 ","2","1","3"
"질병","Z510"," 방사선요법기간를 위하여 보건서비스와 접하고 있는 사람 ","34","11","45"
"질병","Z511"," 신생물에 대한 화학요법기간를 위하여 보건서비스와 접하고 있는 사람 ","421","158","579"
"질병","Z515"," 완화의료를 위하여 보건서비스와 접하고 있는 사람 ","56","196","252"
"질병","Z518"," 기타 명시된 의료를 위하여 보건서비스와 접하고 있는 사람 ","2","","2"
"질병","Z530"," 금기증 때문에 수행되지 못한 처치를 위하여 보건서비스와 접하고 있는 사람 ","103","53","156"
"질병","Z531"," 믿음이나 집단압력으로 인한 환자의 의사결정 때문에 수행되지 못한 처치를 위하여 보건서비스와 접하고 있는 사람 ","1","1","2"
"질병","Z532"," 기타 및 상세불명의 이유로 인한 환자의 의사결정 때문에 수행되지 못한 처치를 위하여 보건서비스와 접하고 있는 사람 ","62","49","111"
"질병","Z538"," 기타 이유로 실행되지 못한 처치를 위하여 보건서비스와 접하고 있는 사람 ","53","32","85"
"질병","Z539"," 상세불명의 이유로 실행되지 못한 처치를 위하여 보건서비스와 접하고 있는 사람 ","","1","1"
"질병","Z540"," 수술후 회복기 ","","4","4"
"질병","Z548"," 기타 치료후 회복기 ","1","","1"
"질병","Z587"," 담배연기에 노출에 관련된 문제 ","1","","1"
"질병","Z716"," 담배남용상담을 위해 보건서비스와 접하고 있는 사람 ","1","","1"
"질병","Z803"," 유방의 악성 신생물의 가족력 ","","1","1"
"질병","Z836"," 호흡계통질환의 가족력 ","1","","1"
"질병","Z850"," 소화기관의 악성 신생물의 개인력 ","1276","275","1551"
"질병","Z851"," 기관, 기관지 및 폐의 악성 신생물의 개인력 ","238","26","264"
"질병","Z852"," 기타 호흡기 및 흉곽내 기관의 악성 신생물의 개인력 ","62","17","79"
"질병","Z853"," 유방의 악성 신생물의 개인력 ","6","66","72"
"질병","Z854"," 생식기관의 악성 신생물의 개인력 ","740","130","870"
"질병","Z855"," 요로의 악성 신생물의 개인력 ","290","54","344"
"질병","Z856"," 백혈병의 개인력 ","6","","6"
"질병","Z857"," 림프, 조혈조직 및 관련 조직의 기타 악성 신생물의 개인력 ","64","17","81"
"질병","Z858"," 기타 기관 또는 계통의 악성 신생물의 개인력 ","154","73","227"
"질병","Z859"," 상세불명의 악성 신생물의 개인력 ","5","","5"
"질병","Z860"," 기타 신생물의 개인력 ","76","45","121"
"질병","Z881"," 기타 항생제에 대한 알레르기의 개인력 ","1","","1"
"질병","Z885"," 마약제에 대한 알레르기의 개인력 ","1","","1"
"질병","Z890"," 한쪽 손가락[엄지손가락 포함]의 후천성 결여 ","9","5","14"
"질병","Z891"," 손 및 손목의 후천성 결여 ","","1","1"
"질병","Z893"," 양쪽 팔[모든 부위]의 후천성 결여 ","2","","2"
"질병","Z894"," 발 및 발목의 후천성 결여 ","31","7","38"
"질병","Z895"," 무릎을 포함한 다리의 후천성 결여 ","20","2","22"
"질병","Z896"," 무릎위 다리의 후천성 결여 ","7","","7"
"질병","Z900"," 머리 및 목 일부의 후천성 결여 ","7","3","10"
"질병","Z901"," 유방의 후천성 결여 ","4","43","47"
"질병","Z902"," 폐[일부]의 후천성 결여 ","117","15","132"
"질병","Z903"," 위 일부의 후천성 결여 ","63","11","74"
"질병","Z904"," 소화관의 기타 부분의 후천성 결여 ","277","95","372"
"질병","Z905"," 신장의 후천성 결여 ","21","10","31"
"질병","Z906"," 요로의 기타 기관의 후천성 결여 ","39","4","43"
"질병","Z907"," 생식기관의 후천성 결여 ","52","35","87"
"질병","Z908"," 기타 기관의 후천성 결여 ","2","3","5"
"질병","Z915"," 자해의 개인력 ","","1","1"
"질병","Z921"," 항응고제의 오랜 (현존) 사용의 개인력 ","","2","2"
"질병","Z930"," 기관절개상태 ","20","22","42"
"질병","Z931"," 위조루상태 ","10","10","20"
"질병","Z932"," 회장조루상태 ","10","5","15"
"질병","Z933"," 결장조루상태 ","17","8","25"
"질병","Z935"," 방광조루상태 ","22","8","30"
"질병","Z936"," 기타 요로의 인공개구상태 ","16","9","25"
"질병","Z940"," 신장이식상태 ","14","10","24"
"질병","Z941"," 심장이식상태 ","1","","1"
"질병","Z944"," 간이식상태 ","3","","3"
"질병","Z948"," 기타 이식된 기관 및 조직 상태 ","1","","1"
"질병","Z950"," 심장전자장치의 존재 ","76","26","102"
"질병","Z951"," 대동맥관상동맥우회로이식편의 존재 ","210","37","247"
"질병","Z952"," 인공심장판막의 존재 ","26","13","39"
"질병","Z953"," 이종심장판막의 존재 ","12","5","17"
"질병","Z954"," 기타 심장판막대치물의 존재 ","2","2","4"
"질병","Z955"," 관상동맥혈관성형 삽입물 및 이식편의 존재 ","667","147","814"
"질병","Z958"," 기타 심장 및 혈관 삽입물 및 이식편의 존재 ","10","9","19"
"질병","Z960"," 비뇨생식기삽입물의 존재 ","7","","7"
"질병","Z961"," 안구내렌즈의 존재 ","339","340","679"
"질병","Z9620"," 달팽이관삽입물의 존재 ","1","2","3"
"질병","Z9621"," 고막절개관의 존재 ","1","2","3"
"질병","Z9663"," 고관절삽입물의 존재 ","20","15","35"
"질병","Z9664"," 무릎관절삽입물의 존재 ","79","160","239"
"질병","Z9668"," 기타 및 상세불명의 정형외과적 관절삽입물의 존재 ","9","12","21"
"질병","Z968"," 기타 명시된 기능적 삽입물의 존재 ","","1","1"
"질병","Z970"," 의안의 존재 ","16","1","17"
"질병","Z982"," 뇌척수액배출장치의 존재 ","1","","1"
"질병","Z988"," 기타 명시된 수술후 상태 ","226","64","290"
"질병","U071"," 바이러스가 확인된 코로나바이러스 질환 2019 [바이러스가 확인된 코로나-19] ","266","249","515"
"질병","U072"," 바이러스가 확인되지 않은 코로나바이러스 질환 2019 ","","1","1"
"질병","U089"," 상세불명의 코로나-19의 개인력 ","496","351","847"
"질병","U099"," 상세불명의 코로나-19 이후 병태 ","16","9","25"
"질병","U109"," 상세불명의 코로나-19와 관련된 다발계통염증성증후군 ","1","","1"
"질병","U821"," 메티실린 내성 ","125","77","202"
"질병","U822"," 광범위 베타락탐계내성 ","97","105","202"
"질병","U8280"," 카바페넴계내성 ","77","55","132"
"질병","U8281"," 카바페넴계 분해효소생성 ","20","7","27"
"질병","U830"," 반코마이신 내성 ","70","75","145"
"질병","U837"," 여러 항생제 내성 ","52","38","90"
"질병","U8430"," 다약제내성 결핵 ","","1","1"
"질병","U8439"," 상세불명의 항결핵제 내성 ","1","","1"
"질병","U99"," 재발한 악성 신생물 ","154","18","172"
