"병원","분류","명칭","코드","구분","비용","최저비용","최고비용","치료재료대","약제비포함여부","특이사항"
"대전","보조기류","긴다리보조기(국산/표준)","QA33044","","292000","","","","",""
"대전","보조기류","긴다리보조기(골반대부착)(외산/반자동)","QA33033","","808000","","","","",""
"대전","보조기류","긴다리보조기(골반대부착)(외산/표준)","QA33032","","818000","","","","",""
"대전","보조기류","긴다리보조기(골반대부착)(국산/표준)","QA33031","","500000","","","","",""
"대전","보조기류","아트란타","QA33022","","453000","","","","",""
"대전","보조기류","보청기(기본형/Ignite-P 20/소형 귀속형)","QA55002","","1145000","","","","",""
"대전","보조기류","보청기(기본형/Ignite-P 20/귀속형)","QA55001","","1102000","","","","",""
"대전","보조기류","보청기(고급형/X Series-P 90/고막형)","QA55013","","2910000","","","","",""
"대전","보조기류","보청기(고출력보급형/DP 8 귀걸이형)","QA56007","","677000","","","","",""
"대전","보조기류","보청기(최고급형/Xino 110/개방형)","QA56006","","2929000","","","","",""
"대전","보조기류","보청기(고급형/Xino 90/개방형)","QA56005","","1979000","","","","",""
"대전","보조기류","보청기(일반형 2/Xino 70/개방형)","QA56004","","1799000","","","","",""
"대전","보조기류","보청기(일반형 1/Ignite 30 Power Plus/귀걸이형)","QA56003","","981000","","","","",""
"대전","보조기류","보청기(기본형/Ignite 20 Power Plus/귀걸이형)","QA56002","","691000","","","","",""
"대전","보조기류","보청기(보급형Aries/귀걸이형)","QA56001","","478000","","","","",""
"대전","보조기류","보청기(고출력최고급형/X-Power/고막형)","QA55022","","3033000","","","","",""
"대전","보조기류","보청기(고출력최고급형/X-Power/귀속형)","QA55021","","2965000","","","","",""
"대전","보조기류","보청기(고출력일반형/I-Power/고막형)","QA55020","","1754000","","","","",""
"대전","보조기류","보청기(고출력일반형/I-Power/귀속형)","QA55019","","1653000","","","","",""
"대전","보조기류","보청기(최고급형/SoundLens-P 11 110/초소형 고막형)","QA55018","","3379000","","","","",""
"대전","보조기류","보청기(최고급형/X Series-P 110/고막형)","QA55017","","3237000","","","","",""
"대전","보조기류","보청기(최고급형/X Series-P 110/소형 귀속형)","QA55016","","3099000","","","","",""
"대전","보조기류","보청기(최고급형/X Series-P 110/귀속형)","QA55015","","3042000","","","","",""
"대전","보조기류","보청기(고급형/SoundLens-P 11 90/초소형 고막형)","QA55014","","3120000","","","","",""
"대전","보조기류","보청기(고급형/X Series-P 90/소형 귀속형)","QA55012","","2853000","","","","",""
"대전","보조기류","보청기(고급형/X Series-P 90/귀속형)","QA55011","","2741000","","","","",""
"대전","보조기류","보청기(일반형 2/SoundLens-P 11 70/초소형 고막형)","QA55010","","2895000","","","","",""
"대전","보조기류","보청기(일반형 2/X Series-P 70/고막형)","QA55009","","2556000","","","","",""
"대전","보조기류","보청기(일반형 2/X Series-P 70/초소형 귀속형)","QA55008","","2417000","","","","",""
"대전","보조기류","보청기(일반형 2/X Series-P 70/귀속형)","QA55007","","2353000","","","","",""
"대전","보조기류","보청기(일반형 1/Ignite-P 30/고막형)","QA55006","","1904000","","","","",""
"대전","보조기류","보청기(일반형 1/Ignite-P 30/소형 귀속형)","QA55005","","1754000","","","","",""
"대전","보조기류","보청기(일반형 1/Ignite-P 30/귀속형)","QA55004","","1656000","","","","",""
"대전","보조기류","보청기(기본형/Ignite-P 20/고막형)","QA55003","","1250000","","","","",""
"대전","배액관 고정용판","ACE GRIP ENDO FIX","BJ1010CO","","7400","","","","",""
"대전","배액관 고정용판","MULTIFIX L-Ⅰ","BJ1009GA","","2940","","","","",""
"대전","기타근관충전재(MTA)","PRO ROOT MTA","BL7601NM","","59930","","","","",""
"대전","기타 관절치환용 재료(골결손대체용)","TRABECULAR METAL FEMORAL CONE AUGMENT","BE4303DL","","1940000","","","","",""
"대전","치료재료대","무릎관절의지(재래/일반형)","QA24021","","2779000","","","","",""
"대전","치료재료대","무릎관절의지(골격/기능4/유압)","QA24018","","7173000","","","","",""
"대전","치료재료대","무릎관절의지(골격/기능3/유압)","QA24017","","6568000","","","","",""
"대전","치료재료대","무릎관절의지(골격/기능2/유압)","QA24016","","5652000","","","","",""
"대전","치료재료대","무릎관절의지(골격/기능1/유압)","QA24015","","5350000","","","","",""
"대전","치료재료대","무릎관절의지(골격/기능1/일반형)","QA24014","","4651000","","","","",""
"대전","치료재료대","무릎관절의지(골격/유압/표준)","QA24013","","7384000","","","","",""
"대전","치료재료대","무릎관절의지(골격/잠김형/표준)","QA24012","","4565000","","","","",""
"대전","치료재료대","무릎관절의지(골격/일반/표준)","QA24011","","4495000","","","","",""
"대전","치료재료대","넓적다리의지(골격/건보용/실리콘)","QA23054","","2801000","","","","",""
"대전","치료재료대","넓적다리의지(골격/건보용/표준)","QA23053","","2205000","","","","",""
"대전","치료재료대","넓적다리의지(재래/골반대/국산)","QA23052","","3039000","","","","",""
"대전","치료재료대","넓적다리의지(재래/표준/국산)","QA23051","","2791000","","","","",""
"대전","치료재료대","대퇴의지(골격/회전/C-leg/기능4/실리콘/구형)","QA23049","","26973000","","","","",""
"대전","치료재료대","대퇴의지(골격/회전/C-leg/기능4/실리콘/신형)","QA23048","","30887000","","","","",""
"대전","치료재료대","대퇴의지(골격/회전/유압/기능4/실리콘)","QA23047","","10429000","","","","",""
"대전","치료재료대","비데","QA67001","","","","","","",""
"대전","창상피복제","NASOPORE","BM2201IE","","","66500","115104","","",""
"대전","SKIN CLOSURE","STERI STRIP REINFORCED SKIN CLOSURE","BM5003EM","","1269","","","","",""
"대전","추간판내 고주파 열치료술","일회용 발 조절식 전기수술기용 전극","BF0201SH","","1597688","","","","",""
"대전","추간판내 고주파 열치료술","YES C DISC","BF0202SH","","1597777","","","","",""
"대전","치료재료대","Thomas collar 중","3011200083","","1130","","","","",""
"대전","치료재료대","Crutch(특대)","3011200033","","8931","","","","",""
"대전","합성거즈 드레싱류","큐어패드","BM5020HF","","","439","950","","",""
"대전","후두마스크","I-GEL SUPRAGLOTTIC AIRWAY","BK4202DC","","62328","","","","",""
"대전","치료재료대","BCM Electrode","BK001001","","2200","","","","",""
"대전","치료재료대","(OR)Spongostan Anal (MS0004)EA","4020300002","","9283","","","","",""
"대전","치료재료대","(OR)Gelfoam(Spongostan 7*5)　EA","4020100020","","7425","","","","",""
"대전","자착성(탄력)붕대","PEHA-HAFT","BK7101DQ","","778","","","","",""
"대전","인체조직유래 2차 가공뼈","DBX PUTTY","BC0101AT","","","440000","880000","","",""
"대전","치료재료대","T-Lens 1ea (존슨앤존슨)","3011600008","","3183","","","","",""
"대전","치료재료대","Thomas collar 대","3011200081","","1130","","","","",""
"대전","치료재료대","Cast shoes(대)","VM070","","888","","","","",""
"대전","치료재료대","Arm sling( 팔걸이 성인용)","VM061","","","900","902","","",""
"대전","치료재료대","Crutch(중) 알루미늄 1쌍(2개)","3011200031","","9805","","","","",""
"대전","치료재료대","Crutch(대)　알루미늄","3011200030","","9805","","","","",""
"대전","치료재료대","밸포밴드(중) Velpeau Brace 이노메디","3011200086","","3000","","","","",""
"대전","치료재료대","Bed Pan(대변기) (pvc)","3011600002","","1380","","","","",""
"대전","치료재료대","Urine bottle with cap 1000ml (소변기)","3011500001","","970","","","","",""
"대전","배액관 고정용판","DRAIN KEEPER","BJ1001BL","","3393","","","","",""
"대전","경막외강 신경박리술용","EPISOL","BJ4803GZ","","638624","","","","",""
"대전","OSTOMY용 ACCESSORY","3M NO STING BARRIER FILM","BL3004EA","","6800","","","","",""
"대전","혈관내영상카테타","OPTICROSS CORONARY IMAGING CATHETER","BJ4503BM","","1090400","","","","",""
"대전","인체조직유래 2차 가공뼈","BONGENER, CGDBM DEEP, EL FUSE INJECTABLE","BC0102QT","","","345000","855000","","",""
"대전","창상봉합용 액상접착제","HISTOACRYL 1050060","BB3001BP","","45000","","","","",""
"대전","시아노아크릴레이트를 이용한 복재정맥 폐색술용","VENASEAL CLOSURE SYSTEM","BJ4321DU","","1639000","","","","",""
"대전","자착성(탄력)붕대","PEHA-HAFT","BK7105DQ","","194","","","","",""
"대전","치료재료대","8자 붕대(소)","VM062","","","1700","2130","","",""
"대전","자착성(탄력)붕대","3M COBAN SELF-ADHERENT WRAP","BK7101EA","","1435","","","","",""
"대전","치료재료대","Cool hot bag","BZ001006","","5153","","","","",""
"대전","치료재료대","Cast Shoes(대)","BZ101003","","","964","1940","","",""
"대전","치료재료대","Tomas colar (소)","BZ101007","","","1130","2572","","",""
"대전","치료재료대","벨포밴드 M(Velpeau Brace)","BZ101009","","","2928","3634","","",""
"대전","치료재료대","The Graft 0.25g","4110500011","","28598","","","","",""
"대전","척추경막외 유착방지제","ADCON-GEL","BF0101AY","","660000","","","","",""
"대전","치료재료대","mega-derm (전규격)","atMDS000001","","89559","","","N","N",""
"대전","약제비","박씨그리프테트라주(인플루엔자분할백신)(0.5밀리리터)","atMED000004","","30000","","","N","N",""
"대전","약제비","그린백색바셀린(원료)","atMED000002","","744","","","N","N",""
"대전","약제비","액상하이랙스주(히알루로니다제)(1밀리리터)","atMED000001","","15598","","","N","N",""
"대전","약제비","레밋치연질캡슐2.5마이크로그램(날푸라핀염산염)(2.5마이크로그램)","atMED000003","","3594","","","N","N",""
"대전","약제비","멘비오[(수막구균ACW135Y)-CRM197단백접합백신](0.5밀리리터)","653602320","","130000","","","","",""
"대전","약제비","카티스템(동종제대혈유래중간엽줄기세포)(1.5밀리리터)","622900010","","4776750","","","","",""
"대전","약제비","케어가글액(벤제토늄염화물)","643502450","","600","","","","",""
"대전","약제비","후루다랜캡슐(디에칠아민크로모카르브)(200밀리그램)","643901850","","129","","","","",""
"대전","약제비","헤파빅주(비형간염사람면역글로불린)(수출명:헤파글로브)(1밀리리터)","643601900","","29800","","","","",""
"대전","약제비","헤파뮨프리필드시린지(B형간염백신(유전자재조합))(1밀리리터)","644703860","","23000","","","","",""
"대전","약제비","유박스비주(B형간염백신유전자재조합)(수출명:리콤박스주헤파티박스주RecombinantHepatitisBVaccine엘지유박스비주)(0.5밀리리터)","668900910","","18000","","","","",""
"대전","약제비","하이셀멸균액2%(히드록시프로필메칠셀룰로오스)","643901780","","3260","","","","",""
"대전","약제비","프로디악스-23(폐렴구균백신)(0.5밀리리터)","655500610","","50000","","","","",""
"대전","약제비","파라손연고(푸시딘산나트륨)","644702260","","330","","","","",""
"대전","약제비","에스케이티디백신주(프리필드)(성인용흡착파상풍및디프테리아혼합톡소이드)(0.5밀리리터)","644701660","","30000","","","","",""
"대전","약제비","테라마이신안연고(3.5그램)","648901081","","217","","","","",""
"대전","약제비","카르민주0.8%(인디고카르민)(40밀리그램)","644303851","","2389","","","","",""
"대전","약제비","인판릭스주(흡착디프테리아파상풍톡소이드및정제백일해혼합백신)(0.5밀리리터)","650001000","","30000","","","","",""
"대전","약제비","테트락심주(흡착디프테리아파상풍톡소이드정제백일해및개량불활화폴리오혼합백신)(0.5밀리리터)","665900120","","47000","","","","",""
"대전","약제비","박타프리필드시린지(A형간염백신)(0.5밀리리터)","655501730","","30000","","","","",""
"대전","약제비","박타프리필드시린지(A형간염백신)(1밀리리터)","655501740","","70000","","","","",""
"대전","약제비","이모박스폴리오주(개량불활폴리오백신)(0.5밀리리터)","665900050","","25000","","","","",""
"대전","약제비","오스테민캅셀(결정황산글루코사민)(250밀리그램)","647801830","","1","","","","",""
"대전","약제비","엠엠알II(홍역유행성이하선염및풍진혼합생바이러스백신)(0.5밀리리터)","655500270","","26000","","","","",""
"대전","약제비","아진탈정(군납명:아진타미드판크레아틴셀루라제정)(50밀리그램)","641701020","","12","","","","",""
"대전","약제비","아젤리아크림(아젤라산)","674900100","","680","","","","",""
"대전","약제비","아다셀주(0.5밀리리터)","665900110","","40000","","","","",""
"대전","약제비","일양실데나필정50밀리그램(실데나필시트르산염)(50밀리그램)","641704350","","7480","","","","",""
"대전","약제비","헤라그라정100밀리그램(실데나필시트르산염)(100밀리그램)","640006370","","1780","","","","",""
"대전","약제비","시알리스정20밀리그램(타다라필)(20밀리그램)","670800110","","11210","","","","",""
"대전","약제비","스파몬정(카로베린)(20밀리그램)","645300990","","15","","","","",""
"대전","약제비","스티바에이크림0.05%(트레티노인)","650002570","","517","","","","",""
"대전","약제비","스티바에이크림0.025%(트레티노인)","650002650","","153","","","","",""
"대전","약제비","설간-구구좌제(200밀리그램)","657200370","","152","","","","",""
"대전","약제비","부롬정5밀리그람(브롬페리돌)(수출용)(5밀리그램)","651901200","","58","","","","",""
"대전","약제비","녹십자-일본뇌염백신주(수출명:재패니즈엔세팔리티스백신-지씨씨주나가박젠세박)(1밀리리터)","643603520","","20000","","","","",""
"대전","약제비","오메크린크림","641605990","","7807","","","","",""
"대전","약제비","바리토나액(비포나졸)","643601050","","2700","","","","",""
"대전","약제비","바리-엘백신(수두생바이러스백신)(0.5밀리리터)","650400010","","30000","","","","",""
"대전","약제비","로타텍액[경구용약독화로타생바이러스백신(사람-소재배열)]","655500030","","100000","","","","",""
"대전","약제비","유히브주(헤모필루스인플루엔자비형·파상풍톡소이드접합백신)(30마이크로그램)","668901890","","40000","","","","",""
"대전","약제비","파자임95이중정(70밀리그램)","642202760","","43","","","","",""
"대전","약제비","유락신연고(크로타미톤)","643601400","","17","","","","",""
"대전","약제비","예나스테론주(에난토산테스토스테론)(1밀리리터)","659600290","","6276","","","","",""
"대전","약제비","액티피드정(60밀리그램)","643900900","","18","","","","",""
"대전","약제비","삐콤정(6밀리그램)","642100700","","13","","","","",""
"대전","약제비","신일비사코딜정(5밀리그램)","653801170","","18","","","","",""
"대전","약제비","백색바셀린","657400590","","8","","","","",""
"대전","약제비","프록토세딜연고","652101560","","1005","","","","",""
"대전","약제비","그린관장약(농글리세린)(수출명:FIT-APO)","648300040","","494","","","","",""
"대전","약제비","익스트린엠캡슐(325밀리그램)","642203580","","90","","","","",""
"대전","약제비","카버젝트주사20마이크로그람(알프로스타딜)(20마이크로그램)","648901020","","14945","","","","",""
"대전","약제비","플로실헤모스태틱매트릭스(500IU)","646601400","","255860","","","","",""
"대전","약제비","일양실데나필정100밀리그램(100밀리그램)","641704360","","1338","","","","",""
"대전","약제비","구구정20밀리그램(타다라필)(20밀리그램)","643507040","","1933","","","","",""
"대전","약제비","펜탁심주(흡착디프테리아파상풍톡소이드정제백일해개량불활화폴리오및헤모필루스인플루엔자비형-파상풍톡소이드접합혼합백신)(0.5밀리리터)","665900210","","67680","","","","",""
"대전","약제비","녹십자-세포배양일본뇌염백신주(건조세포배양일본뇌염백신)(0.7밀리리터)","643605000","","29450","","","","",""
"대전","약제비","레졸로정1밀리그램(프루칼로프라이드숙신산염)(1밀리그램)","646901810","","962","","","","",""
"대전","약제비","녹십자-세포배양일본뇌염백신주(건조세포배양일본뇌염백신)(0.4밀리리터)","643605040","","29650","","","","",""
"대전","약제비","알보칠콘센트레이트액(폴리크레줄렌액)","670000610","","19","","","","",""
"대전","약제비","크린조(염화나트륨)(1000밀리리터)","644903991","","835","","","","",""
"대전","약제비","타스나정(탄산수소나트륨)(500밀리그램)","DBIVONT","","11","","","","",""
"대전","약제비","브리디온주(슈가마덱스나트륨)(2밀리리터)","MBRID2","","90899","","","","",""
"대전","약제비","가다실 9 프리필드시린지[인유두종바이러스9가(6, 11, 16, 18, 31, 33, 45, 52, 58형)백신(유전자재조합)] (0.5밀리리터)","MGDS9","","140000","","","","",""
"대전","약제비","서카딘서방정2mg(멜라토닌)(2밀리그램)","DMELATONIN","","721","","","","",""
"대전","약제비","로와콜연질캅셀(32밀리그램)","DROWA","","455","","","","",""
"대전","약제비","주블리아외용액(에피나코나졸)(4밀리리터)","DEFINAIL","","506","","","","",""
"대전","약제비","가다실프리필드시린지[인유두종바이러스4가(6111618형)백신(유전자재조합)](0.5밀리리터)","655500020","","80000","","","","",""
"대전","약제비","본왁스(팔미트산이소프로필)(2.5그램)","4020100005","","6250","","","","",""
"대전","약제비","베스타제당의정(75밀리그램)","DBST","","27","","","","",""
"대전","약제비","푸레파인연고(28그램)","DPREPAO","","4070","","","","",""
"대전","약제비","스카이조스터주(대상포진생바이러스백신)(0.5밀리리터)","564000041","","140000","","","","",""
"대전","제증명수수료","특수구급차사용료 > 심야 (00:00-04:00) 이용시 20% 추가할증 적용됨","AQC220","","1300","","","","",""
"대전","제증명수수료","특수구급차사용료 > 심야 (00:00-04:00) 이용시 20% 추가할증 적용됨","AQC210","","75000","","","","",""
"대전","제증명수수료","일반 구급차사용료 > 심야 (00:00-04:00) 이용시 20% 추가할증 적용됨","AQC120","","1000","","","","",""
"대전","제증명수수료","일반 구급차사용료 심야 (00:00-04:00) 이용시 20% 추가할증 적용됨","AQC110","","30000","","","","",""
"대전","제증명수수료","일반 구급차사용료 (의료인동승)","AQC140","","15000","","","","",""
"대전","제증명수수료","건강검진 약물검사","AW401300G","","6000","","","","",""
"대전","제증명수수료","자동차 운전면허 신체검사 (1종보통,2종면허)","AW400501","","4000","","","","",""
"대전","제증명수수료","자동차 운전면허 신체검사(1종대형,특수면허)","AW400500","","5000","","","","",""
"대전","제증명수수료","신체검사 [잠수기능사]","AW400301","","29000","","","","",""
"대전","제증명수수료","국내외 입양용신체검사서","AQP4103","","23500","","","","",""
"대전","제증명수수료","가정간호교통비(의료급여)","AX900","","6000","","","","",""
"대전","제증명수수료","선원건강진단서","AW401500G","","40000","","","","",""
"대전","제증명수수료","후유 장애 진단서 (1부)","AQA02701","","100000","","","","",""
"대전","제증명수수료","통원확인서[병명 미기재]","AQA02601","","1000","","","","",""
"대전","제증명수수료","통원확인서[병명 기재]","AQA02602","","3000","","","","",""
"대전","제증명수수료","채용신체검사 추가분(매당)","AQW00102","","1000","","","","",""
"대전","제증명수수료","향후 진료비추정서(천만원이상)","AQA02303","","100000","","","","",""
"대전","제증명수수료","향후 진료비추정서(천만원미만)","AQA02301","","50000","","","","",""
"대전","제증명수수료","정신감정서","AQA02101","","100000","","","","",""
"대전","제증명수수료","입퇴원확인서","AQA01701","","3000","","","","",""
"대전","제증명수수료","진료기록사본(기본5부)","AQB00101","","1000","","","","",""
"대전","제증명수수료","영문 등 외국어 일반진단서","AQA02201","","15000","","","","",""
"대전","제증명수수료","연령감정서","AQA01401","","20000","","","","",""
"대전","제증명수수료","신체감정료(과목당)","AQA01200","","150000","","","","",""
"대전","제증명수수료","수술확인서 [1부]","AQA03001","","10000","","","","",""
"대전","제증명수수료","성별감정서","AQA01101","","10000","","","","",""
"대전","제증명수수료","사체부검료","AQA00901","","20000","","","","",""
"대전","제증명수수료","영문사망진단서","AQA00503","","15000","","","","",""
"대전","제증명수수료","보장구검진소견서","AQA00400","","10000","","","","",""
"대전","제증명수수료","뇌파영상 CD Copy(매당)","AQF00301","","5000","","","","",""
"대전","제증명수수료","근로능력평가용진단서(1부)","AQA02801","","10000","","","","",""
"대전","제증명수수료","건강진단서","AQH423","","20000","","","","",""
"대전","제증명수수료","개인택시면허용건강진단서(1부)","AQW00401","","20000","","","","",""
"대전","제증명수수료","진료기록영상(CD)-PACS영상(COPY)","AQF00101","","5000","","","","",""
"대전","제증명수수료","영문일반소견서(보험회사 제출용)","AQA01503","","15000","","","","",""
"대전","제증명수수료","국민연금장애심사용 진단서","AQA00101","","4000","","","","",""
"대전","제증명수수료","병무용진단서","AQA00301","","20000","","","","",""
"대전","제증명수수료","장애진단서(신체적 장애)","AQA01301","","15000","","","","",""
"대전","제증명수수료","장애진단서(정신적 장애)","AQA01304","","40000","","","","",""
"대전","제증명수수료","장애진단서","AQA02002","","15000","","","","",""
"대전","제증명수수료","사산(사태)증명서","AQA00701","","2000","","","","",""
"대전","제증명수수료","사체검안서","AQA00801","","30000","","","","",""
"대전","제증명수수료","사망진단서","AQA00501","","10000","","","","",""
"대전","제증명수수료","상해 진단서(3주이상)","AQA01003","","100000","","","","",""
"대전","제증명수수료","상해 진단서(3주미만)","AQA01001","","50000","","","","",""
"대전","제증명수수료","일반진단서","AQA01601","","10000","","","","",""
"대전","제증명수수료","일반소견서(보험회사 제출용)","AQA01501","","10000","","","","",""
"대전","제증명수수료","방문간호지시서(노인장기요양보험용) 1회당(내원시)","AQA00903","","19430","","","","",""
"대전","제증명수수료","장애인증명서(1부)","AQA01901","","1000","","","","",""
"대전","제증명수수료","의사소견서발급의뢰서(노인장기요양보험용)","AQA00200","","36530","","","","",""
"대전","제증명수수료","진료기록사본(6매이상, 매당)","AQB00102","","100","","","","",""
"대전","제증명수수료","가정간호교통비(건강보험)","AX100","","7960","","","","",""
"대전","제증명수수료","채용신체검사","AQH421","","40000","","","","",""
"대전","제증명수수료","진료확인서 [1부]","AQA02401","","3000","","","","",""
"대전","제증명수수료","제증명료 사본","AQW01200","","1000","","","","",""
"대전","제증명수수료","5등급 치매특별등급 의사소견서 (노인장기요양보험용)","AQA00202","","51350","","","","",""
"대전","제증명수수료","채용신체검사서/일반","AW400602","","30000","","","","",""
