병원,분류,명칭,코드,비용,최저비용,최고비용,치료재료대,약제비포함여부,특이사항
대전,치료재료대,보청기(일반형 1/Ignite-P 30/소형 귀속형),QA55005,1754000,,,,,수가종료
대전,치료재료대,보청기(일반형 2/SoundLens-P 11 70/초소형 고막형),QA55010,1215000,,,,,
대전,치료재료대,보청기(일반형 2/X Series-P 70/고막형),QA55009,1205000,,,,,
대전,치료재료대,보청기(일반형 2/X Series-P 70/귀속형),QA55007,1205000,,,,,
대전,치료재료대,보청기(일반형 2/X Series-P 70/초소형 귀속형),QA55008,2417000,,,,,수가종료
대전,치료재료대,보청기(일반형 2/Xino 70/개방형),QA56004,1225000,,,,,
대전,치료재료대,보청기(최고급형/SoundLens-P 11 110/초소형 고막형),QA55018,2546000,,,,,
대전,치료재료대,보청기(최고급형/X Series-P 110/고막형),QA55017,2535000,,,,,
대전,치료재료대,보청기(최고급형/X Series-P 110/귀속형),QA55015,2535000,,,,,
대전,치료재료대,보청기(최고급형/X Series-P 110/소형 귀속형),QA55016,3099000,,,,,수가종료
대전,치료재료대,보청기(최고급형/Xino 110/개방형),QA56006,2556000,,,,,
대전,치료재료대,보청기(최고급형/Xino110/귀걸이형),QA56040,2525000,,,,,
대전,치료재료대,보행보조벨트,QA33011,74000,,,,,
대전,치료재료대,브레일라이트,QA65002,,,,,,
대전,치료재료대,비데,QA67001,,,,,,
대전,제증명수수료,사체부검료,AQA00901,20000,,,,,
대전,제증명수수료,선원건강진단서,AW401500G,40000,,,,,
대전,제증명수수료,성별감정서,AQA01101,10000,,,,,
대전,치료재료대,손가락관절보조기(고정형),QA31043,97000,,,,,
대전,치료재료대,손가락관절보조기(운동형),QA31042,125000,,,,,
대전,치료재료대,손가락관절보조기(유텐실홀더형),QA31044,26000,,,,,
대전,치료재료대,손가락의지(국-PVC미용수),QA17011,46000,,,,,
대전,치료재료대,손가락의지(국-실리콘미용수),QA17012,326000,,,,,
대전,치료재료대,손목-손 보조기(resting-palmar),QA31031,230000,,,,,
대전,치료재료대,손의지(국-PVC미용수),QA16011,175000,,,,,
대전,치료재료대,손의지(국-실리콘미용수),QA16012,906000,,,,,
대전,제증명수수료,수술확인서 [1부],AQA03001,10000,,,,,
대전,치료재료대,시트(대)/1장 (귀가용),BZ00002,9150,,,,,
대전,제증명수수료,신체감정료(과목당),AQA01200,150000,,,,,
대전,제증명수수료,신체검사 [잠수기능사],AW400301,29000,,,,,
대전,치료재료대,실리콘커버,QA28011,1040000,,,,,
대전,치료재료대,싸임식발목관절의지(골격/고급형),QA25083,4454000,,,,,
대전,치료재료대,싸임식발목관절의지(재래/실리콘형),QA25082,2440000,,,,,
대전,치료재료대,싸임식발목관절의지(재래/일반형),QA25081,1438000,,,,,
대전,치료재료대,아주짧은아래팔의지(국-재래/국-PVC미용수),QA15011,862000,,,,,
대전,치료재료대,아주짧은아래팔의지(국-재래/국-실리콘미용수),QA15012,1525000,,,,,
대전,치료재료대,아주짧은아래팔의지(국-재래/독-기능수/미-작업수),QA15013,2076000,,,,,
대전,치료재료대,아주짧은아래팔의지(국-재래/중-작업수),QA15014,890000,,,,,
대전,치료재료대,아트란타,QA33022,848000,,,,,
대전,치료재료대,안과용플라스틱 안대(EYE SHIELD),BI001015,1340,,,,,
대전,치료재료대,양쪽긴다리보조기(국산/표준),QA33051,553000,,,,,수가종료
대전,치료재료대,양쪽긴다리보조기(외산/반자동),QA33053,1306000,,,,,수가종료
대전,치료재료대,양쪽긴다리보조기(외산/표준),QA33052,1295000,,,,,수가종료
대전,치료재료대,어깨가슴의지(국-재래/국-PVC미용수),QA11012,1078000,,,,,
대전,치료재료대,어깨가슴의지(국-재래/국-실리콘미용수),QA11011,2033000,,,,,
대전,치료재료대,어깨가슴의지(국-재래/중-작업수),QA11013,1142000,,,,,
대전,치료재료대,어깨가슴의지(독-골격/국-PVC미용수),QA11015,2201000,,,,,
대전,치료재료대,어깨가슴의지(독-골격/국-실리콘미용수),QA11014,2695000,,,,,
대전,치료재료대,어깨관절의지(국-재래/국-PVC미용수),QA12012,1096000,,,,,수가종료
대전,치료재료대,어깨관절의지(국-재래/국-실리콘미용수),QA12011,2033000,,,,,
대전,치료재료대,무릎관절의지(골격/잠김형/표준),QA24012,5659000,,,,,
대전,치료재료대,무릎관절의지(재래/일반형),QA24021,3311000,,,,,
대전,치료재료대,"무릎보조기(갤텍스,각도조절형,기성품)",QA33078,100000,,,,,
대전,치료재료대,"무릎보조기(갤텍스,기성품)",QA33069,62000,,,,,
대전,치료재료대,"무릎보조기(니써포트,기성품)",QA33068,42000,,,,,
대전,치료재료대,"무릎보조기(슬관절보조기,니브레이스,기성품)",QA33070,37000,,,,,
대전,치료재료대,바디쟈켓(단순형/LSO형),QA32031,579000,,,,,
대전,치료재료대,바디쟈켓(복잡형/LSO형),QA32032,581000,,,,,
대전,치료재료대,바디쟈켓(복잡형/TLSO형)  기성품,QA32034,87000,,,,,
대전,치료재료대,반시트/1장 (귀가용),BZ00003,6083,,,,,
대전,치료재료대,발가락의지(재래/실리콘),QA27014,1343000,,,,,
대전,치료재료대,발가락의지(재래/피혁),QA27013,486000,,,,,
대전,치료재료대,"발목-발 보조기(90도고정형,금속형/국산)",QA33081,413000,,,,,
대전,치료재료대,"발목-발 보조기(90도고정형,금속형/외산)",QA33082,559000,,,,,
대전,치료재료대,"발목-발 보조기(90도고정형,플라스틱)",QA33073,337000,,,,,
대전,치료재료대,발목-발 보조기(경성),QA33085,48000,,,,,
대전,치료재료대,"발목-발 보조기(경성,기성품)",QA33076,34000,,,,,
대전,치료재료대,발목-발 보조기(연성),QA33086,40000,,,,,
대전,치료재료대,"발목-발 보조기(연성,기성품)",QA33077,20000,,,,,
대전,치료재료대,"발목-발 보조기(일체형,플라스틱)",QA33074,204000,,,,,
대전,치료재료대,"발목-발 보조기(체중부하식,PTB형/금속)",QA33072,832000,,,,,
대전,치료재료대,"발목-발 보조기(체중부하식,PTB형/플라스틱)",QA33071,463000,,,,,
대전,치료재료대,"발목-발 보조기(크렌자크식,금속형/국산)",QA33083,538000,,,,,
대전,치료재료대,"발목-발 보조기(크렌자크식,금속형/외산)",QA33084,608000,,,,,
대전,치료재료대,"발목-발 보조기(크렌자크식,플라스틱)",QA33080,422000,,,,,
대전,제증명수수료,방문간호지시서(노인장기요양보험용) 1회당(내원시),AQA00903,21860,,,,,
대전,치료재료대,밸포밴드(중) Velpeau Brace 이노메디,3011200086,3000,,,,,
대전,치료재료대,벨포밴드 M(Velpeau Brace),BZ101009,3000,,,,,
대전,치료재료대,변색안경,QA62002,,,,,,
대전,제증명수수료,보장구검진소견서,AQA00400,10000,,,,,
대전,치료재료대,보청기(고급형/SoundLens-P 11 90/초소형 고막형),QA55014,2440000,,,,,
대전,치료재료대,보청기(고급형/X Series-P 90/고막형),QA55013,2206000,,,,,
대전,치료재료대,보청기(고급형/X Series-P 90/귀속형),QA55011,2103000,,,,,
대전,치료재료대,보청기(고급형/X Series-P 90/소형 귀속형),QA55012,3103000,,,,,
대전,치료재료대,보청기(고급형/Xino 90/개방형),QA56005,1474000,,,,,
대전,치료재료대,보청기(고출력보급형/DP 8 귀걸이형),QA56007,611000,,,,,
대전,치료재료대,보청기(고출력일반형/I-Power/고막형),QA55020,1754000,,,,,
대전,치료재료대,보청기(고출력일반형/I-Power/귀속형),QA55019,1653000,,,,,
대전,치료재료대,보청기(고출력최고급형/X-Power/고막형),QA55022,2281000,,,,,
대전,치료재료대,보청기(고출력최고급형/X-Power/귀속형),QA55021,2239000,,,,,
대전,치료재료대,보청기(귀걸이/디지털/DAVINCI PSP),QA54075,969000,,,,,
대전,치료재료대,보청기(귀걸이/디지털/DAVINCI PXP),QA54074,1010000,,,,,
대전,치료재료대,보청기(귀걸이/디지털/DESTINY 1200 BTE),QA54084,1367000,,,,,
대전,치료재료대,보청기(귀걸이/디지털/DESTINY 200 BTE),QA54081,519000,,,,,
대전,치료재료대,보청기(귀걸이/디지털/DESTINY 200 BTE),QA54082,902000,,,,,
대전,치료재료대,보청기(귀걸이/디지털/DESTINY 800 BTE),QA54083,1162000,,,,,
대전,치료재료대,보청기(귀걸이/디지털/DP 7 BTE),QA54076,451000,,,,,
대전,치료재료대,보청기(귀걸이/압축형/A675SEQ AV),QA54073,696000,,,,,
대전,치료재료대,보청기(귀걸이/파워형/A13HDP),QA54071,433000,,,,,
대전,치료재료대,보청기(귀걸이/파워형/A675TSP),QA54072,448000,,,,,
대전,치료재료대,보청기(귀속형/디지털/AXENT),QA53033,1744000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 1200 CIC),QA53064,3642000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 1200 ITC),QA53044,2168000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 1200 M-ITC),QA53054,3419000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 200 CIC),QA53061,1574000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 200 CIC),QA53062,2344000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 200 ITC),QA53041,970000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 200 M-ITC),QA53051,1444000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 400 ITC),QA53042,1335000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 400 M-ITC),QA53052,2154000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 800 CIC),QA53063,2831000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 800 ITC),QA53043,1628000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DESTINY 800 M-ITC),QA53053,2619000,,,,,
대전,치료재료대,보청기(귀속형/디지털/DXW),QA53038,1283000,,,,,
대전,치료재료대,넓적다리의지(재래/골반대/국산),QA23052,3751000,,,,,
대전,치료재료대,넓적다리의지(재래/표준/국산),QA23051,3328000,,,,,
대전,치료재료대,대퇴의지(골격/회전/C-leg/기능4/실리콘/구형),QA23049,26973000,,,,,
대전,치료재료대,대퇴의지(골격/회전/C-leg/기능4/실리콘/신형),QA23048,30887000,,,,,
대전,치료재료대,대퇴의지(골격/회전/C-leg/기능4/진공/구형),QA23039,26540000,,,,,
대전,치료재료대,대퇴의지(골격/회전/C-leg/기능4/진공/신형),QA23038,30565000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기계/ 표준/실리콘),QA23041,6959000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기계/ 표준/허리반도),QA23021,6296000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기계/표준/골반대),QA23000,6878000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기계/표준/진공),QA23031,6647000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기압/기능1/실리콘),QA23042,8029000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기압/기능1/진공),QA23032,7536000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기압/기능1/허리반도),QA23022,7366000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기압/기능2/실리콘),QA23043,8673000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기압/기능2/진공),QA23033,8180000,,,,,
대전,치료재료대,대퇴의지(골격/회전/기압/기능2/허리반도),QA23023,8010000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능1/실리콘),QA23044,10353000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능1/진공),QA23034,9860000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능1/허리반도),QA23024,9702000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능2/실리콘),QA23045,10997000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능2/진공),QA23035,10504000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능2/허리반도),QA23025,10345000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능3/실리콘),QA23046,11989000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능3/진공),QA23036,11483000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능4/실리콘),QA23047,12596000,,,,,
대전,치료재료대,대퇴의지(골격/회전/유압/기능4/진공),QA23037,12017000,,,,,
대전,치료재료대,독서확대기,QA66001,,,,,,
대전,치료재료대,"등-허리-엉치 보조기(TLSO형,기성품)",QA32033,87000,,,,,
대전,치료재료대,디스크닥터,QA32051,242000,,,,,
대전,치료재료대,디스크닥터(기성품),QA32046,162000,,,,,
대전,치료재료대,맹인용시계(음성),QA63002,,,,,,
대전,치료재료대,맹인용시계(점자),QA63001,,,,,,
대전,치료재료대,맹인용안경,QA62001,,,,,,
대전,치료재료대,맹인용컴퓨터,QA65001,,,,,,
대전,치료재료대,목발(목),QA61003,,,,,,
대전,치료재료대,목뼈보조기(4지주경추보조기),QA32014,107000,,,,,
대전,치료재료대,목뼈보조기(SOMI형 경추보조기),QA32013,94000,,,,,수가종료
대전,치료재료대,목뼈보조기(몰딩경추 보조기),QA32016,401000,,,,,
대전,치료재료대,목뼈보조기(미네르바경추보조기),QA32015,447000,,,,,
대전,치료재료대,목뼈보조기(토마스소프트칼라),QA32012,21000,,,,,
대전,치료재료대,목뼈보조기(토마스소프트칼라) 기성품,QA32020,7000,,,,,
대전,치료재료대,목뼈보조기(필라델피아),QA32011,38000,,,,,
대전,치료재료대,목뼈보조기(필라델피아) 기성품,QA32019,23000,,,,,
대전,치료재료대,"무릎-발목-발 보조기(링락,옵셋/표준)",QA33044,1392000,,,,,
대전,치료재료대,"무릎-발목-발 보조기(베일락, 케이블락/베커)",QA33045,1468000,,,,,
대전,치료재료대,"무릎-발목-발 보조기(베일락, 케이블락/오토복)",QA33046,2469000,,,,,
대전,치료재료대,무릎-발목-발 보조기(카본형/기능),QA33048,3908000,,,,,
대전,치료재료대,무릎-발목-발 보조기(프라스틱형),QA33047,1119000,,,,,
대전,치료재료대,무릎관절보조기(각도조절/돈죠이)  기성품,QA33066,44000,,,,,
대전,치료재료대,무릎관절보조기(각도조절/돈죠이/A/P/M/LCL brace),QA33061,172000,,,,,
대전,치료재료대,무릎관절보조기(갤텍스),QA33065,97000,,,,,
대전,치료재료대,무릎관절보조기(니써포트),QA33064,89000,,,,,
대전,치료재료대,무릎관절보조기(레녹스힐),QA33062,236000,,,,,수가종료
대전,치료재료대,무릎관절보조기(슬관절보조기),QA33063,257000,,,,,
대전,치료재료대,무릎관절의지(골격/건보용/실리콘),QA24023,3990000,,,,,
대전,치료재료대,무릎관절의지(골격/건보용/일반),QA24022,3397000,,,,,
대전,치료재료대,무릎관절의지(골격/기능1/유압),QA24015,6589000,,,,,
대전,치료재료대,무릎관절의지(골격/기능1/일반형),QA24014,5487000,,,,,
대전,치료재료대,무릎관절의지(골격/기능2/유압),QA24016,7232000,,,,,
대전,치료재료대,무릎관절의지(골격/기능3/유압),QA24017,8224000,,,,,
대전,치료재료대,무릎관절의지(골격/기능4/유압),QA24018,8832000,,,,,
대전,치료재료대,무릎관절의지(골격/유압/표준),QA24013,8423000,,,,,
대전,치료재료대,무릎관절의지(골격/유압1/표준),QA24027,6280000,,,,,
대전,치료재료대,무릎관절의지(골격/일반/표준),QA24011,5507000,,,,,
대전,치료재료대,(DT) BIO-GIDE 25*25mm,L7414221,206000,,,,,
대전,치료재료대,(DT) BIO-GIDE　13*25mm,L7414220,164672,,,,,
대전,치료재료대,(DT) BIO-OSS 0.25-1mm 0.25G,L7401220,73854,,,,,
대전,치료재료대,(DT) BIO-OSS 0.25-1mm 0.5G,L7401221,113300,,,,,
대전,치료재료대,(DT)COLLA TAPE/ 한국 바이텍,BL702005,27180,,,,,
대전,치료재료대,(DT)Tutoplast pericardium(15*15) 거인씨앤아이,BL702011,145167,,,,,
대전,치료재료대,(DT)Tutoplast pericardium(20*30) 거인씨앤아이,BL702012,183878,,,,,
대전,치료재료대,(DT)Tutoplast spongiosa microchip 0.3 cc zimmer,BL701017,109000,,,,,
대전,치료재료대,(DT)Tutoplast spongiosa microchip 0.5cc,BL701015,121003,,,,,
대전,치료재료대,(DT)Tutoplast spongiosa microchip 1.0 cc,BL701016,217805,,,,,
대전,치료재료대,(OR)Gelfoam(Spongostan 7*5)　EA,4020100020,7430,,,,,
대전,치료재료대,(OR)Spongostan Anal (MS0004)EA,4020300002,9750,,,,,
대전,치료재료대,(OR)음경보형물 700 CXM Penile Prosthesis 아시안메디칼,4011100001,6258206,,,,,
대전,치료재료대,(OR)음경보형물 Malleable 600 (Road형) 한스무역,4011100002,1644252,,,,,
대전,제증명수수료,(개정서식)노인 장기요양보험 의사소견서,AQA00200,52870,,,,,
대전,제증명수수료,(개정서식)노인 장기요양보험(5등급예상 치매진단)의사소견서,AQA00202,52930,,,,,
대전,제증명수수료,(기존서식)노인 장기요양보험 의사소견서,AQA002001,39640,,,,,
대전,제증명수수료,(기존서식)노인 장기요양보험(5등급예상 치매진단)의사소견서,AQA002021,55730,,,,,
대전,치료재료대,(짧은)표준아래팔의지(국-재래/국-PVC미용수),QA15021,845000,,,,,
대전,치료재료대,(짧은)표준아래팔의지(국-재래/국-실리콘미용수),QA15022,1508000,,,,,
대전,치료재료대,(짧은)표준아래팔의지(국-재래/독-기능수/미-작업수),QA15023,2068000,,,,,
대전,치료재료대,(짧은)표준아래팔의지(국-재래/중-작업수),QA15024,883000,,,,,
대전,치료재료대,(짧은)표준아래팔의지(독일-전자의수),QA15025,15089000,,,,,
대전,치료재료대,8자 붕대(소),VM062,2290,,,,,
대전,치료재료대,All Silastic Foley Cathe. 24Fr,K5001009,4020,,,,,
대전,치료재료대,Arm sling( 팔걸이 성인용),3011200023,1163,,,,,
대전,치료재료대,Arm sling(팔걸이 소아용),3011200024,1163,,,,,
대전,치료재료대,BCM Electrode,BK001001,2280,,,,,
대전,치료재료대,Bed Pan(대변기) (pvc),3011600002,1531,,,,,
대전,치료재료대,Cast Shoes(대),BZ101003,3813,,,,,
대전,치료재료대,Cast Shoes(중),3011200027,3812,,,,,
대전,치료재료대,Cast shoes(대),VM070,3813,,,,,
대전,치료재료대,Chest Tube(신생아용)-12Fr silcon 중앙메디칼,K3007011,5312,,,,,
대전,치료재료대,Chest tube 28fr,K3006111,4469,,,,,
대전,치료재료대,Cool hot bag,BZ001006,3943,,,,,
대전,치료재료대,Crutch(대)　알루미늄,3011200030,13517,,,,,
대전,치료재료대,Crutch(소),3011200032,9805,,,,,
대전,치료재료대,Crutch(중) 알루미늄 1쌍(2개),3011200031,10900,,,,,
대전,치료재료대,Crutch(특대),3011200033,10900,,,,,
대전,치료재료대,T-Lens 1ea (존슨앤존슨),3011600008,4717,,,,,
대전,치료재료대,The Graft 0.25g,4110500011,29163,,,,,
대전,치료재료대,Thomas collar 대,3011200081,1270,,,,,
대전,치료재료대,Thomas collar 소,3011200082,1160,,,,,
대전,치료재료대,Thomas collar 중,3011200083,1130,,,,,
대전,치료재료대,Tomas colar (소),BZ101007,1160,,,,,
대전,치료재료대,Urine bottle with cap 1000ml (소변기),3011500001,1173,,,,,
대전,치료재료대,mega-derm (전규격),BTS01019,89559,,,,,
대전,제증명수수료,가정간호교통비(건강보험),AX100,7960,,,,,
대전,제증명수수료,가정간호교통비(의료급여),AX900,6000,,,,,
대전,제증명수수료,개인택시면허용건강진단서(1부),AQW00401,20000,,,,,
대전,제증명수수료,건강검진 약물검사,AW401300G,6000,,,,,
대전,제증명수수료,건강진단서,AQH423,20000,,,,,
대전,치료재료대,고관절외전보조기,QA33021,394000,,,,,
대전,치료재료대,고관절외전보조기(기성품),QA33023,136000,,,,,
대전,치료재료대,골반보조기,QA33012,93000,,,,,
대전,제증명수수료,국내외 입양용신체검사서,AQP4103,23500,,,,,
대전,치료재료대,긴팔보조기(일반형/각도조절형),QA31023,359000,,,,,
대전,치료재료대,긴팔보조기(일반형/각도조절형) 기성품,QA31024,91000,,,,,
대전,치료재료대,긴팔보조기(일반형/상박고정형),QA31021,341000,,,,,
대전,치료재료대,긴팔보조기(일반형/손목형) 기성품,QA31025,23000,,,,,
대전,치료재료대,긴팔보조기(일반형/팔꿈치고정형),QA31022,303000,,,,,
대전,치료재료대,넓적다리의지(골격/건보용/실리콘),QA23054,4194000,,,,,
대전,치료재료대,넓적다리의지(골격/건보용/표준),QA23053,3504000,,,,,
대전,치료재료대,넓적다리의지(골격/회전/기계/표준/허리반도),QA23065,5696000,,,,,
