상태,대분류,중분류,소분류,항목코드,항목명칭,의료기관사용코드,의료기관사용명칭,구분,비용,최저비용,최고비용,치료재료대포함여부,약제비포함여부,특이사항,최종변경일,고지시작일,고지종료일,등록일
고지중,행위료,자기공명영상진단료(MRI),두경부,HI206,자기공명영상진단-기본검사-두경부-측두골-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI206G,MRI 측두골 Temporal Bone 조영제 주입 전후 촬영료  [테슬라1.5-3.0미만+품질관리적합],,549630,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI206,자기공명영상진단-기본검사-두경부-측두골-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20603,MRI 측두골 Temporal Bone 조영제 주입 전후 촬영료[테슬라3.0이상+품질관리적합],,582510,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI207,자기공명영상진단-기본검사-두경부-측두하악관절-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI207G,MRI 측두하악관절 TM-Joint 조영제 주입 전후 촬영료  [테슬라1.5-3.0미만+품질관리적합],,549630,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI207,자기공명영상진단-기본검사-두경부-측두하악관절-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20703,MRI 측두하악관절 TM-Joint 조영제 주입 전후 촬영료 [테슬라3.0이상+품질관리적합],,582510,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI208,자기공명영상진단-기본검사-두경부-경부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20803,MRI 경부 Neck 조영제 주입 전후 촬영료[테슬라3.0이상+품질관리적합],,582510,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),두경부,HI208,자기공명영상진단-기본검사-두경부-경부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI208G,MRI 경부 Neck 조영제 주입 전후 촬영료  [테슬라1.5-3.0미만+품질관리적합],,549630,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI209,자기공명영상진단-기본검사-척추-경추-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20902,MRI 3T C-spine (E),,506750,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI209,자기공명영상진단-기본검사-척추-경추-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI20903,MRI 1.5T C-spine (E),,475630,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI210,자기공명영상진단-기본검사-척추-흉추-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI21003,MRI 1.5T T-Spine  (E),,475630,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI210,자기공명영상진단-기본검사-척추-흉추-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI21002,MRI 3T T-Spine  (E),,506750,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI211,자기공명영상진단-기본검사-척추-요천추-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI21104,MRI 1.5T T-L Spine  (E),,475630,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI211,자기공명영상진단-기본검사-척추-요천추-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI21102,MRI 3T T-L Spine  (E),,506750,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI213,자기공명영상진단-기본검사-척추-전척추-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI21303,MRI 1.5T Whole-spine  View (E),,856130,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),척추,HI213,자기공명영상진단-기본검사-척추-전척추-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI21302,MRI 3T Whole-spine  View (E),,912140,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),심장,HI224,자기공명영상진단-기본검사-심장-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22403,MRI 심장 Heart /조영제 사용 [테슬라3.0이상+품질관리적합],,854020,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),심장,HI224,자기공명영상진단-기본검사-심장-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22402,MRI 심장 Heart /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,805810,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),흉부,HI225,자기공명영상진단-기본검사-흉부-흉부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22503,MRI 흉부 Chest /조영제 사용 [테슬라3.0이상+품질관리적합],,582510,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),흉부,HI225,자기공명영상진단-기본검사-흉부-흉부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22502,MRI 흉부 Chest /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549610,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),흉부,HI226,자기공명영상진단-기본검사-흉부-유방-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22603,MRI 유방 Breast /조영제 사용 [테슬라3.0이상+품질관리적합],,582510,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),흉부,HI226,자기공명영상진단-기본검사-흉부-유방-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22602,MRI 유방 Breast /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549610,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI227,자기공명영상진단-기본검사-복부-복부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22703,MRI 복부 Abdomen /조영제 사용 [테슬라3.0이상+품질관리적합],,582470,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI227,자기공명영상진단-기본검사-복부-복부-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22702,MRI 복부 Abdomen /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549590,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI228,자기공명영상진단-기본검사-복부-골반-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22803,MRI 골반 Pelvis /조영제 사용 [테슬라3.0이상+품질관리적합],,582470,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI228,자기공명영상진단-기본검사-복부-골반-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22802,MRI 골반 Pelvis /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549590,,,,,"장비별(테슬라) 금액상이,조영제별도",2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI229,자기공명영상진단-기본검사-복부-췌장-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22902,MRI 췌장 Pancreas /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549590,,,,,"장비별(테슬라) 금액상이,조영제별도",2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI229,자기공명영상진단-기본검사-복부-췌장-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI22903,MRI 췌장 Pancreas/조영제 사용 [테슬라3.0이상+품질관리적합],,582470,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI230,자기공명영상진단-기본검사-복부-신장 및 부신-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23003,MRI 신장 및 부신 Kidney and Adrenal /조영제 사용 [테슬라3.0이상+품질관리적합],,582470,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI230,자기공명영상진단-기본검사-복부-신장 및 부신-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23002,MRI 신장 및 부신 Kidney and Adrenal /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549590,,,,,"장비별(테슬라) 금액상이,조영제별도",2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI231,자기공명영상진단-기본검사-복부-음낭 및 음경-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23103,MRI 음낭 및 음경Scrotum and Penile/조영제 사용[테슬라3.0이상+품질관리적합],,582470,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI231,자기공명영상진단-기본검사-복부-음낭 및 음경-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23102,MRI 음낭 및 음경Scrotum and Penile/조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549590,,,,,"장비별(테슬라) 금액상이,조영제별도",2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI232,자기공명영상진단-기본검사-복부-간-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23202,MRI 간 Liver /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549590,,,,,"장비별(테슬라) 금액상이,조영제별도",2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI232,자기공명영상진단-기본검사-복부-간-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23203,MRI 간 Liver /조영제 사용 [테슬라3.0이상+품질관리적합],,582470,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI233,자기공명영상진단-기본검사-복부-담췌관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23303,MRI 담췌관 Cholangiogram  /조영제 사용 [테슬라3.0이상+품질관리적합],,582470,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI233,자기공명영상진단-기본검사-복부-담췌관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23302,MRI 담췌관 Cholangiogram /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549590,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI234,자기공명영상진단-기본검사-복부-전립선-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23403,MRI 전립선 Prostate /조영제 사용 [테슬라3.0이상+품질관리적합],,582470,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),복부,HI234,자기공명영상진단-기본검사-복부-전립선-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23402,MRI 전립선 Prostate /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,549590,,,,,"장비별(테슬라) 금액상이,조영제별도",2021-04-15,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI235,자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-뇌혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23503,3T-B -MRA  /조영제 사용 [테슬라3.0이상+품질관리적합],,584240,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI235,자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-뇌혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23502,(1.5-3T) B -MRA  /조영제 사용   [테슬라1.5-3.0미만+품질관리적합],,551260,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI236,자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-경부혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23602,(1.5-3T) neck -MRA /조영제사용   [테슬라1.5-3.0미만+품질관리적합],,551260,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI236,자기공명영상진단-기본검사-혈관[동맥 또는 정맥]-경부혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23603,3T-neck -MRA /조영제 사용  [테슬라3.0이상+품질관리적합],,584240,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI237,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-흉부혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23702,MRI 흉부혈관 Thoracic MRA /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,551260,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI237,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-흉부혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23703,MRI 흉부혈관 Thoracic MRA /조영제 사용 [테슬라3.0이상+품질관리적합],,584240,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI238,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-복부혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23802,MRI 복부혈관 Abdominal MRA /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,551260,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI238,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-복부혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI23803,MRI 복부혈관 Abdominal MRA /조영제 사용 [테슬라3.0이상+품질관리적합],,584240,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI240,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-심혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI24002,MRI 심혈관 Cardiovascular MRA /조영제 사용 [테슬라1.5-3.0미만+품질관리적합],,551260,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,자기공명영상진단료(MRI),혈관[동맥 또는 정맥],HI240,자기공명영상진단-기본검사-혈관 [동맥 또는 정맥]-심혈관-조영제 주입 전·후 촬영 판독-촬영료 등,RMHI24003,MRI 심혈관 Cardiovascular MRA /조영제 사용 [테슬라3.0이상+품질관리적합],,584240,,,,,"장비별(테슬라) 금액상이,조영제별도",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,이학요법료,기타 이학요법료,MX033,체외자기장 요실금치료 [1일당],HZUR01603,체외자기장 요실금치료 [1일당],,30000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,이학요법료,기타 이학요법료,MX122,도수치료 [1일당],FZ00400,도수치료 [1일당],,60000,,,,,,,2023-06-03,9999-12-31,2023-06-12
고지중,행위료,이학요법료,기타 이학요법료,MY142,증식치료(사지관절부위),FZ01301,증식치료-사지관절부위,,50000,,,,,,,2023-06-03,9999-12-31,2023-06-12
고지중,행위료,이학요법료,기타 이학요법료,MY143,증식치료(척추부위),FZ01302,증식치료-척추부위,,50000,,,,,,,2023-06-03,9999-12-31,2023-06-12
고지중,행위료,이학요법료,기타 이학요법료,MZ001,FIMS(Functional Intramuscular Stimulation),FZ00301~FZ00305,FIMS(Functional Intramuscular Stimulation),,,5000,50000,,,"부위별, 분절별 금액상이",,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,이학요법료,기타 이학요법료,MZ006,언어치료,SZ03402,언어치료,,10000,,,,,언어장애치료/초과10분당,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,이학요법료,기타 이학요법료,MZ006,언어치료,SZ03401,언어치료,,25000,,,,,언어장애치료/기본30분까지,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,이학요법료,기타 이학요법료,MZ007,신장분사치료,FZ02100,신장분사치료,,18000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,이학요법료,기타 이학요법료,MZ009,전산화 인지재활치료[주의·기억],FZ01600,전산화 인지재활치료[주의·기억],,35000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,이학요법료,기타 이학요법료,MZ012,비침습적 무통증 신호요법,FZ02200,비침습적 무통증 신호요법,,100000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,정신요법료,정신요법료,NZ008,기타 행동치료-정신신체적 생체되먹이기,GZ00800,바이오피드백-정신신체적 생체되먹이기,,60000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,순환기,OY201,고주파정맥내막폐쇄술 [유도료 포함](교통정맥결찰술을 동반한 경우),HZGS00100A,고주파정맥내막폐쇄술 [유도료 포함]-교통정맥결찰술을 동반한 경우,,800000,,,,,재료대별도(88만원),,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,순환기,OZ303,시아노아크릴레이트를 이용한 복재정맥 폐색술[유도료 포함],HZOZ00303,시아노아크릴레이트를 이용한 복재정맥 폐색술[유도료 포함],,1000000,,,,,,,2023-06-03,9999-12-31,2023-06-12
고지중,행위료,처치 및 수술료 등,근골,SZ083,추간판내 고주파 열치료술,HZOS00200,추간판내 고주파 열치료술,,2297688,,,,,재료대포함,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,근골,SZ084,체외충격파치료[근골격계질환],HZRM00200,체외충격파치료[근골격계질환],,,70000,140000,,,,,2023-06-03,9999-12-31,2023-06-12
고지중,행위료,처치 및 수술료 등,신경,SZ631,내시경적 경막외강 신경근성형술,HZNS00800,내시경적 경막외강 신경근성형술,,1970000,,,,,재료대포함,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,신경,SZ634,경피적 경막외강 신경성형술,HZNS00500,경피적 경막외강 신경성형술,,,1189832,1400000,,,재료대포함,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,신경,SZ641,경피적 풍선확장 경막외강 신경성형,HZNS00700,경피적 풍선확장 경막외강 신경성형,,300000,,,N,N,,,2023-03-22,9999-12-31,2023-03-22
고지중,행위료,치과 처치·수술료,치아질환 처치,U0239,충전 [1치당]-광중합형 복합레진 충전-1면,JU0239,광중합형 복합레진충전 우식-1면,,80000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,치과 처치·수술료,치아질환 처치,U0240,충전 [1치당]-광중합형 복합레진 충전-2면,JU0240,광중합형 복합레진충전 우식-2면,,80000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,치과 처치·수술료,치아질환 처치,U0241,충전 [1치당]-광중합형 복합레진 충전-3면 이상,JU0241,광중합형 복합레진충전 우식-3면 이상,,80000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,검체검사료,,,LZW0049,FISH(XY),,106400,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,검체검사료,,,LWCZ994,호흡기바이러스PCR,,54790,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,검체검사료,,,LZW0051,Entamoeba histolytica IgG,,34230,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,검체검사료,,,LWD3730,"항뮬러관호르몬[불임,폐경]",,53890,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,검체검사료,,,LZW0046,니코틴,,9940,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,검체검사료,,,LWZ0046,INTERFERON-감마,,191330,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,검체검사료,,,LWCZ909,HLA-B51 유전자,,23500,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,면역검사,,,LZW0056,알츠하이머위험도검사(Oligomerized Amyloid Beta),,115100,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,사람유전자 분자유전검사,,,LWCZ581,사람유전자 분자병리검사-Russell-silver syndrome,,259190,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,"외피, 근골 기능 검사",,,FZ00100,균형검사,,10000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,자가면역질환 검사,,,LWCZ262,Anti GM1 Ab IgM,,23500,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,자가면역질환 검사,,,LWCZ261,Anti GM1 Ab IgG,,23500,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,자가면역질환 검사,,,LWZ0006,Anti GD1b Ab IgM,,23500,,,,,위탁검사,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,검사료,평형 및 청각 기능검사,,,SF6290A,간이 수면다원검사,,100000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,,,SZ09302,"근골격계초음파,복잡",,80000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,,,SZ08001,소아용 심장 초음파,,120000,,,,,,,2023-03-15,9999-12-31,2023-03-15
고지중,행위료,초음파 검사료,초음파 검사료,,,SZ09301,"근골격계초음파,단순",,30000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,초음파 검사료,초음파 검사료,,,SZ06302,초음파 내시경검사 직장,,80000,,,,,,,2023-01-01,9999-12-31,2023-02-24
고지중,행위료,영상진단 및 방사선치료료,전산화단층영상진단,,,RCZ00100,CT 저용량 폐 (폐암조기진단목적-건강검진),,100000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,주사료,주사료,,,MNHDM,노보-헬리젠 데포(유지용)--4vial/1box,,390000,,,,,알레르겐면역요법 주사료 미산정,2022-08-01,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,주사료,주사료,,,MTYROSI,티로신에스(초기용),,396000,,,,,알레르겐면역요법 주사수기료 미산정,2021-11-01,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,주사료,주사료,,,MTYROSM,티로신에스(유지용),,400000,,,,,알레르겐면역요법 주사료 미산정,2022-11-01,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,주사료,주사료,,,MNHDI,노보-헬리젠 데포(초기용)-4vial/1box,,330000,,,,,알레르겐면역요법 주사료 미산정,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,이학요법료,기타 이학요법료,,,FZ02300,보툴리눔 독소 주사요법,,150000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,이학요법료,기타 이학요법료,,,FZ00200,균형훈련,,8000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,정신요법료,정신요법료,,,GZ00600,안구운동 민감소실 및 재처리 요법(EMDR),GZ00600,150000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,처치 및 수술료 등,,,HZPS03402,안검성형술[중],,700000,,,,,,,2023-05-16,9999-12-31,2023-06-12
고지중,행위료,처치 및 수술료 등,처치 및 수술료 등,,,HZPS03403,안검성형술[소],,400000,,,,,,,2023-05-16,9999-12-31,2023-06-12
고지중,행위료,처치 및 수술료 등,처치 및 수술료 등,,,HZPS03401,안검성형술[대],,1000000,,,,,,,2023-05-16,9999-12-31,2023-06-12
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02502,"피부전기소작,냉동술(중)",,50000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02503,"피부전기소작,냉동술(소)",,10000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02501,"피부전기소작,냉동술(대)",,100000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE00102,점제거소작술(중)(비보험),,20000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02302,여드름 제거(중),,5000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02303,여드름 제거(소),,3000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02301,여드름 제거(대),,10000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02202,사마귀제거 [소],,5000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02201,사마귀제거 [대],,10000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02102,"병변내주입요법,B",,10000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02101,"병변내주입요법,A",,5000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02002,"병변내주사(대),Bleomycin ,B",,20000,,,,,,,2023-01-01,9999-12-31,2023-02-03
고지중,행위료,처치 및 수술료 등,피부 및 연부조직,,,HZDE02001,"병변내주사(대),Bleomycin ,A",,10000,,,,,,,2023-01-01,9999-12-31,2023-02-03
