"순번","행위구분","분류","명칭","코드","표준코드","비용","최저비용","최고비용","치료재료대 포함여부","약제비 포함여부","특이사항"
"421","[행위]치과 처치 및 수술료","","임플란트목적/상악동거상술(편측)","","JM0065T","300000","","","","",""
"422","[행위]치과 처치 및 수술료","","임플란트목적/상악동거상술,측방접근","","JM0054T/JM0055T","","1000000","1500000","","",""
"423","[행위]치과 처치 및 수술료","","임플란트목적/하치조측방전위술(양측)","","JM0067T","1500000","","","","",""
"424","[행위]치과 처치 및 수술료","","임플란트목적/하치조측방전위술(편측)","","JM0066T","1000000","","","","",""
"425","[행위]치과 처치 및 수술료","","잇솔질 교습, 회당","","JM0018T","30000","","","","","T.B.I"
"426","[행위]치과 처치 및 수술료","","치관노출술(1치당)SURGICAL UNCOVERING","","JM0084T","100000","","","","","SURGICAL UNCOVERING(1치당)치관노출술"
"427","[행위]치과 처치 및 수술료","","치면 열구 전색","","JM0045T","30000","","","","","Pit & fissure sealant"
"428","[행위]치과 처치 및 수술료","","치아 매식 진단료","","JM0028T/JM0029T","","50000","100000","","","Dx of implant"
"429","[행위]치과 처치 및 수술료","","치아 표백술","","JM0019T/JM0020T","","30000","50000","","","Teeth bleaching"
"430","[행위]치과 처치 및 수술료","","치아매식 수리","","JM0039T/JM0040T","","50000","100000","","","implant repair, simple"
"431","[행위]치과 처치 및 수술료","","치아매식, 유씨엘에이 스크류 교환","","JM0038T","100000","","","","","Implant, UCLA screw change fee"
"432","[행위]치과 처치 및 수술료","","치아매식, 임시 레진치","","JM0041T/JM0042T","","50000","200000","","","Implant, temporary resin Cr."
"433","[행위]치과 처치 및 수술료","","치아매식, 자석체 교환","","JM0035T","300000","","","","","Implant, magnetic change fee"
"434","[행위]치과 처치 및 수술료","","치아매식, 지대체 교환","","JM0036T","300000","","","","","Implant, abutment change fee"
"435","[행위]치과 처치 및 수술료","","치아매식, 코핑 스크류 교환","","JM0037T","50000","","","","","Implant, coping screw change fee"
"436","[행위]치과 처치 및 수술료","","치아지지 가철성 의치 오-링&이알에이 교환","","JM0033T","50000","","","","","Over denture O-ring & ERA 교환"
"437","[행위]치과 처치 및 수술료","","치아지지 가철성 의치 자석체 교환","","JM0034T","200000","","","","","Over denture magnetic 교환"
"438","[행위]치과 처치 및 수술료","","치아지지 가철성 의치 클립 교환","","JM0032T","50000","","","","","Over denture clip 교환"
"439","[행위]치과 처치 및 수술료","","치주 테스트(인공치아 개당)","","JM0061T","50000","","","","","Perio test(인공치아 개당)"
"440","[행위]치과 처치 및 수술료","","치태조절 및 예방술식","","JM0016T/JM0017T","","10000","30000","","","plaque control"
"441","[행위]치과 처치 및 수술료","","탄성 의치상 이장술","","JM0012T","50000","","","","","Direct denture soft reline"
"442","[행위]치과 처치 및 수술료","","포세린관 수리","","JM0004T/JM0005T","","100000","200000","","","P.F.M repair"
"443","[행위]치과 처치 및 수술료","","피.알.피","","JM0031T","100000","","","","","P.R.P."
"444","[행위]치과의 보철료","","ERA,1ea","","JP0111G","280000","","","","",""
"445","[행위]치과의 보철료","","F.D. Temporary","","JP0049G","350000","","","","",""
"446","[행위]치과의 보철료","","F.D., resin plate,G (완전틀니-레진)","","JP0046G","1200000","","","","",""
"447","[행위]치과의 보철료","","Locator","","JP0113G","400000","","","","",""
"448","[행위]치과의 보철료","","Magnetic,1ea","","JP0112G","350000","","","","",""
"449","[행위]치과의 보철료","","Pressure Injection Resin System","","JK0015M","100000","","","","",""
"450","[행위]치과의 보철료","","Spark elosin","","JP0114G","160000","","","","",""
"451","[행위]치과의 보철료","","가철성 국소의치, 고주파 비귀금속","","JP0032G","1400000","","","","","R.P.D., electronic non-Prec.,G"
"452","[행위]치과의 보철료","","가철성 국소의치, 비귀금속","","JP0031G","1200000","","","","","R.P.D.,non-Prec.,G"
"453","[행위]치과의 보철료","","가철성 의치 어테치먼트 교환, 재료대","","JK0001M","150000","","","","","R.D, Attachment Change, Mat"
"454","[행위]치과의 보철료","","가철성 의치, 자석 교환, 재료대","","JK0002M","150000","","","","","R.D, Magnetic change, Mat"
"455","[행위]치과의 보철료","","가철성 의치용 금속 교합면 인공치 (S-gold)","","JP0005G","250000","","","","","Atrficial gold crown for RD,G"
"456","[행위]치과의 보철료","","경질 레진 구치, 재료대","","JK0013M","30000","","","","","Endura resin, post. Teeth, Mat"
"457","[행위]치과의 보철료","","경질 레진 전치, 재료대","","JK0012M","20000","","","","","Endura resin, ant. Teeth, Mat"
"458","[행위]치과의 보철료","","교합안정장치, 복잡","","JP0043G","600000","","","","","Occlusal splint, complex,G"
"459","[행위]치과의 보철료","","금주조관, 메리랜드, 귀금속","","JP0015G","370000","","","","","Crown, Maryland, Prec.,G"
"460","[행위]치과의 보철료","","노벨가이드(서지컬템플레이트)","","JK0016M/JK0017M","","1000000","1500000","","","Novel Guide(FinishedSurgicalTemplate임플란트"
"461","[행위]치과의 보철료","크라운","도재소부전장관, 귀금속","","JP0009G/JP0008G","","450000","520000","","","Crown, PFG"
"462","[행위]치과의 보철료","크라운","도재소부전장관, 무깃, 귀금속","","JP0011G","520000","","","","",""
"463","[행위]치과의 보철료","크라운","도재소부전장관, 무깃, 비귀금속","","JP0010G","380000","","","","",""
"464","[행위]치과의 보철료","크라운","도재소부전장관, 비귀금속","","JP0007G/JP0006G","","350000","370000","","","Crown, PFM,G"
"465","[행위]치과의 보철료","","로케이터,G","","JP0063G","500000","","","","","Locator,G"
"466","[행위]치과의 보철료","","매식술, MDI","","JP0086G","460000","","","","","Implant, MDI,G"
"467","[행위]치과의 보철료","","매식술, 밀드바,Gold,Fixtur","","JP0102G/JP0103G/JP0104G/JP0105G","","1500000","2700000","","","Implant, milled bar,G"
"468","[행위]치과의 보철료","","매식술, 밀드바,Titanium,Fixture","","JP0106G/JP0107G/JP0108G/JP0109G","","1200000","1600000","","","Implant, milled bar,Titanium,Fixture ,G"
"469","[행위]치과의 보철료","","매식술, 오-링, E.R.A.,","","JP0085G","450000","","","","","Implant, O-ring, E.R.A.,G"
"470","[행위]치과의 보철료","","매식술, 임시 MDI","","JP0087G","230000","","","","","Implant, Tem. MDI,G"
"471","[행위]치과의 보철료","","매식술, 자성체","","JP0084G","500000","","","","","Implant, Magnetic,G"
"472","[행위]치과의 보철료","","매식술, 헤더바","","JP0099G/JP0100G/JP0101G/JP0080G","","1150000","1800000","","","Implant, hader bar,G"
"473","[행위]치과의 보철료","","매식술, 혼합형틀니","","JP0078G","2500000","","","","","Implant, Hybrid denture,,G"
"474","[행위]치과의 보철료","","매식술, 혼합형틀니 ,Titanium,Fixture","","JP0096G/JP0097G/JP0098G","","1500000","2100000","","","Implant, Hybrid denture,Titanium,Fixture ,G"
"475","[행위]치과의 보철료","치과임플란트(1치당)","매식술,국산,G","","JP0088G","1000000","","","","","Implant,국산,G"
"476","[행위]치과의 보철료","치과임플란트(1치당)","매식치 A-gold 도재관","","JP0110G","570000","","","","","Implant crown, A-gold,G"
"477","[행위]치과의 보철료","치과임플란트(1치당)","매식치 귀금속 도재관","","JP0074G","800000","","","","","Implant crown, PFG,G"
"478","[행위]치과의 보철료","치과임플란트(1치당)","매식치 비귀금속 도재관","","JP0075G","600000","","","","","Implant crown, PFM,G"
"479","[행위]치과의 보철료","치과임플란트(1치당)","매식치금관, 백금가공","","JP0072G","660000","","","","","Implant crown, Pt-gold,G"
"480","[행위]치과의 보철료","치과임플란트(1치당)","매식치금관, 슈퍼골드","","JP0073G","620000","","","","","Implant crown, Super-gold,G"
"481","[행위]치과의 보철료","","부착장치","","JP0053G/JP0054G/JP0055G","","300000","440000","","","Attachment,G"
"482","[행위]치과의 보철료","","세미리지드 연결체","","JP0061G","150000","","","","","Semirigid joint,G"
"483","[행위]치과의 보철료","","어태치먼트 국소 의치","","JP0036G/JP0037G","","1400000","1600000","","","R.P.D., Attachment,G"
"484","[행위]치과의 보철료","","오버덴쳐 오-링 교환, 재료대","","JK0011M","20000","","","","","Overdenture O-ring change, Mat"
"485","[행위]치과의 보철료","","오버덴쳐 클립 교환, 재료대","","JK0010M","10000","","","","","Overdenture clip change, Mat"
"486","[행위]치과의 보철료","","의치 이장술, 간접법","","JP0040G/JP0041G","","190000","300000","","","Rebase, indirect,G"
"487","[행위]치과의 보철료","","인공치매식, 유씨엘에이 스크류 교환, 재료대","","JK0007M","50000","","","","","Implant, UCLA screw change, Mat"
"488","[행위]치과의 보철료","","인공치매식, 자석 교환, 재료대","","JK0003M","200000","","","","","Implant, Magnetic change, Mat"
"489","[행위]치과의 보철료","","인공치매식, 지대치 교환,재료대","","JK0004M/JK0005M","","200000","400000","","","Implant, abutment change, Mat"
"490","[행위]치과의 보철료","","인공치매식, 코핑 스크류 교환, 재료대","","JK0006M","30000","","","","","Implant, coping screw change, Mat"
"491","[행위]치과의 보철료","","인공치매식, 크라운 재제작비,재료대","","JK0008M/JK0009M","","100000","200000","","","Implant, Cr. Remake fee, Mat"
"492","[행위]치과의 보철료","","인레이, 귀금속","","JP0016G/JP0017G","","300000","350000","","","Inlay, Prec. Gold ,G"
"493","[행위]치과의 보철료","","인레이, 포세라인 or 레진","","JP0018G/JP0019G","","270000","280000","","","Inlay, Por. or resin,G"
"494","[행위]치과의 보철료","","임시 가철성 국소의치","","JP0033G","430000","","","","","R.P.D., Temporary,G"
"495","[행위]치과의 보철료","","임시치, 복잡","","JP0042G","150000","","","","","Flipper, complex,G"
"496","[행위]치과의 보철료","","임플란트 지지의치","","JP0076G/JP0077G","","1500000","1800000","","","Implant overdenture,G"
"497","[행위]치과의 보철료","","자석장치","","JP0052G","340000","","","","","Attachment, Magnetic,G"
"498","[행위]치과의 보철료","","전부도재관, 순면버니어","","JP0013G","400000","","","","","Crown, Laminate veneer,G"
"499","[행위]치과의 보철료","크라운","전부도재관, 전세라믹","","JP0012G","470000","","","","","Crown, all ceramic,G"
"500","[행위]치과의 보철료","크라운","주조관, N-C 합금","","JP0004G","250000","","","","","Crown, Metal,G"
"501","[행위]치과의 보철료","","주조관, 메리랜드, 비귀금속","","JP0014G","290000","","","","","Crown, Maryland, non-Prec.,G"
"502","[행위]치과의 보철료","크라운","주조금관, Pd 합금","","JP0003G","350000","","","","","Crown, Palladium,G"
"503","[행위]치과의 보철료","크라운","주조금관, 금합금","","JP0121G","420000","","","","","Crown, Super - Gold,G"
"504","[행위]치과의 보철료","크라운","주조금관, 백금합금","","JP0120G","460000","","","","","Crown, Gold - Pt,G"
"505","[행위]치과의 보철료","","즉시 or 임시폐쇄장치","","JP0051G","400000","","","","","Interrim or immediate obturator,G"
"506","[행위]치과의 보철료","","즉시총의치,망사","","JP0047G","600000","","","","","F.D., Immediate, mesh,G"
"507","[행위]치과의 보철료","","즉치총의치,레진상","","JP0048G","500000","","","","","F.D., Immediate, resin plate,G"
"508","[행위]치과의 보철료","","총의치, 귀금속편","","JP0044G","1600000","","","","","F.D., Prec., base metal,G"
"509","[행위]치과의 보철료","","총의치, 비귀금속편, 망사 (완전틀니-티타늄)","","JP0045G","1400000","","","","","F.D., Mesh or base metal,G (완전틀니-티타늄)"
"510","[행위]치과의 보철료","","최종폐쇄장치","","JP0050G","1500000","","","","","Definitive obturator, metal base,G"
"511","[행위]치과의 보철료","치과임플란트(1치당)","치아 매식술, 단순","","JP0070G","1350000","","","","","Implant, simple,G"
"512","[행위]치과의 보철료","치과임플란트(1치당)","치아 매식술, 복잡, ASTRA","","JP0071G","1450000","","","","","Implant, complex,G"
"513","[행위]치과의 보철료","","치아 매식술, 복잡, NOBEL","","JP0092G","1500000","","","","","Implant, complex,G"
"514","[행위]치과의 보철료","","치아지지가철성의치","","JP0034G/JP0035G","","1600000","1800000","","","R.P.D., Overdenture,G"
"515","[행위]치과의 보철료","크라운","캐드캠 세라믹 크라운","","JP0116G","550000","","","","","CAD-CAM Ceramic crown,G"
"516","[행위]치과의 보철료","치과임플란트(1치당)","캐드캠 세라믹 크라운,임플란트용","","JP0117G/JP0118G","","700000","800000","","","CAD-CAM Ceramic crown,임플란트용,G"
"517","[행위]치과의 보철료","","코너스 텔레스코픽 크라운 밀링 기공비","","JK0014M","100000","","","","","Konus Telescopic Milling fee"
"518","[행위]치과의 보철료","","코누스 텔레스코픽 내,외관 PD합금","","JP0058G","500000","","","","","Konus Teles. crown, inner&outer,Palladium,G"
"519","[행위]치과의 보철료","","코누스 텔레스코픽 내,외관 귀금속","","JP0060G","650000","","","","","Konus Teles. crown, inner&outer,PFG,G"
"520","[행위]치과의 보철료","","코누스 텔레스코픽 내,외관 금합금","","JP0057G","600000","","","","","Konus Teles. crown, inner&outer,Super G.,G"
"521","[행위]치과의 보철료","","코누스 텔레스코픽 내,외관 백금합금","","JP0056G","700000","","","","","Konus Teles. crown, inner&outer,PT.G.,G"
"522","[행위]치과의 보철료","","코누스 텔레스코픽 내,외관 비귀금속","","JP0059G","550000","","","","","Konus Teles. crown, inner&outer,PFM,G"
"523","[행위]치과의 보철료","","테레스코픽 국소 의치","","JP0038G/JP0039G","","880000","1100000","","","R.P.D., Telescopic,G"
"524","[행위]치과의 보철료","","편측가철성국소의치, 고주파비귀금속","","JP0028G","700000","","","","","R.P.D., Half, non-Prec. Elect.,G"
"525","[행위]치과의 보철료","","편측가철성국소의치, 비귀금속","","JP0029G","600000","","","","","R.P.D., Half, non-Prec.,G"
"526","[행위]치과의 보철료","","포스트관, 귀금속","","JP0020G/JP0021G","","230000","260000","","","Post&Core, gold,G"
"527","[행위]치과의 보철료","","포스트관, 그래스화이버","","JP0023G","220000","","","","","Post&Core, glassfiber,G"
"528","[행위]치과의 보철료","","포스트관, 파라 포스트","","JP0022G","180000","","","","","Post&Core, Para,G"
"529","치료재료","내시경적 식도 또는 위 정맥류 치료용/(비흡수성)색전물질","HISTOACRYL 1050060","BB3001BP","","50710","","","","",""
"530","치료재료","인체조직유래 2차 가공뼈","DBX PUTTY","BC0101AT","","","277749","772200","","",""
"531","치료재료","발톱고정용 재료","K-D CLAMP","BC1301PE","","138000","","","","",""
"532","치료재료","CRANIOFACIAL IMPLANTS","MEDPOR SHEET","BC7001BW","","","706500","850000","","",""
"533","치료재료","CRANIOFACIAL IMPLANTS","MEDPOR CRANIAL PRODUCT","BC7005BW","","2400000","","","","",""
"534","치료재료","기타 관절치환용 재료(골결손대체용)","Trabecular Metal Femoral Cone Augment","BE4303DL","","1940000","","","","",""
"535","치료재료","척추고정용","MOBI-C","BF0002GZ","","3400000","","","","",""
"536","치료재료","척추고정용","BAGUERA C","BF0003GZ","","4224000","","","","",""
"537","치료재료","추간판내 고주파 열치료술","COOLIEF*TRANSDISCAL*COOLED RADIOFREQUENCY KIT","BF0200JH","","1958000","","","","",""
"538","치료재료","추간판내 고주파 열치료술","YES DISC Catheter","BF0201SH","","1597688","","","","",""
"539","치료재료","추간판내 고주파 열치료술","YES C DISC Catheter","BF0202SH","","1597688","","","","",""
"540","치료재료","특수재질안구영역임플란트(녹내장 수술용)","OLOGEN","BI0641YD","","468000","","","","",""
"541","치료재료","시아노아크릴레이트를 이용한 복재정맥 폐색술용","베나실 클로저 시스템","BJ4321DU","","1639000","","","","",""
"542","치료재료","고주파 정맥내막 폐쇄요법용","Closure plus Cathet","BJ4301DU","","880000","","","X","X",""
"543","치료재료","혈관내영상카테타","OPTICROSS CORONARY IMAGING CATHETER","BJ4503BM","","1090400","","","","",""
"544","치료재료","혈관내영상카테타","OPTICROSS 18 PERIPHERAL IVUS","BJ4504BM","","1160000","","","","",""
"545","치료재료","혈관내영상카테타","Eagle Eye IVUS Catheter","BJ4504JT","","1419835","","","","",""
"546","치료재료","혈관내영상카테타","Refinity IVUS Catheter","BJ4506JT","","1419830","","","","",""
"547","치료재료","경막외강 신경박리술 및 감압 신경성형술용","HANARO(하나로 / ONE MEDTECH)","BJ4800TD","","673000","","","","",""
"548","치료재료","경막외강 신경박리술 및 감압 신경성형술용","EDEN EPIDURAL CATHETER","BJ4801GV","","419990","","","","",""
"549","치료재료","경막외강 신경박리술 및 감압 신경성형술용","ABEL EPIDURAL CATHETER","BJ4801GZ","","509976","","","","",""
"550","치료재료","풍선확장 경막외강 유착박리술용","ASAN-ZINEU BALLOON CATHETER","BJ4801NX","","792000","","","","",""
"551","치료재료","경막외강 신경박리술용","ST REED","BJ4801RA","","489832","","","","",""
"552","치료재료","풍선확장 경막외강 유착박리술용","지뉴 에프 풍선 카테터","BJ4802NX","","220000","","","","",""
"553","치료재료","내시경적 경막외강 신경근성형술용","VIDEO GUIDED CATHETER","BJ4802ZO","","1470000","","","","",""
"554","치료재료","경막외강 신경박리술용","Episol","BJ4803GZ","","638624","","","","",""
"555","치료재료","경막외강 신경박리술 및 감압 신경성형술용","BIOVISION","BJ4804XU","","700000","","","","",""
"556","치료재료","풍선카테터 부비동/이관 성형술용","Earloon Eustachian Tube Dilation System","","","450000","","","","",""
"557","치료재료","자착성(탄력)붕대","3M COBAN SELF-ADHERENT WRAP","BK7101EA","","","571","2968","","",""
"558","치료재료","자착성(탄력)붕대","CEB IDEAL COHESIVE","BK7101IK","","13547","","","","",""
"559","치료재료","OSTOMY용 ACCESSORY","CONVACARE PROTECTIVE BARRIER WIPES","BL3001BQ","","33415","","","","",""
"560","치료재료","OSTOMY용 ACCESSORY","TRIO SILESSE SKIN BARRIER SPRAY","BL3002MV","","18000","","","","",""
"561","치료재료","OSTOMY용 ACCESSORY","닐탁 잔여물제거 스프레이 50ml","BL3003MV","","22000","","","","",""
"562","치료재료","OSTOMY용 ACCESS0RY","3M NO STING BARRIER FILM","BL3004EA","","6820","","","","",""
"563","치료재료","유방 생검용","ATEC(PROBE & VACCUM SET)","BM0001MT","","450000","","","","",""
"564","치료재료","기관지내시경 초음파를 이용한 세침흡인술용","VIZISHOT","BM0004LV","","230000","","","","",""
"565","치료재료","상처고정 및 보호용","텐드라메피텔","BM2001JQ","","","6270","20900","","",""
"566","치료재료","인공유방","의료용 실리콘 인조유방","BM3011AU","","","330000","480000","","",""
"567","치료재료","흉터관리재료","스카클리닉","BM5001ED","","","28500","52250","","",""
"568","치료재료","드레싱 고정류","3M SOFT CLOTH WITH LINER","BM5101LX","","5080","","","","",""
"569","치료재료","척추전용형 동종골(MACHINED ALLOGRAFT BONE SPACER)","ALLOSPINE(LAMINAR SPACER)","BTB01013","","450000","","","","",""
"570","치료재료","동종진피(IMPLANT용-유방재건술용 제외)","mega-derm","BTS01019","","","89559","109461","","",""
"571","치료재료","동종진피(IMPLANT용-유방재건술용 제외)","SUREDERM","BTS01314","","220000","55000","","","",""
"572","치료재료","","AMS spectra Concealable","","","","660000","2640000","","",""
"573","치료재료","","ARM SLING","","","799","","","","",""
"574","치료재료","","Artificial testis/Alliedbiomedical","","","440000","","","","",""
"575","치료재료","","BIO GIDE 25*25mm","","","195700","","","","",""
"576","치료재료","","BIO-GIDE","","","161450","","","","",""
"577","치료재료","","BIO-OSS (0.25g)","","","73854","","","","",""
"578","치료재료","","BIO-OSS (0.5g)","","","113300","","","","",""
"579","치료재료","","BioXclude 10*25","","","180000","","","","",""
"580","치료재료","","CAST SHOES","","","3333","","","","",""
"581","치료재료","","COLLACOTE","","","21200","","","","",""
"582","치료재료","","COLLAPLUG","","","17915","","","","",""
"583","치료재료","","COLLATAPE","","","525200","","","","",""
"584","치료재료","","costal cartilage","","","1150000","","","","",""
"585","치료재료","","Cowell　BMP","","","","88000","198000","","",""
"586","치료재료","","CRUTCH WOODEN(With Gum Arm and Hand Cover)","","","9139","","","","",""
"587","치료재료","","CTS FDB bone","","","","53000","64630","","",""
"588","치료재료","비침습적 지혈용","DUAL TULIP","","","22000","","","","",""
"589","치료재료","비침습적 지혈용","DUAL STOP Cervix","","","13200","","","","",""
"590","치료재료","","ELBOW HINGE","","","","19000","38500","","",""
"591","치료재료","","Fascia Lata","","","360000","","","","",""
"592","치료재료","의료용확장기","Gelpoint PATH/Applied Medical","","","630000","","","","",""
"593","치료재료","","Graft9 0.25g","","","28860","","","","",""
"594","치료재료","","HALOVEST","","","1800000","","","","",""
"595","치료재료","","ICB block (5*10*10)","","","266792","","","","",""
"596","치료재료","","ICB BONE 0.5cc","","","146857","","","","",""
"597","치료재료","","KNEE HINGE","","","","20600","50000","","",""
"598","치료재료","","MBCP 0.5g","","","68621","","","","",""
"599","치료재료","","Mesh L/U shape bending mesh","","","134300","","","","",""
"600","치료재료","","Mesh single/double mesh","","","","56100","81600","","",""
"601","치료재료","","NASAL IMPLANT","","","21000","","","","",""
"602","치료재료","","PRO ROOT MTA","BL7601NM","","35510","","","","",""
"603","치료재료","","Screw ①wide head screw","","","25500","","","","",""
"604","치료재료","","Screw ②Tenting screw","","","32300","","","","",""
"605","치료재료","비침습적지혈용","SECUEX, Secuex H","","","417","","","","",""
"606","치료재료","","Titanium Micro Mesh(cytoflex)","","","130000","","","","",""
"607","치료재료","","Tutoplast pericardium","","","","145167","183878","","",""
"608","치료재료","","TUTOPLAST SPONGIOSA MICROCHIP","","","","118702","213662","","",""
"609","치료재료","","담요/1장(귀가용)","","","20000","","","","",""
"610","치료재료","","반시트/1장(귀가용)","","","4600","","","","",""
"611","치료재료","","보형물 AMS700 PENILE PROSTHESIS(3/PIECE)","","","6256062","","","","",""
"612","치료재료","","시트(대)/1장(귀가용)","","","8745","","","","",""
"613","치료재료","","안과용 플라스틱 안대","","","2000","","","","",""
"614","치료재료","비침습적지혈용","엘라반멸균반창고","","","383","","","","",""
"615","치료재료","","임플란트/GORE-regenerative membrane TR9W(TITANIUM)","","","360000","","","","",""
"616","치료재료","","임플란트/GORE-TEX,TR6Y,TR6T(TITANIUM)","","","336568","","","","",""
"617","치료재료","","환의 한벌(귀가용)","","","12240","","","","",""
"618","약제","","F-18 FP-CIT","629600010","5330100002","259000","","","","",""
"619","약제","","SonoVue inj(소노뷰,Echo)","","5419900057","83814","","","","",""
"620","약제","","SonoVue inj(소노뷰주)","","5090100046","83814","","","","",""
"621","약제","","소나조이드/Sonazoid","646300211","5090100055","134531","","","","",""
"622","약제","","페라미플루주15ml","643604611","MPERAMIFLU","14207","","","","",""
"623","약제","","스텐드로주","648501751","MSTANDRO","12038","","","","","원내코드"
"624","약제","","스텐드로주","648501751","MSTANDOUT","","","","","","원외코드"
"625","약제","","오페브연질캡슐100mg","653501570","DNINTEDA10","21292","","","","",""
"626","약제","","수란트라크림1%","655700331","DSOOLANCR","31608","","","","",""
"627","약제","","크레온캡슐25000","644206290","DCREON25","372","","","","",""
"628","약제","","싸이크람주사 1g","644301920","MCTX1","2012","","","","",""
"629","약제","","중외심정지액1호","644912300","MCPS","9622","","","","",""
"630","약제","","Bisacodyl 5mg","653801170","DDULCO","17","","","","",""
"631","약제","","브리디온주","655501751","MBRID2","79916","","","","",""
"632","약제","","메트빅스크림","655700140","DMETVIX","214402","","","","",""
"633","약제","","성광칼라민로오션","","DCALAM","9","","","","",""
"634","약제","","멕시틸캅셀100mg","","DMEXIT","296","","","","",""
"635","약제","","Baclofen 0.05㎎/1ml","","MBACLO50","5180","","","","",""
"636","약제","","Baclofen 10mg/5ml","","MBACLO","154000","","","","",""
"637","약제","","ZNSO4(국전)","","DZNSO4","9","","","","",""
"638","약제","","Baby pow (100g)","","DBABYP","5500","","","","",""
"639","약제","예방접종료","가다실 9 프리필드시린지(자궁경부암 백신)","655501931","MGDS9","180000","","","","",""
"640","약제","예방접종료","가다실주 백신","655500021","MGDS","120000","","","","","MGDS(자궁경부암)"
"641","약제","예방접종료","경피용 건조 B.C.G 백신 12mg","686500010","MBCGP","40000","","","","","결핵/ MBCGP"
"642","약제","","시알롱기정10mg","671806730","DCIAL1","","","","","","원외전용"
"643","약제","예방접종료","보령 세포배양일본뇌염백신주 0.7ML","670500531","MJBEC","40000","","","","","일본뇌염/MJBEC"
"644","약제","예방접종료","녹십자-세포배양일본뇌염백신주","643605041","MJBEC04","30000","","","","","일본뇌염/MJBEC04"
"645","약제","예방접종료","녹십자티디백신프리필드시린지주(파상풍백신)_(0.5mL)","643605311","MTD","30000","","","","","디프테리아 파상풍예방백신/MTD"
"646","약제","","듀악겔(Duacgel)","650002460","DDUACG","","","","","","원외처방전용"
"647","약제","","디페린겔(15g)","655700040","DDFRG15","","","","","","원외처방전용"
"648","약제","","디페린겔(30g)","655700040","DDFRG30","","","","","","원외처방전용"
"649","약제","","레비트라정 10mg","641100030","DLEVIT10","","","","","","원외처방전용"
"650","약제","","레비트라정 20mg","641100040","DLEVIT20","","","","","","원외처방전용"
"651","약제","","레비트라정 5mg","641100050","DLEVIT5","","","","","","원외처방전용"
"652","약제","예방접종료","로타릭스 프리필드 백신","650002870","DROTA","110000","","","","","로타바이러스/DROTA"
"653","약제","예방접종료","로타텍액","655500030","DROTAV","80000","","","","","로타바이러스 /DROTAV"
"654","약제","예방접종료","멘비오 백신[(수막구균 A,C,W135,Y)","650003080","MMENVEO","130000","","","","","수막구균/MMENVEO"
"655","약제","","메낙트라주(수막구균 다당류 디프테리아톡소이드 접합백신)","665900191","MMENACTRA","100000","","","X","X","수막구균/MMENACTRA/예방접종"
"656","약제","","멜라논크림(23g)","642501690","DMLNC","","","","","","원외처방전용"
"657","약제","","무수에탄올주(바이알)","645100651","MEOH1","17364","","","","",""
"658","약제","","바네포연고 20g/tub","645101440","DPOBA","1900","","","","",""
"659","약제","예방접종료","수두박스주(수두생바이러스백신)","643601160","MBIKEN","30000","","","","","수두생바이러스백신/MBIKEN"
"660","약제","예방접종료","스카이바리셀라주(수두생바이러스백신)_(1병)","56400051","MBIKEN24","30000","","","","","수두생바이러스백신"
"661","약제","","바셀린100g","648300980","DVASE100","482","","","","",""
"662","약제","예방접종료","보령플루Ⅷ테트라백신주(인플루엔자분할백신)","670501031","MFLU4-A","30000","","","X","X","인플루엔자 /MFLU4-A"
"663","약제","예방접종료","보령플루Ⅷ 테트라백신주(프리필드시린지)(인플루엔자분할백신)","670501031","MFLU4","30000","","","","","인플루엔자/ MFLU4"
"664","약제","예방접종료","보령A형간염백신프리필드시린지주(A형간염백신)","670502321","MHAV1","70000","","","","","A형간염/ MHAV1"
"665","약제","예방접종료","보령A형간염백신주 0.5ML (소아용)","670502311","MHAV","30000","","","","","A형 간염/MHAV"
"666","약제","","Bactigras(박티그라)","681800010","3012000035","1980","","","","",""
"667","약제","","베스타제당의정","642502030","DBST","33","","","","",""
"668","약제","","후라베린큐시럽","642902550","DBERBS","","","","","","원외전용"
"669","약제","","후시메드연고","643600830","DFCDO","4500","","","","",""
"670","약제","","삐콤정","642100700","DBC","14","","","","",""
"671","약제","예방접종료","보령디티에이피백신주","670500610","MPDT05","30000","","","","","디피티 백신( 백일해 디프테리아 파상풍의 예방)"
"672","약제","예방접종료","아다셀주(사노피파스퇴르)백신","665900110","MADAC","40000","","","","","디프테리아,파상풍 및 백일해예방/MADAC"
"673","약제","","부롬정5밀리그람","651901200","DBPD5","57","","","","",""
"674","약제","예방접종료","서바릭스프리필드시린지백신(자궁경부암)","650001880","MSVR","80000","","","","","자궁경부암/MSVR"
"675","약제","","멜라킹서방정2mg(멜라토닌)","694003250","DMELATONIN","510","","","","",""
"676","약제","","스티바에이크림0.025% 25g/tube","650002650","DTRE2.5","18900","","","","",""
"677","약제","","스티바에이크림0.05%(25g/tub)","650002570","DTRE5","19150","","","","",""
"678","약제","","구구정20mg_(20mg/1정)","643507040","DTADA20","1579","","","","",""
"679","약제","","시알롱기정20mg","671806740","DCIAL2","","","","","","원외전용"
"680","약제","","시알롱기정5mg","671806720","DCIAL","","","","","","원외전용"
"681","약제","예방접종료","신플로릭스(폐렴구균소아백신)프리필드시린지","650002410","MSYNFLORIX","70000","","","","","폐렴구균/MSYNFLORIX"
"682","약제","예방접정료","씨디.제박스(일본뇌염생바이러스백신)","666700010","MJEVAX05","40000","","","","","일본뇌염 생백신 0.5ml"
