년도,지역,순위,질병코드,상병명,실인원,진료과,코드그룹,국비비율
2023,대전,12,D50,철결핍빈혈,0.5263157894736842,신장내과,D50,0.5263157894736842
2023,대전,12,N12,급성 또는 만성으로 명시되지 않은 세뇨관-간질신장염,0.6666666666666666,신장내과,N12,0.6666666666666666
2023,대전,12,I10,본태성(원발성) 고혈압,0.618421052631579,신장내과,I10,0.618421052631579
2023,대전,12,K29,위염 및 십이지장염,0.6972704714640199,신장내과,K29,0.6972704714640199
2023,대전,12,R42,어지럼증 및 어지럼,0.9210526315789473,신장내과,R42,0.9210526315789473
2023,대전,12,J11,바이러스가 확인되지 않은 인플루엔자,0.3333333333333333,신장내과,J11,0.3333333333333333
2023,대전,12,C16,위의 악성 신생물,0.3387096774193548,신장내과,C16,0.3387096774193548
2023,대전,12,E46,상세불명의 단백질-에너지영양실조,0.0,신장내과,E46,0.0
2023,대전,12,Z54,회복기,0.0,신장내과,Z54,0.0
2023,대전,1,I20,협심증,83.45454545454545,심장내과,I20,0.7727272727272727
2023,대전,2,R07,목구멍 및 가슴의 통증,13.53846153846154,심장내과,R07,0.6153846153846154
2023,대전,3,R06,호흡의 이상,6.461538461538462,심장내과,R06,0.5384615384615384
2023,대전,4,I50,심부전,4.615384615384616,심장내과,I50,0.46153846153846156
2023,대전,5,I48,심방세동 및 조동,2.0869565217391304,심장내과,I48,0.2608695652173913
2023,대전,5,I25,만성 허혈심장병,5.5,심장내과,I25,0.6875
2023,대전,7,J18,상세불명 병원체의 폐렴,1.7284768211920527,심장내과,J18,0.5761589403973509
2023,대전,8,R55,실신 및 허탈,1.6666666666666667,심장내과,R55,0.8333333333333334
2023,대전,8,I35,비류마티스성 대동맥판장애,2.0,심장내과,I35,1.0
2023,대전,10,I10,본태성(원발성) 고혈압,0.618421052631579,심장내과,I10,0.618421052631579
2023,대전,10,J69,고체 및 액체에 의한 폐렴,0.7777777777777778,심장내과,J69,0.7777777777777778
2023,대전,10,N17,급성 신부전,0.6774193548387096,심장내과,N17,0.6774193548387096
2023,대전,10,C15,식도의 악성 신생물,0.75,심장내과,C15,0.75
2023,대전,10,I26,폐색전증,0.18181818181818182,심장내과,I26,0.18181818181818182
2023,대전,10,I07,류마티스성 삼첨판질환,0.5,심장내과,I07,0.5
2023,대전,10,N10,급성 세뇨관-간질신장염,0.2777777777777778,심장내과,N10,0.2777777777777778
2023,대전,10,N39,비뇨계통의 기타 장애,0.525,심장내과,N39,0.525
2023,대전,10,I42,심근병증,1.0,심장내과,I42,1.0
2023,대전,10,J90,달리 분류되지 않은 흉막삼출액,0.5454545454545454,심장내과,J90,0.5454545454545454
2023,대전,10,I38,상세불명 판막의 심내막염,0.0,심장내과,I38,0.0
2023,대전,10,I71,대동맥동맥류 및 박리,0.0,심장내과,I71,0.0
2023,대전,10,I47,발작성 빈맥,0.5,심장내과,I47,0.5
2023,대전,10,I51,심장병의 불명확한 기록 및 합병증,1.0,심장내과,I51,1.0
2023,대전,1,H25,노년백내장,136.6265060240964,안과,H25,0.5622489959839357
2023,대전,2,H26,기타 백내장,0.5,안과,H26,0.5
2023,대전,1,K40,사타구니탈장,25.0,외과,K40,0.38461538461538464
2023,대전,2,I83,하지의 정맥류,27.640625,외과,I83,0.453125
2023,대전,3,N18,만성 신장병,40.549450549450555,외과,N18,0.6758241758241759
2023,대전,4,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,7.2314410480349345,외과,Z51,0.20087336244541484
2023,대전,5,K81,담낭염,21.53846153846154,외과,K81,0.6153846153846154
2023,대전,6,I70,죽상경화증,20.166666666666668,외과,I70,0.6111111111111112
2023,대전,7,K80,담석증,17.148936170212767,외과,K80,0.5531914893617021
2023,대전,8,S22,"늑골, 흉골 및 흉추의 골절",12.888888888888888,외과,S22,0.4444444444444444
2023,대전,9,K62,항문 및 직장의 기타 질환,13.391304347826088,외과,K62,0.6086956521739131
2023,대전,10,K64,치핵 및 항문주위정맥혈전증,12.324324324324325,외과,K64,0.6486486486486487
2023,대전,11,C18,결장의 악성 신생물,5.493670886075949,외과,C18,0.3924050632911392
2023,대전,12,K35,급성 충수염,4.0,외과,K35,0.3076923076923077
2023,대전,13,R22,"피부 및 피하조직의 국소적 부기, 종괴 및 덩이",6.0,외과,R22,0.5
2023,대전,13,C20,직장의 악성 신생물,8.210526315789474,외과,C20,0.6842105263157895
2023,대전,15,K56,탈장이 없는 마비성 장폐색증 및 장폐색,5.0,외과,K56,0.5555555555555556
2023,대전,16,K57,장의 게실병,3.6363636363636362,외과,K57,0.45454545454545453
2023,대전,16,L89,욕창궤양 및 압박부위,5.333333333333333,외과,L89,0.6666666666666666
2023,대전,18,K91,달리 분류되지 않은 소화계통의 처치후 장애,6.0,외과,K91,1.0
2023,대전,18,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,2.693877551020408,외과,A09,0.4489795918367347
2023,대전,20,K63,장의 기타 질환,3.618042226487524,외과,K63,0.7236084452975048
2023,대전,20,K60,항문 및 직장부의 열창 및 누공,4.285714285714286,외과,K60,0.8571428571428571
2023,대전,1,J32,만성 부비동염,12.32,이비인후과,J32,0.56
2023,대전,2,J34,코 및 비동의 기타 장애,9.0,이비인후과,J34,0.6428571428571429
2023,대전,3,H90,전음성 및 감각신경성 청력소실,7.0,이비인후과,H90,0.875
2023,대전,4,D10,입 및 인두의 양성 신생물,3.4285714285714284,이비인후과,D10,0.5714285714285714
2023,대전,4,J38,달리 분류되지 않은 성대 및 후두의 질환,4.285714285714286,이비인후과,J38,0.7142857142857143
2023,대전,6,K09,달리 분류되지 않은 구강영역의 낭,3.0,이비인후과,K09,0.75
2023,대전,7,G51,안면신경장애,1.3333333333333333,이비인후과,G51,0.6666666666666666
2023,대전,7,J33,코폴립,1.0,이비인후과,J33,0.5
2023,대전,7,L03,연조직염,1.380952380952381,이비인후과,L03,0.6904761904761905
2023,대전,7,D14,중이 및 호흡계통의 양성 신생물,2.0,이비인후과,D14,1.0
2023,대전,7,K13,입술 및 구강점막의 기타 질환,1.0,이비인후과,K13,0.5
2023,대전,12,J05,급성 폐색성 후두염[크룹] 및 후두개염,0.0,이비인후과,J05,0.0
2023,대전,12,J03,급성 편도염,0.0,이비인후과,J03,0.0
2023,대전,12,H91,기타 청력소실,1.0,이비인후과,H91,1.0
2023,대전,12,J39,상기도의 기타 질환,1.0,이비인후과,J39,1.0
2023,대전,12,J36,편도주위농양,1.0,이비인후과,J36,1.0
2023,대전,12,J37,만성 후두염 및 후두기관염,1.0,이비인후과,J37,1.0
2023,대전,1,M54,등통증,42.1556886227545,재활의학과,M54,0.7664670658682635
2023,대전,2,G82,하반신마비 및 사지마비,28.5,재활의학과,G82,0.95
2023,대전,3,M51,기타 추간판장애,17.76923076923077,재활의학과,M51,0.8461538461538461
2023,대전,4,G81,편마비,15.607142857142856,재활의학과,G81,0.8214285714285714
2023,대전,5,M50,경추간판장애,7.188405797101449,재활의학과,M50,0.8985507246376812
2023,대전,5,M17,무릎관절증,4.219409282700422,재활의학과,M17,0.5274261603375527
2023,대전,7,M48,기타 척추병증,4.352392065344224,재활의학과,M48,0.8704784130688448
2023,대전,8,M96,달리 분류되지 않은 처치후 근골격장애,3.4956521739130433,재활의학과,M96,0.8739130434782608
2023,대전,9,S83,"무릎의 관절 및 인대의 탈구, 염좌 및 긴장",1.4117647058823528,재활의학과,S83,0.47058823529411764
2023,대전,9,M24,기타 특정 관절장애,1.6666666666666667,재활의학과,M24,0.5555555555555556
2023,대전,11,S72,대퇴골의 골절,0.6823529411764706,재활의학과,S72,0.3411764705882353
2023,대전,11,M75,어깨병변,1.5069444444444444,재활의학과,M75,0.7534722222222222
2023,대전,11,G54,신경근 및 신경총 장애,2.0,재활의학과,G54,1.0
2023,대전,11,E11,2형 당뇨병,1.429326287978864,재활의학과,E11,0.714663143989432
2023,대전,11,G62,기타 다발신경병증,2.0,재활의학과,G62,1.0
2023,대전,16,I69,뇌혈관질환의 후유증,0.7333333333333333,재활의학과,I69,0.7333333333333333
2023,대전,16,I61,뇌내출혈,0.5833333333333334,재활의학과,I61,0.5833333333333334
2023,대전,16,G20,파킨슨병,0.5,재활의학과,G20,0.5
2023,대전,16,S32,요추 및 골반의 골절,0.2823529411764706,재활의학과,S32,0.2823529411764706
2023,대전,16,G63,달리 분류된 질환에서의 다발신경병증,0.8888888888888888,재활의학과,G63,0.8888888888888888
2023,대전,1,M48,기타 척추병증,504.00700116686113,정형외과,M48,0.8704784130688448
2023,대전,2,M96,달리 분류되지 않은 처치후 근골격장애,166.91739130434783,정형외과,M96,0.8739130434782608
2023,대전,3,M51,기타 추간판장애,141.3076923076923,정형외과,M51,0.8461538461538461
2023,대전,4,M17,무릎관절증,83.33333333333333,정형외과,M17,0.5274261603375527
2023,대전,5,M75,어깨병변,85.89583333333333,정형외과,M75,0.7534722222222222
2023,대전,6,M43,기타 변형성 등병증,70.64948453608247,정형외과,M43,0.7938144329896907
2023,대전,7,S32,요추 및 골반의 골절,19.764705882352942,정형외과,S32,0.2823529411764706
2023,대전,7,S72,대퇴골의 골절,23.88235294117647,정형외과,S72,0.3411764705882353
2023,대전,9,S22,"늑골, 흉골 및 흉추의 골절",21.777777777777775,정형외과,S22,0.4444444444444444
2023,대전,10,S82,발목을 포함한 아래다리의 골절,15.085714285714285,정형외과,S82,0.45714285714285713
2023,대전,11,S52,아래팔의 골절,5.90625,정형외과,S52,0.21875
2023,대전,11,L03,연조직염,18.642857142857142,정형외과,L03,0.6904761904761905
2023,대전,13,Z47,기타 정형외과적 추적치료를 위하여 보건서비스와 접하고 있는 사람,10.242424242424242,정형외과,Z47,0.3939393939393939
2023,대전,14,E11,2형 당뇨병,15.007926023778072,정형외과,E11,0.714663143989432
2023,대전,15,S42,어깨 및 위팔의 골절,5.3999999999999995,정형외과,S42,0.3
2023,대전,16,S92,발목을 제외한 발의 골절,6.611111111111112,정형외과,S92,0.3888888888888889
2023,대전,17,S46,어깨 및 위팔 부위의 근육 및 힘줄의 손상,5.25,정형외과,S46,0.4375
2023,대전,17,M87,골괴사,9.230769230769232,정형외과,M87,0.7692307692307693
2023,대전,17,M23,무릎의 내부장애,5.0,정형외과,M23,0.4166666666666667
2023,대전,17,M50,경추간판장애,10.782608695652174,정형외과,M50,0.8985507246376812
2023,대전,1,Z51,기타 의학적 관리를 위하여 보건서비스와 접하고 있는 사람,33.94759825327511,혈액종양내과,Z51,0.20087336244541484
2023,대전,2,E11,2형 당뇨병,41.45046235138705,혈액종양내과,E11,0.714663143989432
2023,대전,3,C25,췌장의 악성 신생물,2.8679245283018866,혈액종양내과,C25,0.1509433962264151
2023,대전,4,C34,기관지 및 폐의 악성 신생물,6.24,혈액종양내과,C34,0.52
2023,대전,5,D64,기타 빈혈,6.296296296296297,혈액종양내과,D64,0.6296296296296297
2023,대전,6,C22,간 및 간내 담관의 악성 신생물,3.1764705882352944,혈액종양내과,C22,0.35294117647058826
2023,대전,7,C18,결장의 악성 신생물,2.7468354430379747,혈액종양내과,C18,0.3924050632911392
2023,대전,8,C16,위의 악성 신생물,2.032258064516129,혈액종양내과,C16,0.3387096774193548
2023,대전,9,J18,상세불명 병원체의 폐렴,2.3046357615894038,혈액종양내과,J18,0.5761589403973509
2023,대전,10,R57,달리 분류되지 않은 쇼크,1.7999999999999998,혈액종양내과,R57,0.6
2023,대전,10,C67,방광의 악성 신생물,1.75,혈액종양내과,C67,0.5833333333333334
2023,대전,10,C83,비소포성 림프종,0.6000000000000001,혈액종양내과,C83,0.2
2023,대전,10,I50,심부전,1.3846153846153846,혈액종양내과,I50,0.46153846153846156
2023,대전,10,G62,기타 다발신경병증,3.0,혈액종양내과,G62,1.0
2023,대전,15,D70,무과립구증,2.0,혈액종양내과,D70,1.0
2023,대전,15,N39,비뇨계통의 기타 장애,1.05,혈액종양내과,N39,0.525
2023,대전,15,C61,전립선의 악성 신생물,1.2758620689655173,혈액종양내과,C61,0.6379310344827587
2023,대전,15,N17,급성 신부전,1.3548387096774193,혈액종양내과,N17,0.6774193548387096
2023,대전,15,C50,유방의 악성 신생물,0.0,혈액종양내과,C50,0.0
2023,대전,15,N10,급성 세뇨관-간질신장염,0.5555555555555556,혈액종양내과,N10,0.2777777777777778
2023,대전,15,A04,기타 세균성 장감염,0.8571428571428571,혈액종양내과,A04,0.42857142857142855
2023,대전,15,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,0.8979591836734694,혈액종양내과,A09,0.4489795918367347
2023,대전,15,I48,심방세동 및 조동,0.5217391304347826,혈액종양내과,I48,0.2608695652173913
2023,대전,15,J15,달리 분류되지 않은 세균성 폐렴,1.4285714285714286,혈액종양내과,J15,0.7142857142857143
2023,대전,15,C71,뇌의 악성 신생물,0.3333333333333333,혈액종양내과,C71,0.16666666666666666
2023,대전,1,J18,상세불명 병원체의 폐렴,42.63576158940397,호흡기내과,J18,0.5761589403973509
2023,대전,2,U07,U07의 응급사용,22.88,호흡기내과,U07,0.44
2023,대전,3,J44,기타 만성 폐쇄성 폐질환,11.368421052631579,호흡기내과,J44,0.631578947368421
2023,대전,4,C34,기관지 및 폐의 악성 신생물,6.24,호흡기내과,C34,0.52
2023,대전,5,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,2.2448979591836733,호흡기내과,A09,0.4489795918367347
2023,대전,6,I50,심부전,1.3846153846153846,호흡기내과,I50,0.46153846153846156
2023,대전,6,K80,담석증,1.6595744680851063,호흡기내과,K80,0.5531914893617021
2023,대전,6,J98,기타 호흡장애,2.0769230769230766,호흡기내과,J98,0.6923076923076923
2023,대전,9,A75,발진티푸스,0.3333333333333333,호흡기내과,A75,0.16666666666666666
2023,대전,9,G20,파킨슨병,1.0,호흡기내과,G20,0.5
2023,대전,9,J40,급성인지 만성인지 명시되지 않은 기관지염,0.0,호흡기내과,J40,0.0
2023,대전,9,J42,상세불명의 만성 기관지염,1.9393939393939394,호흡기내과,J42,0.9696969696969697
2023,대전,13,C18,결장의 악성 신생물,0.3924050632911392,호흡기내과,C18,0.3924050632911392
2023,대전,13,J96,달리 분류되지 않은 호흡부전,0.0,호흡기내과,J96,0.0
2023,대전,13,J84,기타 간질성 폐질환,0.5,호흡기내과,J84,0.5
2023,대전,13,J93,기흉,0.8,호흡기내과,J93,0.8
2023,대전,13,J45,천식,0.625,호흡기내과,J45,0.625
2023,대전,13,J20,급성 기관지염,0.6666666666666666,호흡기내과,J20,0.6666666666666666
2023,대전,13,A08,바이러스성 및 기타 명시된 장감염,0.5,호흡기내과,A08,0.5
2023,대전,13,R04,기도출혈,0.5,호흡기내과,R04,0.5
2023,대전,13,K29,위염 및 십이지장염,0.6972704714640199,호흡기내과,K29,0.6972704714640199
2023,대전,13,R55,실신 및 허탈,0.8333333333333334,호흡기내과,R55,0.8333333333333334
2023,대전,13,J43,폐기종,1.0,호흡기내과,J43,1.0
2023,대전,13,A04,기타 세균성 장감염,0.42857142857142855,호흡기내과,A04,0.42857142857142855
2023,대전,13,C22,간 및 간내 담관의 악성 신생물,0.35294117647058826,호흡기내과,C22,0.35294117647058826
2023,대전,13,C61,전립선의 악성 신생물,0.6379310344827587,호흡기내과,C61,0.6379310344827587
2023,대전,13,N17,급성 신부전,0.6774193548387096,호흡기내과,N17,0.6774193548387096
2023,대전,13,A15,세균학적 및 조직학적으로 확인된 호흡기결핵,0.0,호흡기내과,A15,0.0
2023,대전,13,D64,기타 빈혈,0.6296296296296297,호흡기내과,D64,0.6296296296296297
2023,대전,13,R50,기타 및 원인미상의 열,0.5625,호흡기내과,R50,0.5625
2023,대전,13,R06,호흡의 이상,0.5384615384615384,호흡기내과,R06,0.5384615384615384
2023,대전,13,J69,고체 및 액체에 의한 폐렴,0.7777777777777778,호흡기내과,J69,0.7777777777777778
2023,대전,13,M62,근육의 기타 장애,0.5,호흡기내과,M62,0.5
2023,대전,13,R05,기침,0.0,호흡기내과,R05,0.0
2023,대전,13,K81,담낭염,0.6153846153846154,호흡기내과,K81,0.6153846153846154
2023,대전,13,D70,무과립구증,1.0,호흡기내과,D70,1.0
2023,대전,13,J15,달리 분류되지 않은 세균성 폐렴,0.7142857142857143,호흡기내과,J15,0.7142857142857143
2023,대전,13,J47,기관지확장증,1.0,호흡기내과,J47,1.0
2023,대전,13,L89,욕창궤양 및 압박부위,0.6666666666666666,호흡기내과,L89,0.6666666666666666
2023,대전,13,C16,위의 악성 신생물,0.3387096774193548,호흡기내과,C16,0.3387096774193548
2023,대전,13,J11,바이러스가 확인되지 않은 인플루엔자,0.3333333333333333,호흡기내과,J11,0.3333333333333333
2023,대전,13,E11,2형 당뇨병,0.714663143989432,호흡기내과,E11,0.714663143989432
2023,부산,1,C34,기관지 및 폐의 악성 신생물,20.322580645161292,가정의학과,C34,0.4838709677419355
2023,부산,2,C25,췌장의 악성 신생물,6.909090909090909,가정의학과,C25,0.36363636363636365
2023,부산,3,C22,간 및 간내 담관의 악성 신생물,13.5,가정의학과,C22,0.75
2023,부산,4,C18,결장의 악성 신생물,9.481481481481481,가정의학과,C18,0.5925925925925926
2023,부산,5,C16,위의 악성 신생물,11.26829268292683,가정의학과,C16,0.8048780487804879
2023,부산,6,C61,전립선의 악성 신생물,9.0,가정의학과,C61,0.75
2023,부산,7,C20,직장의 악성 신생물,5.25,가정의학과,C20,0.75
2023,부산,8,C24,담도의 기타 및 상세불명 부분의 악성 신생물,4.125,가정의학과,C24,0.6875
2023,부산,8,C71,뇌의 악성 신생물,0.0,가정의학과,C71,0.0
2023,부산,8,C78,호흡 및 소화기관의 이차성 악성 신생물,1.5,가정의학과,C78,0.25
2023,부산,11,C23,담낭의 악성 신생물,1.0,가정의학과,C23,0.2
2023,부산,12,C56,난소의 악성 신생물,0.0,가정의학과,C56,0.0
2023,부산,12,C67,방광의 악성 신생물,3.272727272727273,가정의학과,C67,0.8181818181818182
2023,부산,14,C50,유방의 악성 신생물,0.0,가정의학과,C50,0.0
2023,부산,15,C70,수막의 악성 신생물,0.0,가정의학과,C70,0.0
2023,부산,15,C19,직장구불결장접합부의 악성 신생물,1.6842105263157894,가정의학과,C19,0.8421052631578947
2023,부산,15,C64,신우를 제외한 신장의 악성 신생물,1.0,가정의학과,C64,0.5
2023,부산,15,C49,기타 결합조직 및 연조직의 악성 신생물,2.0,가정의학과,C49,1.0
2023,부산,19,C02,혀의 기타 및 상세불명 부분의 악성 신생물,1.0,가정의학과,C02,1.0
2023,부산,19,C80,부위의 명시가 없는 악성 신생물,1.0,가정의학과,C80,1.0
2023,부산,19,C96,"림프, 조혈 및 관련 조직의 기타 및 상세불명의 악성 신생물",0.0,가정의학과,C96,0.0
2023,부산,19,C53,자궁경부의 악성 신생물,0.0,가정의학과,C53,0.0
2023,부산,19,C44,기타 피부의 악성 신생물,0.0,가정의학과,C44,0.0
2023,부산,19,C04,입바닥의 악성 신생물,0.0,가정의학과,C04,0.0
2023,부산,19,C45,중피종,0.0,가정의학과,C45,0.0
2023,부산,19,C73,갑상선의 악성 신생물,0.0,가정의학과,C73,0.0
2023,부산,1,E11,2형 당뇨병,1.7391304347826086,내분비내과,E11,0.8695652173913043
2023,부산,1,M05,혈청검사양성 류마티스관절염,1.0,류마티스내과,M05,1.0
2023,부산,1,M06,기타 류마티스관절염,1.0,류마티스내과,M06,1.0
2023,부산,1,N40,전립선증식증,190.93484419263456,비뇨의학과,N40,0.56657223796034
2023,부산,2,C61,전립선의 악성 신생물,29.25,비뇨의학과,C61,0.75
2023,부산,3,N31,달리 분류되지 않은 방광의 신경근육기능장애,16.875,비뇨의학과,N31,0.84375
2023,부산,4,N39,비뇨계통의 기타 장애,14.043478260869565,비뇨의학과,N39,0.8260869565217391
2023,부산,5,N41,전립선의 염증성 질환,5.3999999999999995,비뇨의학과,N41,0.6
2023,부산,6,N35,요도협착,5.6000000000000005,비뇨의학과,N35,0.8
2023,부산,6,N21,하부요로의 결석,6.0,비뇨의학과,N21,0.8571428571428571
2023,부산,6,C67,방광의 악성 신생물,5.7272727272727275,비뇨의학과,C67,0.8181818181818182
2023,부산,9,N48,음경의 기타 장애,5.0,비뇨의학과,N48,1.0
2023,부산,10,D41,비뇨기관의 행동양식 불명 또는 미상의 신생물,0.6000000000000001,비뇨의학과,D41,0.2
2023,부산,10,D30,비뇨기관의 양성 신생물,2.0,비뇨의학과,D30,0.6666666666666666
2023,부산,12,N30,방광염,2.0,비뇨의학과,N30,1.0
2023,부산,12,N20,신장 및 요관의 결석,1.5,비뇨의학과,N20,0.75
2023,부산,12,N10,급성 세뇨관-간질신장염,0.75,비뇨의학과,N10,0.375
2023,부산,12,R33,소변정체,2.0,비뇨의학과,R33,1.0
2023,부산,16,C66,요관의 악성 신생물,1.0,비뇨의학과,C66,1.0
2023,부산,16,J15,달리 분류되지 않은 세균성 폐렴,0.75,비뇨의학과,J15,0.75
2023,부산,16,N43,음낭수종 및 정액류,1.0,비뇨의학과,N43,1.0
2023,부산,16,N45,고환염 및 부고환염,1.0,비뇨의학과,N45,1.0
2023,부산,16,U07,U07의 응급사용,0.5483870967741935,비뇨의학과,U07,0.5483870967741935
2023,부산,16,R31,상세불명의 혈뇨,0.5,비뇨의학과,R31,0.5
2023,부산,16,U82,베타락탐항생제 내성,1.0,비뇨의학과,U82,1.0
2023,부산,16,J03,급성 편도염,0.0,비뇨의학과,J03,0.0
2023,부산,1,U07,U07의 응급사용,0.5483870967741935,소아청소년과,U07,0.5483870967741935
2023,부산,1,K63,장의 기타 질환,45.25806451612903,소화기내과,K63,0.7419354838709677
2023,부산,2,J18,상세불명 병원체의 폐렴,38.14532871972319,소화기내과,J18,0.7197231833910035
2023,부산,3,K21,위-식도역류병,38.095238095238095,소화기내과,K21,0.7936507936507936
2023,부산,4,C22,간 및 간내 담관의 악성 신생물,29.25,소화기내과,C22,0.75
2023,부산,5,C16,위의 악성 신생물,24.951219512195124,소화기내과,C16,0.8048780487804879
2023,부산,6,Z00,호소증상 및 보고된 진단명이 없는 사람의 일반적 검사 및 조사,29.032258064516128,소화기내과,Z00,0.967741935483871
2023,부산,7,A09,감염성 및 상세불명 기원의 기타 위장염 및 결장염,22.400000000000002,소화기내과,A09,0.8
2023,부산,8,D12,"결장, 직장, 항문 및 항문관의 양성 신생물 ",20.192307692307693,소화기내과,D12,0.8076923076923077
2023,부산,9,K29,위염 및 십이지장염,20.783505154639176,소화기내과,K29,0.865979381443299
2023,부산,10,K92,소화계통의 기타 질환,18.07142857142857,소화기내과,K92,0.8214285714285714
2023,부산,10,E11,2형 당뇨병,19.130434782608695,소화기내과,E11,0.8695652173913043
2023,부산,12,D13,기타 및 부위불명의 소화계통의 양성 신생물,15.238095238095237,소화기내과,D13,0.7619047619047619
2023,부산,13,K56,탈장이 없는 마비성 장폐색증 및 장폐색,13.909090909090908,소화기내과,K56,0.7727272727272727
2023,부산,13,K74,간의 섬유증 및 경변증,9.0,소화기내과,K74,0.5
2023,부산,15,K59,기타 기능성 장장애,12.592592592592592,소화기내과,K59,0.7407407407407407
2023,부산,15,K80,담석증,11.018518518518519,소화기내과,K80,0.6481481481481481
2023,부산,17,D37,구강 및 소화기관의 행동양식 불명 또는 미상의 신생물,15.11111111111111,소화기내과,D37,0.9444444444444444
2023,부산,18,D64,기타 빈혈,8.571428571428571,소화기내과,D64,0.5714285714285714
2023,부산,18,N18,만성 신장병,12.75,소화기내과,N18,0.85
2023,부산,20,K86,췌장의 기타 질환,5.0,소화기내과,K86,0.38461538461538464
2023,부산,1,I20,협심증,501.9552906110283,순환기내과,I20,0.7794336810730254
2023,부산,2,I50,심부전,123.97905759162305,순환기내과,I50,0.6701570680628273
2023,부산,3,I73,기타 말초혈관질환,32.69767441860465,순환기내과,I73,0.8837209302325582
2023,부산,4,I10,본태성(원발성) 고혈압,22.545454545454547,순환기내과,I10,0.7272727272727273
2023,부산,5,I48,심방세동 및 조동,16.333333333333336,순환기내과,I48,0.5833333333333334
2023,부산,6,I21,급성 심근경색증,17.307692307692307,순환기내과,I21,0.6923076923076923
2023,부산,7,I11,고혈압성 심장병,12.727272727272727,순환기내과,I11,0.6363636363636364
2023,부산,8,R06,호흡의 이상,10.352941176470589,순환기내과,R06,0.6470588235294118
2023,부산,9,I70,죽상경화증,8.23529411764706,순환기내과,I70,0.5882352941176471
2023,부산,10,Z95,심장 및 혈관 삽입물 및 이식편의 존재,11.142857142857142,순환기내과,Z95,0.8571428571428571
2023,부산,11,I49,기타 심장부정맥,6.857142857142857,순환기내과,I49,0.5714285714285714
2023,부산,12,I42,심근병증,7.0,순환기내과,I42,0.7
2023,부산,12,R07,목구멍 및 가슴의 통증,7.647058823529411,순환기내과,R07,0.7647058823529411
2023,부산,14,I44,방실차단 및 좌각차단,7.0,순환기내과,I44,0.7777777777777778
2023,부산,15,J18,상세불명 병원체의 폐렴,5.038062283737024,순환기내과,J18,0.7197231833910035
2023,부산,15,I77,동맥 및 세동맥의 기타 장애,4.0,순환기내과,I77,0.5714285714285714
2023,부산,15,R55,실신 및 허탈,3.8888888888888893,순환기내과,R55,0.5555555555555556
2023,부산,18,R60,달리 분류되지 않은 부종,1.6363636363636362,순환기내과,R60,0.2727272727272727
2023,부산,18,Z45,이식장치의 조정 및 관리를 위하여 보건서비스와 접하고 있는 사람,5.0,순환기내과,Z45,0.8333333333333334
2023,부산,20,I25,만성 허혈심장병,3.0,순환기내과,I25,0.6
2023,부산,20,I31,심장막의 기타 질환,3.0,순환기내과,I31,0.6
2023,부산,20,I46,심장정지,3.5714285714285716,순환기내과,I46,0.7142857142857143
2023,부산,20,U07,U07의 응급사용,2.7419354838709675,순환기내과,U07,0.5483870967741935
2023,부산,20,I35,비류마티스성 대동맥판장애,3.333333333333333,순환기내과,I35,0.6666666666666666
2023,부산,1,I63,뇌경색증,22.49645390070922,신경과,I63,0.8652482269503546
2023,부산,2,R51,두통,1.3333333333333333,신경과,R51,0.6666666666666666
2023,부산,2,F03,상세불명의 치매,1.0,신경과,F03,0.5
2023,부산,2,G20,파킨슨병,2.0,신경과,G20,1.0
2023,부산,5,G25,기타 추체외로 및 운동 장애,1.0,신경과,G25,1.0
2023,부산,5,I61,뇌내출혈,0.7241379310344828,신경과,I61,0.7241379310344828
2023,부산,1,M51,기타 추간판장애,151.81012658227849,신경외과,M51,0.8481012658227848
2023,부산,2,M48,기타 척추병증,100.57894736842105,신경외과,M48,0.8980263157894737
2023,부산,2,M96,달리 분류되지 않은 처치후 근골격장애,101.2192513368984,신경외과,M96,0.9037433155080213
2023,부산,4,S32,요추 및 골반의 골절,38.43478260869565,신경외과,S32,0.5652173913043478
2023,부산,5,M43,기타 변형성 등병증,30.825688073394495,신경외과,M43,0.7706422018348624
2023,부산,6,M54,등통증,23.434782608695652,신경외과,M54,0.7101449275362319
2023,부산,7,S22,"늑골, 흉골 및 흉추의 골절",21.510204081632654,신경외과,S22,0.6938775510204082
2023,부산,8,M50,경추간판장애,25.917355371900825,신경외과,M50,0.9256198347107438
2023,부산,9,M47,척추증,19.84732824427481,신경외과,M47,0.7938931297709924
2023,부산,10,S06,두개내손상,12.352941176470587,신경외과,S06,0.8235294117647058
2023,부산,11,I61,뇌내출혈,9.413793103448276,신경외과,I61,0.7241379310344828
2023,부산,12,G95,척수의 기타 질환,8.8,신경외과,G95,0.88
2023,부산,12,U07,U07의 응급사용,5.483870967741935,신경외과,U07,0.5483870967741935
2023,부산,14,G54,신경근 및 신경총 장애,8.0,신경외과,G54,1.0
2023,부산,15,I63,뇌경색증,5.191489361702128,신경외과,I63,0.8652482269503546
2023,부산,16,I69,뇌혈관질환의 후유증,4.375,신경외과,I69,0.875
2023,부산,17,T08,척추의 상세불명 부위의 골절,2.0,신경외과,T08,0.6666666666666666
